14	0	0	0	2	0	0	0	22	0	126	0	21	3	7	15	807	30610	20	1
12	0	0	0	0	2	0	0	30	26	204	0	17	2	7	15	967	30872	46	1
16	7	0	0	0	0	0	0	20	25	272	0	13	0	6	10	1058	32766	26	1
8	0	0	0	1	2	0	3	23	14	187	0	12	0	6	15	947	32766	20	1
17	0	0	0	0	12	0	4	29	-11	167	0	13	0	7	11	755	5078	20	1
20	11	0	0	0	1	0	4	18	26	206	0	17	2	7	11	1010	19560	30	1
11	0	0	0	1	25	0	12	16	1	198	0	10	0	9	24	1017	32766	20	1
6	0	0	0	0	23	0	0	15	1	191	0	17	0	1	19	979	17985	24	1
19	10	0	0	0	3	0	3	29	40	245	0	17	0	10	7	975	31556	22	1
28	0	0	0	2	0	0	0	15	25	161	14	15	0	3	15	903	32767	20	1
10	0	0	0	0	9	0	0	15	9	167	0	19	2	1	15	921	25500	21	1
14	0	0	0	2	5	0	0	16	12	171	0	12	5	4	15	983	25888	22	1
29	20	0	0	0	30	0	12	18	37	313	0	15	0	13	9	1008	32767	118	1
36	27	0	0	0	0	0	0	20	49	330	0	17	0	8	6	1068	32622	21	1
40	30	0	0	0	13	0	7	21	52	305	0	17	0	13	8	1057	32766	20	1
10	0	0	0	0	5	0	7	19	9	202	0	15	0	6	19	979	30317	23	1
22	13	0	0	0	18	0	8	22	35	332	0	12	0	14	8	1069	29311	43	1
17	0	0	0	3	12	10	0	29	27	109	0	15	3	7	15	861	13813	23	1
17	8	0	0	0	0	0	6	19	25	288	0	19	0	10	10	1047	31689	20	1
24	15	0	0	0	0	0	3	19	25	193	14	19	0	8	17	932	29363	41	1
16	0	0	0	0	3	0	2	29	29	235	0	17	0	8	15	992	29660	20	1
18	9	0	0	0	6	0	0	28	35	275	0	12	0	10	10	1043	32116	31	1
13	0	0	0	6	9	24	0	26	2	66	0	19	14	16	30	801	10833	30	1
17	0	0	0	0	0	0	1	24	25	236	0	21	0	7	15	1002	31291	21	1
13	4	0	0	0	30	0	0	27	26	218	0	17	0	14	13	883	32767	24	1
20	11	0	0	0	1	0	3	18	29	304	14	12	0	8	8	955	32301	20	1
18	0	0	0	0	30	0	0	30	-11	236	0	15	0	12	10	876	32767	20	1
9	0	0	0	0	12	0	0	30	23	196	0	15	0	6	15	873	28343	22	1
6	0	0	0	6	16	0	8	11	-9	117	0	23	2	4	19	770	32027	20	1
12	3	0	0	1	9	0	6	23	9	155	0	19	0	6	24	929	32766	21	1
11	0	0	0	2	23	12	13	10	3	83	0	19	2	9	15	693	15757	40	1
27	18	0	0	0	0	0	0	29	45	246	0	17	0	10	10	1054	31949	32	1
8	0	0	0	2	3	0	5	19	-6	138	0	15	0	3	30	1014	20349	28	1
5	0	0	0	6	0	3	0	18	-14	113	0	15	5	1	30	899	32718	24	1
18	0	0	0	4	1	6	2	13	11	113	7	17	7	1	15	818	27084	20	1
21	0	0	0	0	0	0	3	16	29	256	7	15	0	6	7	907	31188	52	1
6	0	0	0	8	0	5	0	14	-19	107	7	17	4	0	30	922	29112	20	1
5	0	0	0	9	0	4	0	12	-23	92	0	17	11	0	30	774	31729	21	1
8	0	0	0	2	0	0	0	16	-9	136	7	19	1	0	30	937	32767	22	1
17	8	0	0	0	30	0	17	17	23	246	0	17	0	17	10	971	15148	26	1
12	0	0	0	0	0	0	4	16	14	268	0	15	0	6	13	960	32009	22	1
15	0	0	0	0	30	0	0	15	18	225	0	19	0	7	11	911	30185	21	1
9	0	0	0	0	7	0	6	21	14	218	0	17	0	6	15	966	32257	29	1
10	0	0	0	4	26	1	0	15	-4	134	0	17	3	0	24	915	31985	24	1
3	0	6	0	3	14	7	0	13	-18	78	0	17	3	0	30	818	10548	21	1
4	0	0	0	4	7	18	0	10	-21	66	0	19	9	0	30	762	14199	30	1
4	0	0	0	6	8	30	0	3	-30	21	0	17	13	1	30	463	5279	20	1
3	0	16	0	4	0	12	0	19	-13	86	0	17	9	2	30	873	31248	24	1
5	0	0	0	0	0	0	2	10	-12	116	7	15	0	0	26	741	4689	21	1
17	0	0	0	0	0	1	4	22	8	138	0	12	0	7	30	1059	32766	22	1
9	0	0	0	3	0	0	0	12	-7	125	0	17	0	0	24	823	26583	22	1
6	0	0	0	2	0	2	0	15	-12	122	0	19	1	0	30	997	32568	23	1
17	0	0	0	2	8	6	0	15	14	129	0	12	2	2	15	889	29554	30	1
11	0	0	0	1	5	0	6	18	12	183	0	15	0	6	15	1079	31333	22	1
17	0	0	0	3	0	0	2	25	23	178	0	17	0	6	15	986	31918	25	1
14	0	0	0	5	10	0	10	16	2	142	0	17	3	8	22	945	32309	22	1
12	0	0	0	1	13	2	3	25	20	137	0	13	4	6	15	832	24289	30	1
13	0	0	0	0	0	0	0	27	24	198	0	12	0	6	15	1092	32766	22	1
14	5	0	0	0	0	0	1	21	24	248	0	19	0	8	10	994	19426	20	1
20	0	0	0	0	0	0	1	16	24	283	0	19	0	10	11	946	29018	20	1
15	0	0	0	0	27	0	0	29	28	150	0	12	0	8	15	877	31924	21	1
12	0	0	0	0	0	0	1	17	13	203	21	17	0	5	15	928	32766	21	1
21	12	0	0	0	4	0	3	22	33	245	0	15	0	10	9	929	32766	21	1
7	0	0	0	1	23	0	0	30	5	168	0	17	0	7	30	951	25959	24	1
12	0	0	0	0	2	0	6	15	13	210	0	23	0	7	13	916	31163	21	1
10	0	0	0	0	30	0	0	29	16	186	0	17	0	8	22	944	32767	22	1
8	0	0	0	0	0	0	2	25	17	208	0	15	0	4	15	1025	30815	21	1
10	0	0	0	2	0	0	0	15	-8	157	0	19	0	0	30	978	32766	33	1
6	0	0	0	0	9	0	0	13	-6	142	0	12	0	0	24	849	16031	26	1
4	0	0	0	2	0	0	3	17	-8	152	0	15	0	2	26	858	31609	23	1
8	0	0	0	0	5	0	0	16	6	142	0	15	1	0	17	813	14301	23	1
4	0	0	0	4	6	0	0	12	-19	113	0	17	0	0	30	835	32724	21	1
6	0	0	0	0	0	0	4	5	-5	95	0	15	0	1	15	483	14968	28	1
25	16	0	0	0	15	0	0	19	32	289	0	15	0	6	11	1034	32767	20	1
21	12	0	0	0	10	0	3	21	34	250	0	15	0	7	7	955	23595	20	1
11	0	0	0	0	0	0	0	15	10	230	0	17	0	7	15	926	32766	22	1
10	0	0	0	0	30	0	0	30	24	185	0	15	1	10	15	940	5075	27	1
4	0	0	0	0	0	0	2	9	-3	78	0	8	2	1	15	504	13858	21	1
23	0	0	0	0	3	0	0	26	34	240	0	15	0	11	14	1031	32655	35	1
14	0	0	0	0	3	0	2	27	25	232	0	12	0	7	15	951	31266	32	1
39	30	0	0	0	0	0	2	30	64	410	0	15	0	17	4	1197	32714	252	1
21	12	0	0	0	0	0	0	30	45	266	0	17	0	12	5	1105	9690	23	1
29	20	0	0	0	8	0	0	30	52	365	0	8	0	14	6	1167	25088	20	1
12	0	0	0	0	8	0	0	25	22	220	0	19	0	7	14	938	32766	21	1
16	0	0	0	0	24	0	0	30	31	263	0	19	0	12	14	991	28102	22	1
23	14	0	0	0	24	0	0	30	45	340	0	10	0	18	7	1056	15817	24	1
15	0	0	0	0	0	0	5	23	22	257	0	15	0	10	15	1092	32488	24	1
30	21	0	0	0	5	0	4	30	50	317	0	15	0	14	9	1040	32517	24	1
30	21	0	0	0	0	0	0	28	51	472	14	12	0	14	6	1280	7712	21	1
13	4	0	0	0	16	0	0	30	29	177	0	19	0	10	13	809	11100	41	1
7	0	0	0	0	0	0	0	12	6	190	0	15	0	0	12	731	32174	21	1
14	0	0	0	0	0	0	1	22	20	186	0	17	0	5	15	955	25811	23	1
33	24	0	0	0	7	0	0	27	48	235	0	19	0	12	11	1084	31678	22	1
11	0	0	0	0	7	0	0	15	8	185	0	15	0	1	17	973	20302	21	1
9	0	0	0	0	8	0	8	17	10	177	0	15	0	5	15	1017	31455	25	1
7	0	0	0	3	22	1	0	29	2	126	0	13	1	6	30	938	11227	22	1
10	0	0	0	2	0	0	0	15	7	170	0	15	1	0	15	920	32766	23	1
20	11	0	0	0	15	0	4	20	34	270	0	9	0	7	5	1067	28700	70	1
50	30	0	0	0	0	0	0	28	72	372	0	12	0	15	5	1086	32767	25	1
17	0	0	0	0	0	0	5	17	18	226	0	19	0	8	15	984	32766	21	1
5	0	0	0	2	26	0	0	24	-4	65	0	19	0	6	30	703	14117	26	1
7	0	0	0	0	7	0	0	28	4	147	0	15	0	10	30	957	19642	21	1
18	9	0	0	0	0	0	1	21	26	233	0	15	0	10	12	1052	31862	34	1
8	0	0	0	1	13	0	8	17	8	138	0	15	2	6	15	859	32767	21	1
22	0	0	0	0	6	0	5	21	27	234	0	21	0	10	15	1030	32762	20	1
11	0	0	0	0	12	0	6	26	21	194	0	15	0	9	15	955	22305	30	1
15	0	0	0	0	0	0	0	25	24	246	0	15	0	7	15	1060	32767	21	1
10	0	0	0	0	1	0	4	18	12	128	0	19	4	6	15	765	19773	24	1
16	0	0	0	1	6	0	6	17	-12	146	0	17	0	6	12	717	9369	27	1
24	15	0	0	0	0	0	2	22	33	205	0	17	2	10	12	997	32331	29	1
9	0	0	0	4	13	0	0	30	4	146	0	17	0	5	30	944	30184	21	1
18	9	0	0	0	0	0	2	18	23	221	28	15	0	7	12	908	30620	39	1
8	0	0	0	3	9	0	0	16	3	185	0	17	0	1	17	989	30856	21	1
7	0	0	0	2	3	4	4	15	0	124	0	15	4	2	19	905	31792	23	1
14	0	0	0	0	6	0	9	17	15	224	0	12	0	10	15	977	31712	20	1
9	0	0	0	0	14	0	11	15	17	248	0	12	0	8	6	834	19729	22	1
44	0	0	0	0	9	0	0	30	-33	286	0	17	0	12	6	972	28596	27	1
5	0	0	0	2	30	0	0	21	-7	85	0	15	1	8	30	668	6085	24	1
36	0	0	0	1	15	0	0	16	38	205	0	15	0	6	12	921	32700	21	1
9	0	0	0	3	13	3	7	14	-5	120	0	19	0	2	24	870	17034	21	1
11	0	0	0	0	6	1	0	19	14	153	0	19	4	5	15	920	14497	21	1
28	19	0	0	0	6	0	0	19	34	250	0	15	0	5	12	1058	32767	103	1
4	0	0	0	12	27	18	0	10	-29	64	0	17	17	5	30	780	4333	24	1
3	0	28	0	7	26	30	0	5	-30	35	0	17	10	2	30	556	5408	20	1
48	30	0	0	0	0	10	0	22	62	184	0	17	7	11	7	1163	32767	20	1
11	0	0	0	0	4	0	4	15	10	146	0	17	0	5	15	784	21313	56	1
12	3	0	0	4	19	8	0	12	2	101	0	12	4	1	17	809	13568	24	1
24	15	0	0	0	1	0	2	30	47	332	0	12	0	10	6	1072	32766	28	1
22	13	0	0	0	0	0	1	19	28	231	21	15	0	6	12	1070	32767	21	1
6	0	0	0	2	8	4	0	8	-19	78	0	17	0	5	30	679	4134	25	1
7	0	0	0	0	12	0	0	12	3	122	0	15	0	0	15	730	6011	34	1
10	0	0	0	0	0	0	4	19	2	136	7	17	0	3	26	891	31802	21	1
17	8	0	0	0	21	0	0	30	35	231	0	15	0	14	11	1019	32767	24	1
25	0	0	0	2	6	0	2	28	35	212	0	15	0	9	15	1019	23376	30	1
34	25	0	0	0	3	0	3	30	56	345	0	15	0	15	7	1233	32766	86	1
8	0	0	0	1	0	0	0	17	8	184	7	17	0	1	15	953	32766	20	1
19	0	0	0	1	3	1	2	26	31	198	0	15	2	7	12	1066	28844	27	1
15	0	0	0	0	0	0	4	25	25	220	0	12	0	9	14	1092	24123	24	1
22	13	0	0	0	7	0	5	26	35	272	0	15	0	12	12	972	31426	34	1
9	0	0	0	0	3	0	5	20	2	179	7	17	0	5	26	977	29280	21	1
20	11	0	0	0	16	0	0	30	41	296	0	15	0	17	8	1114	32766	21	1
12	0	0	0	0	4	0	5	22	18	212	7	17	0	7	15	1043	23724	22	1
19	0	0	0	0	16	0	0	27	-12	188	0	17	0	15	10	898	32766	25	1
8	0	0	0	4	2	5	0	14	2	118	14	17	6	0	15	853	25284	21	1
7	0	0	0	1	4	0	3	12	-7	122	0	15	1	0	24	826	32767	21	1
16	0	0	0	0	19	0	9	16	20	214	0	23	0	12	11	923	32766	24	1
13	0	0	0	0	0	0	1	22	19	179	0	11	0	4	15	929	28675	20	1
8	0	0	0	4	13	0	0	15	-12	145	0	15	0	0	30	999	32766	20	1
10	0	0	0	0	0	0	4	18	12	145	0	12	0	4	15	817	6139	27	1
7	0	0	0	0	2	0	0	27	9	218	0	15	0	4	24	1153	22291	26	1
32	23	0	0	0	0	0	0	21	45	302	0	12	0	8	7	895	31883	21	1
39	30	0	0	0	0	0	0	26	56	277	0	12	0	10	8	1104	29732	21	1
28	0	0	0	2	2	0	0	16	26	192	0	15	0	4	15	955	32767	22	1
6	0	0	0	3	10	4	7	13	-13	106	0	19	2	2	28	844	11695	25	1
7	0	0	0	10	17	6	0	13	-17	105	0	15	2	0	26	848	30640	23	1
13	0	0	0	0	0	0	0	16	0	153	0	15	0	4	15	655	8205	20	1
22	13	0	0	0	0	0	1	26	40	287	30	19	0	10	7	1027	14943	21	1
23	14	0	0	0	0	0	0	23	37	227	0	12	0	10	8	944	22635	20	1
29	20	0	0	0	0	0	0	23	48	288	28	12	0	12	3	1153	20723	35	1
28	19	0	0	0	0	0	0	21	44	449	0	15	0	13	4	1113	4905	22	1
14	0	0	0	0	0	0	0	16	17	205	7	12	0	6	12	843	17471	20	1
14	5	0	0	0	0	0	4	13	14	208	0	19	0	8	12	838	21433	21	1
19	0	0	0	0	0	0	1	16	19	241	0	12	0	6	15	960	13961	30	1
19	10	0	0	0	0	0	2	23	37	384	0	15	0	14	4	972	21260	24	1
35	26	0	0	0	0	0	0	23	55	363	0	10	0	14	2	994	15177	21	1
11	0	0	0	0	0	0	2	17	12	206	14	11	0	2	15	944	32654	21	1
24	15	0	0	0	0	0	0	21	40	449	0	17	0	12	4	1130	15977	23	1
14	0	0	0	0	0	0	2	15	13	150	21	17	0	4	15	864	22801	21	1
1	0	24	0	18	30	18	14	4	-44	38	0	17	14	11	30	603	7243	22	1
2	0	6	0	2	0	2	0	3	-28	51	21	17	0	0	30	486	6172	21	1
2	0	0	0	8	14	6	0	15	-22	46	0	15	3	0	30	593	10251	23	1
2	0	5	0	0	1	0	0	5	-24	58	7	17	0	0	30	642	4662	21	1
3	0	8	0	6	0	0	3	8	-26	86	0	13	3	2	30	719	14735	21	1
2	0	8	0	4	0	0	3	4	-29	57	7	15	0	0	30	581	4952	27	1
2	0	18	0	9	15	15	0	2	-36	32	0	21	9	2	30	556	5327	21	1
3	0	10	0	8	8	6	0	10	-26	62	0	17	4	7	30	602	16708	29	1
2	0	7	0	0	3	7	0	4	-25	52	0	19	3	0	30	505	11926	28	1
3	0	10	0	4	0	10	2	8	-24	71	14	17	5	0	30	758	9487	21	1
4	0	0	0	0	8	2	3	9	-18	97	0	12	1	0	30	758	11031	23	1
3	0	10	0	8	10	6	7	8	-28	78	0	17	5	2	30	751	15760	32	1
2	0	10	0	10	10	7	0	5	-34	48	0	21	1	0	30	677	11228	21	1
6	0	0	0	0	5	0	2	7	-3	100	0	13	0	0	15	612	7255	23	1
3	0	15	0	6	0	11	0	3	-31	41	0	19	9	2	30	581	10534	20	1
4	0	0	0	5	3	10	0	6	-26	62	0	15	3	0	30	618	20981	21	1
2	0	12	0	6	0	6	0	5	-30	54	14	15	6	0	30	715	17622	23	1
3	0	10	0	2	4	1	0	8	-22	77	0	12	3	0	30	757	8196	21	1
2	0	4	0	0	5	1	4	7	-22	76	0	15	3	0	30	684	8607	20	1
5	0	0	0	0	14	0	8	6	-5	95	0	17	1	3	15	579	6948	24	1
2	0	6	0	2	4	6	2	1	-30	33	0	17	0	0	30	433	4249	20	1
2	0	10	0	7	4	2	0	3	-33	50	0	15	0	4	30	564	5867	23	1
2	0	10	0	6	1	8	2	6	-29	56	0	17	6	0	30	650	13045	21	1
2	0	17	0	8	1	11	6	3	-34	40	0	12	8	1	30	549	7677	27	1
2	0	8	0	2	8	6	0	3	-28	43	0	19	3	0	30	557	8906	20	1
3	0	10	0	4	10	9	6	4	-28	52	0	17	4	6	30	569	7522	21	1
5	0	0	0	0	5	4	2	6	-13	66	0	12	2	0	23	551	10557	20	1
2	0	13	0	6	0	5	1	9	-26	76	14	21	8	0	30	858	4032	22	1
2	0	16	0	10	2	14	2	6	-33	47	0	15	3	0	30	772	4573	21	1
3	0	6	0	4	1	0	0	11	-21	112	0	19	0	4	30	889	6255	22	1
4	0	0	0	0	0	0	4	12	-15	125	14	10	0	1	30	902	14114	27	1
1	0	9	0	4	2	6	2	1	-33	29	0	21	1	0	30	495	7570	23	1
1	0	13	0	4	10	14	0	2	-32	32	0	17	8	0	30	470	7048	26	1
6	0	0	0	0	0	0	1	12	-13	142	0	17	0	0	30	887	9820	20	1
17	0	0	0	0	4	0	0	15	19	227	0	19	0	3	12	916	30001	50	1
20	0	0	0	0	13	0	7	15	19	205	0	19	0	8	15	1016	32449	20	1
23	14	0	0	0	7	0	5	25	36	201	0	15	3	12	11	1016	21395	23	1
24	0	0	0	0	0	0	5	15	24	218	0	15	0	8	14	996	15155	32	1
17	0	0	0	0	4	0	4	14	17	218	7	17	0	6	13	878	8773	22	1
19	10	0	0	0	10	0	3	25	32	225	0	17	0	14	11	1009	13802	24	1
24	15	0	0	0	0	0	0	18	36	359	0	9	0	12	5	1037	32472	22	1
18	9	0	0	0	1	0	1	27	35	215	0	12	0	8	9	888	21295	37	1
8	0	0	0	0	1	0	2	5	0	96	0	12	0	0	12	471	16351	24	1
20	11	0	0	0	0	0	3	23	37	365	0	15	0	13	5	1155	25248	22	1
26	0	0	0	0	4	0	9	15	27	247	0	11	1	10	13	967	6205	22	1
23	14	0	0	0	0	0	2	20	39	328	0	17	0	11	3	987	32559	25	1
