2016-05-10 02:45:16,40,0,2,96,137,15,216,5,-4805,376,117,134,40,56,45,10,5,-23,-37,16,4,1,4,12,13,-13,-7,5,0,138,109,27,173,8,37,789,24,57,41,10,858,48,-175,97,-44,31,-22,12,-7,13,1,5,-5,-4,-3,2,2,-1,0,2
2016-05-10 02:45:18,33,0,2,76,108,8,103,4,-4602,463,135,126,-13,47,65,20,42,-11,-49,7,-10,-8,11,-3,-10,-31,-21,1,0,148,119,13,146,8,30,1103,15,22,33,10,629,29,-178,81,-14,17,-18,7,2,12,2,-1,-6,-3,-2,1,-3,6,0,-2
2016-05-10 02:45:20,36,0,2,84,121,11,165,4,-4701,442,100,105,45,27,30,39,16,-24,-25,12,11,-11,-15,-2,-16,-34,-13,2,0,148,73,32,102,8,32,1126,24,40,55,9,650,40,-174,79,-28,38,-19,12,-11,7,-5,3,-2,4,-1,0,-1,1,0,2
2016-05-10 02:45:23,25,0,2,64,97,6,66,3,-4441,527,125,84,6,28,43,33,31,-4,-22,27,34,-3,-11,10,13,-15,1,11,0,116,53,19,139,3,37,190,14,27,107,4,1547,25,-176,67,-4,16,-2,-1,2,6,-3,1,-1,-5,-2,3,-5,6,-1,-2
2016-05-10 02:45:25,36,0,2,85,116,11,204,4,-4823,456,118,80,18,54,4,26,-1,-43,-25,6,28,-3,-12,29,8,-17,-3,10,0,134,78,25,164,6,40,582,22,40,13,8,1187,47,-189,114,-47,30,-16,15,-4,7,-8,-2,-2,3,1,3,-7,4,0,2
2016-05-10 02:45:28,35,0,2,88,122,12,238,4,-4986,428,112,102,12,56,29,16,-1,-34,-27,16,15,-6,-11,30,23,-19,-7,8,0,126,78,31,124,6,42,639,15,54,23,4,894,45,-181,110,-57,40,-24,17,-9,10,-5,3,-3,-1,2,-1,1,2,0,2
2016-05-10 02:45:30,48,0,2,127,161,30,331,6,-5249,300,53,126,39,52,31,23,-17,-41,-39,18,8,-18,-7,24,15,-20,-13,14,0,148,127,85,205,16,53,896,48,84,46,7,618,77,-191,154,-96,63,-49,32,-23,15,-9,11,-6,1,0,0,4,-0,-1,2
2016-05-10 02:45:32,46,0,2,124,160,29,254,5,-5250,305,45,124,42,54,34,17,-21,-47,-49,15,9,-9,-9,24,23,-17,-11,14,0,151,128,66,217,13,103,759,38,104,25,4,774,84,-197,163,-103,66,-48,29,-18,10,-4,8,-6,-1,2,1,2,-0,-1,2
2016-05-10 02:45:35,52,0,2,125,160,32,283,5,-5246,299,47,125,35,51,33,21,-18,-46,-41,20,7,-16,-11,23,22,-19,-7,15,0,149,117,76,195,24,99,814,50,91,35,5,801,86,-198,167,-104,65,-49,33,-23,15,-8,11,-11,6,-4,1,5,-2,-1,2
2016-05-10 02:45:37,49,0,2,128,161,32,268,5,-5227,298,46,122,38,57,27,19,-27,-48,-38,20,11,-5,-21,24,18,-21,-5,11,0,150,106,84,254,15,100,995,56,81,36,6,610,144,-198,170,-111,70,-53,36,-23,13,-8,13,-14,8,-3,5,-2,2,-1,2
2016-05-10 02:45:39,50,0,2,129,162,33,245,5,-5225,288,51,133,35,58,27,20,-18,-50,-32,19,9,-6,-18,26,19,-26,-11,9,0,148,120,96,258,13,95,1007,56,87,31,7,550,149,-200,176,-117,75,-58,37,-24,15,-8,7,-7,3,0,4,-1,1,-1,2
2016-05-10 02:45:41,54,0,2,132,164,38,218,6,-5213,290,47,119,32,61,26,18,-17,-56,-36,22,14,-4,-17,25,19,-23,-3,15,0,144,132,50,249,8,97,667,48,101,42,9,810,156,-199,173,-116,75,-59,39,-23,14,-5,2,-5,2,-1,5,-1,1,-1,2
