Name,Zcr,Energy,SpecCentroSpread,SpecEntropy,SpecFlux,SpecRolloff,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,MFCC14,MFCC15,MFCC16,MFCC17,MFCC18,F0,CV1,CV2,CV3,CV4,CV5,CV6,CV7,CV8,CV9,CV10,CV11,CV12,LPC1,LPC2,LPC3,LPC4,LPC5,LPC6,LPC7,LPC8,LPC9,LPC10,LPC11,LPC12,LPC13,LPC14
alex_angry.wav,0.5986867,0.5385857,0.5144908,0.5541923,0.7468616,0.5876786,0.8276084,0.3932192,0.2388706,0.4566343,0.3942696,0.4022547,0.3417824,0.1683039,0.3531491,0.5446261,0.5479961,0.607635,0.749625,0.6318039,0.6166412,0.6560942,0.8012383,0.8695788,0.4317371,0.2431806,0.1568522,0.4087293,0.562445,0.4381815,0.2149737,0.5473463,0.2479133,0.2032173,0.2941887,0.2842422,0.303833,0.404883,0.5240693,0.5689949,0.5142359,0.2538645,0.494265,0.4407212,0.5963849,0.2115486,0.6240623,0.5810583,0.3961379,0.3923887,0.7221881
alex_angry.wav,0.7426604,0.6677755,0.5322407,0.4944201,0.7708616,0.6068897,0.8434556,0.4373544,0.3345401,0.3190857,0.0417637,0.3184808,0.4883956,0.34776,0.4142285,0.3541384,0.4477008,0.6195293,0.735631,0.6295513,0.5367632,0.6200301,0.8250186,0.9097836,0.7450485,0.5871542,0.1424472,0.4259371,0.1167471,0.6151042,0.1744007,0.1113352,0.072853,0.075997,0.1506741,0.2779685,0.2737935,0.4666403,0.4642572,0.5539998,0.5095282,0.3663824,0.4443981,0.5492045,0.5071598,0.3219345,0.4155747,0.4028103,0.4591207,0.4810266,0.4692232
alex_angry.wav,0.5826896,0.5155355,0.8371202,0.528356,0.686432,0.5290341,0.7666461,0.3556125,0.3449038,0.440671,0.5440274,0.4802733,0.2532063,0.2460007,0.3684012,0.5176246,0.8116843,0.7986458,0.8644664,0.5296317,0.4088168,0.6400788,0.7531624,0.6926818,0.3338063,0.1913116,0.2213599,0.1343102,0.1734391,0.2542281,0.3475478,0.3034667,0.1651125,0.1483236,0.0857462,0.237871,0.2053196,0.7733188,0.2156456,0.494437,0.7027439,0.4883038,0.476519,0.2988025,0.6440379,0.2140884,0.5989196,0.5758169,0.365523,0.434486,0.7875999
alex_angry.wav,0.9247223,0.5650303,0.8793866,0.6067875,0.643511,0.8930344,0.8565823,0.3775807,0.3548892,0.2966183,0.3882644,0.4832828,0.1994851,0.2390149,0.5218029,0.5523797,0.7135415,0.5312868,0.4670216,0.4336712,0.4263758,0.6664655,0.8937478,0.9251652,0.6457175,0.4981416,0.0691122,0.142013,0.2473331,0.3617583,0.21676,0.1888497,0.2252914,0.1294357,0.1400693,0.4062996,0.295457,0.7386752,0.3142923,0.4417465,0.5151902,0.4029324,0.7425417,0.4235219,0.6225953,0.1328963,0.7320063,0.3438195,0.4707578,0.4882872,0.664269
alex_angry.wav,0.8508311,0.7387983,0.5037675,0.7104374,0.6765144,0.7524899,0.9536956,0.4367773,0.1290997,0.3296488,0.2085982,0.4156087,0.37959,0.3399241,0.4250471,0.4642378,0.5232553,0.4454443,0.4115721,0.5067506,0.5970625,0.7341359,0.8479769,0.8570358,0.8391623,0.3708843,0.4781912,0.4455547,0.6019016,0.3514833,0.188202,0.370314,0.5556507,0.0433084,0.2084865,0.3428321,0.3684807,0.2995388,0.668181,0.4438766,0.4774732,0.3852015,0.4914466,0.3829571,0.6868485,0.191884,0.5900095,0.5308434,0.4553327,0.3516776,0.8409901
alex_angry.wav,0.6794339,0.5352691,0.3353104,0.5154729,0.4995685,0.6443009,0.8574889,0.4700114,0.2341671,0.4251104,0.2481749,0.2792389,0.4893086,0.3895605,0.5704674,0.796762,0.6140345,0.46328,0.151633,0.2466339,0.5235786,0.8714574,0.8826949,0.6933986,0.6348287,0.8759726,0.6037531,0.1397099,0.1596879,0.1801427,0.1995898,0.9211126,0.3502701,0.1027058,0.1267143,0.4265008,0.1585534,0.2869872,0.6332801,0.5669339,0.3499599,0.4481998,0.397869,0.4648222,0.5513455,0.2809207,0.5678505,0.3759743,0.5029278,0.5063193,0.7227446
alex_angry.wav,0.4996572,0.2782607,0.6002419,0.3813403,0.7056544,0.4329784,0.7088462,0.5990955,0.454913,0.5637714,0.4477279,0.5045821,0.3322538,0.3861308,0.5622232,0.6283301,0.6775268,0.5399679,0.5696504,0.4353578,0.4617412,0.5905241,0.8286199,0.7933873,0.2850947,0.3941451,0.2218047,0.2195125,0.1068629,0.2349963,0.2978194,0.3123775,0.2291848,0.0971071,0.12028,0.3918341,0.1502269,0.6313162,0.2541382,0.6398864,0.617918,0.357975,0.4470186,0.4617088,0.6160853,0.225183,0.5464248,0.5196647,0.3513433,0.4937845,0.663661
alex_angry.wav,0.7914134,0.5463221,0.3899563,0.5537247,0.5528886,0.6493564,0.8555419,0.4580689,0.2260581,0.3022215,0.2503931,0.4079553,0.4502329,0.486143,0.3001026,0.3709656,0.658128,0.6960571,0.7515914,0.5289648,0.3681415,0.5758012,0.7832311,0.8486571,0.8253878,0.2637822,0.1912156,0.3410361,0.2733837,0.5517579,0.3401675,0.3639375,0.0859092,0.20591,0.1636886,0.2437807,0.1789853,0.3090638,0.6441994,0.4724319,0.4625851,0.396386,0.4872176,0.398595,0.7090999,0.1941022,0.4107055,0.6553377,0.5262508,0.2692328,0.7485951
alex_angry.wav,0.5187013,0.2608873,0.3505914,0.4101863,0.6479677,0.4521896,0.7188186,0.682849,0.3781006,0.5541426,0.4112884,0.4499854,0.4325172,0.5954331,0.699787,0.7135194,0.7608991,0.6539693,0.5557436,0.4442252,0.4225278,0.5264422,0.5148389,0.5907001,0.4390718,0.1416305,0.1873232,0.1976175,0.0971298,0.319517,0.4563356,0.0673057,0.2277532,0.3307023,0.0565481,0.3387751,0.140117,0.3895587,0.4723509,0.6518396,0.4620788,0.3690328,0.3858736,0.5171099,0.5371036,0.2347127,0.5391697,0.6599122,0.236035,0.6048892,0.6495459
alex_angry.wav,0.5446014,0.2407272,0.3397155,0.4807632,0.6141359,0.5634119,0.7511734,0.6925448,0.4892232,0.5158843,0.4329909,0.3885748,0.4341306,0.6529347,0.5763309,0.6639527,0.7914371,0.6897028,0.6585785,0.5430252,0.515815,0.6022244,0.6368827,0.6811974,0.3552686,0.1710131,0.1811911,0.2767013,0.1721682,0.4006312,0.5219113,0.1716284,0.1516587,0.1327353,0.0810622,0.2687827,0.1022516,0.3632573,0.5371009,0.6194312,0.2587469,0.5539065,0.4948358,0.4471216,0.5153847,0.2354299,0.4165096,0.6747996,0.4167478,0.3914148,0.7333544
alex_angry.wav,0.6466779,0.6423946,0.3555901,0.3620656,0.4592333,0.5876786,0.867899,0.5348461,0.380667,0.3325767,0.2529306,0.2951381,0.3697328,0.4539305,0.4197573,0.541009,0.5281405,0.2882419,0.2020059,0.4319619,0.6154404,0.8703145,0.8765142,0.9755185,0.5436188,0.7541191,0.1695121,0.3410156,0.1402026,0.2828629,0.1504913,0.0973843,0.1913158,0.0433919,0.0768959,0.3736581,0.1270615,0.3997788,0.5254179,0.4975509,0.5746772,0.3438612,0.5359669,0.4281375,0.5170754,0.2261336,0.6215866,0.3579568,0.6373701,0.3785519,0.7667725
