@relation valence

@attribute Zcr numeric
@attribute Energy numeric
@attribute SpectralCentroidSpread numeric
@attribute SpectralEntropy numeric
@attribute SpectralFlux numeric
@attribute SpectralRollOff numeric
@attribute MFCC1 numeric
@attribute MFCC2 numeric
@attribute MFCC3 numeric
@attribute MFCC4 numeric
@attribute MFCC5 numeric
@attribute MFCC6 numeric
@attribute MFCC7 numeric
@attribute MFCC8 numeric
@attribute MFCC9 numeric
@attribute MFCC10 numeric
@attribute MFCC11 numeric
@attribute MFCC12 numeric
@attribute MFCC13 numeric
@attribute MFCC14 numeric
@attribute MFCC15 numeric
@attribute MFCC16 numeric
@attribute MFCC17 numeric
@attribute MFCC18 numeric
@attribute F0 numeric
@attribute ChromaVector1 numeric
@attribute ChromaVector2 numeric
@attribute ChromaVector3 numeric
@attribute ChromaVector4 numeric
@attribute ChromaVector5 numeric
@attribute ChromaVector6 numeric
@attribute ChromaVector7 numeric
@attribute ChromaVector8 numeric
@attribute ChromaVector9 numeric
@attribute ChromaVector10 numeric
@attribute ChromaVector11 numeric
@attribute ChromaVector12 numeric
@attribute LPC1 numeric
@attribute LPC2 numeric
@attribute LPC3 numeric
@attribute LPC4 numeric
@attribute LPC5 numeric
@attribute LPC6 numeric
@attribute LPC7 numeric
@attribute LPC8 numeric
@attribute LPC9 numeric
@attribute LPC10 numeric
@attribute LPC11 numeric
@attribute LPC12 numeric
@attribute LPC13 numeric
@attribute LPC14 numeric
@attribute valence {-2,-1,0,1,2}

@data
0.5087984,0.5120034,0.5872125,0.3632647,0.6198389,0.5795897,0.8453643,0.3578836,0.541609,0.7586567,0.5918268,0.2883005,0.3790666,0.6588646,0.570745,0.6431205,0.6862042,0.6524586,0.5661964,0.4776433,0.5017164,0.6339863,0.687832,0.6718445,0.2803533,0.2544129,0.4994045,0.1940955,0.265564,0.1296825,0.3407804,0.2226534,0.2155909,0.1805192,0.0827733,0.4078893,0.188472,0.3909633,0.6495232,0.4218528,0.3194645,0.4815564,0.5087934,0.2211161,0.8295795,0.2171275,0.5875781,0.5646944,0.6288137,0.1566644,0.8074414,-1
0.6779103,1.4672875,0.880237,0.5200859,0.6873063,0.6523898,0.9608011,0.42179,0.4173652,0.6957892,0.5673103,0.3722534,0.4018692,0.4370106,0.4107389,0.6617041,0.7126847,0.5605587,0.4920114,0.3530297,0.4639368,0.6703335,0.5896257,0.576178,0.4555176,0.2007254,0.2622091,0.1795292,0.1335926,0.3482398,0.4610641,0.5070088,0.3452089,0.2232807,0.0492186,0.3389463,0.1513557,0.5901921,0.423753,0.4672059,0.5174745,0.4880931,0.4491432,0.3112166,0.6767387,0.251038,0.5446531,0.5302635,0.5545918,0.3213099,0.74181,-1
0.6558191,1.233908,0.8187941,0.4675516,0.7023598,0.7949566,0.9037018,0.2864688,0.5887432,0.7227092,0.5484969,0.5101316,0.3553584,0.3967919,0.329792,0.593164,0.6245903,0.5017789,0.5842156,0.4692473,0.4658039,0.6866641,0.7025647,0.7307883,0.2821373,0.1685435,0.1879927,0.2683081,0.2114643,0.2479718,0.4199591,0.4754208,0.2575062,0.0846965,0.0320594,0.3563039,0.2033876,0.5760679,0.4973805,0.4107512,0.4333827,0.2726164,0.8318261,0.0987778,0.8366936,0.1809601,0.5572029,0.4953409,0.7123609,0.2339897,0.8260579,-1
0.3427335,1.4616868,0.648841,0.1726077,0.7856101,0.4066895,0.872869,0.4014938,0.7130034,0.7224292,0.6212901,0.215649,0.0441828,0.4169887,0.6035532,0.588073,0.6246083,0.4443546,0.564531,0.4860417,0.5161676,0.6620592,0.7551688,0.7390542,0.2623979,0.2040836,0.127674,0.1746939,0.3715884,0.1049875,0.2754346,0.3139027,0.1160139,0.1054082,0.0506734,0.5356114,0.1495663,0.6319432,0.3884832,0.4552335,0.4632136,0.5034776,0.5964601,0.2838713,0.7162727,0.2189207,0.3496313,0.6807873,0.6066547,0.2835162,0.7340925,-1
0.4531895,1.0479887,0.5441561,0.3083376,0.5627502,0.3814117,0.8959561,0.4364491,0.5627628,0.7531245,0.6766665,0.2184545,0.2250434,0.7134158,0.5994342,0.6847886,0.7021439,0.5563181,0.472726,0.4068003,0.3865381,0.5887714,0.6508344,0.7363687,0.2867773,0.2391022,0.2924001,0.137212,0.5849993,0.2417622,0.4796203,0.4969163,0.1331712,0.1231351,0.0462005,0.3693139,0.1982119,0.439729,0.5900491,0.3339315,0.5319839,0.5144399,0.5602433,0.2111063,0.7025604,0.1930814,0.4757497,0.7826583,0.4718492,0.3835204,0.6611234,-1
0.6969545,0.7897292,0.9032971,0.4428641,0.6809421,0.7888899,0.8747824,0.3760451,0.5710501,0.6082626,0.59489,0.4199115,0.2821593,0.6425695,0.5845075,0.6240124,0.6995967,0.5601145,0.5338558,0.4356959,0.5050425,0.7102628,0.6821117,0.6445548,0.4248145,0.3066058,0.1827876,0.1931034,0.3501377,0.2631608,0.4492191,0.3450671,0.2118905,0.1243767,0.0583259,0.4014145,0.2127167,0.6820373,0.3740883,0.4600186,0.4542162,0.5345413,0.5280838,0.3015572,0.7175122,0.1842485,0.5466736,0.5309413,0.5815723,0.3463086,0.8475217,-1
0.7677987,1.9074156,0.7302534,0.5781633,0.6085221,0.8546122,1.0196971,0.340611,0.3196527,0.6322362,0.6919092,0.4014143,0.1568546,0.5081189,0.4994635,0.6898018,0.6495884,0.447626,0.3534973,0.2464044,0.433219,0.8057996,0.7577435,0.6902878,0.3664757,0.3236536,0.2395706,0.1569746,0.5467811,0.2061036,0.3500886,0.5651173,0.4081795,0.1308014,0.0808696,0.3819366,0.3287494,0.4588539,0.5794979,0.3864135,0.5203596,0.4066698,0.5670778,0.2564866,0.6022235,0.2394479,0.5585939,0.5239361,0.6794774,0.2916563,0.713303,-1
0.0601185,0.4967113,0.4528748,0.0580843,0.4571971,0.104367,0.7880148,0.4418665,0.7576753,0.9384795,0.8960364,0.5893365,0.4297979,0.7768028,0.837859,0.923023,0.818751,0.543671,0.571358,0.5956932,0.637092,0.6702806,0.6980802,0.8789656,-0.0215115,0.0424448,0.0328544,0.0516944,0.1121895,0.0086026,0.1090044,0.1518989,0.019931,0.0289062,0.0651168,0.8671145,0.0321796,0.7659733,0.1009678,0.8161012,0.204539,0.8584869,0.2528152,0.5263203,0.4050051,0.3734856,0.1361998,0.9415901,0.3575961,0.5368409,0.4063457,-1
0.1629569,0.6074187,0.3293667,0.1465187,0.6030009,0.2519894,0.8692328,0.588692,0.5999382,0.7891403,0.6094179,0.3752758,0.6068011,0.7313626,0.6748257,0.8657246,0.7527812,0.565309,0.5099364,0.555552,0.6786017,0.7923651,0.6933985,0.7678269,0.0464448,0.2832828,0.1636523,0.070955,0.0920441,0.0413402,0.1522292,0.438608,0.0910155,0.047044,0.0434113,0.7479897,0.0609115,0.4269864,0.4122119,0.7831375,0.1152755,0.751281,0.2694736,0.4427394,0.5751699,0.3803949,0.1204491,0.8372665,0.231268,0.5232014,0.5122749,-1
0.2574158,0.6553984,0.6196372,0.1456856,0.5064426,0.248956,0.8727842,0.553325,0.7376496,0.7471666,0.526535,0.3970659,0.5727966,0.7782588,0.8219559,0.8913674,0.7555597,0.5973526,0.4506005,0.5084405,0.6133864,0.7009318,0.7044801,0.7533157,0.0548128,0.2213034,0.0697174,0.0326955,0.1692858,0.068908,0.1446656,0.1286752,0.0461751,0.030732,0.0405192,0.8006087,0.1042048,0.6677061,0.2942439,0.529857,0.3747476,0.8922723,0.3305944,0.2741181,0.6575354,0.328193,0.335315,0.7466564,0.3792109,0.4273217,0.4314959,-1
0.1682892,0.5207667,0.5766926,0.1386771,0.4420053,0.212556,0.8318196,0.5163915,0.7243388,0.7086004,0.674613,0.5102897,0.6163672,0.7823982,0.7535776,0.9372984,0.7841842,0.5750838,0.4874329,0.6149272,0.6709717,0.7610098,0.7030104,0.7567457,-0.0194818,0.2079873,0.0678157,0.0100179,0.2088989,0.1165809,0.1205528,0.0758881,0.1730591,0.0205881,0.0455433,0.7908703,0.021596,0.7325916,0.212369,0.6260094,0.2822516,0.9126724,0.3003681,0.3843136,0.5889081,0.3455272,0.2377986,0.8135126,0.2094578,0.601751,0.4392498,-1
0.1621951,0.7186387,0.6581094,0.0943295,0.4683814,0.185256,0.8521609,0.4101839,0.8502539,0.8175455,0.6903193,0.5282502,0.5417089,0.883724,0.7787404,0.9332657,0.761066,0.6265946,0.4471637,0.5329465,0.5697584,0.6423411,0.7477014,0.9024685,-0.0166641,0.0361611,0.0688744,0.0333996,0.2069122,0.0100353,0.0997136,0.2249611,0.0357233,0.0310532,0.0653955,0.8362052,0.1056025,0.7708516,0.2535257,0.4684282,0.3549336,0.8988573,0.4112301,0.286382,0.6422936,0.3072597,0.4662274,0.6693187,0.4653134,0.3799844,0.3974946,-1
0.1941893,0.6985694,0.7543532,0.1129918,0.4405299,0.1963782,0.8651724,0.4777732,0.9295702,0.7015815,0.7243373,0.4631585,0.457045,0.6455586,0.6023258,0.9410412,0.7514279,0.5720798,0.4256045,0.5465677,0.606423,0.7451405,0.6984103,0.8739329,0.0203593,0.0454279,0.0302108,0.0087937,0.0808184,0.0052861,0.1015269,0.1389207,0.0317044,0.0118767,0.0342829,0.7979738,0.0431813,0.853752,0.1937233,0.4339289,0.3786116,1.0254405,0.2850837,0.5005338,0.5563745,0.3025934,0.3318093,0.7924198,0.306636,0.4733706,0.4295194,-1
0.1187745,0.6071653,0.3600293,0.1245858,0.4328211,0.2085115,0.8413241,0.4312501,0.7401923,0.8525869,0.7094728,0.559238,0.5201509,0.7501542,0.7574926,0.9589716,0.8168672,0.5459808,0.4600793,0.5578292,0.6594415,0.7057387,0.7418106,0.8384641,-0.006448,0.2115553,0.0413163,0.0114297,0.1788935,0.0750237,0.0757364,0.2824738,0.069206,0.0417869,0.0435326,0.7824332,0.0591187,0.5192624,0.4080355,0.6149491,0.1844392,0.8746199,0.2639632,0.5098701,0.489304,0.3522027,0.121681,0.968908,0.2507734,0.5157366,0.4714862,-1
0.2429422,0.8619891,0.5418548,0.2397623,0.3900973,0.2681672,0.9037232,0.5009142,0.6877332,0.7157757,0.7144128,0.5119678,0.5124337,0.5357643,0.5516138,0.9195997,0.7895931,0.6048397,0.4823717,0.4994484,0.5629194,0.7266444,0.7378997,0.8677716,0.0305881,0.0506921,0.0405338,0.0232487,0.163351,0.0344081,0.1309108,0.1829885,0.1372923,0.0307193,0.040543,0.8772368,0.0631832,0.6154768,0.3172696,0.5893396,0.3234092,0.8930993,0.3150841,0.2349214,0.661698,0.3219936,0.3062451,0.9197332,0.210011,0.443398,0.4456733,-1
0.0989686,0.5665845,0.3969655,0.0726478,0.7730518,0.1690782,0.839005,0.4844728,0.8666242,0.7632895,0.6272427,0.4133249,0.3810958,0.6729404,0.7829114,0.9432505,0.8193274,0.5797959,0.5272977,0.603301,0.6270899,0.7083536,0.6372451,0.8171213,0.0048653,0.1055012,0.0433893,0.018497,0.1272613,0.0165085,0.1396321,0.1131037,0.044628,0.0094594,0.0483046,0.8896307,0.0543935,0.6175737,0.3170012,0.620611,0.2023745,0.8895243,0.2679973,0.6213039,0.5179296,0.3254704,0.1526966,0.8180183,0.2306813,0.5735475,0.4887457,-1
