2016-06-15 16:26:48,0.0829715,-0.0161051,0.4551877,0.0161294,0.3674237,0.1245892,0.0446889,0.3582157,0.8297559,1.1799469,1.1203726,0.6553873,0.1365645,0.6624799,0.8504385,0.8328897,0.6720398,0.5429306,0.6519069,0.5088455,0.5216988,0.6709790,0.7332111,0.7627966,0.1202898,0.0365016,0.1071053,0.0209771,0.1324200,0.0063132,0.4138880,0.1596770,0.0444136,0.0251637,0.0610621,0.6278477,0.1120819,0.5665516,0.3792486,0.6273004,0.1947080,0.8127751,0.3083318,0.5362094,0.3167024,0.3533108,0.0817819,1.0600736,0.3205475,0.6671792,0.3304679,-1,2
2016-06-15 16:26:50,0.1195362,-0.0161469,0.6401039,0.0616495,0.4563824,0.1458226,0.0248110,0.2810237,0.7647353,1.0676833,0.9862271,0.5990326,0.1179542,0.6659296,0.8063180,0.7633855,0.6316684,0.5840253,0.7506415,0.5582577,0.4624870,0.7382398,0.7221426,0.7196537,0.1278131,0.0862064,0.1461630,0.0788597,0.1447116,0.0521603,0.4366364,0.2987867,0.0972913,0.0219957,0.0901426,0.6946321,0.2352407,0.4772130,0.5874846,0.3332779,0.4429246,0.5523218,0.5305836,0.2814750,0.5479868,0.2951262,0.2000181,0.9000019,0.3761191,0.6893677,0.3569222,-1,2
2016-06-15 16:26:52,0.1225833,-0.0161449,0.4594086,0.0378562,0.3785439,0.1367226,0.0042654,0.3905843,0.6996020,1.1147531,1.0591968,0.5603665,0.0854523,0.5932952,0.9306383,0.7348813,0.5965482,0.5904065,0.7681505,0.5402328,0.4856711,0.7549390,0.7306807,0.6831241,0.1203470,0.0958755,0.1218412,0.0778663,0.1211391,0.0202733,0.3728716,0.1215787,0.0639603,0.0311074,0.0715910,0.6202787,0.1684067,0.4349422,0.5220544,0.5172212,0.3926033,0.5735168,0.3740275,0.3894029,0.4686462,0.3507416,0.0575809,0.9832121,0.3200279,0.6306264,0.4833263,-1,2
2016-06-15 16:26:54,0.1073480,-0.0161539,0.4656145,0.0373442,0.3911438,0.1579559,-0.0269787,0.4018747,0.7071651,1.0971980,1.0601173,0.5355922,0.0812709,0.5126831,0.8363974,0.7818809,0.6564271,0.6279509,0.8043699,0.4992320,0.4586070,0.7088422,0.7204061,0.6693176,0.1166790,0.0662755,0.1046218,0.0591888,0.0262353,0.0157018,0.4169833,0.1449366,0.0736666,0.0160230,0.0641126,0.6079942,0.2207445,0.4533352,0.4785225,0.5868306,0.2925272,0.7317062,0.2645439,0.4814677,0.3892187,0.3722186,0.0292696,0.9941585,0.3394613,0.6119348,0.4069056,-1,2
2016-06-15 16:26:57,0.1142039,-0.0161545,0.4506843,0.0430269,0.4505819,0.1427893,-0.0252555,0.4004692,0.6413610,1.0613957,1.0328414,0.5416404,0.1392647,0.6313130,0.9621655,0.7915659,0.6335045,0.5727752,0.6971636,0.4884434,0.4644618,0.7579620,0.7539415,0.6657329,0.1019552,0.0905686,0.1494771,0.0512203,0.0918179,0.0149514,0.4420376,0.2802933,0.0656780,0.0218132,0.0591145,0.6160590,0.2090061,0.4101970,0.5372949,0.5241349,0.3766281,0.6250087,0.3239244,0.4248063,0.4363644,0.3576493,0.0292639,0.9805963,0.3156403,0.6886970,0.3774857,-1,2
2016-06-15 16:26:59,0.1294392,-0.0161542,0.4045036,0.0359995,0.5329551,0.1640226,-0.0318531,0.4246429,0.6820327,1.1141223,1.0933481,0.5340046,0.0482023,0.5126331,0.7998149,0.7552295,0.5705624,0.5580885,0.7233166,0.4942729,0.4726351,0.7552879,0.7800054,0.6978327,0.1197473,0.0844099,0.1389408,0.0321947,0.1054664,0.0023805,0.4369514,0.2568832,0.0534568,0.0146693,0.0778463,0.6007999,0.1620146,0.3906568,0.5584491,0.4962242,0.4097703,0.5937403,0.3597642,0.4099085,0.3789399,0.3731204,0.0980196,1.0056677,0.2457279,0.6846315,0.4040763,-1,2
2016-06-15 16:27:01,0.1225833,-0.0161537,0.3872865,0.0332052,0.5738924,0.1518893,-0.0350139,0.4238384,0.6810086,1.0944928,1.0702469,0.4985853,0.0850645,0.5686703,0.8364365,0.8168509,0.6390560,0.5919328,0.7453708,0.4475582,0.4647226,0.7422523,0.7134726,0.6787868,0.1312498,0.0754716,0.1258126,0.0135190,0.0452772,0.0130561,0.4869597,0.1710007,0.0742313,0.0347544,0.0457657,0.6009805,0.1654193,0.3955788,0.5558076,0.4970139,0.4016363,0.6027027,0.3750209,0.3606870,0.4335272,0.3545720,0.0733353,1.0515736,0.2903257,0.6707238,0.2830876,-1,2
2016-06-15 16:27:04,0.1812392,-0.0161489,0.5533705,0.0821849,0.4828782,0.1943560,0.0108575,0.3142038,0.7196222,1.1154084,1.0672473,0.5412116,0.0683620,0.5087412,0.8356466,0.7866492,0.6474051,0.5968888,0.7174211,0.5064226,0.5030667,0.7064619,0.7351953,0.6775009,0.1140683,0.0645858,0.1885516,0.0613268,0.1179088,0.0129128,0.4906411,0.2359019,0.0897159,0.0343695,0.0504968,0.6363084,0.2568208,0.4609316,0.5536693,0.4299192,0.4367285,0.5523342,0.4355473,0.3072533,0.5500918,0.2831260,0.2051203,0.9116591,0.4221056,0.5644986,0.4066272,-1,2
2016-06-15 16:27:06,0.1317245,-0.0161553,0.4757483,0.0484683,0.4806206,0.1711004,-0.0180362,0.3529828,0.7034481,1.1240546,1.0340954,0.5351330,0.0860831,0.5063238,0.6880796,0.7812792,0.6111705,0.5101527,0.6824909,0.4746365,0.4952829,0.7502897,0.7522026,0.7135336,0.1172240,0.0786643,0.1747408,0.0393373,0.1457278,0.0100029,0.4812107,0.2534237,0.0891375,0.0305724,0.0862373,0.4985134,0.1952734,0.3768254,0.6405544,0.3540024,0.4927295,0.5066359,0.4496942,0.3568323,0.4642450,0.3149425,0.2152410,0.9787339,0.3544673,0.6029487,0.3092538,-1,2
2016-06-15 16:27:08,0.2734129,-0.0146141,0.4397655,0.1368119,0.5356054,0.2883894,0.1004092,0.5006442,0.6813601,0.8847854,0.9355942,0.4996970,0.0167035,0.4809795,0.6127588,0.7080978,0.6228368,0.5322690,0.6069167,0.4782322,0.5087162,0.7012956,0.7587890,0.7442772,0.2282888,0.0608985,0.1141951,0.2562516,0.1652736,0.0332050,0.4354800,0.1931915,0.1023248,0.0786433,0.0814437,0.5346942,0.1896661,0.4173483,0.5276104,0.4992774,0.4273417,0.5331085,0.5002249,0.3843819,0.3827282,0.3167759,0.1622807,0.9453081,0.3808391,0.6430738,0.3310417,-1,2
