@relation arousal

@attribute Zcr numeric
@attribute Energy numeric
@attribute EnergyEntropy numeric
@attribute SpectralCentroid numeric
@attribute SpectralCentroidSpread numeric
@attribute SpectralEntropy numeric
@attribute SpectralFlux numeric
@attribute SpectralRollOff numeric
@attribute MFCC1 numeric
@attribute MFCC2 numeric
@attribute MFCC3 numeric
@attribute MFCC4 numeric
@attribute MFCC5 numeric
@attribute MFCC6 numeric
@attribute MFCC7 numeric
@attribute MFCC8 numeric
@attribute MFCC9 numeric
@attribute MFCC10 numeric
@attribute MFCC11 numeric
@attribute MFCC12 numeric
@attribute MFCC13 numeric
@attribute HarmonicRatio numeric
@attribute F0 numeric
@attribute ChromaVector1 numeric
@attribute ChromaVector2 numeric
@attribute ChromaVector3 numeric
@attribute ChromaVector4 numeric
@attribute ChromaVector5 numeric
@attribute ChromaVector6 numeric
@attribute ChromaVector7 numeric
@attribute ChromaVector8 numeric
@attribute ChromaVector9 numeric
@attribute ChromaVector10 numeric
@attribute ChromaVector11 numeric
@attribute ChromaVector12 numeric
@attribute LPC1 numeric
@attribute LPC2 numeric
@attribute LPC3 numeric
@attribute LPC4 numeric
@attribute LPC5 numeric
@attribute LPC6 numeric
@attribute LPC7 numeric
@attribute LPC8 numeric
@attribute LPC9 numeric
@attribute arousal {-2,-1,0,1,2}

@data
47,6,2,75,112,19,436,5,-38,5,1,0,0,1,1,0,0,0,0,0,0,1,179,0,3,1,14,1,2,0,5,0,0,2,0,-186,85,-12,27,-23,8,2,14,-22,0
48,5,2,76,113,27,412,6,-38,5,0,0,0,1,1,0,0,0,0,0,0,1,174,1,3,1,11,2,3,0,4,0,0,5,0,-195,104,-17,19,-20,7,5,15,-30,0
31,1,2,56,92,8,275,4,-39,5,1,1,0,1,1,0,0,0,0,0,0,0,110,1,2,1,8,1,2,0,1,0,0,11,0,-188,78,-3,30,-17,-6,11,12,-24,0
39,1,2,66,107,18,333,5,-39,5,1,0,0,1,1,0,0,0,0,0,0,1,171,0,2,1,9,3,1,0,1,0,0,10,0,-174,57,6,26,-15,-4,3,15,-19,0
46,2,2,70,98,28,285,6,-39,5,0,0,0,1,1,0,0,0,0,0,0,1,165,1,3,2,8,1,2,0,2,0,0,10,0,-189,76,9,24,-19,-7,3,16,-18,0
57,4,2,85,116,42,330,7,-38,5,0,0,0,1,1,0,0,0,0,0,0,1,174,1,2,1,8,2,2,1,5,0,0,7,1,-196,109,-28,32,-21,3,-2,16,-22,0
40,2,2,70,106,14,237,6,-39,5,0,0,0,1,1,0,0,-1,0,0,0,1,123,1,6,3,13,1,1,0,1,0,0,5,0,-190,81,-1,33,-16,-13,1,10,-11,-1
36,1,2,64,99,16,230,5,-39,5,1,1,0,0,1,0,0,0,0,0,0,1,129,1,8,0,10,2,0,0,3,0,0,8,0,-192,87,-4,30,-18,-11,9,9,-17,-1
35,1,2,69,121,11,339,4,-40,5,1,1,0,1,1,0,0,0,0,0,0,0,114,1,3,0,10,1,1,0,2,0,0,8,0,-164,55,-25,56,-22,0,-5,19,-23,-1
46,2,2,76,109,20,227,7,-38,5,1,0,0,1,1,0,0,-1,0,0,0,1,133,1,4,1,8,1,2,0,2,0,0,9,0,-174,57,-2,36,-17,0,-1,9,-9,-1
39,1,2,85,147,7,293,4,-40,5,1,1,1,1,1,0,0,-1,0,0,0,1,111,0,4,1,11,1,1,0,1,0,0,7,0,-137,24,-32,54,-5,-2,-9,18,-14,-1
45,1,2,75,111,22,257,5,-39,5,1,0,0,0,1,0,0,0,0,0,0,1,131,2,3,1,11,0,1,0,2,0,0,7,0,-180,79,-17,40,-31,6,6,11,-20,-1
40,1,2,74,117,22,284,5,-39,5,1,0,0,1,1,0,0,-1,0,0,0,1,145,1,4,1,11,2,2,0,2,0,0,8,0,-172,60,-13,41,-13,-1,-3,9,-13,-1
40,1,2,66,102,20,299,5,-39,5,1,0,0,0,1,0,0,0,0,0,0,1,144,1,4,2,10,1,2,0,1,0,0,8,0,-187,82,-9,35,-19,-9,4,15,-18,-1
38,1,2,63,100,20,267,5,-39,5,1,1,0,1,1,0,0,-1,0,0,0,0,115,1,3,1,12,2,2,0,1,0,0,7,0,-191,90,-14,40,-26,-4,4,16,-25,-1
40,1,2,62,97,13,267,6,-39,6,1,0,0,0,1,0,0,0,0,0,0,0,122,0,2,2,6,1,4,0,1,0,0,11,0,-181,62,-2,48,-33,4,2,15,-19,-1
39,1,2,60,89,19,266,6,-39,6,1,0,0,1,1,0,0,-1,0,0,0,0,138,1,2,1,6,2,2,0,2,0,0,12,0,-194,86,-6,43,-29,-3,7,11,-21,-1
37,1,2,70,115,10,293,5,-39,5,1,1,0,0,1,0,0,0,0,0,0,0,118,1,4,1,10,1,1,0,2,0,0,9,0,-175,64,-15,51,-27,-3,6,18,-23,-1
49,2,2,70,96,29,272,7,-38,5,1,0,0,1,1,0,0,-1,0,0,0,1,206,2,4,1,9,2,2,0,2,0,0,9,0,-196,92,-6,33,-25,-4,8,12,-20,-1
32,0,2,60,103,7,257,4,-40,5,1,1,0,1,1,0,0,0,0,0,0,0,118,1,2,1,12,1,0,0,4,0,0,7,0,-184,80,-16,40,-18,-9,10,13,-27,-1
47,1,2,74,110,23,269,6,-39,5,1,0,0,1,1,0,0,0,0,0,0,0,130,1,4,2,8,1,2,0,1,0,0,10,0,-179,65,-6,43,-22,-3,1,14,-16,-1
35,1,2,66,107,12,270,5,-39,5,1,1,0,1,1,0,0,-1,0,0,0,0,127,1,1,1,8,1,3,0,4,0,0,9,0,-176,62,-6,42,-21,-5,5,11,-16,-1
35,1,2,58,90,14,244,5,-39,6,1,1,0,0,1,0,0,0,0,0,0,0,107,1,2,0,9,0,2,0,7,0,0,10,0,-190,79,-4,39,-26,-2,10,7,-16,-1
40,1,2,65,101,20,321,5,-39,5,1,0,0,1,1,0,0,0,0,0,0,0,137,1,2,1,9,1,2,1,3,0,0,10,0,-187,80,-9,39,-24,-3,4,12,-17,-1
40,1,2,63,95,24,259,6,-39,6,1,0,0,1,1,0,0,-1,0,0,0,0,123,1,3,2,8,2,2,0,4,0,0,7,0,-191,82,-6,40,-24,-4,7,9,-17,-1
40,2,2,60,90,26,160,6,-39,5,1,0,0,1,1,0,0,0,0,0,0,0,122,1,2,1,8,3,2,0,1,0,0,11,0,-198,95,-4,29,-22,-9,12,10,-19,-1
42,1,2,61,98,25,286,6,-39,5,1,0,0,1,1,0,0,-1,0,0,0,0,144,1,3,0,12,3,2,0,2,0,0,9,0,-186,76,-6,36,-18,-8,7,10,-21,-1
36,1,2,64,109,18,274,5,-40,5,1,1,0,1,1,0,0,-1,0,0,0,0,151,1,2,1,12,1,1,0,4,0,0,6,0,-175,61,-6,39,-19,-5,4,14,-22,-1
41,2,2,68,105,29,190,6,-39,5,1,0,0,1,1,0,0,-1,0,0,0,0,141,1,2,0,9,1,1,0,5,0,0,10,0,-172,48,2,43,-20,-2,1,14,-12,-1
38,2,2,62,100,15,202,5,-39,5,1,1,0,1,1,0,0,0,0,0,0,1,136,1,3,1,11,0,2,0,1,0,0,9,0,-183,72,1,26,-16,-8,7,10,-17,-1
30,1,2,62,110,9,256,4,-40,5,1,1,0,1,1,0,0,0,0,0,0,0,106,0,2,0,13,1,1,0,1,0,0,9,0,-170,59,-16,44,-14,-6,3,16,-21,-1
40,1,2,63,102,16,259,5,-39,5,1,0,0,1,1,0,0,0,0,0,0,1,147,1,3,2,11,1,1,0,1,0,0,7,0,-187,75,1,31,-21,-3,5,10,-18,-1
33,1,2,60,100,12,229,5,-39,5,1,0,0,1,1,0,0,-1,0,0,0,0,113,0,3,1,10,1,1,0,3,0,0,9,0,-183,70,-5,39,-20,-4,6,12,-23,-1
36,1,2,71,120,15,243,5,-39,5,1,1,0,1,1,0,0,0,0,0,0,0,121,0,1,2,11,1,2,0,1,0,0,9,0,-161,37,-4,51,-20,-5,-3,16,-16,-1
38,1,2,68,115,23,287,5,-39,5,1,0,0,1,1,1,0,-1,0,0,0,1,158,1,2,1,12,1,1,0,5,0,0,6,0,-172,57,-4,37,-14,-12,7,13,-19,-1
31,1,2,58,99,7,276,4,-40,5,1,1,0,1,1,0,0,0,0,0,0,0,118,0,3,1,10,1,2,0,1,0,0,9,0,-181,68,-5,42,-31,3,13,3,-21,-1
44,1,2,66,102,23,200,6,-39,6,1,0,0,1,1,0,0,-1,0,0,0,0,157,1,3,1,8,1,2,0,4,0,0,10,0,-176,52,3,44,-22,1,0,13,-16,-1
36,0,2,72,122,14,229,4,-40,5,1,1,0,1,1,0,0,0,0,0,0,0,127,1,2,2,15,1,0,0,4,0,0,5,0,-162,53,-24,47,-9,-8,1,15,-22,-1
44,1,2,65,100,22,333,6,-39,5,1,0,0,1,1,0,0,0,0,0,0,1,167,1,4,2,9,1,1,0,2,0,0,9,0,-191,88,-11,34,-23,-4,6,15,-21,-1
39,1,2,68,115,18,307,5,-40,5,1,0,0,1,1,0,0,0,0,0,0,0,143,1,2,1,12,2,1,0,2,0,0,8,0,-169,57,-18,51,-20,-2,-3,15,-17,-1
42,1,2,71,116,26,251,5,-40,5,1,0,0,1,1,1,0,-1,0,0,0,0,173,1,2,1,12,0,1,0,2,0,0,8,0,-174,64,-16,51,-23,-6,0,20,-23,-1
33,1,2,63,108,16,289,5,-40,5,1,1,1,1,1,0,0,0,0,0,0,0,134,1,2,1,9,1,1,0,1,0,0,9,0,-185,81,-10,37,-25,-5,4,18,-28,-1
40,1,2,67,108,21,305,5,-39,5,1,1,0,1,1,0,0,0,0,0,0,0,172,1,2,1,10,1,2,0,4,0,0,8,0,-181,73,-6,34,-25,0,7,13,-19,-1
40,1,2,66,110,15,330,5,-40,5,1,1,0,1,1,0,0,0,0,0,0,0,157,0,3,2,11,1,1,0,3,0,0,5,0,-179,73,-14,37,-18,-7,6,16,-22,-1
37,1,2,71,116,18,329,5,-40,5,1,1,0,1,1,0,0,-1,0,0,0,0,116,1,2,1,8,1,2,0,4,0,0,10,0,-168,56,-11,38,-13,-3,2,13,-18,-1
45,1,2,83,127,22,325,5,-40,5,1,0,0,1,1,0,0,-1,0,0,0,0,167,1,2,2,10,1,1,0,5,0,0,7,0,-165,54,-19,50,-17,-7,0,19,-24,-1
37,1,2,65,107,17,388,5,-40,5,1,1,0,1,1,0,0,0,0,0,0,0,141,1,2,2,11,0,1,0,4,0,0,7,0,-180,72,-11,45,-28,-3,5,16,-22,-1
42,1,2,75,120,20,275,5,-39,5,1,1,0,1,1,0,0,-1,0,0,0,0,159,1,3,1,11,1,1,0,4,0,0,7,0,-171,58,-10,42,-20,-1,-3,23,-20,-1
30,1,2,58,108,7,286,4,-40,5,1,1,0,1,1,0,0,0,0,0,0,0,106,1,3,1,10,1,1,0,2,0,0,8,0,-171,61,-12,40,-22,-3,6,14,-22,-1
40,1,2,64,105,18,282,5,-39,5,1,1,0,1,1,0,0,0,0,0,0,0,161,1,3,0,8,2,2,0,2,0,0,9,0,-181,70,-4,39,-32,6,3,19,-25,-1
43,1,2,73,116,18,292,5,-39,5,1,0,0,1,1,0,0,-1,0,0,0,0,153,1,2,1,11,2,1,0,4,0,0,8,0,-174,62,-9,42,-24,1,0,15,-20,-1
39,1,2,63,102,17,272,5,-39,5,1,1,0,1,1,0,0,-1,0,0,0,0,149,1,5,1,8,2,1,0,4,0,0,9,0,-188,83,-9,36,-22,-5,5,14,-20,-1
41,1,2,72,116,24,304,6,-39,5,1,0,0,1,1,0,0,-1,0,0,0,0,148,1,2,1,10,1,2,0,3,0,0,10,0,-171,52,-1,44,-24,3,-4,15,-15,-1
41,1,2,65,102,20,206,6,-39,5,1,0,0,1,1,0,0,0,0,0,0,0,136,0,3,1,11,3,2,0,2,0,0,7,0,-180,64,-1,42,-27,1,-3,18,-21,-1
42,1,2,68,104,29,251,6,-39,5,1,0,0,1,1,0,0,-1,0,0,0,0,180,1,1,2,11,1,1,1,5,0,0,7,0,-189,81,-10,43,-23,-7,4,13,-18,-1
50,9,3,84,113,30,452,7,-37,4,0,0,0,0,1,0,0,0,0,0,0,1,152,3,3,1,7,1,3,1,3,0,0,6,0,-203,116,-18,28,-30,12,-7,8,-8,2
61,12,3,87,116,39,481,8,-36,5,0,0,0,1,1,0,-1,-1,0,0,0,1,208,1,4,1,11,4,4,1,2,0,0,2,0,-193,97,-8,24,-31,16,-8,17,-15,2
43,4,2,71,107,22,350,6,-38,5,1,0,0,1,1,0,0,0,0,0,0,0,114,2,3,1,6,1,2,1,2,0,0,9,0,-174,55,6,22,-13,11,-3,4,-10,2
65,11,3,93,117,40,477,8,-36,4,0,0,0,1,0,0,0,-1,0,0,0,1,186,2,2,1,8,2,4,2,3,0,0,5,1,-206,132,-33,23,-35,39,-21,13,-16,2
62,10,2,87,107,45,377,8,-36,5,0,0,0,1,0,0,0,0,0,0,0,1,190,2,4,2,6,2,3,1,3,0,0,6,1,-200,104,-4,20,-22,9,-7,10,-10,2
76,22,3,105,120,37,332,9,-34,4,0,0,0,1,1,0,0,-1,-1,0,0,1,266,2,9,3,4,3,0,0,1,1,0,3,1,-206,143,-53,34,-32,33,-26,24,-13,2
39,3,2,58,88,11,309,5,-39,6,1,0,0,1,1,0,0,-1,0,0,0,1,132,1,4,1,12,1,1,0,1,0,0,6,0,-189,64,26,12,-13,2,-1,4,-6,2
65,14,3,96,119,49,383,8,-35,4,0,0,0,1,0,0,0,0,0,0,0,1,234,2,4,1,7,2,4,2,3,0,0,4,1,-200,126,-38,27,-35,42,-14,6,-22,2
45,4,2,66,94,26,376,6,-38,5,0,0,0,1,1,0,0,-1,0,0,0,1,175,1,2,2,11,1,2,1,3,0,0,4,0,-201,100,3,10,-17,9,3,-1,-3,2
51,5,2,80,104,29,414,7,-38,5,1,0,0,0,1,0,0,0,0,0,0,0,135,2,5,2,6,1,2,1,2,0,0,8,0,-187,82,-5,24,-13,7,-7,7,-10,2
68,13,3,102,124,43,380,8,-36,4,0,0,0,1,1,0,0,-1,-1,0,0,1,245,1,4,2,10,3,1,2,1,1,0,4,1,-182,94,-25,24,-22,26,-9,8,-13,2
66,7,2,104,122,52,394,9,-36,4,0,0,0,1,0,0,0,0,0,0,0,1,180,2,3,1,7,2,2,1,2,1,1,8,1,-194,113,-26,26,-25,23,-15,17,-18,2
72,16,3,109,124,52,318,10,-34,4,0,0,0,0,1,0,0,-1,-1,-1,0,1,242,1,9,7,5,0,1,1,1,1,0,3,1,-219,169,-69,49,-51,39,-25,23,-17,2
53,6,2,82,107,36,478,7,-37,5,0,0,0,1,0,0,0,0,0,0,0,1,154,2,5,1,7,2,2,0,3,1,0,6,0,-187,74,12,18,-18,11,-3,2,-9,2
49,7,2,73,95,30,378,7,-37,5,0,0,0,1,0,0,0,0,0,0,0,1,170,2,4,2,7,1,3,1,2,0,0,8,0,-199,93,4,16,-20,19,-7,1,-8,2
54,9,2,84,115,37,372,8,-37,5,0,0,0,1,1,0,0,0,0,0,0,0,126,2,3,2,5,1,2,1,3,0,0,8,0,-186,75,5,24,-21,11,-13,18,-13,2
64,13,3,92,110,47,336,8,-36,4,0,0,0,1,1,0,-1,-1,-1,0,0,1,221,1,6,2,7,2,3,1,2,1,0,4,0,-214,145,-36,27,-39,29,-15,13,-11,2
43,3,2,62,89,16,357,6,-39,6,1,0,0,1,1,0,0,0,0,0,0,1,130,2,5,1,9,1,1,0,3,0,0,7,0,-190,73,19,4,-8,15,-5,-3,-6,2
53,8,2,77,108,34,405,7,-37,5,1,0,0,1,0,0,0,0,0,0,0,1,173,2,2,1,8,1,4,0,2,0,0,8,0,-183,70,6,19,-22,25,-15,12,-13,2
66,9,3,93,112,45,336,8,-36,5,0,0,0,1,1,0,0,-1,-1,0,0,1,210,1,7,2,9,3,2,0,1,0,0,4,1,-206,124,-16,8,-23,23,-5,6,-13,2
49,5,2,75,106,26,446,6,-38,5,1,0,0,1,1,0,0,-1,0,0,0,1,167,1,7,1,9,2,2,1,1,0,0,5,0,-180,65,3,24,-14,10,-4,6,-9,2
50,5,2,83,116,35,360,7,-38,5,0,0,0,1,0,0,0,0,0,0,0,0,165,1,5,1,9,1,2,1,2,1,0,5,0,-195,102,-6,10,-27,35,-14,5,-17,2
51,4,2,75,102,27,412,6,-38,5,1,0,0,1,1,0,0,0,0,0,0,1,154,1,5,1,11,1,2,1,1,0,0,5,0,-194,97,-6,1,-9,18,3,0,-11,2
57,14,3,100,131,40,444,8,-35,4,0,0,0,0,0,0,0,0,0,0,0,0,228,4,3,1,6,1,3,2,3,1,0,5,1,-186,101,-27,39,-44,33,-21,27,-21,2
51,6,2,78,108,31,374,7,-37,5,0,0,0,1,1,0,0,0,0,0,0,1,163,2,3,1,6,0,3,2,3,0,0,8,0,-193,101,-27,37,-33,34,-17,7,-17,2
52,8,2,80,111,34,430,6,-38,4,0,0,0,1,0,0,0,-1,0,0,0,1,190,1,3,1,12,3,2,1,2,0,0,5,0,-187,86,0,10,-24,32,-13,7,-11,2
48,6,2,70,95,25,371,6,-38,5,1,0,0,1,1,0,0,0,0,0,0,1,179,1,3,2,9,1,3,0,2,0,0,7,0,-193,82,9,12,-11,12,-7,4,-5,2
79,15,3,109,125,47,456,9,-35,4,0,0,0,0,0,0,0,0,0,0,0,1,288,4,6,2,6,2,4,3,3,0,0,3,0,-198,123,-43,43,-50,45,-16,10,-18,2
41,2,2,76,120,22,357,5,-39,5,1,0,0,1,1,0,0,0,0,0,0,0,160,1,4,1,10,1,1,0,1,0,0,8,0,-165,47,6,13,-4,9,-2,2,-6,2
55,6,2,75,96,34,350,7,-38,5,0,0,0,1,1,0,0,-1,0,0,0,1,172,1,7,1,7,2,2,0,2,0,0,6,0,-205,100,16,3,-16,10,-8,4,-5,2
61,8,2,95,131,40,321,8,-37,3,0,1,0,1,0,0,0,0,0,1,0,0,127,3,1,1,7,2,2,2,2,1,0,4,0,-174,82,-18,29,-28,24,-17,22,-22,2
52,7,2,81,111,39,316,8,-37,4,0,1,0,1,1,0,0,0,-1,0,0,1,149,2,5,1,11,1,2,0,5,1,0,4,0,-208,138,-48,38,-31,20,-14,11,-7,2
59,5,2,89,123,43,411,7,-37,5,1,0,0,1,1,0,0,0,0,0,0,1,174,1,2,2,9,4,3,0,1,0,0,8,0,-197,123,-55,47,-35,22,1,13,-18,2
61,8,2,94,128,44,313,8,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,165,1,2,2,11,2,3,1,4,0,0,4,0,-196,128,-74,66,-27,13,-11,11,-17,2
54,10,2,86,118,35,441,7,-37,5,1,0,0,1,1,0,0,0,0,0,0,1,182,1,2,2,11,2,2,1,3,0,0,4,0,-191,114,-58,47,-17,18,-6,11,-21,2
62,8,3,88,107,50,378,8,-35,5,0,0,0,1,1,0,0,0,0,0,0,1,170,1,3,1,16,3,1,1,2,1,0,2,1,-217,159,-74,56,-29,17,-11,12,-14,2
54,8,3,87,116,37,365,7,-36,4,1,0,0,1,1,0,0,0,0,0,0,1,169,1,4,2,10,1,3,1,5,0,0,3,1,-210,165,-110,68,-26,26,1,-2,-15,2
50,6,2,80,113,26,428,6,-37,5,1,0,0,1,1,0,0,0,0,0,0,1,179,1,3,2,7,1,1,0,6,0,0,5,0,-196,129,-76,55,-18,8,16,-5,-17,2
55,7,2,87,116,38,377,7,-37,5,0,0,0,1,1,0,0,-1,0,0,0,1,186,2,2,2,12,3,2,1,3,1,0,4,0,-199,124,-50,32,-13,17,-9,12,-19,2
56,8,3,87,111,33,372,7,-36,5,1,0,0,1,1,0,0,0,0,0,0,1,167,2,4,2,12,2,3,1,4,0,0,3,0,-209,150,-78,44,-3,-1,3,5,-16,2
56,8,3,83,109,32,311,7,-36,5,1,0,0,1,0,0,0,0,0,0,0,1,181,2,4,1,8,0,2,1,6,0,0,5,0,-205,140,-78,51,-8,8,7,-4,-18,2
53,3,3,89,119,36,304,7,-37,5,1,0,0,1,1,0,0,-1,0,0,0,1,172,1,9,2,10,2,1,1,2,0,0,4,1,-198,137,-82,50,-6,2,9,3,-16,2
57,7,2,86,109,44,410,8,-37,4,0,0,0,1,1,0,0,-1,0,0,0,1,162,2,3,2,7,2,3,2,6,0,0,4,0,-216,160,-75,51,-25,11,1,4,-19,2
56,7,2,81,106,40,396,7,-37,5,0,0,0,1,1,0,0,-1,0,0,0,1,171,1,2,1,10,1,2,1,8,1,0,5,0,-210,131,-37,34,-23,14,-8,7,-8,2
47,7,3,77,108,23,374,6,-37,5,1,0,0,1,1,0,0,0,0,0,0,1,150,2,7,2,10,1,2,1,2,0,0,4,0,-198,124,-59,34,-1,7,0,8,-20,2
46,8,2,72,100,28,376,6,-37,5,1,0,0,1,1,0,0,0,0,0,0,1,157,1,4,1,12,1,2,0,5,0,0,3,0,-198,119,-53,43,-18,15,2,-1,-11,2
62,5,2,86,109,50,431,8,-37,5,0,0,0,1,1,0,0,0,0,0,0,1,190,2,3,2,8,2,1,1,5,0,0,5,0,-208,138,-53,35,-17,15,-10,15,-14,2
51,6,2,75,98,36,335,7,-38,5,0,0,0,1,1,0,0,-1,0,0,0,1,160,1,2,2,13,1,2,1,4,0,0,2,0,-201,115,-32,31,-9,1,-1,4,-9,2
57,9,3,84,109,34,372,7,-36,5,1,0,0,1,0,0,0,0,0,0,0,1,172,1,3,2,7,2,2,1,9,0,0,4,0,-194,119,-58,40,-20,32,-11,11,-17,2
55,9,2,86,112,37,430,7,-37,5,0,0,0,1,1,0,0,0,0,0,0,1,186,2,2,2,10,2,2,1,6,0,0,3,1,-207,152,-80,47,-27,28,-8,9,-23,2
51,8,3,77,107,28,418,7,-37,5,1,0,0,1,1,0,0,0,0,0,0,1,157,2,3,1,10,1,3,0,7,0,0,4,0,-202,120,-37,27,-16,18,-4,8,-13,2
54,9,3,79,99,40,385,7,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,180,1,2,2,10,2,2,1,6,0,0,5,0,-223,174,-82,44,-23,20,-7,9,-14,2
53,7,3,87,117,35,407,7,-37,5,0,0,0,1,1,0,0,-1,0,0,0,1,186,1,4,2,13,2,2,1,3,0,0,3,0,-197,123,-45,15,2,9,-7,15,-10,2
51,7,3,89,127,31,343,6,-37,5,1,0,0,1,1,0,0,0,0,0,0,1,179,1,2,2,11,1,3,0,5,0,0,4,0,-176,91,-52,35,-1,10,1,5,-14,2
51,6,2,81,114,29,380,6,-37,5,1,0,0,1,1,0,0,0,0,0,0,1,150,1,3,2,9,1,3,1,6,0,0,3,0,-202,141,-71,28,-1,11,10,2,-24,2
42,5,2,70,104,24,364,5,-38,5,1,0,0,1,1,0,0,0,0,0,0,1,145,1,2,1,12,1,2,1,5,0,0,5,0,-193,123,-81,62,-18,14,4,-1,-9,2
52,9,3,83,115,26,387,7,-36,5,1,0,0,0,1,0,0,0,0,0,0,1,148,1,3,2,10,1,2,1,7,0,0,3,0,-202,136,-73,47,-4,2,-2,8,-15,2
54,9,2,83,115,37,412,7,-37,5,0,0,0,1,1,0,0,0,0,0,0,1,170,0,3,2,10,2,1,1,4,0,0,3,0,-192,111,-47,36,-6,12,-11,8,-10,2
60,10,3,86,102,47,343,8,-35,5,0,0,0,1,1,0,0,0,0,0,0,1,184,1,2,3,12,1,2,1,4,1,0,2,1,-233,190,-88,51,-25,15,-17,18,-15,2
23,1,2,48,92,4,384,3,-42,5,1,1,1,1,1,0,0,0,0,0,0,0,103,0,2,0,12,0,0,0,1,0,0,7,0,-183,76,-7,20,-5,-1,1,1,-5,2
27,1,2,56,103,6,295,4,-40,5,1,1,1,1,1,0,0,0,0,0,0,1,121,1,3,0,11,1,0,0,1,0,0,9,0,-180,76,-16,35,-12,-10,8,10,-21,-2
34,2,2,61,93,16,272,5,-38,5,1,0,0,0,1,0,0,0,0,0,0,1,118,1,3,1,5,1,2,0,2,0,0,13,0,-188,72,8,25,-10,-14,8,7,-11,-2
37,1,2,62,104,14,296,5,-39,5,1,1,0,0,1,0,0,0,0,0,0,0,119,1,1,1,7,0,2,0,2,0,0,12,0,-178,60,3,33,-15,-10,10,9,-16,-2
30,1,2,59,104,7,330,4,-39,5,1,1,0,1,1,0,0,0,0,0,0,0,114,1,1,1,8,0,3,0,1,0,0,13,0,-169,46,3,32,-12,-7,12,10,-17,-2
40,1,2,64,104,21,280,5,-39,5,1,1,0,1,1,0,0,0,0,0,0,1,161,0,2,1,9,1,3,1,0,0,0,9,0,-173,61,-8,34,-11,-11,10,8,-14,-2
45,2,2,74,107,23,265,6,-38,6,1,0,0,0,1,0,0,0,0,0,0,0,118,3,2,2,7,1,3,0,1,0,0,11,0,-181,72,-6,30,-12,-9,12,5,-16,-2
33,1,2,59,96,9,331,5,-39,6,1,1,0,0,0,0,0,0,0,0,0,0,109,0,0,1,4,1,4,0,1,0,0,15,0,-176,58,-4,37,-11,-11,10,9,-18,-2
42,3,2,66,97,25,257,6,-39,5,1,0,0,1,1,0,0,0,0,0,0,1,125,1,5,1,7,2,1,0,2,0,0,9,0,-191,82,4,24,-17,-12,11,9,-14,-2
38,2,2,62,94,19,313,6,-38,6,1,0,0,0,1,0,0,0,0,0,0,1,109,2,2,1,7,0,3,1,1,0,0,13,0,-183,60,11,30,-8,-14,8,5,-13,-2
34,2,2,56,84,13,284,5,-39,6,1,1,0,0,0,0,0,-1,0,0,0,1,109,0,2,1,5,0,4,0,0,0,0,14,0,-188,77,-7,32,-10,-10,12,8,-19,-2
29,1,2,54,92,3,226,4,-39,5,1,1,0,1,0,0,0,-1,0,0,0,1,115,0,1,1,6,0,2,0,1,0,0,13,0,-178,65,-3,24,-7,-8,16,8,-18,-2
39,2,2,67,101,6,216,5,-39,6,1,0,0,0,0,0,0,0,0,0,0,1,124,2,8,1,4,1,2,0,4,0,0,10,0,-180,66,-3,31,-11,-8,14,9,-21,-2
46,1,2,71,110,24,236,6,-39,5,1,0,0,0,1,0,0,-1,0,0,0,1,169,1,3,1,9,0,2,0,3,0,0,10,0,-167,52,-18,47,-5,-12,8,10,-21,-2
34,1,2,60,97,10,249,5,-40,5,1,1,0,0,0,0,0,0,0,0,0,1,114,1,1,1,8,0,4,0,2,0,0,12,0,-186,83,-15,32,-15,-7,12,10,-19,-2
41,1,2,62,91,24,273,6,-39,6,1,0,0,0,1,0,0,0,0,0,0,1,116,2,4,0,11,0,1,0,3,0,0,8,0,-185,72,-6,37,-12,-13,13,7,-19,-2
34,1,2,56,89,8,294,5,-39,6,1,1,0,0,0,0,0,-1,0,0,0,0,117,0,1,1,6,0,4,0,1,0,0,13,0,-180,64,-5,36,-8,-13,13,7,-20,-2
39,1,2,62,97,6,285,5,-39,5,1,0,0,0,0,0,0,0,0,0,0,1,123,3,5,0,7,0,3,0,2,0,0,9,0,-179,68,-17,41,-6,-14,17,8,-21,-2
32,1,2,62,104,5,279,4,-39,5,1,1,0,0,0,0,0,0,0,0,0,1,112,1,1,0,6,0,3,0,1,0,0,14,0,-166,55,-20,36,2,-11,12,8,-21,-2
38,1,2,63,103,20,317,5,-39,5,1,0,0,1,1,0,0,0,0,0,0,0,116,2,2,0,6,1,2,1,2,0,0,12,0,-184,81,-21,47,-21,-14,19,8,-18,-2
31,1,2,59,99,6,259,4,-39,5,1,1,0,0,0,0,0,0,0,0,0,1,112,2,3,0,9,0,2,0,3,0,0,11,0,-179,69,-5,20,-4,-7,14,7,-17,-2
46,2,2,65,91,30,294,6,-39,6,1,0,0,1,1,0,0,-1,0,0,0,1,166,2,4,2,8,1,2,0,3,0,0,8,0,-198,91,-2,31,-16,-12,11,6,-22,-2
39,2,2,62,97,13,244,5,-39,6,1,0,0,0,1,0,0,-1,0,0,0,1,136,1,4,1,5,1,3,0,2,0,0,11,0,-175,53,6,29,-9,-8,9,10,-15,-2
