@relation arousal

@attribute Zcr numeric
@attribute Energy numeric
@attribute EnergyEntropy numeric
@attribute SpectralCentroid numeric
@attribute SpectralCentroidSpread numeric
@attribute SpectralEntropy numeric
@attribute SpectralFlux numeric
@attribute SpectralRollOff numeric
@attribute MFCC1 numeric
@attribute MFCC2 numeric
@attribute MFCC3 numeric
@attribute MFCC4 numeric
@attribute MFCC5 numeric
@attribute MFCC6 numeric
@attribute MFCC7 numeric
@attribute MFCC8 numeric
@attribute MFCC9 numeric
@attribute MFCC10 numeric
@attribute MFCC11 numeric
@attribute MFCC12 numeric
@attribute MFCC13 numeric
@attribute HarmonicRatio numeric
@attribute F0 numeric
@attribute ChromaVector1 numeric
@attribute ChromaVector2 numeric
@attribute ChromaVector3 numeric
@attribute ChromaVector4 numeric
@attribute ChromaVector5 numeric
@attribute ChromaVector6 numeric
@attribute ChromaVector7 numeric
@attribute ChromaVector8 numeric
@attribute ChromaVector9 numeric
@attribute ChromaVector10 numeric
@attribute ChromaVector11 numeric
@attribute ChromaVector12 numeric
@attribute LPC1 numeric
@attribute LPC2 numeric
@attribute LPC3 numeric
@attribute LPC4 numeric
@attribute LPC5 numeric
@attribute LPC6 numeric
@attribute LPC7 numeric
@attribute LPC8 numeric
@attribute LPC9 numeric
@attribute arousal {-2,-1,0,1,2}

@data
42,4,3,66,100,26,251,6,-38,5,1,1,0,1,1,0,0,0,0,0,0,1,134,1,2,2,11,1,1,0,4,0,0,7,0,-191,90,-4,18,-21,-2,14,12,-17,1
36,3,2,65,101,21,199,5,-38,5,1,1,0,1,1,0,0,0,0,0,0,1,113,1,2,1,9,1,3,1,1,0,0,10,0,-181,66,7,22,-18,-1,8,14,-22,1
36,2,2,61,99,9,280,5,-39,5,1,1,0,1,1,0,0,0,0,0,0,1,122,1,2,2,12,0,2,0,2,0,0,8,0,-176,60,4,24,-10,-7,5,12,-16,1
43,3,2,67,103,23,305,5,-38,5,1,1,0,1,1,0,0,0,0,0,0,1,142,1,2,2,11,1,1,0,1,0,0,8,0,-189,90,-14,26,-17,-3,8,11,-18,1
33,2,2,59,93,15,223,5,-39,5,1,1,0,1,1,0,0,0,0,0,0,0,131,0,1,1,9,1,3,0,1,0,0,11,0,-186,77,-1,21,-13,-3,4,13,-18,1
55,4,2,75,97,44,330,7,-37,5,0,0,0,1,1,0,0,0,0,0,0,1,212,1,2,2,9,1,2,1,4,0,0,6,0,-213,132,-23,21,-23,1,5,14,-16,1
42,3,2,64,101,11,274,5,-39,5,1,1,0,1,1,0,0,0,0,0,0,1,144,1,2,2,11,0,2,0,2,0,0,6,0,-187,87,-11,20,-15,1,5,12,-17,1
35,3,2,60,91,24,204,5,-38,5,0,1,0,1,1,0,0,0,0,0,0,1,114,1,2,1,8,2,2,1,1,0,0,11,0,-199,96,7,10,-26,7,3,18,-20,1
47,4,2,77,113,26,302,6,-38,5,1,0,0,1,1,0,0,-1,0,0,0,1,173,1,4,2,9,2,1,1,1,0,0,8,0,-176,61,9,19,-17,2,2,10,-11,1
44,4,2,76,121,19,260,6,-38,5,0,0,0,1,1,0,0,0,0,0,0,0,120,1,3,1,8,1,2,0,4,0,0,8,0,-175,63,-5,33,-17,-3,0,15,-17,1
39,3,2,63,102,8,325,5,-39,5,1,1,0,1,1,0,0,0,0,0,0,1,120,1,4,1,9,1,2,1,3,0,0,8,0,-180,69,-3,26,-15,4,0,14,-18,1
52,5,2,74,104,33,297,7,-37,5,0,0,0,1,1,0,0,0,0,0,0,1,175,1,3,2,8,1,2,1,2,0,0,10,0,-188,81,0,19,-15,-2,5,14,-13,1
32,3,2,58,97,11,252,5,-39,5,1,1,0,1,1,0,0,0,0,0,0,1,125,1,1,1,13,0,1,0,3,0,0,5,0,-183,75,-3,21,-18,4,12,6,-23,1
42,4,2,62,95,12,301,5,-38,5,1,0,0,1,1,0,0,0,0,0,0,1,136,1,4,1,9,1,1,0,3,0,0,8,0,-188,78,3,15,-10,0,6,9,-15,1
34,1,2,63,109,18,315,5,-39,5,1,1,0,1,1,0,0,0,0,0,0,0,115,0,2,2,10,1,2,0,1,0,0,10,0,-174,61,-1,30,-16,-5,4,14,-18,1
37,3,2,60,99,13,292,5,-39,5,1,0,0,1,1,0,0,0,0,0,0,0,147,1,4,0,10,1,1,0,2,0,0,9,0,-177,56,8,26,-15,2,4,8,-17,1
39,3,2,62,97,17,287,5,-39,5,1,0,0,1,1,0,0,0,0,0,0,1,129,1,3,2,10,1,2,0,3,0,0,7,0,-187,76,1,25,-16,-5,9,12,-22,1
38,2,2,60,95,24,371,5,-39,5,1,0,0,1,1,0,0,0,0,0,0,1,166,1,1,1,8,2,2,1,1,0,0,11,0,-177,59,8,21,-15,-1,4,13,-13,1
44,4,2,72,110,22,260,6,-38,5,0,0,0,1,1,0,0,0,0,0,0,1,117,1,2,1,11,1,2,1,1,0,0,8,0,-180,69,-2,29,-16,-1,0,12,-14,1
41,3,2,60,84,25,227,6,-38,6,0,0,0,1,1,0,0,0,0,0,0,0,142,1,1,2,6,1,2,1,0,0,0,11,0,-203,99,4,19,-20,-5,8,10,-18,1
53,5,2,74,105,26,256,7,-37,5,0,0,0,1,1,1,0,0,0,0,0,1,150,1,3,3,8,2,2,0,2,0,0,7,0,-197,96,-7,28,-17,-9,2,11,-12,1
41,3,2,70,93,33,200,7,-37,5,0,0,1,1,1,0,0,0,0,0,0,1,121,1,4,1,10,2,2,1,4,0,0,7,0,-215,119,1,14,-14,-16,11,10,-16,1
60,12,2,85,109,45,538,7,-36,4,0,0,0,1,1,0,0,-1,-1,0,0,1,215,2,4,2,7,5,2,1,1,1,0,5,1,-209,132,-31,28,-36,26,-14,23,-20,2
65,12,3,95,123,43,574,8,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,247,2,4,1,7,3,3,1,3,0,0,4,1,-198,107,-18,32,-37,21,-8,17,-11,2
64,10,2,105,140,45,422,8,-36,4,0,0,0,1,1,0,0,-1,0,0,0,1,212,1,5,2,8,3,2,1,2,1,0,4,1,-179,91,-36,39,-30,23,-12,27,-16,2
65,14,3,96,118,43,608,8,-35,4,0,0,0,1,1,0,0,-1,-1,0,0,1,233,1,6,2,8,3,1,1,2,1,0,5,1,-204,130,-42,34,-30,24,-10,17,-21,2
70,14,3,100,119,56,424,8,-34,4,0,0,0,1,1,0,0,-1,0,0,0,1,239,2,2,4,5,3,3,1,7,1,1,5,1,-219,165,-64,37,-34,27,-15,19,-16,2
56,10,3,89,117,40,548,7,-36,4,0,0,0,1,0,0,0,-1,0,0,0,1,228,2,3,1,8,1,2,1,3,1,0,6,0,-203,122,-29,23,-25,19,-8,17,-15,2
58,11,3,94,127,33,424,7,-37,4,0,0,0,1,0,0,0,-1,0,0,0,1,222,1,3,1,9,0,2,3,2,0,0,5,0,-175,82,-20,20,-22,13,13,4,-15,2
59,10,3,87,112,36,468,7,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,200,2,5,2,8,3,2,1,3,0,0,6,0,-207,122,-16,19,-25,9,-5,17,-10,2
63,11,3,93,115,44,459,8,-35,5,0,0,0,1,1,0,0,0,0,0,0,1,232,3,4,2,7,2,1,1,6,1,0,4,1,-208,129,-30,24,-24,18,-8,14,-13,2
64,13,3,86,105,53,349,8,-35,5,0,0,0,1,1,0,0,0,0,0,0,1,228,1,1,1,5,3,5,1,6,0,1,5,0,-211,132,-27,19,-26,25,-11,8,-13,2
73,8,3,104,123,52,471,9,-35,4,0,0,0,1,0,0,0,-1,0,0,0,1,218,2,4,1,7,3,2,1,4,1,0,5,1,-205,144,-61,29,-17,18,-11,25,-23,2
75,14,3,98,113,57,320,9,-35,4,0,0,0,1,1,0,-1,-1,-1,0,0,1,259,0,4,5,7,2,2,2,2,1,0,2,1,-215,157,-52,24,-26,30,-31,31,-21,2
63,9,2,88,104,44,414,8,-35,5,0,0,0,1,1,0,0,0,0,0,0,1,209,3,5,1,6,1,6,2,5,0,0,5,1,-222,155,-43,27,-28,24,-12,14,-15,2
58,11,2,82,110,41,377,7,-36,5,0,0,0,1,1,0,0,-1,0,0,0,1,195,1,4,2,7,4,2,1,3,0,0,5,0,-196,99,-6,16,-23,17,-2,13,-19,2
73,15,3,101,116,52,516,9,-35,4,0,0,0,1,1,0,0,-1,0,0,0,1,287,2,4,1,4,3,4,1,3,0,0,5,1,-215,156,-58,38,-34,32,-28,28,-20,2
57,11,3,81,101,38,531,7,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,197,1,3,3,9,3,2,1,4,0,0,3,0,-210,126,-18,10,-15,16,-9,8,-8,2
69,15,3,91,102,45,396,8,-35,5,0,0,0,1,1,0,0,-1,0,0,0,1,243,1,5,3,4,3,3,0,4,0,0,5,1,-219,144,-22,7,-28,33,-18,20,-23,2
61,11,3,96,130,42,477,8,-35,5,0,0,0,1,0,0,0,0,0,0,0,1,214,1,5,2,6,1,2,2,4,1,0,5,1,-186,94,-29,35,-29,27,-13,21,-13,2
62,10,3,90,118,40,482,7,-36,4,0,0,0,1,1,0,0,-1,0,0,0,1,243,3,3,1,8,1,1,1,4,0,0,6,1,-198,113,-22,21,-31,25,-5,13,-16,2
66,12,3,92,106,42,543,8,-35,4,0,0,0,1,1,0,0,-1,-1,0,0,1,253,1,7,2,9,2,2,2,2,1,0,5,1,-223,166,-49,14,-25,30,-11,12,-15,2
51,11,2,84,115,32,480,6,-37,5,0,0,0,1,1,0,0,0,0,0,0,1,183,2,3,2,11,0,3,1,3,0,0,3,0,-198,121,-38,16,-13,21,-7,9,-12,2
57,12,2,89,121,38,478,7,-37,4,0,0,0,1,1,0,0,-1,0,0,0,1,199,1,4,2,9,1,1,0,3,0,0,4,0,-192,110,-30,22,-24,18,-6,20,-17,2
60,8,2,89,111,43,476,8,-37,4,0,0,0,1,1,0,0,-1,0,0,0,1,254,2,3,1,9,3,1,1,3,0,0,3,0,-202,123,-34,26,-22,20,-9,13,-17,2
53,12,3,85,115,31,476,7,-36,4,0,0,0,1,0,0,0,0,0,0,0,1,180,2,5,2,8,1,2,1,4,1,0,5,0,-198,112,-20,12,-15,16,-7,14,-9,2
46,6,2,73,106,26,405,6,-38,5,0,0,0,1,1,0,0,0,0,0,0,1,218,1,3,1,9,2,3,1,2,0,0,6,0,-193,98,-8,10,-23,23,-3,6,-13,2
54,11,3,83,104,34,460,8,-35,5,0,0,0,1,0,0,0,0,0,0,0,1,182,3,4,1,7,0,3,2,5,0,0,6,1,-214,141,-32,9,-14,24,-13,12,-11,2
69,9,3,94,114,55,401,9,-35,5,0,0,0,1,1,0,0,0,0,0,0,1,218,2,4,2,5,3,3,3,3,0,0,6,1,-222,162,-56,32,-23,20,-19,20,-10,2
57,9,2,84,113,46,337,7,-37,4,0,0,0,1,1,0,0,0,0,0,0,1,190,1,2,1,6,3,3,2,3,0,0,6,1,-205,127,-43,43,-29,16,-21,19,-10,2
64,9,2,92,119,45,372,8,-36,5,0,0,0,1,1,0,0,0,-1,0,0,1,208,1,1,1,7,3,2,0,3,0,1,8,0,-198,112,-29,35,-25,10,-9,17,-11,2
57,8,3,83,116,36,287,7,-37,5,0,0,0,1,1,0,0,0,0,0,0,1,178,1,2,2,10,0,2,1,8,0,0,3,0,-192,100,-22,23,-19,18,-11,16,-15,2
72,10,3,110,142,51,367,8,-36,4,0,0,0,1,1,0,0,0,0,0,0,1,227,1,1,2,10,2,1,1,8,1,1,4,1,-182,98,-48,54,-31,16,-15,28,-15,2
54,6,2,86,117,38,383,7,-38,4,0,0,0,1,1,0,0,0,0,0,0,1,156,1,3,1,8,2,2,2,5,0,1,5,0,-201,126,-40,28,-20,17,-15,17,-12,2
64,11,3,88,109,43,349,8,-35,5,0,0,0,1,1,0,0,0,0,0,0,1,156,2,4,1,13,3,5,1,4,0,0,1,0,-206,120,-21,21,-18,14,-15,18,-12,2
67,13,3,88,104,51,333,8,-35,4,0,0,0,1,1,0,0,0,0,0,0,1,204,1,3,3,6,3,3,1,9,0,0,2,1,-228,174,-57,27,-28,25,-18,21,-21,2
62,7,2,95,123,36,333,8,-37,5,0,1,0,1,1,0,0,0,0,0,0,1,170,1,2,2,7,1,3,1,5,1,0,7,1,-201,122,-33,28,-31,21,-11,20,-13,2
65,10,2,98,124,48,347,8,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,198,1,3,2,7,2,2,1,9,0,1,4,0,-201,128,-43,33,-35,33,-20,20,-14,2
53,7,2,80,104,36,429,7,-37,4,0,0,0,1,1,0,0,0,0,0,0,1,175,2,3,1,8,3,2,1,4,0,0,5,0,-214,141,-29,15,-25,22,-14,12,-7,2
60,8,2,89,119,41,422,7,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,152,1,3,2,5,1,2,2,9,1,0,3,0,-199,115,-35,40,-31,16,-11,21,-19,2
63,10,3,84,98,31,282,8,-35,5,0,0,0,0,0,0,0,0,0,0,0,1,199,2,3,1,7,3,7,1,5,0,0,2,0,-215,132,-17,14,-29,28,-10,12,-24,2
58,7,3,85,107,39,332,7,-37,5,0,0,0,1,1,0,0,0,0,0,0,1,169,1,2,1,9,2,3,2,4,0,0,5,1,-211,134,-31,23,-29,26,-14,15,-15,2
69,9,3,94,103,50,265,9,-35,5,0,0,0,1,1,0,0,0,-1,0,0,1,187,2,6,2,4,0,1,1,11,1,1,3,1,-226,168,-51,20,-16,14,-17,31,-23,2
69,10,3,94,114,47,416,8,-36,4,0,0,0,1,1,0,0,0,-1,0,0,1,244,4,5,1,5,1,2,3,2,0,0,5,1,-214,147,-50,43,-41,26,-21,21,-13,2
78,9,3,97,105,59,274,9,-35,4,0,0,0,1,1,0,0,0,0,0,0,1,229,2,1,1,3,4,4,4,7,0,1,7,1,-233,188,-68,25,-23,23,-18,19,-15,2
64,8,3,92,117,43,336,8,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,234,1,2,2,4,6,2,0,3,0,2,8,0,-202,117,-26,31,-35,26,-14,19,-14,2
56,8,3,79,102,36,410,7,-37,5,0,0,0,1,1,0,0,0,0,0,0,1,216,1,2,2,5,3,3,1,4,0,1,8,0,-205,115,-13,17,-25,24,-11,13,-18,2
56,10,3,91,122,36,407,7,-36,4,0,0,0,1,1,0,0,0,-1,0,0,1,174,3,4,2,5,1,1,1,4,1,1,6,0,-204,137,-50,36,-35,26,-13,21,-22,2
65,9,3,94,116,47,363,8,-36,4,0,0,0,1,1,0,0,0,0,0,0,1,220,2,3,1,5,2,4,2,2,1,0,8,1,-210,138,-44,47,-46,22,-11,23,-24,2
66,19,3,94,114,28,310,8,-36,4,0,0,0,0,1,0,0,-1,-1,0,0,1,256,2,11,2,4,1,1,0,3,0,0,3,0,-196,102,-14,22,-21,15,-14,17,-9,2
66,10,3,105,140,37,432,7,-37,4,0,0,0,1,1,0,0,0,0,0,0,1,201,3,4,1,7,2,1,1,4,0,1,4,0,-178,94,-47,47,-23,17,-18,24,-17,2
57,10,2,92,131,35,420,7,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,157,2,2,1,5,2,2,2,8,0,0,5,0,-184,89,-21,28,-21,15,-7,12,-7,2
61,9,3,93,123,38,427,7,-37,4,0,0,0,1,1,0,0,0,0,0,0,1,228,2,4,1,6,2,1,2,3,1,0,7,1,-200,121,-36,36,-36,23,-15,20,-14,2
60,8,3,87,107,46,387,8,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,218,1,2,1,6,4,2,1,7,0,1,7,0,-225,169,-59,28,-27,32,-23,18,-13,2
67,12,3,93,112,41,420,8,-35,4,0,0,0,1,1,0,0,0,0,0,0,1,238,1,5,2,5,2,2,2,8,0,1,4,1,-209,139,-45,27,-21,24,-20,20,-14,2
61,11,2,95,124,38,429,7,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,222,2,4,2,6,2,1,2,6,0,0,6,0,-201,123,-40,35,-28,17,-9,18,-13,2
62,8,3,89,112,38,378,7,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,209,2,2,2,7,3,3,1,5,0,1,6,0,-204,113,-3,0,-19,18,-4,16,-19,2
47,5,2,72,103,26,411,5,-38,5,0,1,0,1,1,0,0,0,0,0,0,1,161,1,2,1,6,2,2,1,3,0,1,9,0,-200,111,-16,18,-28,27,-18,21,-15,2
57,10,2,90,116,31,472,7,-36,4,0,0,0,1,1,0,0,-1,0,0,0,1,225,3,5,2,5,1,1,2,3,0,0,7,1,-209,130,-25,21,-39,37,-18,23,-23,2
56,11,3,81,96,29,332,7,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,206,5,4,1,5,1,1,2,5,0,0,7,0,-210,119,-3,6,-26,22,-6,13,-16,2
66,10,3,95,123,37,553,8,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,221,3,3,1,5,2,3,2,3,0,0,7,0,-194,107,-27,30,-20,12,-11,17,-12,2
66,9,2,93,106,53,375,9,-35,5,0,0,0,1,1,0,0,0,0,0,0,1,166,2,4,2,7,2,3,2,6,1,0,3,1,-230,174,-51,22,-30,23,-12,11,-3,2
53,6,2,78,109,28,424,6,-37,5,0,0,0,0,1,0,0,0,-1,0,0,1,174,1,5,2,8,3,1,1,3,0,0,6,0,-202,114,-22,29,-23,6,-6,18,-16,0
54,6,2,98,139,28,381,6,-37,5,0,0,0,1,1,0,0,0,0,0,0,1,159,2,4,1,7,1,2,1,4,0,0,7,0,-168,48,4,35,-23,-1,2,25,-25,0
57,6,2,97,138,31,429,7,-37,5,0,0,0,1,1,0,0,0,0,0,0,1,162,2,6,1,9,2,1,1,4,0,0,4,0,-173,65,-14,43,-24,8,-13,29,-21,0
58,6,2,96,130,31,322,7,-37,5,0,0,0,1,1,0,0,-1,0,0,0,1,160,2,5,2,10,2,2,1,2,0,0,6,0,-174,71,-19,35,-17,10,-6,19,-25,0
64,8,2,88,111,39,416,7,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,178,2,5,1,6,3,2,0,4,0,0,6,0,-205,123,-31,34,-30,14,-6,17,-22,0
45,5,2,69,96,25,366,6,-37,5,0,0,0,1,1,0,0,0,0,0,0,1,150,1,4,1,7,1,2,1,4,0,0,9,0,-201,101,-1,18,-24,5,9,9,-22,0
47,5,2,79,120,23,365,6,-38,5,1,1,0,1,1,0,0,0,0,0,0,1,152,1,2,2,11,1,2,0,2,0,0,7,0,-178,66,0,34,-31,1,12,15,-23,0
55,4,2,85,117,23,351,7,-37,5,0,0,0,0,1,0,0,0,0,0,0,1,164,1,5,2,8,1,3,1,3,0,0,6,0,-190,92,-15,30,-20,5,-2,14,-20,0
52,6,2,86,118,29,382,7,-37,5,0,0,0,0,1,0,0,0,0,0,0,1,155,2,5,1,6,1,3,0,5,0,0,6,0,-187,80,-3,27,-17,-1,0,14,-14,0
49,6,2,76,107,19,332,6,-37,5,1,0,0,0,1,0,0,0,0,0,0,1,160,1,4,1,11,1,2,0,1,0,0,4,0,-183,65,2,42,-35,19,-2,11,-34,0
49,4,2,82,116,29,351,6,-38,5,0,0,0,1,1,0,0,0,0,0,0,1,140,1,4,1,9,1,2,1,3,0,0,9,0,-181,73,1,16,-13,3,2,16,-18,0
58,6,2,76,93,37,335,7,-37,6,0,0,0,1,1,0,0,-1,0,0,0,1,155,1,5,2,7,3,2,0,4,0,0,4,0,-219,133,-10,9,-21,5,9,11,-20,0
49,5,2,75,105,26,342,6,-37,5,0,0,0,1,1,0,0,-1,0,0,0,1,151,1,4,2,9,2,1,0,3,0,0,6,0,-198,96,-3,24,-28,5,2,17,-22,0
55,7,2,88,119,30,415,7,-37,5,0,0,0,1,1,0,0,0,0,0,0,1,177,1,3,2,7,1,2,0,3,0,0,8,0,-177,65,-10,46,-27,9,-4,16,-17,0
61,6,2,101,138,33,370,7,-38,5,0,0,0,1,1,0,0,-1,0,0,0,1,151,2,4,1,12,3,1,0,2,0,0,4,0,-165,58,-13,28,-7,3,-8,14,-9,0
47,4,2,74,106,26,404,6,-38,5,0,0,0,0,1,0,0,0,0,0,0,1,161,2,5,1,7,1,1,1,2,0,0,9,0,-189,75,9,24,-20,-3,5,13,-17,0
48,6,2,76,105,24,299,6,-37,5,1,0,0,1,1,0,0,-1,0,0,0,1,147,1,5,2,11,2,1,1,3,0,1,4,0,-192,82,2,29,-28,15,0,8,-26,0
53,6,2,87,126,26,419,6,-37,5,0,0,0,1,1,0,0,0,0,0,0,1,154,2,4,4,9,1,2,0,2,0,0,7,0,-178,67,-5,34,-21,0,-2,18,-14,0
51,5,2,89,132,28,399,6,-38,5,0,0,0,1,1,0,0,-1,0,0,0,1,171,2,4,2,11,3,1,0,3,0,0,5,0,-166,44,4,42,-27,1,6,11,-13,0
41,4,2,68,103,25,397,6,-38,5,0,1,0,1,1,0,0,0,0,0,0,1,168,1,3,2,10,1,1,1,3,0,0,7,0,-191,89,-4,23,-22,1,7,9,-16,0
51,7,2,78,102,30,420,7,-37,5,0,0,0,1,1,0,0,0,0,0,0,1,173,2,3,1,8,2,2,1,2,0,0,9,0,-197,107,-20,16,-11,10,-6,12,-11,0
49,5,2,77,109,25,448,6,-38,5,0,1,0,1,1,0,0,0,0,0,0,1,159,1,3,2,9,1,2,1,5,0,0,6,0,-184,72,5,21,-15,0,-2,15,-10,0
48,4,2,76,110,22,436,6,-38,5,1,0,0,1,1,0,0,0,0,0,0,1,159,1,5,2,8,1,1,0,5,0,0,5,0,-182,65,10,26,-23,4,3,12,-15,0
43,6,2,71,102,22,401,6,-38,5,1,0,0,1,1,0,0,-1,0,0,0,1,189,1,4,1,9,1,1,1,2,0,0,8,0,-185,77,0,23,-26,16,-3,16,-22,0
42,4,2,72,110,16,488,5,-38,5,1,1,0,1,1,0,0,0,0,0,0,0,152,1,6,2,10,1,1,1,2,0,0,6,0,-183,71,4,24,-22,3,1,15,-19,0
48,7,2,74,104,25,369,6,-37,5,0,0,0,1,1,0,0,-1,0,0,0,1,185,1,7,1,10,1,1,1,2,0,0,6,0,-197,98,-1,12,-18,11,-5,14,-13,0
54,6,2,82,118,25,459,6,-37,5,0,0,0,1,1,0,0,0,0,0,0,1,177,2,3,1,9,2,2,0,4,0,0,4,0,-185,83,-16,32,-17,4,-1,15,-17,0
49,3,2,73,95,39,297,7,-37,5,0,0,0,1,1,0,0,0,0,0,0,1,156,2,3,1,7,2,1,1,3,0,0,10,0,-218,142,-35,29,-22,-1,4,15,-19,0
38,4,2,71,112,19,268,5,-38,5,0,1,0,1,1,0,0,-1,0,0,0,1,128,1,5,2,14,1,1,0,1,0,0,4,0,-191,84,0,29,-23,-7,5,13,-16,0
61,10,2,92,118,36,396,7,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,199,2,4,1,7,3,1,2,2,0,0,9,1,-199,117,-32,30,-24,10,1,11,-14,0
62,8,3,91,117,33,271,7,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,173,2,4,2,9,2,3,1,4,0,0,3,0,-193,88,0,23,-18,-5,3,20,-16,0
36,2,2,70,119,10,303,4,-39,5,1,1,0,1,1,0,0,0,0,0,0,1,121,3,4,0,12,1,0,0,2,0,0,8,0,-164,42,6,29,-11,-9,6,15,-17,0
55,7,2,90,125,33,335,7,-37,5,1,0,0,1,1,0,0,0,0,0,0,1,180,2,6,1,8,2,1,1,3,0,0,5,0,-171,64,-15,31,-11,6,-3,15,-14,0
46,5,2,66,95,26,236,6,-38,5,1,0,0,1,1,0,0,0,0,0,0,1,129,2,3,2,6,0,1,2,3,0,0,9,0,-198,98,-7,24,-20,-2,6,13,-16,0
48,5,2,69,94,24,281,7,-37,6,0,0,0,1,1,0,0,0,0,0,0,1,140,1,3,2,4,2,2,0,5,0,0,10,0,-195,82,8,25,-21,0,3,11,-20,0
61,11,3,81,98,37,250,8,-35,5,0,0,0,1,1,0,0,0,0,0,0,1,175,1,2,3,7,2,3,1,8,0,0,3,0,-212,129,-21,15,-22,16,-2,16,-26,0
37,2,2,76,127,7,310,4,-40,5,1,1,0,1,1,0,0,0,0,0,0,1,124,0,5,1,9,1,1,0,1,0,0,7,0,-159,41,-6,39,-11,-9,3,19,-21,0
50,5,2,83,112,23,285,6,-38,5,1,1,0,1,1,0,0,0,0,0,0,1,160,2,3,1,12,2,3,1,3,0,0,4,0,-190,98,-11,6,-13,7,12,11,-25,0
56,7,2,77,101,32,313,7,-37,5,0,0,0,1,1,0,0,0,0,0,0,1,172,1,3,3,8,1,3,0,4,0,0,4,0,-206,117,-15,21,-20,-1,1,15,-17,0
55,6,2,80,108,36,340,7,-37,5,0,0,0,1,1,0,0,0,0,0,0,1,190,0,2,1,14,1,2,0,3,0,0,4,0,-189,85,-1,17,-14,-3,9,12,-16,0
40,2,2,64,99,21,320,5,-39,5,1,0,0,1,1,0,0,0,0,0,0,1,161,2,4,1,7,1,1,0,2,0,0,11,0,-184,69,6,23,-10,-9,7,9,-15,0
38,2,2,68,108,11,290,5,-39,5,1,0,0,1,1,0,0,0,0,0,0,1,130,1,9,1,10,1,0,0,2,0,0,5,0,-173,58,-1,24,-8,-1,5,11,-19,0
46,2,2,70,98,32,294,6,-38,6,1,0,0,1,1,0,0,-1,0,0,0,1,159,1,2,2,8,0,3,1,1,0,0,13,0,-185,72,7,20,-13,-6,6,13,-13,0
70,10,3,90,103,45,307,8,-35,5,0,0,0,1,1,0,0,0,0,0,0,1,217,1,3,3,8,2,2,2,8,1,0,2,0,-222,151,-32,16,-19,9,0,10,-16,0
54,4,2,85,121,35,307,6,-38,5,0,0,0,1,1,0,0,0,0,0,0,1,126,1,5,1,10,0,5,1,4,0,0,3,0,-184,82,-5,19,-12,-4,1,18,-18,0
69,10,3,94,118,46,387,8,-36,5,0,0,0,1,1,0,0,-1,0,0,0,1,251,1,3,2,10,2,1,1,4,0,1,4,0,-191,85,5,17,-19,2,4,17,-22,0
46,4,2,66,89,28,278,6,-38,5,1,0,0,1,1,0,0,0,0,0,0,1,175,1,2,1,9,2,3,0,3,0,0,7,0,-197,86,7,19,-12,-6,6,7,-14,0
37,1,2,69,117,19,393,5,-40,5,1,0,0,1,1,0,0,0,0,0,0,0,150,1,2,2,8,1,1,0,1,0,0,11,0,-169,52,-3,36,-13,-7,3,15,-19,0
38,1,2,64,104,19,310,5,-39,5,1,1,0,1,1,0,0,0,0,0,0,1,158,1,4,1,10,2,1,0,2,0,0,8,0,-185,76,1,24,-17,-7,6,16,-21,0
57,8,3,82,105,38,221,7,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,170,1,3,2,6,1,2,2,9,0,0,4,1,-211,134,-34,29,-33,21,1,18,-37,0
58,6,2,92,129,33,333,6,-38,5,0,0,0,1,1,0,0,-1,0,0,0,1,210,1,5,2,13,1,1,0,1,0,0,4,0,-172,56,5,26,-12,-5,1,16,-16,0
59,9,3,90,123,29,448,7,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,182,1,3,2,8,2,2,1,8,1,0,2,0,-194,107,-22,16,-14,8,-4,18,-17,0
51,5,2,77,109,30,348,6,-38,5,0,0,0,1,1,0,0,0,0,0,0,1,181,1,3,1,11,1,2,1,3,0,0,6,0,-192,91,-6,21,-21,2,7,12,-20,0
37,2,2,63,98,17,293,5,-39,5,1,1,0,1,1,0,0,0,0,0,0,1,158,0,1,1,8,1,2,0,1,0,0,10,0,-190,91,-10,23,-15,-4,8,14,-23,0
45,1,2,72,112,25,331,5,-39,5,0,0,0,1,1,0,0,0,0,0,0,1,178,2,3,1,11,1,1,1,1,0,0,9,0,-189,91,-9,23,-21,-1,7,17,-24,0
42,2,2,66,97,23,279,5,-39,5,0,0,0,1,1,0,0,0,0,0,0,1,140,2,2,1,9,1,1,1,1,0,0,11,0,-189,76,9,22,-16,-9,8,11,-16,0
56,5,3,85,118,32,390,7,-37,5,0,0,0,1,1,0,0,0,0,0,0,1,221,1,2,1,8,4,1,0,4,0,0,9,0,-189,92,-15,27,-20,9,-5,14,-12,0
