0.525111,0.429282,0.490648,-0.160801,0.200852,-1.15606,0.101078,0.0168226,-1,2,0,0,-1,2,11:27.8,0
0.571762,0.563615,0.484555,-0.165893,0.193847,-1.17262,-0.0862221,0.0199722,-1,2,0,0,-1,2,11:38.4,0
0.525518,0.183631,0.48688,-0.154528,0.20506,-1.19696,0.00684923,0.0417547,-1,-1,0,0,-1,-1,11:44.3,0
0.526919,0.12777,0.488146,-0.168358,0.193497,-1.18556,-0.0320376,0.0160275,-1,2,0,0,-1,2,11:51.8,0
0.5516,0.381299,0.47547,-0.169145,0.199324,-1.19522,0.0285162,-0.110674,-1,-1,0,0,-1,-1,11:57.7,0
0.552352,0.382089,0.473424,-0.168568,0.197279,-1.19644,-0.0721492,0.0569146,-1,-1,0,0,-1,-1,12:03.7,0
0.5305,0.25217,0.469262,-0.168492,0.194491,-1.17956,-0.0119722,0.0255907,-1,2,0,0,-1,2,12:08.3,0
0.915552,0.95662,0.553634,-0.153374,0.205358,-1.18186,0.538242,0.450147,-1,2,2,2,2,2,11:23.3,1
0.528506,0.341897,0.481142,-0.174278,0.195208,-1.16817,0.0230724,-0.135017,-1,2,-2,0,2,2,11:26.5,1
0.552023,0.297,0.490186,-0.1674,0.200938,-1.1879,0.0684564,0.0474615,-1,2,2,2,-1,0,11:30.8,1
0.732805,0.760713,0.515279,-0.177507,0.188941,-1.186,-0.011397,0.0476395,-1,2,2,2,2,2,11:34.0,1
0.60636,0.68351,0.502021,-0.168509,0.196951,-1.18954,-0.0325138,-0.0552032,-1,2,2,2,2,2,11:37.2,1
0.576386,0.303168,0.48016,-0.176499,0.189306,-1.17651,0.0121285,-0.00468692,-1,2,2,0,2,2,11:41.5,1
0.538279,0.311052,0.475985,-0.154022,0.204702,-1.19328,-0.01583,-0.00348927,-2,-1,0,2,-1,0,11:47.4,1
0.531483,0.377606,0.477459,-0.162802,0.199577,-1.19673,-0.0132083,-0.0504189,-1,2,2,2,-2,-1,11:50.6,1
0.531486,0.25512,0.475953,-0.16776,0.198316,-1.19007,-0.046162,0.174928,-2,-1,2,2,2,2,11:54.9,1
0.540181,0.273456,0.479218,-0.171218,0.197716,-1.20156,0.0891091,-0.105852,-1,2,2,2,-2,-1,12:00.8,1
0.547932,0.376422,0.476713,-0.167275,0.19816,-1.19111,0.050369,0.0246796,-1,2,-2,0,2,2,12:06.8,1
0.517278,0.453498,0.486363,-0.159007,0.20238,-1.18446,-0.00235673,-0.128706,-2,-1,2,0,-1,0,12:11.5,1
0.506303,0.24016,0.4687,-0.158311,0.201088,-1.212,0.0454472,0.0576007,-1,2,-2,2,-2,-1,12:14.6,1
0.530136,0.35106,0.470448,-0.166812,0.199482,-1.19111,-0.044538,0.0529642,-2,-1,2,0,1,2,12:17.8,1
0.48818,0.306668,0.478722,-0.150631,0.207687,-1.1942,-0.0158803,-0.052779,-1,2,2,0,-2,-1,12:21.0,1
