1.09647,0.491898,0.551034,-0.159206,0.217096,-1.22377,0.320225,-0.239426,-1,2,0,0,-1,2,14:01.8,0
0.591841,0.357672,0.457804,-0.157164,0.213331,-1.21,0.0250226,-0.193825,1,0,0,0,1,0,14:09.4,0
0.688022,0.328887,0.475757,-0.165498,0.220731,-1.18857,0.052604,0.0248327,-2,-1,0,0,-2,-1,15:01.0,0
0.749253,0.214431,0.483338,-0.189788,0.197654,-1.20348,0.0467416,0.0837854,1,-1,0,0,1,-1,15:10.0,0
0.523245,0.530282,0.470803,-0.161599,0.201572,-1.17922,-0.659483,0.114818,-1,2,2,2,-1,0,14:00.3,1
0.946944,0.395686,0.510767,-0.164542,0.218674,-1.22745,-0.068926,-0.160181,1,0,2,2,2,2,14:04.9,1
0.674502,0.323278,0.484424,-0.163947,0.214812,-1.2191,-0.119942,0.145349,1,0,-2,0,1,2,14:08.2,1
0.554367,0.194078,0.444169,-0.159715,0.22599,-1.21274,-0.0265304,0.0444437,-2,2,2,0,-1,0,14:12.6,1
0.633834,0.160263,0.486435,-0.155728,0.221629,-1.20652,0.0407977,0.00500024,-2,-1,-2,0,0,2,14:15.7,1
0.656781,0.18125,0.464588,-0.159686,0.223658,-1.18813,-0.0626185,-0.0605303,-2,-1,2,0,-2,-1,14:18.9,1
0.643718,0.222938,0.486517,-0.163229,0.218105,-1.20836,0.0269775,0.0182794,-2,-1,2,0,-2,-1,14:22.1,1
0.618875,0.191021,0.476067,-0.161249,0.223687,-1.21506,0.0170026,0.17141,-2,-1,2,0,-2,-1,14:25.2,1
0.624933,0.271071,0.464812,-0.167935,0.212692,-1.18335,0.0440272,0.104033,-2,-1,2,2,-2,-1,14:28.3,1
0.617977,0.0856331,0.459315,-0.170321,0.213853,-1.20063,-0.0333196,-0.0869045,-2,-1,2,0,-2,-1,14:31.4,1
0.624418,0.269134,0.459004,-0.173072,0.213673,-1.1955,-0.0772026,-0.046163,-2,-1,2,0,-2,-1,14:34.6,1
0.619735,0.168117,0.462598,-0.162439,0.221459,-1.20445,0.0773177,0.0699767,-2,-1,2,2,-2,-1,14:37.8,1
0.62598,0.260777,0.452627,-0.16183,0.223071,-1.22085,-0.0369125,-0.0742716,-2,-1,-2,-1,-2,-1,14:40.9,1
0.633373,0.141057,0.455246,-0.164187,0.218923,-1.21758,0.000637742,0.0342865,-2,-1,2,2,-2,-1,14:44.1,1
0.702698,0.154825,0.486462,-0.163566,0.218004,-1.20974,0.0424077,-0.0074379,-2,-1,2,0,-2,-1,14:47.2,1
0.688992,0.183041,0.480133,-0.165799,0.214298,-1.21009,-0.0300027,0.00384998,-2,-1,2,0,-2,-1,14:50.3,1
0.703043,0.16494,0.493173,-0.165185,0.221207,-1.21889,0.0340036,-0.030445,-2,-1,2,2,-2,-1,14:53.4,1
0.741507,0.182692,0.499849,-0.169363,0.212714,-1.22002,-0.0110665,-0.053644,-2,-1,2,0,-2,-1,14:56.6,1
0.727549,0.206948,0.490519,-0.168724,0.21266,-1.20692,-0.0396998,-0.00247357,-2,-1,2,0,-2,-1,14:59.7,1
0.716997,0.237493,0.478339,-0.172887,0.2085,-1.18413,0.0121214,-0.00102153,1,0,2,2,-2,-1,15:04.1,1
0.725651,0.251294,0.472838,-0.188001,0.194451,-1.17615,-0.0293813,-0.102885,-2,-1,2,2,1,2,15:07.2,1
0.868081,0.467758,0.489228,-0.186091,0.194559,-1.19947,0.130808,-0.0704757,-2,-1,2,2,-2,-1,15:13.1,1
