0.382491,1.91746,0.523217,-0.07323,0.238314,-0.986994,0,1.45257,-0.157571,1,2
0.555886,1.76658,0.537549,-0.0766972,0.246402,0.1471,0,0.159172,-0.456509,1,2
0.487716,1.9819,0.562216,-0.0682123,0.213468,-0.230609,0,0.133614,0.225464,1,2
0.63745,1.30237,0.574704,-0.0809268,0.225116,-1.51714,0,-0.819971,-0.236944,1,2
0.628033,1.60894,0.505586,-0.0786222,0.237233,-0.581894,0,-0.449434,0.190746,1,2
0.594107,1.59528,0.545149,-0.0741615,0.238884,0.2316,0,0.23432,-0.258277,1,2
0.650392,1.39894,0.515734,-0.0776718,0.24171,-0.18518,0,-0.312631,0.184972,1,2
0.514885,1.64411,0.503804,-0.0758013,0.231034,-0.163228,0,1.60195,0.0563994,1,2
0.650406,1.86261,0.597211,-0.0860784,0.213574,-1.50295,0,-0.487653,0.195872,1,2
0.559383,1.46535,0.579528,-0.0753234,0.225584,0.315633,0,0.913742,0.0650451,1,2
0.718359,1.58139,0.602414,-0.0818324,0.215085,-1.00082,0,-0.797117,-0.0565353,1,2
0.801516,1.12065,0.612491,-0.0854182,0.223953,-1.54551,0,0.161274,-0.351592,1,2
0.698713,1.33845,0.579967,-0.0870432,0.222683,-1.53258,0,-0.570825,-0.0875275,1,2
0.812425,1.09234,0.572297,-0.0846747,0.236908,-0.199915,0,0.210256,-0.0640212,1,2
0.805744,1.19661,0.624202,-0.097675,0.201945,-1.23536,0,-0.389427,-0.0183756,1,2
0.644664,1.20825,0.535087,-0.0964977,0.210275,-1.52241,0,-0.341099,0.288923,1,2
0.674648,1.46403,0.511167,-0.0914183,0.22511,-0.77986,0,-0.469856,0.464738,1,2
0.602692,1.21798,0.529761,-0.0855929,0.2335,-0.877909,0,-0.0847177,-0.413716,1,2
0.62749,1.28303,0.50449,-0.0989973,0.216353,-1.32242,0,-0.273558,0.00943758,1,2
0.630148,1.61482,0.51423,-0.0991436,0.217559,-1.23923,0,-0.228189,0.0342774,1,2
0.634682,1.52885,0.534735,-0.0880628,0.21495,-1.54423,0,-0.23082,0.20541,1,2
0.751012,1.43154,0.53914,-0.0779818,0.213231,-1.47536,0,-0.529966,0.359473,1,2
0.804355,1.31239,0.577782,-0.0420661,0.198243,-1.1409,0,-1.13093,0.331539,1,2
0.865626,0.540523,0.632316,-0.0391626,0.19548,-1.03841,0,0.133272,-0.0358657,1,2
0.84406,0.402831,0.627009,-0.0428164,0.193276,-1.02028,0,-0.113613,-0.0235755,1,2
0.463288,1.49582,0.477581,-0.0894691,0.209584,-1.09808,0,0.925132,-1.39188,1,2
0.472558,1.24124,0.485918,-0.112009,0.226891,-1.20965,0,-0.317869,-2.53927,1,2
0.635686,1.79238,0.524067,-0.100408,0.220024,-1.04759,0,-0.626296,-2.76521,1,2
