0.434032,0.893053,0.353781,-0.0779139,0.262482,-1.52141,0,-0.0941336,0.0314649,0,2,0,0,0,0
0.494163,0.860955,0.403385,-0.0599196,0.271737,-1.53709,0,-0.395773,0.102457,0,2,0,0,0,0
0.601965,1.45386,0.488447,-0.0623503,0.26681,-1.50006,0,0.718224,0.110401,0,2,0,0,0,0
0.437048,0.909893,0.360035,-0.0619625,0.268059,-1.08707,0,-0.256397,0.0782811,0,2,0,0,0,0
0.431098,1.00818,0.39249,-0.0776243,0.255772,-1.51598,0,0.0770606,-0.0382304,0,2,0,0,0,0
0.447036,1.04806,0.465736,-0.0660016,0.268571,-1.50934,0,0.610627,-0.83171,0,2,0,0,0,0
0.509021,1.1209,0.427098,-0.0829172,0.254087,-1.47768,0,-0.190601,-0.0473152,0,2,0,0,0,0
0.415995,0.938661,0.35515,-0.0758007,0.262857,-1.54277,0,0.00681461,0.171324,0,2,0,0,0,0
0.394237,0.335999,0.249631,-0.0784045,0.256684,-0.366066,0,-0.00956575,-0.156773,0,2,0,0,0,0
0.502116,0.859394,0.379278,-0.0644298,0.266963,-1.51499,0,0.77955,0.0615863,0,2,0,0,0,0
0.52667,1.14801,0.466815,-0.072659,0.258603,-1.44997,0,-0.141947,0.32212,0,2,0,0,0,0
0.457464,0.886086,0.449493,-0.047962,0.274111,-1.39201,0,-0.0208894,-0.19017,0,2,0,0,0,0
0.429502,1.11318,0.36829,-0.0637135,0.268683,-1.51837,0,-0.768285,0.00227035,0,2,0,0,0,0
0.46843,0.722047,0.381227,-0.0726297,0.26274,-1.51778,0,-0.298294,0.184579,0,2,0,0,0,0
0.430772,0.57045,0.368856,-0.0727009,0.259645,-1.52228,0,-0.0112464,0.0417719,0,2,0,0,0,0
0.427808,0.460349,0.322306,-0.0675663,0.264181,-1.52459,0,0.266389,-0.0704431,0,2,0,0,0,0
0.475334,0.681327,0.389825,-0.0606175,0.273931,-1.54113,0,0.257784,-0.0319935,0,2,0,0,0,0
0.46315,0.411983,0.368659,-0.0593975,0.271375,-0.427505,0,0.0861323,-0.094511,0,2,0,0,0,0
0.471038,0.393321,0.368028,-0.0744417,0.26632,-1.55118,0,-0.0579411,-0.0367301,0,2,0,0,0,0
0.602897,0.756952,0.461207,-0.0720514,0.266759,-1.50608,0,-0.188498,-0.163578,0,2,0,0,0,0
0.526784,0.797115,0.420796,-0.0644414,0.270969,-0.749031,0,-0.367,0.203795,0,2,0,0,0,0
0.489416,1.96688,0.495572,-0.0696414,0.237944,-0.393322,0,-2.70367,-0.517622,0,2,0,0,0,0
0.840398,0.981065,0.519241,-0.0632227,0.185226,-0.924123,0,0.357898,0.00829004,0,2,0,0,0,0
0.306511,14.9081,0.449968,-0.0693223,0.239152,-0.719949,0,-2.05389,-1.59901,0,2,0,0,0,0
0.630785,1.91724,0.478676,-0.0667449,0.212779,-1.21222,0,-0.791453,-0.599125,0,2,0,0,0,0
0.551647,1.75439,0.468889,-0.0453941,0.20162,-1.31866,0,-0.440147,-0.0408075,0,2,0,0,0,0
0.546214,0.832501,0.482794,-0.0362184,0.210353,-1.37543,0,0.0526006,0.0714976,0,2,0,0,0,0
0.538037,0.60791,0.463678,-0.0298321,0.21464,-1.36254,0,0.209689,-0.163362,0,2,0,0,0,0
0.581014,0.741537,0.48584,-0.0256535,0.220452,-1.35659,0,-0.0436214,-0.233257,0,2,0,0,0,0
0.506033,4.30636,0.462546,-0.0156391,0.249811,-0.0435679,0,-0.00215821,-6.98585,0,2,0,0,0,0
0.227947,2.50092,0.31126,0.0185588,0.28724,-1.17421,0,0.356912,4.79534,0,2,0,0,0,0
0.289572,32.6286,0.364061,0.000535196,0.177609,-1.04606,0,0.511516,0.256813,0,2,0,0,0,0
0.322669,20.522,0.373634,-0.0159234,0.182678,-1.28594,0,-1.03769,0.78816,0,2,0,0,0,0
0.268128,3.27329,0.458881,-0.0590926,0.237954,-1.40017,0,-0.713523,-4.69638,0,2,0,0,0,0
0.257935,1.69406,0.370746,0.0395275,0.31924,-1.19366,0,0.0555706,-0.203156,0,2,0,0,0,0
0.280142,1.61903,0.389699,0.0356763,0.298981,-0.221796,0,-0.349254,-0.357445,0,2,0,0,0,0
0.193645,0.325331,0.372932,0.0185342,0.320878,-0.311762,0,0.0741264,0.108424,0,2,0,0,0,0
0.198172,1.36486,0.336238,0.0384324,0.287859,-0.718165,0,-1.7676,-1.46844,0,2,0,0,0,0
0.306559,2.25471,0.441517,-0.0545567,0.226936,-1.17184,0,0.0168705,0.9016,0,2,0,0,0,0
0.304928,0.770466,0.436057,-0.0592797,0.260104,-0.462612,0,-0.236205,-0.819158,0,2,0,0,0,0
0.329863,0.89154,0.44276,-0.0875754,0.223199,-1.46955,0,0.00248633,2.10895,0,2,0,0,0,0
0.284385,1.84083,0.39939,-0.0605361,0.120212,-1.01895,0,-1.9441,-2.1005,0,2,0,0,0,0
0.241992,1.9452,0.435096,-0.0815858,0.236612,-1.22151,0,1.78875,2.72841,0,2,0,0,0,0
0.216714,1.71996,0.431738,-0.0702212,0.232332,-0.219198,0,-0.324243,0.85312,0,2,0,0,0,0
0.280237,1.12773,0.425079,-0.0811206,0.230331,0.112361,0,-0.0896804,-0.116354,0,2,0,0,0,0
0.320067,0.833123,0.418873,-0.0843189,0.245141,0.048188,0,0.0452455,0.747445,0,2,0,0,0,0
0.430246,2.08987,0.461628,-0.0975178,0.212265,-1.43593,0,-0.0894714,-0.357156,0,2,0,0,0,0
