0.221207,0.603236,0.438094,-0.0997618,0.221267,-1.50171,0,0.150158,-0.0890724,1,2
0.23211,0.205637,0.41572,-0.139244,0.185735,-1.4827,0,-0.0737118,0.0125433,1,2
0.241333,0.391252,0.434473,-0.120986,0.209889,-1.48183,0,0.0616994,-0.074023,1,2
0.179169,0.284653,0.433503,-0.00754523,0.27917,-1.51721,0,-0.0698021,-0.0281376,1,2
0.216082,0.357348,0.441167,-0.0428753,0.274259,-1.2254,0,-0.0440354,-0.025084,1,2
0.250883,0.134298,0.431743,-0.0427362,0.272191,-0.750549,0,0.0158027,0.0921623,1,2
0.238969,0.145605,0.434578,-0.0350113,0.274908,-1.53849,0,-0.0362177,-0.035204,1,2
0.23528,0.300122,0.439972,-0.032701,0.279791,-1.54145,0,0.119443,-0.106296,1,2
0.197259,0.159763,0.438188,-0.0280073,0.277983,-1.52584,0,-0.0677573,0.0703491,1,2
0.252073,0.201898,0.431714,-0.0407758,0.272651,-1.52812,0,-0.0252602,-0.106481,1,2
0.227295,0.287836,0.438605,-0.0335417,0.280894,-1.54396,0,0.072237,0.154517,1,2
0.192373,0.0713038,0.439764,-0.0496335,0.279967,-1.52005,0,-0.00346904,0.0076913,1,2
0.212352,0.216446,0.43929,-0.0320655,0.283119,-1.55736,0,-0.0582352,-0.125583,1,2
0.238049,0.302083,0.435743,-0.0217449,0.279984,-1.00399,0,0.0972196,0.104825,1,2
0.176724,0.205752,0.44114,-0.019578,0.270691,-0.0395256,0,-0.0191601,0.161976,1,2
0.196069,0.195442,0.436092,-0.059063,0.260029,-1.01681,0,-0.113736,-0.221729,1,2
0.233436,0.165648,0.431901,-0.0664621,0.260513,-1.55788,0,0.0536935,0.109845,1,2
0.214026,0.233066,0.435669,-0.0601305,0.264476,-1.55999,0,-0.021721,0.0301545,1,2
0.213899,0.204988,0.438534,-0.0359464,0.27399,-1.52653,0,0.0421131,-0.073971,1,2
0.209319,0.218052,0.435477,-0.0621325,0.267629,-1.53006,0,-0.0378609,0.13618,1,2
0.194383,0.166442,0.436766,-0.0452099,0.271112,-1.52896,0,0.0551839,-0.0804893,1,2
0.198386,0.210944,0.432423,-0.0578464,0.262737,-0.258841,0,-0.0531649,0.0217602,1,2
0.191289,0.1334,0.440726,-0.03772,0.282263,0.37745,0,0.0213517,-0.106834,1,2
0.199164,0.223016,0.433393,-0.0482179,0.271472,-1.519,0,0.00671537,0.145162,1,2
0.207204,0.162584,0.44255,-0.0452889,0.272226,-1.5463,0,-0.022158,-0.17788,1,2
0.210192,0.230457,0.43219,-0.0317751,0.282199,-1.14513,0,0.00911822,0.283324,1,2
0.20636,0.299903,0.443326,-0.0218806,0.29277,-1.54295,0,-0.059925,-0.339621,1,2
0.672166,0.996701,0.581505,-0.0139737,0.243599,-1.24845,0,-0.887802,-0.0435208,1,2
