0.340587,1.11543,0.360608,-0.0677134,0.244812,-1.15902,0,0.147837,-0.113678,1,2
0.205489,0.464896,0.413548,-0.0973409,0.222321,-1.34054,0,-0.101941,0.00898659,1,2
0.202648,0.21939,0.411969,-0.11067,0.214456,-1.32017,0,-0.0102282,-0.157638,1,2
0.207338,0.232607,0.411362,-0.118295,0.206449,-1.32839,0,-0.0202482,0.0605401,1,2
0.204564,0.109728,0.414243,-0.122978,0.202542,-1.33405,0,0.0472434,-0.0280126,1,2
0.22339,0.153153,0.417198,-0.124139,0.19655,-1.30537,0,-0.0284333,-0.0926433,1,2
0.217853,0.204649,0.418747,-0.126939,0.198007,-1.34876,0,0.0284119,-0.0672761,1,2
0.214812,0.0965098,0.417552,-0.121396,0.201388,-1.34741,0,-0.0303336,0.107103,1,2
0.212617,0.0510928,0.414626,-0.12096,0.203673,-1.34631,0,-0.013864,-0.00758676,1,2
0.218508,0.190042,0.416354,-0.135964,0.184906,-1.32841,0,0.0541792,0.0253136,1,2
0.217914,0.117655,0.419512,-0.124645,0.199017,-1.34396,0,-0.0240832,-0.0634681,1,2
0.22395,0.178337,0.418967,-0.134989,0.186779,-1.3144,0,0.00596337,-0.0913981,1,2
0.222268,0.0939248,0.422377,-0.125717,0.192517,-1.31349,0,-0.00618371,0.0539045,1,2
0.221382,0.144679,0.420125,-0.12923,0.197307,-1.32167,0,-0.0516348,-0.0819369,1,2
0.229005,0.10953,0.423893,-0.125992,0.201167,-1.30557,0,0.0697226,0.101849,1,2
0.229186,0.119391,0.418825,-0.133553,0.188576,-1.29231,0,-0.0357079,-0.0183788,1,2
0.224135,0.180094,0.416737,-0.143727,0.182997,-1.29495,0,0.0165642,-0.0411917,1,2
0.221094,0.0822503,0.41745,-0.132486,0.194483,-1.33005,0,-0.0273489,0.0531547,1,2
0.225065,0.0734092,0.419693,-0.128263,0.198573,-1.31339,0,0.0406581,-0.00117442,1,2
0.230271,0.0688629,0.42162,-0.133979,0.189867,-1.30321,0,-0.0793304,0.0534513,1,2
0.223495,0.115712,0.422444,-0.128777,0.195022,-1.30435,0,0.0616495,-0.0344865,1,2
0.217521,0.101899,0.425283,-0.116077,0.211726,-1.32859,0,-0.0382686,-0.0479869,1,2
0.236073,0.138895,0.418916,-0.131793,0.188498,-1.2847,0,-0.040073,-0.0934995,1,2
0.219156,0.0907497,0.423062,-0.120968,0.202451,-1.30497,0,0.102103,0.142167,1,2
0.224192,0.102922,0.415469,-0.142172,0.182787,-1.30507,0,0.0275104,0.0753873,1,2
0.206324,0.0599776,0.424562,-0.117029,0.211234,-1.34883,0,-0.00449342,-0.062686,1,2
0.214507,0.0807049,0.41742,-0.135286,0.183244,-1.30833,0,-0.050446,0.0204031,1,2
0.223429,0.118558,0.422258,-0.12671,0.193373,-1.29061,0,-0.0141815,-0.0805882,1,2
0.222918,0.109209,0.42045,-0.139009,0.183901,-1.28373,0,-0.00155941,0.0250705,1,2
0.222288,0.122962,0.422439,-0.129411,0.189547,-1.29334,0,0.0250017,0.100039,1,2
0.228227,0.116752,0.425165,-0.138143,0.176882,-1.26644,0,-0.0466556,-0.230729,1,2
0.225936,0.131041,0.426184,-0.129196,0.193863,-1.30304,0,0.0419481,0.109104,1,2
0.225725,0.132407,0.426575,-0.125353,0.196981,-1.29398,0,-0.0842589,-0.0218064,1,2
0.229486,0.146412,0.433746,-0.121859,0.207366,-1.28348,0,0.0655486,0.0106727,1,2
0.210632,0.311249,0.423624,-0.125026,0.201883,-1.30454,0,0.148787,-0.158604,1,2
0.20595,0.191053,0.429921,-0.126791,0.194733,-1.31286,0,-0.173193,0.0389265,1,2
0.385949,1.30492,0.486941,-0.104699,0.188037,-1.2339,0,-0.714126,-0.374587,1,2
