-1,2,2,2,angry,-1,2
-1,2,2,2,angry,-1,2
-1,2,2,0,angry,-1,2
-1,2,0,2,angry,-1,2
-1,2,2,2,angry,-1,2
-1,2,0,2,angry,-1,2
-1,2,2,2,angry,-1,2
-1,2,2,0,angry,-1,2
-1,2,1,0,angry,-1,2
-1,2,1,0,angry,-1,2
-1,2,0,2,angry,-1,2
-1,2,0,2,angry,-1,2
-1,2,2,2,angry,-1,2
-1,2,2,0,angry,-1,2
-1,2,2,2,angry,-1,2
-1,2,2,2,angry,-1,2
-1,2,2,2,angry,-1,2
-1,-2,-2,-1,boredom,-1,-2
-1,-2,-2,-1,boredom,-1,-2
-1,-2,-1,-2,boredom,-1,-2
-1,-2,-1,-2,boredom,-1,-2
-1,-2,-1,-2,boredom,-1,-2
-1,-2,-2,-2,boredom,-1,-2
-1,-2,-1,-2,boredom,-1,-2
-1,-2,-2,-2,boredom,-1,-2
-1,-2,-1,-2,boredom,-1,-2
-1,-2,-2,-1,boredom,-1,-2
-1,-2,-1,-2,boredom,-1,-2
-1,-2,-1,-2,boredom,-1,-2
-1,-2,-1,-2,boredom,-1,-2
-1,-2,-1,-2,boredom,-1,-2
-1,-2,-2,-2,boredom,-1,-2
-1,-2,-2,-1,boredom,-1,-2
-1,-2,-1,-2,boredom,-1,-2
-1,-2,-1,-2,boredom,-1,-2
-1,-2,-1,-2,boredom,-1,-2
-1,-2,-2,-1,boredom,-1,-2
-1,-2,-2,-1,boredom,-1,-2
-1,-2,-1,-2,boredom,-1,-2
-1,-2,-1,-2,boredom,-1,-2
-1,-2,-2,-2,boredom,-1,-2
-1,-2,0,0,boredom,-1,-2
-1,-2,-2,-1,boredom,-1,-2
-1,-2,-2,-1,boredom,-1,-2
-1,-2,-1,-2,boredom,-1,-2
-1,-2,-2,-2,boredom,-1,-2
-1,-2,0,0,boredom,-1,-2
-1,-2,-1,-2,boredom,-1,-2
-1,-2,-2,-2,boredom,-1,-2
-1,-2,0,0,boredom,-1,-2
-1,-2,-2,-1,boredom,-1,-2
-1,-2,-1,-2,boredom,-1,-2
-1,-2,1,-2,boredom,-1,-2
-1,-2,-2,-1,boredom,-1,-2
-1,-2,-2,-1,boredom,-1,-2
-1,-2,-1,-2,boredom,-1,-2
-2,1,0,0,disgusted,-2,1
-2,1,-1,-2,disgusted,-2,1
-2,1,-1,1,disgusted,-2,1
-2,1,-1,-2,disgusted,-2,1
-2,1,-2,-2,disgusted,-2,1
-2,1,-2,1,disgusted,-2,1
-2,1,1,1,disgusted,-2,1
-2,1,-1,-2,disgusted,-2,1
-2,1,-2,1,disgusted,-2,1
-2,1,1,0,disgusted,-2,1
-2,1,-2,1,disgusted,-2,1
-2,1,-1,-1,disgusted,-2,1
-2,1,-2,-2,disgusted,-2,1
-2,1,-2,1,disgusted,-2,1
-2,1,-2,1,disgusted,-2,1
-2,1,-1,-2,disgusted,-2,1
-2,1,-1,-2,disgusted,-2,1
-2,1,-2,1,disgusted,-2,1
-2,1,-2,1,disgusted,-2,1
-2,1,-1,-2,disgusted,-2,1
-2,1,-2,1,disgusted,-2,1
-2,1,-1,-2,disgusted,-2,1
-2,1,1,1,disgusted,-2,1
-2,1,-1,-2,disgusted,-2,1
-2,1,1,-2,disgusted,-2,1
-2,1,1,-2,disgusted,-2,1
-2,1,-1,1,disgusted,-2,1
-2,1,1,1,disgusted,-2,1
-2,1,-2,0,disgusted,-2,1
-2,1,-2,1,disgusted,-2,1
-2,1,-1,-2,disgusted,-2,1
-2,1,-2,1,disgusted,-2,1
-2,1,-1,-2,disgusted,-2,1
-2,1,-1,-2,disgusted,-2,1
-2,1,1,1,disgusted,-2,1
-2,1,-2,1,disgusted,-2,1
-2,1,0,1,disgusted,-2,1
-2,1,-2,-1,disgusted,-2,1
-2,1,-1,1,disgusted,-2,1
