@relation BLArousalResponse
@attribute volume real
@attribute speed real
@attribute armopen real
@attribute headfb real
@attribute headud real
@attribute trunkangle real
@attribute freq real
@attribute deltay real
@attribute deltaz real
@attribute arousal {-2,-1,0,1,2}

@data
0.709292,1.14344,0.484756,-0.0769692,0.236287,0.87645,0,0.426533,0.228905,0
0.716612,0.984677,0.508251,-0.0964797,0.214658,0.808618,0,0.733819,-0.199811,0
0.792331,0.643755,0.559922,-0.072243,0.232189,-1.54223,0,-0.77896,0.183667,0
0.790231,0.258717,0.465865,-0.0694794,0.229551,-0.590572,0,-0.0150405,-0.127503,0
0.841955,0.388109,0.491518,-0.0660639,0.231568,-1.04219,0,-0.241486,0.333711,0
0.717412,0.323813,0.457398,-0.0705207,0.236654,-0.368876,0,-0.0980229,-0.18185,0
0.739232,0.478585,0.451879,-0.0606087,0.24032,-1.37531,0,0.218615,-0.152058,0
1.01789,0.321412,0.551901,-0.0627506,0.242188,-1.12383,0,-0.17393,0.457504,0
0.971343,0.432724,0.540008,-0.0648164,0.244547,1.53645,0,-0.163318,-0.153834,0
0.776486,0.369604,0.471086,-0.0653545,0.246707,1.52461,0,0.0252339,0.242967,0
0.686035,0.446442,0.42287,-0.0514151,0.240524,-1.42838,0,-0.110816,-0.31972,0
0.741875,0.281136,0.453773,-0.063108,0.239766,-1.31835,0,-0.00673409,-0.0340474,0
0.723654,0.452742,0.459804,-0.0614668,0.242314,-1.39468,0,0.0645211,0.253662,0
0.741948,0.44577,0.470546,-0.0575723,0.252907,-1.49024,0,0.0738387,-0.431425,0
0.851515,0.409816,0.513185,-0.059397,0.242497,-1.4972,0,-0.501824,0.327989,0
0.815602,0.492912,0.507989,-0.0829647,0.232498,-0.908124,0,-0.0612894,-0.101299,0
0.68156,0.436345,0.430412,-0.0715778,0.229802,-1.52227,0,-0.0147599,-0.129584,0
0.659579,0.559141,0.443941,-0.0798912,0.232161,-0.596357,0,-0.0535233,-0.040332,0
0.713553,0.398764,0.451401,-0.0649133,0.244576,-0.28677,0,0.150003,0.0397559,0
0.642261,0.576314,0.441677,-0.0826085,0.230218,-0.757311,0,-0.0587339,-0.0677156,0
0.676175,0.469157,0.446676,-0.0843148,0.223956,-0.852169,0,-0.146111,0.0942488,0
0.969522,0.930739,0.607233,-0.0445532,0.292488,-1.32037,0,-0.574435,0.254161,0
1.01169,0.816185,0.63723,-0.0576686,0.280361,-1.51565,0,0.054496,-0.118611,0
0.854591,0.57008,0.58556,-0.0605699,0.277503,-1.45574,0,-0.751827,0.634341,0
0.875739,0.585899,0.550428,-0.0470204,0.28893,-1.53854,0,0.0115452,0.0620277,0
0.99618,0.735425,0.679595,-0.0291579,0.281035,-1.53373,0,0.70625,-0.295298,0
0.82826,0.802601,0.61217,-0.0509144,0.276841,-0.27206,0,0.0285438,-0.136205,0
0.813685,0.695314,0.649387,-0.0439395,0.281833,-1.36316,0,0.613253,-0.207278,0
0.968451,0.904739,0.618494,-0.0563622,0.280696,-1.53158,0,-0.111044,-0.159158,0
0.598634,0.537086,0.5253,-0.0580641,0.282117,-1.2507,0,0.743878,-0.696839,0
0.748143,0.604339,0.578431,-0.0632629,0.278487,-0.36823,0,0.731498,-0.180182,0
0.634451,0.612581,0.551302,-0.0636719,0.276506,-1.27117,0,0.955618,-0.718353,0
0.679269,0.731225,0.541816,-0.0521273,0.283123,-1.52983,0,0.127843,0.123105,0
0.635495,0.685661,0.519232,-0.0545789,0.283964,-1.5445,0,-0.611441,0.493256,0
0.660675,0.680357,0.519481,-0.0539042,0.284092,-0.913453,0,0.0612079,-0.166356,0
0.705808,0.5259,0.562299,-0.0480975,0.284312,-0.698292,0,1.30595,-0.746984,0
0.797055,0.592003,0.598475,-0.0469294,0.272783,-1.52414,0,-1.62247,1.09137,0
0.84248,0.746574,0.589352,-0.049339,0.278281,-1.37653,0,-0.42309,0.114612,0
1.07297,0.596451,0.717844,-0.0355502,0.275421,-0.0200915,0,1.23789,-0.329227,0
0.573482,0.382097,0.483427,-0.0523185,0.2859,-0.799954,0,-1.01574,0.502978,0
0.849305,0.736243,0.528149,-0.0473447,0.28301,1.15172,0,0.20736,-0.173511,0
0.796273,0.784818,0.574967,-0.0519723,0.279571,-1.53648,0,-0.0711979,-0.441783,0
0.737667,0.623812,0.57933,-0.0821988,0.269327,0.311902,0,-0.791188,0.473591,0
0.310672,2.62405,0.395557,-0.142869,0.13226,-1.19003,0,2.54195,4.79612,2
0.284291,0.994009,0.387065,-0.0591096,0.22018,-1.44852,0,0.413084,0.56817,2
0.214656,0.736414,0.340521,-0.038066,0.223472,-0.713533,0,0.0361195,-0.115801,2
0.229991,0.695244,0.347026,-0.0544461,0.221225,-1.46519,0,0.0319966,0.192936,2
0.26201,0.786298,0.344696,-0.0447158,0.230298,-1.06366,0,-0.0543761,0.0355154,2
0.252953,0.664141,0.375142,-0.0420756,0.234657,-1.43375,0,-0.0180533,0.0385764,2
0.244608,0.730519,0.349926,-0.0387765,0.235054,-1.47897,0,-0.139369,-0.00408109,2
0.229153,0.670923,0.331659,-0.0171298,0.245126,-1.38404,0,-0.0240877,-0.0603344,2
0.221255,0.584186,0.339119,-0.014921,0.247828,-1.51274,0,0.0252693,-0.128421,2
0.197619,0.299854,0.328464,-0.0156732,0.248665,-1.4942,0,0.0627175,0.0550339,2
0.184196,0.319628,0.338552,-0.0132988,0.252721,-0.386035,0,0.000464095,-0.0958796,2
0.227689,0.800309,0.329756,-0.0282053,0.244183,-1.31269,0,0.255369,0.912828,2
0.211252,0.871114,0.327304,-0.0301425,0.243403,0.246523,0,-0.33329,-1.00601,2
0.192786,0.79531,0.346802,-0.0348808,0.26119,0.860855,0,-0.0192155,-0.244611,2
0.215137,0.817471,0.313039,-0.0273739,0.229135,-0.821332,0,-0.120513,0.226305,2
0.255288,0.601853,0.337814,-0.0335253,0.255751,-0.0184758,0,0.199667,0.00091395,2
0.258447,0.750509,0.330592,-0.0320425,0.255527,0.56123,0,-0.360691,-0.299891,2
0.204149,0.977472,0.32971,-0.022186,0.278115,1.33798,0,0.603313,1.19517,2
0.232607,0.753534,0.345106,-0.0311164,0.275732,-0.395614,0,-0.0990263,0.119602,2
0.231356,0.826517,0.344841,-0.0299626,0.274223,0.0376789,0,-0.0779757,0.77687,2
0.225615,0.773129,0.329786,-0.0240801,0.270149,1.09465,0,-0.0959692,-1.09625,2
0.187117,0.698014,0.329744,-0.0276174,0.292321,1.4435,0,0.128181,0.761369,2
0.26837,0.686188,0.388088,-0.0736936,0.241576,-1.38364,0,0.0465869,-0.270868,2
0.278003,0.73233,0.38054,-0.0444748,0.248386,-1.39419,0,0.00653433,-0.143495,2
0.32736,0.780357,0.399065,-0.0277313,0.253891,-1.42944,0,0.0503425,-0.0065029,2
0.29094,0.676873,0.367343,-0.0517922,0.240309,-1.35069,0,0.0187211,0.0776936,2
0.287953,0.667316,0.389484,-0.0386409,0.242958,-1.32891,0,0.00309164,0.248081,2
0.30283,0.663281,0.389973,-0.0469621,0.234744,-1.42962,0,-0.0321483,-0.1551,2
0.281384,0.520045,0.383826,-0.0452759,0.245652,-1.26361,0,-0.070885,-0.164082,2
0.242336,0.762405,0.346804,-0.0419434,0.218902,-0.903138,0,-0.108516,0.264215,2
0.228087,0.586671,0.335266,-0.00632545,0.247353,1.41116,0,0.228874,0.234867,2
0.251568,0.515102,0.342758,-0.01495,0.257387,-0.620834,0,0.0197961,0.000779471,2
0.335434,0.669541,0.354122,-0.0270727,0.261019,-0.985687,0,0.0720598,-0.302112,2
0.3294,0.765837,0.364638,-0.0347117,0.252333,-1.46637,0,-0.213373,-0.167922,2
0.321489,0.726153,0.366442,-0.0368266,0.254601,-1.4743,0,0.0736067,-0.100488,2
0.36893,0.758799,0.398935,-0.0374959,0.253268,-1.45758,0,-0.131787,0.148881,2
0.331643,0.791934,0.387996,-0.0360597,0.247532,-1.46514,0,0.0846593,-0.171991,2
0.325979,0.769931,0.359105,-0.0421636,0.235878,-1.44843,0,0.0424748,-0.047225,2
0.322583,0.721013,0.375034,-0.039073,0.242478,-1.47962,0,-0.139172,0.2388,2
0.329684,0.833665,0.359707,-0.008237,0.256803,0.686404,0,0.017886,0.0613349,2
0.368035,1.00716,0.402433,-0.0170775,0.267988,0.269209,0,0.134751,0.0380566,2
0.527464,0.579573,0.561702,-0.0701838,0.249194,0.114934,0,-0.00765814,-0.229084,2
0.507239,1.06762,0.548676,-0.0743703,0.241278,1.54167,0,-0.226027,-0.190007,2
0.485635,0.939221,0.498438,-0.0698218,0.261719,1.47137,0,-0.0929164,-0.165382,2
0.466502,0.447791,0.400335,-0.0641003,0.265383,1.41037,0,-0.069858,0.757607,2
0.502807,0.505839,0.452782,-0.0723133,0.259119,1.49007,0,-0.336642,-0.123477,2
0.448105,0.48794,0.430964,-0.074097,0.258592,1.49256,0,-0.0258485,-0.188147,2
0.42209,0.738798,0.465046,-0.0667935,0.263997,1.47525,0,0.410326,0.808346,2
0.532276,0.583453,0.471877,-0.0722264,0.255835,1.44155,0,-0.201973,0.583844,2
0.551529,0.543917,0.465555,-0.0584923,0.271195,1.38311,0,0.0951652,0.177635,2
0.629301,0.706374,0.494595,-0.0686064,0.257555,0.818362,0,0.361224,0.66218,2
0.582554,1.34236,0.648183,-0.0688822,0.219751,1.17327,0,0.252519,-0.109442,2
0.520728,0.824555,0.527461,-0.0696323,0.245886,1.39526,0,0.492853,0.306991,2
0.442338,0.559494,0.483857,-0.081866,0.244074,1.53368,0,-0.332808,-0.00394054,2
0.541935,0.829881,0.581988,-0.0765146,0.237979,0.466403,0,-1.09782,0.246362,2
0.442404,0.686638,0.481514,-0.0881096,0.239463,1.52869,0,1.70935,-0.0328491,2
0.587506,1.30916,0.610753,-0.0731543,0.234426,-0.355087,0,-1.64855,-0.392179,2
0.623704,0.895314,0.56999,-0.074424,0.248075,0.793504,0,0.194042,-0.0640932,2
0.614329,0.935654,0.599031,-0.0817932,0.242602,-0.392902,0,-0.267375,0.175563,2
0.485035,0.706133,0.510901,-0.0821859,0.239203,0.360556,0,1.15466,-0.257626,2
0.586659,0.707395,0.484208,-0.0830632,0.240899,0.261178,0,0.148348,-0.150872,2
0.64555,1.00729,0.623758,-0.0684478,0.244233,1.33941,0,-0.425058,0.578932,2
0.581144,1.29637,0.577502,-0.0806503,0.235226,0.948278,0,0.293574,0.305214,2
0.745279,2.19528,0.588985,-0.105743,0.22464,-1.51518,0,-0.037507,-0.417554,2
0.697156,1.57688,0.526011,-0.0781612,0.253921,-0.425812,0,-1.08118,0.576617,2
0.872225,1.36976,0.620365,-0.0368566,0.275802,-0.593976,0,0.557614,-0.570197,2
0.609395,1.39933,0.476655,-0.0561376,0.264411,-1.2583,0,-0.0329273,0.260364,2
0.548008,0.92475,0.442318,-0.0578062,0.264237,-1.4766,0,0.201962,-0.311724,2
0.420532,0.656334,0.41,-0.0600717,0.257921,-1.48883,0,-0.0989342,0.0752586,2
0.393868,0.672472,0.332179,-0.0553398,0.262834,-1.48599,0,0.227259,-0.193652,2
0.932259,1.50278,0.645774,-0.0506886,0.263963,-1.53361,0,-1.3339,0.392876,2
0.397379,0.548602,0.474775,-0.0496786,0.268667,-1.27282,0,0.0384349,-0.14459,2
0.696766,1.69594,0.576897,-0.0518632,0.271141,-0.862437,0,-0.551993,0.0554921,2
0.689266,1.17616,0.5502,-0.0869825,0.247134,-1.35917,0,0.0257394,0.45804,2
0.519552,1.20834,0.501104,-0.0398207,0.265675,-1.51933,0,0.00659184,-0.192777,2
0.819024,1.67317,0.624708,-0.0549915,0.258784,-1.49967,0,-0.26866,0.00695027,2
0.868956,1.72549,0.634959,-0.0500109,0.270425,-1.50377,0,1.44892,-1.03926,2
0.489693,1.37759,0.488909,-0.0491348,0.272436,-1.52003,0,-0.310115,-0.2798,2
0.57607,1.09308,0.536646,-0.0596441,0.264382,-1.49568,0,-0.203305,0.382239,2
0.731687,1.28594,0.549574,-0.0551939,0.268349,-1.04091,0,-0.498139,0.451777,2
0.462921,0.681142,0.500146,-0.0460073,0.272701,-1.49809,0,-0.159347,-0.138528,2
0.719394,1.22627,0.541726,-0.0551946,0.2671,-1.4848,0,0.0800903,-0.0124493,2
0.744205,1.32456,0.627546,-0.0583201,0.265131,-1.49497,0,-0.364575,0.543877,2
0.379632,0.65314,0.469898,-0.0605079,0.271699,-1.44369,0,0.00471464,0.0251239,2
0.381361,0.566481,0.494185,-0.0564203,0.275635,-1.4831,0,-0.0350275,0.0867046,2
0.43241,0.783559,0.497803,-0.0493774,0.279175,-1.48177,0,0.0420511,-0.0457306,2
0.544046,1.77713,0.548165,-0.069303,0.251697,0.720569,0,-0.640946,0.151169,2
0.487495,1.43236,0.516381,-0.0739912,0.249227,0.349628,0,0.377791,-0.114104,2
0.581735,1.16213,0.560766,-0.0657483,0.259001,1.36577,0,-0.570469,0.18269,2
0.726058,0.922803,0.520661,-0.0826209,0.247419,1.54495,0,-0.46719,0.125459,2
0.644403,1.12617,0.594435,-0.0750745,0.219397,0.767695,0,0.0184992,0.16741,2
0.650101,0.948307,0.587537,-0.0834872,0.242155,0.0186697,0,0.366461,0.125512,2
0.538877,0.989353,0.450025,-0.0778408,0.244966,0.619613,0,0.476888,0.0162066,2
0.508729,0.942582,0.401182,-0.07865,0.245878,1.54378,0,0.36383,-0.272711,2
0.602459,1.44619,0.55228,-0.0755624,0.228312,0.99126,0,1.20192,0.154533,2
0.658678,1.27626,0.603415,-0.0710836,0.232867,-0.760824,0,0.253903,-0.420641,2
0.631579,0.926138,0.599812,-0.0744429,0.240906,-0.67471,0,-0.210064,-0.0791933,2
0.576449,1.06645,0.487155,-0.077536,0.243184,1.19064,0,-0.0135042,-0.0423566,2
0.586842,1.18957,0.51775,-0.0791046,0.24416,0.523534,0,0.17291,0.161914,2
0.575474,0.867815,0.469394,-0.0799348,0.239132,1.53386,0,0.078268,-0.168384,2
0.605715,0.899773,0.544079,-0.0815127,0.238414,1.03856,0,0.159656,-0.132619,2
0.654982,1.03712,0.541848,-0.0791737,0.243688,0.0543989,0,0.314518,-0.103345,2
0.660487,1.49215,0.515346,-0.0839292,0.230765,-0.0701479,0,0.391897,0.0207898,2
0.667913,1.51148,0.549471,-0.0804397,0.236127,-1.25433,0,-0.0399002,-0.103985,2
0.739542,0.807947,0.574543,-0.083144,0.240618,0.333192,0,0.234244,-0.137357,2
0.591165,0.980181,0.523343,-0.0766295,0.242005,0.600053,0,-0.425874,0.233204,2
0.603966,1.21588,0.600849,-0.0749453,0.221632,-0.348558,0,-1.31624,0.095696,2
0.613184,1.43339,0.573177,-0.0856671,0.231588,0.125516,0,0.0370401,0.0546777,2
0.643,1.16947,0.577162,-0.0862314,0.236481,0.537747,0,-0.0911753,-0.0660764,2
0.60789,1.9931,0.555339,-0.0863656,0.229781,-0.856733,0,-0.255628,0.295995,2
0.53281,0.849699,0.450008,-0.0885251,0.251893,-0.722887,0,-0.282913,0.0808024,2
0.438076,0.369163,0.508184,-0.0652126,0.275649,-1.54602,0,-0.147577,0.0919044,2
0.622645,1.37386,0.502034,-0.0569419,0.27048,-1.50222,0,-0.675074,0.629195,2
0.552359,1.03826,0.514742,-0.0459704,0.275396,-1.52484,0,-0.00685576,-0.0714004,2
0.898588,1.7804,0.604433,-0.0449133,0.270632,-1.53287,0,0.736103,-0.408031,2
0.674902,1.39586,0.562511,-0.0583869,0.263588,-1.47772,0,0.424417,-0.809868,2
0.506977,1.62796,0.493992,-0.0347576,0.275136,-1.52628,0,-0.00147199,0.258986,2
0.404554,0.915959,0.482624,-0.0666034,0.263315,-1.50965,0,-0.122348,0.408535,2
0.357352,0.597843,0.480479,-0.0555483,0.273036,-1.49381,0,-0.0326353,0.130049,2
0.447344,0.812062,0.47674,-0.0539188,0.273324,-1.48877,0,1.0381,-0.314695,2
1.2257,0.940771,0.771852,-0.0493419,0.263166,-1.50852,0,0.281289,0.00423074,2
0.903415,0.682067,0.743594,-0.043819,0.26841,-1.52841,0,0.223809,-0.0204924,2
0.948597,0.88982,0.678277,-0.0565376,0.271263,-1.53263,0,-0.170397,0.0739788,2
0.87859,1.12124,0.67297,-0.048286,0.27504,-1.52993,0,-0.251266,0.0417274,2
0.763139,0.724845,0.585083,-0.051695,0.280396,-1.54034,0,0.250409,0.023344,2
0.855976,1.05265,0.614942,-0.0549471,0.284794,-0.969835,0,0.186127,-0.184094,2
0.882072,1.0924,0.628542,-0.0539264,0.281087,-1.53321,0,-0.215895,0.106005,2
0.748218,0.994679,0.573379,-0.0541624,0.278285,-1.24181,0,0.0531077,0.157943,2
0.700294,0.959692,0.56917,-0.0534245,0.278424,-1.51482,0,-0.0637526,0.0698269,2
0.629402,0.96265,0.530679,-0.0575796,0.269651,-1.49831,0,-0.0299507,0.167032,2
0.971406,1.29719,0.659702,-0.0559374,0.281007,-1.5166,0,-0.134807,-0.252752,2
0.955548,1.39617,0.668328,-0.0530605,0.268796,-1.50847,0,-0.381734,0.99863,2
0.759863,1.0791,0.611731,-0.0645078,0.278413,-1.5465,0,0.155986,0.0205738,2
0.436199,0.367189,0.453238,-0.0686806,0.258132,-1.5631,0,-0.103445,0.0578975,0
0.403349,0.309564,0.44616,-0.0755519,0.253218,0.0823838,0,-0.0631335,-0.00777239,0
0.463111,0.331468,0.47039,-0.0714253,0.256654,-0.190804,0,-0.0329141,0.0121338,0
0.42308,0.25688,0.444325,-0.0706298,0.253633,-1.56213,0,-0.0446606,0.0691607,0
0.352469,0.110294,0.480104,-0.0690946,0.253388,-1.54517,0,-0.0278595,-0.00782256,0
0.239542,0.105127,0.442019,-0.0622013,0.258848,-1.52007,0,0.0119719,0.0310409,0
0.260011,0.106335,0.435923,-0.0614214,0.258141,-1.52892,0,0.21876,-0.145496,0
0.518729,0.125538,0.478263,-0.059186,0.259012,-1.54531,0,-0.0298368,-0.0120248,0
0.325058,0.103531,0.462594,-0.0565409,0.262997,-1.55014,0,-0.172055,0.101237,0
0.2925,0.0614692,0.454669,-0.0648137,0.26008,-1.54743,0,-0.00667315,0.0210034,0
0.282282,0.0931496,0.460847,-0.066327,0.255764,-1.54942,0,-0.0102336,0.0170937,0
0.268426,0.114139,0.431767,-0.0617804,0.26177,-1.54626,0,0.0643538,-0.074028,0
0.429153,0.125482,0.465608,-0.0601859,0.262717,-1.54395,0,-0.0408875,0.0720602,0
0.257628,0.0692636,0.43808,-0.0626201,0.261577,-1.54399,0,-0.00779451,-0.0125583,0
0.248976,0.0751692,0.442124,-0.0656046,0.256453,-1.54887,0,0.00570556,0.0150014,0
0.262024,0.0582852,0.444516,-0.0638275,0.258477,-1.54267,0,-0.00140225,-0.0144577,0
0.268943,0.0270138,0.441662,-0.052108,0.271221,-1.5448,0,0.016788,0.0021884,0
0.437077,0.220074,0.458802,-0.0561857,0.267352,-1.54937,0,0.0691898,-0.0400038,0
0.346485,0.136336,0.442064,-0.0604928,0.259894,-1.54117,0,-0.0353135,0.00602706,0
0.370202,0.0881465,0.462021,-0.0550076,0.261965,-1.54006,0,0.0145639,0.00388111,0
0.388916,0.0914844,0.474153,-0.0597176,0.265726,-1.55109,0,0.0348661,-0.0707384,0
0.44809,0.119527,0.466342,-0.0567103,0.262307,-1.55068,0,0.0171759,0.0230261,0
0.431762,0.108771,0.469992,-0.0604775,0.263213,-1.55784,0,-0.029467,0.0631906,0
0.435326,0.157076,0.456082,-0.0598263,0.262036,-1.55399,0,-0.0802905,0.0424298,0
0.328579,0.264873,0.442851,-0.0717824,0.276936,-0.786814,0,0.273248,-0.325239,0
0.457525,0.554718,0.343932,-0.06546,0.270413,-0.206963,0,0.018359,0.0110271,0
0.428398,0.55924,0.322696,-0.0597797,0.276335,1.53983,0,-0.0500273,0.116055,0
0.407523,0.39105,0.238488,-0.06652,0.270678,0.674746,0,0.00429571,-0.0290678,0
0.450667,0.774312,0.435922,-0.0665206,0.276374,-0.694542,0,-0.316227,0.155078,0
0.316273,0.240938,0.45107,-0.0623858,0.275535,-1.54718,0,-0.0201894,-0.0403271,0
0.319168,0.156319,0.44121,-0.0796168,0.269213,-1.55265,0,0.0202656,0.0121211,0
0.311417,0.146799,0.445762,-0.0565586,0.276451,-1.53122,0,-0.0100465,0.0292293,0
0.30812,0.23697,0.453873,-0.0654278,0.275059,-1.52114,0,-0.0189288,-0.00931168,0
0.323896,0.231463,0.442796,-0.0738519,0.271271,-1.54026,0,0.00164587,-0.0373465,0
0.319991,0.0897194,0.445424,-0.0619163,0.283109,-1.54353,0,-0.00941056,-0.0573205,0
0.335063,0.201625,0.45364,-0.0660053,0.285333,-1.543,0,-0.03538,-0.00623971,0
0.308447,0.167004,0.453725,-0.0672935,0.279107,-1.55056,0,0.0457264,0.0865354,0
