@relation BLArousalResponse
@attribute volume real
@attribute speed real
@attribute armopen real
@attribute headfb real
@attribute headud real
@attribute trunkangle real
@attribute freq real
@attribute deltay real
@attribute deltaz real
@attribute arousal {-2,-1,0,1,2}

@data
0.297107,0.154699,0.453752,-0.0609638,0.282748,-1.53252,0,-0.00384235,0.0170377,0
0.306509,0.111577,0.448698,-0.0706846,0.278285,-1.54112,0,-0.0128641,-0.0982279,0
0.317076,0.158621,0.448293,-0.0598355,0.284999,-1.5362,0,0.0108004,-0.00592229,0
0.322744,0.217327,0.450237,-0.0759979,0.271079,-1.53888,0,-0.0430455,0.146152,0
0.33006,0.341478,0.454015,-0.0715718,0.27082,-1.53171,0,-0.0329284,-0.0977851,0
0.335294,0.223921,0.45172,-0.0652462,0.278285,-1.51914,0,-0.00242125,-0.0823945,0
0.350303,0.115283,0.449824,-0.0664541,0.270738,-1.53454,0,-0.0204483,-0.175949,0
0.36469,0.0551628,0.450854,-0.0750953,0.271859,-1.55163,0,-0.0252209,-0.119653,0
0.226294,0.0931885,0.141712,-0.0972145,0.17961,-1.47506,0,0.0231118,0.0779045,1
0.226208,0.151601,0.146447,-0.0994421,0.191309,-1.48552,0,0.0274388,-0.00713343,1
0.231564,0.149647,0.145087,-0.0999367,0.196772,-1.49664,0,-0.0243613,0.0165254,1
0.226928,0.13476,0.147488,-0.0973273,0.194197,-1.49907,0,-0.0177297,0.0647726,1
0.227042,0.115399,0.146672,-0.0973744,0.192447,-1.4965,0,-0.0277491,-0.0217164,1
0.222441,0.0956455,0.146362,-0.0996022,0.187413,-1.49083,0,0.0112192,0.0288254,1
0.225216,0.0783642,0.148935,-0.10281,0.183561,-1.48584,0,3.84E-06,-0.0520683,1
0.226964,0.0797314,0.146982,-0.103059,0.186845,-1.49025,0,0.0029856,-0.00866379,1
0.232182,0.107785,0.143495,-0.10332,0.200339,-1.4898,0,0.0154293,0.012109,1
0.236004,0.173095,0.146427,-0.105062,0.197002,-1.48962,0,-0.0262138,-0.0333484,1
0.231609,0.143196,0.140897,-0.107783,0.188544,-1.48783,0,-0.0285405,-0.00661252,1
0.227745,0.113083,0.139685,-0.104052,0.194067,-1.47805,0,0.0394683,0.00843977,1
0.228343,0.140403,0.144264,-0.105923,0.191239,-1.48594,0,-0.0197017,0.0126755,1
0.230426,0.0926948,0.146953,-0.107528,0.19136,-1.4912,0,-0.0371864,0.00777903,1
0.229434,0.157743,0.140815,-0.10816,0.188175,-1.48193,0,0.0120776,-0.00423745,1
0.230669,0.0979562,0.146635,-0.104189,0.190353,-1.49304,0,0.0142095,0.00696542,1
0.226437,0.075258,0.143574,-0.105187,0.18729,-1.48815,0,0.0275728,0.0235399,1
0.228348,0.107903,0.146596,-0.102645,0.192426,-1.49545,0,-0.00455284,-0.00875406,1
0.227865,0.0880033,0.150105,-0.101029,0.188658,-1.49199,0,-0.0219828,-0.00551187,1
0.23191,0.0887361,0.149022,-0.104738,0.196024,-1.4866,0,0.0110344,-0.00347923,1
0.230963,0.117126,0.150405,-0.102441,0.19052,-1.49655,0,0.0383167,0.0227813,1
0.230566,0.109243,0.149814,-0.104578,0.193323,-1.49443,0,-0.0465211,-0.017231,1
0.234105,0.115635,0.147773,-0.110623,0.186459,-1.47271,0,-0.0590783,-0.037993,1
0.232963,0.104878,0.146425,-0.10634,0.192127,-1.48497,0,0.0314488,0.0161409,1
0.237124,0.140768,0.146473,-0.11047,0.194123,-1.48664,0,0.00121029,-0.00514744,1
0.233384,0.136975,0.142415,-0.109385,0.191277,-1.49044,0,-0.0208819,-0.00438097,1
0.231058,0.119693,0.147115,-0.106203,0.186997,-1.49185,0,0.00964523,0.00897837,1
0.228952,0.0804902,0.14534,-0.106923,0.1874,-1.49781,0,-0.00842646,-0.00365925,1
0.230643,0.110328,0.149402,-0.107002,0.18943,-1.50013,0,-0.0420983,-0.0108649,1
0.233648,0.141342,0.147788,-0.109704,0.193909,-1.49198,0,0.0322686,-0.01998,1
0.236611,0.101391,0.159384,-0.122946,0.185291,-1.46538,0,-0.0350828,-0.0704153,1
0.243597,0.0617403,0.156545,-0.118747,0.182293,-1.44867,0,0.0337105,-0.00126489,1
0.238748,0.0322765,0.146179,-0.124421,0.180108,-1.39103,0,-0.041438,0.000353071,1
0.24133,0.0869623,0.151469,-0.129312,0.180661,-1.34678,0,-0.0588184,0.0422981,1
0.236401,0.0743361,0.135255,-0.12522,0.182358,-1.36461,0,0.0803898,-0.00477343,1
0.258876,0.243243,0.193717,-0.111859,0.22244,-1.53514,0,0.118389,0.188911,1
0.252156,0.20472,0.20443,-0.120552,0.213598,-1.5255,0,-0.0433405,-0.0914812,1
0.261103,0.286157,0.179761,-0.119458,0.22245,-1.52105,0,-0.0927845,-0.0676057,1
0.272068,0.105209,0.19731,-0.113171,0.227361,-1.50557,0,0.0146689,-0.0594417,1
0.263085,0.154369,0.193045,-0.105831,0.226482,-1.51122,0,0.0642518,0.1592,1
0.263949,0.240236,0.201108,-0.0996344,0.233771,-1.55952,0,-0.0213291,-0.0774608,1
0.269293,0.13123,0.20518,-0.114624,0.228188,-1.50875,0,-0.00247027,-0.0126485,1
0.263577,0.140642,0.198821,-0.110486,0.225978,-1.53501,0,0.0205688,0.00159933,1
0.27174,0.0983249,0.209582,-0.111943,0.22371,-1.54489,0,0.0323759,-0.00450866,1
0.282193,0.156773,0.199237,-0.099214,0.249609,-1.55616,0,0.0356968,-0.038065,1
0.272719,0.213625,0.187121,-0.106039,0.239546,0.685204,0,0.0340979,0.0269478,1
0.278089,0.235115,0.190239,-0.103705,0.242322,-0.73242,0,-0.0245855,0.00995213,1
0.273645,0.142229,0.184885,-0.113696,0.234223,-1.04008,0,-0.0224437,-0.0189968,1
0.27379,0.137796,0.18903,-0.107456,0.239323,0.747681,0,0.0317694,-0.00691587,1
0.269356,0.117627,0.18414,-0.0985082,0.249695,-1.53849,0,-0.0230203,-0.0637849,1
0.275246,0.119761,0.198653,-0.0912254,0.252661,-1.55359,0,-0.0232148,0.0557377,1
0.2778,0.120622,0.207824,-0.0871474,0.255937,-0.286549,0,-0.00706681,-0.0130502,1
0.271427,0.134078,0.206133,-0.0995841,0.245152,-1.55423,0,-0.00600651,0.00268818,1
0.268826,0.173977,0.205811,-0.105961,0.242063,-1.5478,0,-0.0302382,-0.0268887,1
0.269806,0.182985,0.202467,-0.101255,0.248184,-1.55781,0,0.0703916,0.00430071,1
0.275591,0.394417,0.194936,-0.100171,0.247773,-1.52871,0,-0.0337405,-0.0975702,1
0.280147,0.21075,0.205258,-0.0906985,0.256169,-1.56055,0,-0.01901,0.0194008,1
0.285667,0.165153,0.206348,-0.0919089,0.252802,1.49898,0,0.0094966,0.0271989,1
0.281903,0.107583,0.208969,-0.102298,0.250765,1.56758,0,0.0185818,-0.00952054,1
0.27701,0.136491,0.197268,-0.107491,0.248419,-1.51603,0,0.0228068,-0.0781706,1
0.282888,0.207812,0.202495,-0.0977679,0.252881,-1.56729,0,-0.0271946,0.077799,1
0.240013,0.0378909,0.428123,-0.0177691,0.297438,1.5575,0,0.00643673,0.0790038,-2
0.237682,0.0240595,0.432743,-0.0115638,0.301282,-0.206164,0,-0.00349678,0.0322095,-2
0.237261,0.0457707,0.441043,-0.00899311,0.306646,1.44057,0,-0.0118599,0.0113365,-2
0.238385,0.0292287,0.442104,-0.0212458,0.307001,-1.55072,0,-0.00721634,-0.0363486,-2
0.238563,0.0413407,0.444432,-0.0210295,0.308663,-1.5469,0,-0.00997346,0.0174326,-2
0.236408,0.0212286,0.447446,-0.016817,0.311162,-1.54668,0,0.00855046,0.0222534,-2
0.236902,0.0331558,0.445167,-0.0248041,0.307763,-1.53573,0,-0.00530525,-0.0458999,-2
0.238215,0.0304925,0.441838,-0.024282,0.308854,-1.53936,0,-0.0111793,-0.0134607,-2
0.238016,0.0361783,0.443287,-0.0220436,0.309423,-1.53796,0,0.0110048,0.014307,-2
0.238749,0.0304626,0.442052,-0.0191339,0.310534,-1.53859,0,0.0174377,0.0163651,-2
0.238837,0.0182576,0.439326,-0.0175973,0.312457,-1.53694,0,-0.00366675,0.00600018,-2
0.238225,0.0325517,0.440664,-0.0252105,0.309625,-1.53358,0,-0.010699,-0.0200872,-2
0.236412,0.0514899,0.443305,-0.017691,0.315207,-1.53973,0,0.0204709,0.098101,-2
0.231247,0.0288569,0.443585,-0.0195682,0.315023,-1.54105,0,-0.0113402,-0.0399618,-2
0.234333,0.0247477,0.440826,-0.0179143,0.31491,-1.53256,0,0.0110945,-0.00880373,-2
0.235472,0.0343334,0.443708,-0.0286074,0.311387,-1.52602,0,-0.025224,-0.0661018,-2
0.234627,0.0347648,0.442969,-0.0278455,0.313264,-1.52926,0,0.00549832,0.016439,-2
0.234778,0.0281875,0.440358,-0.0282016,0.313512,-1.52727,0,0.00767971,0.0244365,-2
0.234604,0.0331704,0.438246,-0.0245682,0.317847,-1.53529,0,0.00401139,0.0198686,-2
0.231569,0.0365614,0.442118,-0.0277,0.316027,-1.53289,0,-0.0202847,-0.0277132,-2
0.234019,0.0404813,0.43999,-0.0264526,0.317512,-1.52845,0,0.0135,0.0145429,-2
0.232568,0.0375099,0.440594,-0.0285962,0.317899,-1.5248,0,-0.00318192,0.0125003,-2
0.23283,0.0339608,0.441646,-0.0242673,0.31852,-1.52638,0,0.00852735,-0.0097254,-2
0.232873,0.0301549,0.439275,-0.0324088,0.313866,-1.52509,0,-0.0234694,-0.0575813,-2
0.233003,0.0373101,0.437875,-0.032921,0.312837,-1.53175,0,0.0116472,0.0558044,-2
0.234918,0.0351868,0.439874,-0.0266601,0.317955,-1.53271,0,-0.00395905,-0.0024938,-2
0.233214,0.0215214,0.438454,-0.0324314,0.314274,-1.53209,0,0.0105113,-0.005651,-2
0.231961,0.0293287,0.440101,-0.0375851,0.312122,-1.52886,0,-0.00321549,0.00572069,-2
0.231336,0.0362594,0.439864,-0.0372553,0.311633,-1.52881,0,-0.0118112,-0.0259537,-2
0.231033,0.0320532,0.441977,-0.0343248,0.313172,-1.53177,0,0.0184483,0.0504466,-2
0.228917,0.0194796,0.439781,-0.0314906,0.313981,-1.53337,0,-0.000383964,-0.00540265,-2
0.232997,0.0352508,0.440426,-0.0346448,0.312982,-1.53394,0,-0.00471199,-0.00802099,-2
0.233847,0.0303219,0.439426,-0.030809,0.315213,-1.53529,0,-0.00474254,-0.0165732,-2
0.232852,0.0286899,0.437655,-0.0264489,0.318847,-1.53756,0,0.00531532,0.0268132,-2
0.23803,0.0378175,0.439321,-0.0275429,0.317652,-1.54014,0,-0.00132861,-0.0365035,-2
0.237327,0.0371555,0.403385,-0.0253613,0.292347,-1.46084,0,-0.0134188,0.000259855,-2
0.245717,0.0406949,0.406592,-0.0394986,0.284131,-1.46541,0,-0.0115961,0.0144555,-2
0.246298,0.0388331,0.409093,-0.0427474,0.28304,-1.46515,0,0.00292701,0.00933777,-2
0.254139,0.0211209,0.412862,-0.0564247,0.280158,-1.47317,0,-0.00543815,0.0295656,-2
0.256772,0.0510255,0.4135,-0.0552975,0.281701,-1.46493,0,-0.0149812,-0.0357141,-2
0.246735,0.0350035,0.414429,-0.0416274,0.285753,-1.4665,0,-0.000984679,0.0456849,-2
0.239772,0.0329999,0.417755,-0.0396481,0.287149,-1.47555,0,0.00364709,0.0227468,-2
0.238383,0.0255134,0.4182,-0.0375039,0.287862,-1.47485,0,0.00208347,0.0222984,-2
0.234683,0.0398565,0.420106,-0.0407727,0.286124,-1.47998,0,0.000876562,-0.00541031,-2
0.237971,0.0351764,0.417964,-0.0408196,0.287643,-1.47118,0,-0.00468205,0.00238666,-2
0.240099,0.0267159,0.419506,-0.0441035,0.285742,-1.47027,0,-0.0155736,0.00196958,-2
0.242379,0.034958,0.423275,-0.0446983,0.284302,-1.47218,0,-0.0016601,0.0100654,-2
0.237403,0.0413535,0.422764,-0.0422855,0.285101,-1.47224,0,0.00440533,-0.00920456,-2
0.233528,0.0316521,0.423114,-0.0335276,0.284935,-1.46704,0,-0.00852068,0.0108083,-2
0.224815,0.052448,0.425107,-0.0237085,0.283315,-1.46395,0,0.0099637,0.0157096,-2
0.229977,0.0437346,0.425092,-0.0245073,0.282741,-1.46055,0,-0.0143005,-0.0243316,-2
0.229383,0.0236591,0.425679,-0.0272421,0.285085,-1.46164,0,0.000617311,-0.00682558,-2
0.230635,0.0209984,0.426864,-0.0275041,0.284839,-1.46177,0,0.00765135,0.00303384,-2
0.231075,0.0181328,0.427185,-0.0270489,0.284736,-1.46447,0,-0.00475863,0.0149341,-2
0.234331,0.0202017,0.430424,-0.0302929,0.283415,-1.46436,0,-0.00340956,-0.020444,-2
0.23073,0.0412688,0.427425,-0.0281634,0.284898,-1.46299,0,-0.00947514,0.0133919,-2
0.232383,0.067696,0.432051,-0.0300862,0.285738,-1.46619,0,0.0366065,-0.138975,-2
0.250675,0.0632302,0.441623,-0.0252099,0.288885,-1.48665,0,0.0276623,0.00828332,-2
0.241191,0.0155082,0.441529,-0.0188207,0.289523,-1.50908,0,0.0125702,0.037761,-2
0.240856,0.0126739,0.440329,-0.0215222,0.290112,-1.50833,0,-0.00363078,0.0337227,-2
0.24197,0.0363058,0.440899,-0.0278231,0.288714,-1.51629,0,-0.00814117,0.00545172,-2
0.242319,0.00632539,0.442365,-0.0289115,0.288519,-1.51434,0,-4.70E-05,2.40E-05,-2
0.248458,0.0197975,0.442178,-0.0358896,0.28719,-1.51366,0,-0.00238573,-0.003046,-2
0.255446,0.0587712,0.407005,-0.134584,0.165143,-0.437071,0,-0.000332325,-0.175729,-1
0.243973,0.0368396,0.407783,-0.132278,0.172173,1.41653,0,0.011693,0.116838,-1
0.258007,0.100598,0.399397,-0.134916,0.160372,-1.50086,0,-0.0303498,-0.0842313,-1
0.232917,0.0633219,0.402984,-0.126178,0.17137,-0.187011,0,0.0313031,0.095954,-1
0.237482,0.0865502,0.405756,-0.129177,0.158285,-0.608023,0,-0.0389604,-0.0219061,-1
0.232556,0.0566383,0.408011,-0.126371,0.176082,-1.0396,0,0.119866,0.0701953,-1
0.239579,0.0323187,0.411401,-0.126188,0.176018,-1.55209,0,-0.0120272,0.0229015,-1
0.235965,0.0377606,0.403704,-0.130401,0.176394,-1.55979,0,-0.00119318,-0.023785,-1
0.234965,0.0288471,0.407868,-0.130741,0.171758,-1.56525,0,-0.00741672,0.0221867,-1
0.23849,0.0326877,0.408415,-0.134324,0.165807,-1.55558,0,-0.0118919,-0.0540962,-1
0.238188,0.0355191,0.409759,-0.129506,0.173756,-1.55096,0,0.00193078,0.0584173,-1
0.232252,0.0287525,0.411381,-0.13026,0.17396,-1.55363,0,0.0183429,-0.0117907,-1
0.232483,0.0168348,0.414637,-0.12581,0.176024,-1.55061,0,0.00113052,-0.00087351,-1
0.236122,0.0271226,0.40891,-0.130627,0.177875,-1.55001,0,0.00177441,0.00241795,-1
0.237953,0.0425247,0.413081,-0.127879,0.177857,-1.55443,0,0.00765606,-0.0325392,-1
0.239776,0.020874,0.410553,-0.128497,0.171062,-1.54786,0,-0.0125769,0.0174791,-1
0.22741,0.041146,0.409522,-0.121323,0.170289,-1.54931,0,-0.00366757,0.0583882,-1
0.231606,0.0604291,0.409903,-0.126788,0.163147,-1.54242,0,0.0169788,0.00453862,-1
0.233916,0.051191,0.410069,-0.126818,0.164212,-1.53916,0,-0.0201835,-0.0279272,-1
0.249131,0.0843075,0.409774,-0.125087,0.168355,-1.52656,0,-0.00359457,-0.136924,-1
0.241959,0.0372817,0.412037,-0.12423,0.170998,-1.54778,0,0.00644437,0.073813,-1
0.236178,0.0358124,0.408983,-0.128238,0.170728,-1.55036,0,-0.00586448,-0.00306968,-1
0.23788,0.0379028,0.405291,-0.126361,0.16671,-1.5479,0,-8.30E-05,0.01074,-1
0.237401,0.0394025,0.408264,-0.127725,0.166647,-1.54385,0,0.00718863,0.0203284,-1
0.236514,0.0382092,0.410141,-0.127265,0.165695,-1.54328,0,-0.00815372,-0.00458211,-1
0.237141,0.0350419,0.409954,-0.128901,0.167767,-1.54429,0,-0.00303678,0.0202054,-1
0.237619,0.0392619,0.409228,-0.126796,0.164324,-1.53656,0,-0.00527927,-0.0681179,-1
0.236544,0.0331661,0.410559,-0.130128,0.167345,-1.54375,0,0.00265549,0.0507784,-1
0.24265,0.0517415,0.407299,-0.130721,0.160052,-1.54344,0,0.00133124,-0.0108209,-1
0.252357,0.0525435,0.413357,-0.133546,0.164306,-1.53481,0,-0.0259186,-0.0901353,-1
0.241201,0.0541328,0.407655,-0.130865,0.165678,-1.54338,0,0.0219392,0.0389992,-1
0.267581,0.0678108,0.40334,-0.13021,0.156454,-1.49602,0,-0.0179201,-0.0740844,-1
0.239359,0.055581,0.411535,-0.130964,0.167097,-1.5469,0,0.0141426,0.1409,-1
0.226995,0.0572539,0.410489,-0.120312,0.179996,-1.56046,0,-0.00462742,-0.0636456,-1
0.243938,0.0698516,0.411549,-0.127138,0.165926,-1.52716,0,-0.00229996,0.034498,-1
0.232789,0.0477409,0.415425,-0.128549,0.166129,-1.5416,0,0.00572237,0.0340932,-1
0.23299,0.0720067,0.408723,-0.129141,0.170951,-1.53675,0,-0.00366851,0.0416849,-1
0.313524,0.0241068,0.444941,-0.116812,0.243388,-1.33233,0,0.000506755,0.0323155,-1
0.315047,0.0176287,0.444725,-0.124939,0.233148,-1.32958,0,-0.0113826,-0.0469562,-1
0.318662,0.0211447,0.443015,-0.130087,0.229247,-1.33199,0,-3.12E-05,0.00717904,-1
0.307919,0.0250711,0.443903,-0.123132,0.234934,-1.33567,0,0.00138387,0.0538992,-1
0.314853,0.0247084,0.44484,-0.126607,0.233575,-1.32613,0,-0.00250802,-0.0278179,-1
0.30709,0.0760189,0.446344,-0.115128,0.243028,-1.33096,0,0.0226296,-0.0694565,-1
0.301863,0.0798526,0.44605,-0.118674,0.239691,-1.37791,0,-0.0106809,0.0213009,-1
0.30158,0.0366426,0.451062,-0.11233,0.243949,-1.35998,0,0.000952677,0.0102648,-1
0.306228,0.0208383,0.448661,-0.119942,0.235938,-1.35417,0,-0.0160174,0.0155999,-1
0.307564,0.0107928,0.447234,-0.12067,0.236343,-1.35075,0,0.00655069,0.00306312,-1
0.310588,0.0140464,0.446107,-0.123238,0.235925,-1.35009,0,-0.00252907,-0.00392535,-1
0.301306,0.0185995,0.446116,-0.122372,0.238475,-1.3623,0,0.0134399,0.0399042,-1
0.297949,0.0257653,0.445726,-0.12105,0.238615,-1.36298,0,0.00122257,0.0308737,-1
0.301793,0.0435998,0.450711,-0.121627,0.234978,-1.34206,0,-0.0271901,-0.0405068,-1
0.299071,0.0649488,0.449125,-0.119204,0.238617,-1.34095,0,0.0143706,0.0207338,-1
0.291811,0.135843,0.449066,-0.110408,0.25243,-1.42872,0,0.0602448,0.0864485,-1
0.292492,0.0559676,0.452585,-0.136907,0.223821,-1.41486,0,-0.0543317,-0.0385808,-1
0.304993,0.0683107,0.451853,-0.135494,0.227523,-1.38798,0,-0.0186475,-0.0721873,-1
0.30273,0.0597751,0.451578,-0.12423,0.236253,-1.38742,0,0.0230663,-0.0950533,-1
0.316877,0.0549819,0.452614,-0.123021,0.237163,-1.35548,0,-0.00959096,-0.0393661,-1
0.307859,0.0655533,0.451771,-0.117754,0.240171,-1.36152,0,0.00466686,0.094387,-1
0.30036,0.0394412,0.454941,-0.1228,0.234846,-1.36852,0,0.0115108,0.0575363,-1
0.303556,0.0353891,0.451097,-0.123052,0.234608,-1.36039,0,-0.0172584,-0.0209782,-1
0.304929,0.029194,0.454496,-0.125502,0.230873,-1.35478,0,0.00914021,0.026111,-1
0.303155,0.0423949,0.451235,-0.127109,0.232793,-1.36309,0,-0.000898089,-0.0090355,-1
0.295716,0.0252304,0.457021,-0.121884,0.235412,-1.36224,0,-0.0119796,0.0196849,-1
0.300342,0.0243047,0.457036,-0.125221,0.235237,-1.35723,0,-0.00181005,-0.0259994,-1
0.29912,0.0167489,0.456749,-0.124989,0.235195,-1.35683,0,-0.000350212,0.0225211,-1
0.30003,0.0391244,0.452708,-0.12786,0.232629,-1.3537,0,0.00766685,0.00611616,-1
