@relation arousal
            
@attribute Angry numeric
@attribute ConcentrationLevel numeric
@attribute Embarrassment numeric
@attribute Excitement numeric
@attribute Hesitation numeric
@attribute ImaginationActivity numeric
@attribute IntensiveThinking numeric
@attribute Content numeric
@attribute SAF numeric
@attribute Upset numeric
@attribute ExtremeState numeric
@attribute Stress numeric
@attribute Uncertainty numeric
@attribute Energy numeric
@attribute BrainPower numeric
@attribute EmoCogRatio numeric
@attribute MaxAmpVol numeric
@attribute VoiceEnergy numeric
@attribute arousal {-2,-1,0,1,2}

@data
26,22,0,19,17,2,1,30,0,0,30,0,2,50,1652,376,32767,41,2
28,0,21,23,15,3,7,30,2,0,30,0,1,50,1722,334,32767,246,2
28,0,28,24,15,0,3,30,0,0,30,0,1,50,1761,383,32767,543,2
30,2,0,25,15,1,11,30,5,0,30,0,0,50,1836,314,32767,102,2
26,0,21,20,19,0,0,30,0,0,30,0,1,50,1668,427,32767,527,2
28,0,30,23,12,3,1,30,0,0,30,0,0,50,1729,400,32767,502,2
28,0,0,23,15,2,6,30,2,0,30,0,2,50,1899,373,32767,20,2
28,0,0,23,19,0,1,30,2,0,30,0,1,50,1800,415,32767,532,2
28,0,7,22,15,1,2,30,0,0,30,0,1,50,1808,404,32767,358,2
26,0,7,21,15,0,0,30,1,0,30,0,2,50,1793,456,32767,364,2
27,13,0,21,17,1,0,30,8,0,30,0,1,50,1754,449,32767,220,2
28,0,21,22,17,2,6,30,2,0,30,0,1,50,1852,358,32767,26,2
28,0,30,24,19,2,10,30,0,0,30,0,1,50,1807,318,32767,195,2
27,0,7,21,8,3,1,30,2,0,30,0,1,50,1747,406,32767,56,2
28,0,21,21,13,7,8,30,0,0,30,0,0,50,1756,328,32767,56,2
26,0,7,19,15,0,0,0,1,0,30,0,0,50,1546,453,32767,374,2
30,0,0,28,12,2,1,30,4,0,30,0,0,50,1740,412,32767,430,2
28,4,7,21,17,1,4,30,0,0,30,0,0,50,1743,366,32767,323,2
27,3,0,21,12,2,6,0,0,0,30,0,1,50,1752,348,32767,26,2
26,0,7,18,9,1,5,29,0,0,30,0,1,50,1595,326,32767,205,2
28,0,7,23,17,5,6,30,3,0,30,2,2,50,1872,364,32767,317,2
26,0,14,19,15,2,2,30,0,0,30,0,1,50,1660,371,32767,389,2
27,0,14,22,17,0,3,30,0,0,30,0,2,50,1818,382,32767,635,2
0,0,21,21,10,1,2,0,0,0,16,0,1,0,1740,389,32767,573,2
27,0,0,22,17,0,3,30,0,0,30,1,2,50,1797,384,32767,87,2
30,0,21,26,15,3,3,30,0,0,30,0,1,50,1803,396,32767,302,2
26,5,0,19,15,1,1,29,4,0,30,0,0,50,1649,381,32767,164,2
26,0,21,19,17,3,0,0,1,0,30,0,1,50,1645,388,32767,266,2
0,0,0,23,15,0,0,0,0,0,12,0,1,0,1647,435,32767,67,2
30,0,14,29,12,6,8,30,0,0,30,2,1,50,1974,363,32767,123,0
28,0,14,24,19,4,10,30,0,0,30,0,1,50,1939,343,32767,481,0
28,0,0,22,12,0,0,30,0,0,30,0,1,50,1856,448,32767,609,0
29,8,0,26,19,2,7,30,0,0,30,2,2,50,2108,393,32767,46,0
26,0,7,20,10,0,3,30,1,0,30,0,1,50,1728,375,32767,292,0
24,0,7,17,17,2,3,30,0,0,27,2,3,50,1497,305,32767,97,0
26,0,0,22,21,3,5,30,0,0,30,2,3,50,1857,365,32767,599,0
26,4,0,19,12,2,8,0,0,0,30,0,1,50,1615,301,32767,630,0
28,0,0,24,12,0,2,30,0,0,30,0,1,50,1984,446,32767,46,0
27,0,7,22,15,6,16,30,0,0,30,3,2,50,1857,278,32767,261,0
28,1,0,24,12,3,9,30,0,0,30,2,2,50,1974,347,32767,287,0
28,7,0,22,15,6,26,30,0,0,30,2,1,50,1832,224,32767,497,0
30,0,14,30,12,2,3,30,0,0,30,2,4,50,2048,414,32767,26,0
28,0,0,25,19,6,9,30,0,0,30,1,2,50,2007,362,32767,220,0
29,4,0,30,12,4,6,30,0,0,24,0,6,50,2434,446,32510,143,0
28,2,0,24,17,1,0,30,0,0,30,0,2,50,1885,444,32767,77,0
29,0,14,26,15,2,3,30,1,0,30,0,2,50,2100,444,32767,113,0
27,8,0,22,17,2,7,30,5,0,30,0,2,50,1819,344,32767,328,0
27,0,21,22,11,8,7,30,0,0,30,2,2,50,1867,347,32767,26,0
28,7,0,25,17,5,10,30,3,0,30,0,2,50,2002,349,32767,31,0
26,30,0,22,12,6,11,30,0,0,30,3,3,50,1875,315,32767,148,0
30,0,0,29,15,2,11,30,0,0,30,3,3,50,1954,328,32767,440,0
30,0,14,28,17,2,2,30,4,0,30,0,2,50,2188,474,32767,20,0
30,0,14,27,15,0,4,30,0,0,30,0,1,50,2121,439,32767,169,0
28,5,0,28,15,7,12,30,0,0,27,4,5,50,2233,351,32767,297,0
28,0,28,25,21,5,5,30,1,0,30,1,2,50,2008,403,32767,113,0
29,0,21,27,12,3,3,30,0,0,30,2,3,50,1974,407,32767,425,0
28,0,28,26,17,5,11,30,0,0,30,3,3,50,1954,325,32767,123,0
28,0,14,23,17,5,15,30,0,0,30,2,2,50,1925,296,32767,154,0
26,6,0,23,15,0,8,30,0,0,29,4,5,50,1929,336,32767,36,0
30,0,0,30,17,0,2,30,2,0,30,0,1,50,2196,491,32767,56,0
28,17,0,25,19,3,5,30,0,0,30,0,2,50,2059,416,32767,72,0
30,5,0,30,17,2,5,30,0,0,30,0,1,50,1918,392,32767,553,0
30,0,7,30,9,7,7,30,0,0,30,4,5,50,2249,405,32767,128,0
30,0,28,27,12,4,24,30,1,0,30,0,0,50,2010,257,32767,20,0
29,0,0,26,19,5,3,30,1,0,30,0,2,50,2089,443,32767,502,0
28,0,21,22,15,3,12,30,0,0,30,0,1,50,1829,308,32767,118,0
28,15,0,23,19,1,6,30,0,0,30,0,1,50,1874,365,32767,61,0
28,0,0,23,17,0,6,30,1,0,30,2,2,50,1919,368,32767,307,0
28,0,28,23,15,0,3,30,1,0,30,0,0,50,1926,420,32767,51,0
0,0,7,25,19,2,2,0,0,0,15,0,0,0,2013,452,32767,82,0
30,8,0,27,15,1,5,30,0,0,30,0,1,50,2092,420,32767,26,0
26,0,21,22,17,3,8,30,1,0,27,2,3,50,1860,331,32767,87,0
27,0,0,24,11,4,3,30,0,0,26,2,4,50,1845,376,32767,599,0
28,0,28,23,17,0,0,30,1,0,30,0,0,50,1802,467,32767,138,0
26,0,14,22,15,6,8,30,0,0,25,2,4,50,1872,332,32767,67,0
27,0,14,21,12,3,6,30,0,0,30,0,1,50,1783,351,32767,31,0
30,0,0,30,17,2,3,30,3,0,30,0,2,50,1829,382,32767,328,0
28,0,0,23,15,2,5,30,1,0,30,0,0,50,1912,393,32767,133,0
28,0,28,25,17,8,17,30,0,0,30,3,3,50,2014,289,32767,36,0
28,0,0,24,12,6,8,30,0,0,26,2,3,50,1978,357,32767,92,0
26,0,0,21,19,2,15,30,3,0,30,3,4,50,1809,274,32767,113,0
26,4,0,21,17,0,3,30,0,0,27,2,3,50,1805,380,32767,174,0
28,6,14,25,12,0,0,30,0,0,22,0,3,50,2040,578,32766,61,0
27,10,0,24,12,4,9,30,0,0,25,4,4,50,1955,334,32767,87,0
28,0,14,25,17,3,1,30,1,0,30,1,3,50,1980,440,32767,282,0
25,0,14,19,17,3,4,30,0,0,28,2,3,50,1675,342,32767,497,0
30,0,0,30,15,4,9,30,1,0,30,2,3,50,2088,368,32767,548,0
28,1,0,27,17,4,6,30,0,0,28,4,5,50,1908,349,32767,456,0
28,0,0,22,13,7,17,30,1,0,30,0,1,50,1824,272,32767,241,0
26,23,0,22,17,0,10,30,0,0,30,2,3,50,1871,320,32767,67,0
27,0,21,24,12,0,5,30,1,0,23,2,4,50,1958,381,32767,215,0
28,0,0,24,17,5,9,30,0,0,30,1,2,50,1967,349,32767,113,0
29,0,7,25,17,2,5,30,0,0,30,0,1,50,2045,419,32767,399,0
30,2,0,29,13,2,7,30,2,0,27,2,3,50,2051,383,32767,61,0
25,5,0,19,17,6,13,30,0,0,30,4,3,50,1665,262,32767,650,0
26,0,14,21,15,4,14,30,1,0,30,0,2,50,1777,278,32767,61,0
30,1,0,26,15,0,2,30,2,0,30,0,1,50,2091,472,32767,517,0
27,0,0,21,17,5,15,30,0,0,30,1,1,50,1687,264,32767,522,0
29,0,28,25,15,3,21,30,3,0,30,0,1,50,1763,238,32767,36,0
28,0,0,24,8,5,13,30,0,0,30,0,1,50,1945,318,32767,317,0
28,0,7,23,15,0,6,30,1,0,30,0,1,50,1887,366,32767,348,0
26,0,21,25,17,3,12,30,0,0,22,0,7,50,2060,319,32767,502,0
28,0,7,23,17,1,11,30,0,0,30,0,0,50,1867,326,32767,184,0
27,0,28,21,10,7,5,0,0,0,30,0,1,50,1776,360,32767,312,0
0,0,28,18,8,0,1,0,0,0,16,0,1,0,1493,347,32767,599,0
25,0,7,17,13,3,3,0,0,0,30,0,1,50,1492,328,32767,604,0
27,0,21,23,23,2,7,30,1,0,30,1,3,50,1923,356,32767,205,0
28,19,0,22,15,1,2,0,0,0,30,0,1,50,1832,405,32767,31,0
28,0,21,22,12,1,5,0,0,0,30,0,1,50,1810,374,32767,72,0
26,0,21,21,11,0,5,30,0,0,30,0,2,50,1802,357,32767,404,0
28,5,0,23,13,0,0,30,0,0,30,0,2,50,1870,464,32767,174,0
0,0,14,19,15,0,7,0,3,0,15,0,0,0,1630,313,32767,26,0
28,3,0,23,10,7,7,30,4,0,30,0,1,50,1746,333,32767,61,0
27,0,21,21,15,3,1,30,1,0,30,0,1,50,1744,408,32767,72,0
26,0,30,21,19,3,5,30,0,0,30,1,2,50,1796,358,32767,174,0
29,0,28,25,17,3,9,30,0,0,30,0,1,50,1944,353,32767,82,0
27,0,7,21,17,2,7,30,0,0,30,0,1,50,1797,342,32767,548,0
0,0,21,21,12,0,0,0,0,0,13,0,1,0,1775,422,32767,486,0
27,0,14,23,13,3,7,30,0,0,28,0,3,50,1936,364,32767,568,0
27,0,7,21,15,3,3,30,0,0,30,0,1,50,1755,381,32767,92,0
0,0,14,22,10,0,5,0,2,0,15,0,0,0,1829,370,32767,543,0
28,0,30,22,15,5,10,30,0,0,30,0,1,50,1839,324,32767,51,0
28,0,7,23,12,6,3,30,1,0,30,0,1,50,1884,405,32767,225,0
26,4,0,21,15,1,4,30,2,0,30,0,3,50,1801,367,32767,51,0
27,0,0,21,19,0,1,30,0,0,30,0,1,50,1798,409,32767,404,0
28,6,0,23,21,3,6,30,0,0,30,0,1,50,1865,363,32767,420,0
26,0,14,20,17,1,1,30,0,0,30,0,1,50,1611,370,32767,36,0
28,0,7,24,17,0,0,30,0,0,30,0,2,50,1951,473,32767,538,0
27,5,0,21,10,0,0,30,0,0,30,0,1,50,1776,444,32767,312,0
28,1,0,24,15,0,0,30,0,0,30,0,2,50,1907,448,32767,394,0
26,9,0,19,17,5,4,30,0,0,30,0,1,50,1649,340,32767,517,0
24,0,7,18,19,0,4,30,1,0,30,2,3,50,1591,320,32767,36,0
27,0,14,21,17,0,2,30,0,0,30,0,1,50,1737,388,32767,72,0
28,1,0,24,17,1,5,30,0,0,30,2,3,50,1995,395,32767,118,0
26,7,0,22,15,0,3,30,0,0,30,2,3,50,1838,383,32767,297,0
27,0,14,21,11,3,1,0,0,0,30,0,1,50,1663,380,32767,61,0
28,0,0,23,17,4,5,30,0,0,30,0,2,50,1844,372,32767,51,0
28,4,0,23,19,0,4,30,2,0,30,0,1,50,1870,388,32767,148,0
28,0,0,22,19,4,12,30,0,0,30,0,1,50,1753,290,32767,251,0
26,1,0,23,15,2,9,30,0,0,30,5,5,50,1895,329,32767,61,0
26,0,7,21,15,3,6,30,1,0,30,1,2,50,1775,346,32767,133,0
26,0,14,20,13,3,7,30,2,0,30,0,1,50,1727,330,32767,184,0
26,0,14,20,17,2,5,30,0,0,30,0,1,50,1714,347,32767,241,0
26,0,0,29,9,2,15,30,1,0,25,0,10,50,2349,333,32767,374,0
20,5,0,21,17,8,2,27,0,0,15,4,6,40,1792,370,9471,77,0
17,5,7,20,15,0,0,22,2,0,15,4,6,36,1750,388,8447,31,0
26,1,0,22,17,2,0,30,0,0,24,2,5,50,1805,427,8447,20,0
16,0,0,20,17,18,5,21,0,0,20,4,7,34,1731,320,9215,31,0
20,0,14,20,15,1,0,25,0,0,17,4,5,40,1694,375,8191,46,-1
15,0,0,20,12,9,2,20,0,0,23,5,7,33,1756,351,8703,20,-1
20,5,0,25,15,1,9,30,0,0,18,4,8,39,2046,333,32767,36,-1
14,0,0,26,11,0,9,25,0,0,21,6,11,28,2138,335,32767,77,-1
30,0,0,30,12,0,0,30,1,0,30,0,1,50,2491,590,32767,36,-1
30,5,0,30,15,1,8,30,7,0,30,2,4,50,2397,426,32766,20,-1
18,0,0,23,17,4,13,29,2,0,17,3,9,37,1947,287,31742,26,-1
24,0,0,26,15,3,11,30,2,0,28,4,7,44,2113,334,32766,61,-1
28,0,0,28,13,10,12,30,0,0,27,6,6,50,2255,350,22528,26,-1
19,10,0,21,15,0,1,30,0,0,19,6,10,43,1857,370,14336,210,-1
28,0,7,27,17,8,19,30,0,0,30,4,5,50,2194,299,22784,92,-1
30,0,14,28,12,3,2,30,0,0,30,0,2,50,2265,501,32766,36,-1
30,0,0,30,17,2,4,30,3,0,30,0,4,50,2403,482,26112,256,-1
20,0,7,20,19,3,5,30,0,0,16,2,7,44,1568,293,32511,56,-1
30,17,0,30,11,0,1,30,0,0,30,2,4,50,2436,547,26879,97,-1
26,0,0,27,17,4,12,30,0,0,21,8,8,48,2224,344,25600,123,-1
26,3,0,27,19,9,30,30,4,0,27,2,7,49,2196,234,22784,92,-1
28,0,28,30,15,5,9,30,0,0,30,4,8,50,2252,371,32767,82,-1
29,0,7,29,12,1,14,30,4,0,30,5,5,50,2308,350,32767,451,-1
26,0,7,24,17,1,6,30,0,0,19,5,7,50,1976,362,22784,67,-1
30,0,14,30,12,5,16,30,0,0,29,4,5,50,2356,341,31487,215,-1
30,7,0,30,12,3,11,30,3,0,30,0,4,50,2422,404,32767,20,-1
2,0,14,19,17,0,11,10,0,0,13,10,15,16,1748,242,17408,67,-1
12,3,0,25,15,16,11,24,0,0,19,2,12,27,2098,311,31488,174,-1
30,0,0,30,19,0,11,30,4,0,30,4,3,50,2409,399,32767,72,-1
14,1,7,27,21,5,11,30,0,0,19,6,14,32,2220,327,32766,92,-1
20,4,0,27,17,6,18,29,3,0,22,0,7,35,2229,303,32767,61,-1
28,0,0,28,17,5,5,30,0,0,28,4,6,50,2259,421,28928,26,-1
29,5,0,30,12,3,9,30,0,0,30,2,6,50,2376,405,32767,200,-1
30,2,0,30,12,0,0,30,2,0,30,0,0,50,2552,759,32766,46,-1
14,2,7,23,21,0,6,26,2,0,17,1,11,32,1987,343,27648,210,-1
21,0,14,24,9,3,4,30,0,0,19,5,8,42,1952,367,26880,46,-1
30,0,0,30,19,3,14,30,4,0,30,4,5,50,2354,362,28416,123,-1
30,0,14,30,12,4,18,30,0,0,30,0,2,50,2476,356,32511,46,-1
24,1,0,28,15,1,4,30,2,0,20,0,8,45,2291,428,32767,26,-1
30,15,0,29,17,2,4,30,0,0,30,0,3,50,2279,458,32767,102,-1
20,0,28,30,17,1,8,30,0,0,22,6,10,35,2249,374,32766,20,-1
30,0,28,30,10,0,3,30,2,0,30,0,4,50,2423,508,32766,41,-1
27,17,0,28,13,7,8,30,0,0,29,4,8,50,2269,391,29696,220,-1
30,10,0,30,17,0,3,30,0,0,30,0,4,50,2468,510,32767,20,-1
30,9,0,30,17,2,5,30,5,0,30,0,2,50,2468,490,32767,97,-1
12,2,0,23,17,0,1,22,0,0,19,6,11,28,1948,382,14080,113,-1
26,10,0,26,15,3,17,30,0,0,22,4,7,50,2168,297,23807,82,-1
0,0,0,18,15,3,12,6,0,0,8,8,15,13,1671,220,18944,82,-1
28,5,0,29,13,2,7,30,3,0,26,3,7,50,2208,390,32767,26,-1
12,10,0,27,15,4,13,25,0,0,18,4,12,26,2223,317,32256,46,-1
14,5,0,28,19,2,17,29,2,0,21,8,12,29,2213,290,26112,51,-1
8,7,0,24,21,6,15,21,0,0,18,10,15,22,2023,265,20480,82,-1
25,0,7,27,15,7,14,30,0,0,25,8,11,50,2206,308,32000,46,-1
20,0,7,28,17,7,20,30,0,0,23,8,10,37,2156,273,27647,128,-1
7,8,0,21,17,0,9,20,0,0,16,12,15,24,1863,279,16896,20,-1
20,3,0,29,15,4,13,30,0,0,21,2,11,37,2337,338,32766,118,-1
30,1,0,30,15,2,7,30,4,0,30,1,4,50,2394,443,32766,41,-1
3,1,0,21,17,5,11,12,3,0,15,13,15,16,1788,244,19968,31,-1
5,5,0,22,17,0,12,16,0,0,24,12,15,19,1911,263,17408,31,-1
18,9,0,27,19,6,13,30,0,0,24,10,10,35,2205,324,24832,102,-1
26,0,14,27,17,1,6,30,0,0,21,2,8,50,2222,391,32767,72,-1
2,0,21,21,19,5,14,11,0,0,15,12,15,15,1883,236,18688,20,-1
26,29,0,27,19,4,17,30,0,0,28,8,9,50,2242,305,30720,113,-1
9,0,21,20,17,0,10,22,0,0,16,9,14,28,1762,260,19199,72,-1
21,0,0,30,10,4,15,30,2,0,23,4,9,37,2209,311,29440,20,-1
28,0,7,30,15,8,24,30,0,0,30,5,7,50,2378,288,32767,92,-1
16,0,21,26,21,9,24,30,0,0,26,9,11,34,2169,249,22016,20,-1
29,15,0,30,17,7,11,30,8,0,30,4,6,50,2399,388,32511,36,-1
5,0,14,21,15,4,10,16,0,0,16,12,15,20,1766,248,16640,41,-1
26,0,0,28,15,0,13,30,0,0,22,6,7,48,2280,345,30207,26,-1
26,10,0,28,21,5,12,30,0,0,22,0,7,48,2302,355,31998,97,-1
21,9,0,27,13,5,11,30,5,0,23,4,8,39,2185,342,32767,20,-1
4,0,7,23,17,1,8,15,0,0,17,12,15,17,1786,271,15616,102,-1
27,13,0,28,17,11,22,30,0,0,30,7,8,50,2264,281,32767,266,-1
29,0,0,30,15,0,8,30,2,0,30,2,6,50,2405,420,32511,36,-1
24,0,0,28,17,6,17,30,0,0,23,3,10,47,2271,305,25600,31,-1
8,0,7,22,17,2,15,17,0,0,19,8,13,22,1897,252,24064,87,-1
10,0,7,22,21,1,10,19,1,0,16,10,12,25,1923,294,16384,20,-1
22,0,7,22,15,15,4,30,0,0,23,3,5,44,1885,369,10240,20,-1
30,30,0,30,19,1,8,30,0,0,30,2,4,50,2385,427,32767,92,-1
26,12,0,26,19,2,10,30,0,0,25,2,9,50,2172,346,32767,430,-1
8,0,14,18,15,7,10,15,0,0,16,7,11,26,1656,250,20479,61,-1
28,0,0,28,17,9,15,30,0,0,27,2,7,50,2278,328,29695,41,-1
29,5,0,29,17,5,16,30,0,0,24,4,5,50,2326,334,32254,20,-1
11,0,0,20,15,4,14,24,0,0,14,8,13,31,1808,246,22527,92,-1
6,0,14,20,17,25,9,13,0,0,20,7,12,21,1694,264,11775,51,-1
16,0,7,29,9,10,13,30,3,0,26,5,11,30,2236,323,32767,36,-1
28,8,0,29,12,6,11,30,0,0,26,2,6,50,2336,370,31488,36,-1
27,2,0,29,19,5,20,30,6,0,28,0,7,48,2306,303,32767,31,-1
29,0,7,30,19,5,5,30,2,0,28,0,6,50,2406,461,32510,26,-1
30,6,0,30,15,1,5,30,0,0,27,0,2,50,2431,489,32767,46,-1
18,0,14,27,17,11,15,30,0,0,22,6,11,35,2220,308,30464,46,-1
28,3,0,28,17,7,16,30,0,0,27,8,7,50,2283,323,22784,41,-1
30,9,0,30,17,6,15,30,0,0,30,2,3,50,2440,368,29440,31,-1
28,6,0,29,15,3,15,30,4,0,30,2,6,50,2327,338,24064,72,-1
29,3,0,30,8,6,27,30,7,0,30,0,6,50,2374,273,32511,72,-1
28,0,0,29,17,1,11,30,2,0,25,2,7,50,2331,369,32767,46,-1
6,5,0,19,15,0,6,11,7,0,15,10,11,21,1683,284,12288,87,-1
24,0,7,21,15,2,6,30,0,0,20,0,7,50,1772,319,32510,143,-1
18,0,7,27,17,2,17,30,0,0,20,4,10,34,2211,299,24319,20,-1
6,0,28,19,17,18,9,11,0,0,14,10,12,20,1686,260,11774,41,-1
22,4,0,30,15,5,13,30,0,0,22,4,10,39,2286,333,32510,20,-1
30,11,0,30,12,3,9,30,4,0,30,2,3,50,2489,441,32767,328,-1
22,0,7,25,15,7,7,30,3,0,23,2,8,43,2044,350,32512,26,-1
30,10,0,30,17,8,6,30,0,0,26,0,5,50,2452,459,32511,41,-1
7,0,7,22,19,6,13,20,1,0,17,12,15,23,1923,264,17152,20,-1
29,0,7,29,11,5,22,30,1,0,28,2,5,50,2347,301,32767,67,-1
5,5,0,21,17,5,13,14,0,0,15,12,14,19,1822,250,15104,26,-1
29,1,0,30,15,0,0,30,0,0,25,0,6,50,2524,613,32512,61,-1
25,0,7,28,17,2,9,30,3,0,28,2,7,45,2247,374,32767,102,-1
26,14,0,28,17,10,19,30,8,0,29,3,9,48,2245,295,32767,113,-1
16,0,7,25,19,7,10,26,0,0,23,4,9,32,2062,328,30720,92,-1
29,0,14,29,15,4,9,30,0,0,23,2,5,50,2320,399,32255,26,-1
30,11,0,30,17,3,7,30,0,0,30,0,2,50,2378,451,32767,26,-1
20,0,0,27,15,4,10,30,3,0,22,4,10,39,2104,329,30720,36,-1
4,0,14,21,19,2,8,15,0,0,16,10,15,19,1797,265,19456,108,-1
22,0,21,21,17,15,4,29,0,0,21,3,5,43,1800,355,9727,67,-1
30,0,0,29,13,3,11,30,0,0,30,1,3,50,2321,385,32767,31,-1
23,7,0,23,17,16,3,30,0,0,24,3,6,45,1917,381,9216,113,-1
19,1,0,21,19,17,4,26,0,0,23,3,6,39,1830,351,10495,26,-1
0,0,21,18,19,8,18,4,0,0,14,12,15,11,1668,193,17408,20,2
26,0,7,20,12,1,6,0,2,0,30,1,1,50,1719,340,32767,184,2
26,4,0,19,19,2,3,30,0,0,30,1,1,50,1607,340,32767,276,2
28,3,0,22,10,0,4,30,0,0,30,0,0,50,1800,387,32767,61,2
28,11,0,25,10,9,16,30,4,0,30,2,3,50,2048,307,32767,77,2
26,0,14,18,17,2,6,29,0,0,28,0,1,50,1547,303,32767,67,2
28,0,0,23,12,3,1,30,2,0,30,0,1,50,1780,408,32767,169,2
30,0,21,25,19,3,11,30,0,0,30,0,0,50,2012,349,32767,210,2
28,0,0,23,17,5,11,30,2,0,30,0,1,50,1917,333,32767,292,2
28,4,0,23,17,2,1,30,0,0,30,0,0,50,1903,438,32767,20,2
30,7,0,28,19,2,7,30,3,0,30,2,2,50,1739,332,32767,20,2
25,0,14,19,15,0,5,30,2,0,30,0,3,50,1654,331,32767,20,2
28,0,14,24,19,2,4,30,2,0,30,2,2,50,1956,394,32767,620,2
28,0,14,26,8,2,14,30,1,0,30,2,4,50,2082,314,32767,486,2
28,0,21,24,17,1,6,30,1,0,30,0,1,50,1961,387,32767,543,2
28,4,7,24,12,6,7,30,0,0,30,1,1,50,1967,377,32767,369,2
27,0,21,20,15,5,5,0,0,0,30,0,0,50,1728,358,32767,200,2
26,0,14,20,15,0,4,30,3,0,30,1,1,50,1726,361,32767,118,2
27,0,21,22,15,2,5,30,0,0,30,0,2,50,1683,334,32767,584,2
28,0,0,21,21,3,4,0,3,0,30,0,0,50,1779,371,32767,415,2
28,5,0,24,21,2,8,30,0,0,30,2,2,50,1861,342,32767,507,2
28,0,0,24,19,3,1,30,0,0,30,0,1,50,1978,452,32767,328,2
28,0,0,23,8,1,2,30,3,0,30,0,1,50,1921,426,32767,384,2
28,0,0,23,23,1,1,30,0,0,28,0,2,50,1902,429,32767,210,2
30,0,0,29,15,0,0,30,2,0,30,0,2,50,1740,424,32767,205,2
29,0,30,25,19,0,0,30,0,0,30,0,1,50,2056,547,32767,92,2
28,0,0,24,12,4,11,30,3,0,30,1,2,50,1935,326,32767,77,2
28,0,21,23,19,0,0,30,0,0,30,0,2,50,1759,413,32767,553,2
28,0,7,23,12,0,1,30,2,0,30,0,0,50,1888,436,32767,348,2
28,0,14,23,12,5,7,30,3,0,30,0,1,50,1878,362,32767,128,2
0,4,0,30,17,2,3,0,0,0,17,0,0,0,1770,384,32767,430,2
30,0,0,27,9,0,0,30,0,0,30,0,1,50,1750,434,32767,297,2
28,0,0,23,12,0,0,30,0,0,30,0,1,50,1925,459,32767,246,2
30,0,0,30,15,10,13,30,0,0,30,6,3,50,2116,335,32767,650,2
28,0,7,23,12,4,6,30,0,0,30,0,2,50,1884,358,32767,614,2
28,3,0,22,19,5,6,30,0,0,30,0,1,50,1807,353,32767,573,2
27,9,0,20,15,0,4,30,0,0,30,0,0,50,1688,361,32767,113,2
28,0,0,22,12,0,0,30,3,0,30,0,1,50,1762,466,32767,374,2
30,3,14,30,17,0,2,30,0,0,30,0,0,50,2026,461,32767,374,2
29,0,28,25,12,5,11,30,0,0,30,0,1,50,1765,299,32767,292,2
0,0,0,20,7,0,1,0,0,0,19,1,2,0,1688,380,32767,599,2
0,0,14,23,12,0,1,0,0,0,14,0,1,0,1923,453,32767,538,2
28,17,0,23,17,0,4,30,0,0,30,2,2,50,1886,391,32767,26,2
26,0,21,21,15,0,1,30,0,0,30,0,2,50,1781,407,32767,399,2
28,0,0,23,19,3,5,30,2,0,30,1,2,50,1902,387,32767,266,2
25,0,0,19,10,3,7,30,2,0,30,2,3,50,1663,311,32767,148,2
26,5,0,21,19,0,0,30,0,0,30,0,2,50,1776,414,32767,558,2
30,1,7,28,13,2,5,30,0,0,30,0,1,50,1738,356,32767,328,2
28,0,30,22,10,3,3,30,1,0,30,0,0,50,1829,394,32767,579,2
27,0,14,21,11,0,4,30,0,0,30,0,1,50,1669,349,32767,323,2
28,0,21,25,11,0,8,30,1,0,29,0,3,50,2071,377,32767,36,2
30,0,7,27,17,0,1,30,0,0,30,0,2,50,1851,425,32767,123,2
27,0,0,21,15,2,5,30,0,0,30,0,1,50,1768,361,32767,471,2
27,0,14,21,19,0,2,30,0,0,30,0,1,50,1804,408,32767,584,2
28,0,7,21,19,0,6,30,0,0,30,0,0,50,1740,350,32767,133,2
26,22,0,20,12,6,23,0,0,0,30,0,1,50,1724,226,32767,210,2
23,0,21,17,12,4,7,30,2,0,29,4,5,50,1554,281,32767,26,2
28,0,14,21,13,6,16,30,0,0,30,0,0,50,1746,264,32767,195,2
27,0,7,21,19,2,2,30,0,0,30,0,1,50,1737,382,32767,108,2
28,0,0,23,15,5,7,30,2,0,30,2,2,50,1912,359,32767,532,2
28,1,0,24,19,0,0,30,0,0,30,0,1,50,1978,545,32767,26,2
27,15,0,22,23,2,6,30,0,0,30,2,2,50,1836,353,32767,51,2
26,15,0,21,21,5,2,30,0,0,26,1,2,50,1801,392,32767,451,2
26,1,0,20,12,2,3,30,3,0,30,0,1,50,1706,363,32767,169,2
26,0,7,20,12,2,4,0,0,0,30,0,1,50,1699,354,32767,358,2
26,0,7,21,15,2,6,30,0,0,30,0,2,50,1740,339,32767,169,2
28,0,28,23,10,3,8,30,1,0,30,2,1,50,1905,347,32767,323,2
28,0,0,24,19,2,15,30,2,0,30,1,1,50,1890,289,32767,46,2
29,0,28,24,17,3,9,30,0,0,30,0,0,50,1979,362,32767,338,2
28,1,0,24,19,3,8,30,0,0,30,2,2,50,1969,355,32767,379,2
28,14,0,23,23,2,1,30,0,0,30,0,2,50,1894,438,32767,97,2
30,2,0,28,13,4,7,30,0,0,30,1,2,50,1897,362,32767,328,2
26,0,0,20,12,1,4,30,2,0,30,0,1,50,1667,347,32767,36,2
27,0,14,22,21,2,3,30,0,0,30,1,2,50,1819,387,32767,128,2
28,0,28,23,19,0,3,30,0,0,30,1,2,50,1897,398,32767,655,2
28,0,28,22,13,1,0,30,0,0,30,0,1,50,1786,422,32767,277,2
