@relation arousal
            
@attribute Angry numeric
@attribute ConcentrationLevel numeric
@attribute Embarrassment numeric
@attribute Excitement numeric
@attribute Hesitation numeric
@attribute ImaginationActivity numeric
@attribute IntensiveThinking numeric
@attribute Content numeric
@attribute SAF numeric
@attribute Upset numeric
@attribute ExtremeState numeric
@attribute Stress numeric
@attribute Uncertainty numeric
@attribute Energy numeric
@attribute BrainPower numeric
@attribute EmoCogRatio numeric
@attribute MaxAmpVol numeric
@attribute VoiceEnergy numeric
@attribute arousal {-2,-1,0,1,2}

@data
27,0,21,22,17,1,2,30,0,0,30,0,2,50,1844,400,32767,492,2
27,0,21,21,15,0,0,0,1,0,30,0,1,50,1736,436,32767,374,2
27,0,14,21,19,2,5,30,0,0,30,0,1,50,1745,352,32767,20,2
27,0,28,22,15,1,1,30,1,0,30,0,2,50,1848,416,32767,415,2
28,6,0,23,19,3,2,30,0,0,30,0,2,50,1890,412,32767,143,2
26,0,14,22,19,1,4,30,0,0,30,2,3,50,1855,381,32767,502,2
28,4,0,22,19,3,8,30,0,0,30,0,1,50,1851,346,32767,138,2
26,0,0,21,12,2,3,30,0,0,30,1,2,50,1807,388,32767,205,2
28,0,21,22,17,1,4,30,0,0,30,0,0,50,1819,381,32767,31,2
26,0,7,20,17,3,4,30,3,0,30,0,1,50,1668,349,32767,323,2
26,0,21,21,12,0,1,30,0,0,30,0,2,50,1749,397,32767,379,-2
3,0,0,19,19,3,11,12,0,0,15,13,15,18,1712,237,15616,26,-2
19,3,0,26,15,5,13,30,2,0,19,6,10,38,2135,314,25856,36,-2
30,0,7,30,15,2,10,30,0,0,28,4,5,50,2354,394,23808,36,-2
29,0,0,30,17,0,6,30,0,0,30,2,6,50,2405,441,30975,72,-2
30,9,0,30,15,4,8,30,8,0,30,1,5,50,2372,417,32512,46,-2
30,9,0,29,15,0,5,30,5,0,30,1,4,50,2313,448,32512,241,-2
28,8,0,28,19,4,6,30,0,0,30,4,6,50,2272,414,24320,143,-2
20,0,0,21,19,15,4,27,0,0,25,2,5,41,1779,350,8959,82,-2
28,0,7,26,15,3,6,30,0,0,26,3,5,50,2149,396,32767,31,-2
30,3,0,30,12,4,12,30,8,0,30,0,0,50,2503,423,32766,220,-2
28,0,14,28,17,3,12,30,0,0,30,4,5,50,2267,361,32767,36,-2
29,5,0,29,19,2,3,30,0,0,25,3,5,50,2346,472,29183,328,-2
25,0,21,20,21,0,0,30,0,0,19,2,4,50,1724,421,8447,26,-2
30,4,0,30,12,2,11,30,3,0,28,4,5,50,2363,388,32767,20,-2
25,1,7,30,17,6,7,30,3,0,26,4,7,43,2272,401,32766,72,-2
30,1,0,30,8,7,9,30,0,0,30,4,4,50,2383,411,32767,26,-2
24,1,7,29,12,5,10,30,0,0,22,6,10,44,2365,376,30720,297,-2
30,13,0,30,12,7,9,30,11,0,30,2,3,50,2367,419,32767,128,-2
28,0,7,30,17,5,8,30,0,0,30,4,8,50,2367,404,32512,20,-2
28,8,0,30,17,2,1,30,3,0,25,0,7,50,2327,486,28160,77,-2
30,0,0,29,13,0,5,30,0,0,30,0,3,50,2323,458,32767,20,-2
30,0,0,30,15,3,13,30,1,0,30,2,2,50,2461,391,32767,236,-2
30,3,0,30,19,0,3,30,0,0,30,2,4,50,2413,504,32767,256,-2
30,0,0,30,15,5,15,30,2,0,30,3,4,50,2376,358,32767,589,-2
30,3,0,30,17,7,9,30,3,0,30,4,5,50,2448,425,32767,26,-2
27,18,0,28,19,6,26,30,4,0,28,1,8,50,2251,262,27647,353,-2
30,3,7,30,17,9,19,30,4,0,28,2,5,50,2380,321,32255,31,-2
28,6,0,29,19,0,8,30,3,0,30,4,6,50,2331,402,32767,215,-2
30,1,0,30,19,6,11,30,3,0,30,4,5,50,2353,382,32767,200,-2
26,0,0,29,17,8,8,30,0,0,26,6,9,47,2328,383,26624,87,-2
30,22,0,30,15,6,13,30,0,0,30,4,2,50,2475,401,32512,92,-2
26,14,0,29,19,4,12,30,0,0,23,8,9,47,2346,354,28160,174,-2
30,13,0,30,15,4,7,30,0,0,30,2,4,50,2434,445,32766,77,-2
30,3,0,30,19,4,6,30,0,0,30,2,4,50,2368,452,32767,20,-2
26,3,0,27,15,4,14,30,0,0,30,5,10,50,2246,325,32766,333,-2
30,9,0,30,12,0,2,30,0,0,30,0,2,50,2419,525,32510,61,-2
30,7,0,30,12,0,2,30,0,0,29,0,3,50,2469,537,30207,20,-2
29,7,0,30,17,7,10,30,0,0,30,6,6,50,2389,390,30464,31,-2
28,0,21,28,15,2,10,30,0,0,23,1,7,50,2285,375,32766,179,-2
0,15,0,30,10,4,2,0,0,0,21,0,1,0,2486,565,32767,415,-2
28,0,7,29,10,4,10,30,2,0,29,4,6,50,2352,388,32766,123,-2
26,0,21,27,15,4,12,30,0,0,24,4,10,50,2175,329,32766,143,-2
29,0,7,30,13,0,7,30,0,0,25,5,6,50,2361,423,28672,195,-2
0,11,0,30,13,5,7,0,8,0,24,1,2,0,2485,466,32767,77,-2
30,3,0,30,15,1,11,30,0,0,30,0,2,50,2497,425,31487,261,-2
28,20,0,29,15,6,10,30,0,0,30,5,8,50,2358,380,32766,46,-2
29,5,0,30,19,1,4,30,6,0,30,2,6,50,2358,451,32766,67,-2
18,30,0,28,17,7,8,30,0,0,24,6,10,35,2270,368,32254,333,-2
28,6,0,30,15,4,15,30,0,0,30,8,7,50,2369,345,32767,169,-2
28,0,14,28,19,0,7,30,0,0,27,2,7,50,2285,407,29184,46,-2
28,20,0,30,15,3,13,30,0,0,26,2,7,50,2403,368,32510,26,-2
28,18,0,30,17,3,7,30,0,0,24,4,7,50,2365,416,32766,41,-2
0,7,0,30,12,7,11,0,3,0,27,2,2,0,2392,404,32767,67,-2
24,4,0,27,10,5,7,30,2,0,21,4,8,46,2188,382,32767,97,-2
30,0,7,30,17,5,13,30,0,0,25,0,5,50,2399,376,28671,41,-2
30,6,0,30,19,0,1,30,0,0,28,0,4,50,2471,550,32511,230,-2
30,3,0,30,15,11,18,30,0,0,30,4,3,50,2435,343,32511,72,-2
29,0,0,30,17,3,8,30,2,0,26,6,6,50,2377,415,27136,72,-2
27,0,0,29,15,3,9,30,0,0,24,4,9,50,2314,377,32512,118,-2
28,6,0,29,17,6,12,30,0,0,30,6,7,50,2298,355,30720,31,-2
24,2,7,22,15,12,0,30,0,0,22,2,5,47,1846,410,9728,20,-2
29,8,0,30,15,1,6,30,0,0,25,4,6,50,2392,447,32767,20,-2
28,0,0,29,15,0,6,30,4,0,25,2,6,50,2354,430,32512,56,-2
29,5,0,30,17,0,6,30,5,0,30,2,6,50,2380,437,32512,118,-2
28,8,0,29,17,4,13,30,3,0,24,4,6,50,2349,358,32767,302,-2
30,20,0,30,15,5,13,30,0,0,30,0,2,50,2483,400,32766,159,-2
30,13,0,30,17,3,6,30,8,0,30,0,4,50,2418,462,32766,36,-2
28,0,0,28,19,3,10,30,0,0,26,2,6,50,2258,374,32767,20,-2
25,13,0,29,21,8,12,30,0,0,28,6,9,46,2343,352,32511,36,-2
12,0,0,25,12,1,9,25,0,0,18,4,12,28,2075,321,32767,307,-2
29,14,0,30,15,0,11,30,0,0,30,4,6,50,2419,391,32767,20,-2
30,20,0,30,15,3,11,30,0,0,28,0,3,50,2451,413,29696,51,-2
23,8,0,30,15,9,14,30,0,0,24,7,8,40,2304,333,32767,113,-2
20,0,0,29,12,8,9,30,0,0,21,7,12,39,2284,360,32767,46,-2
30,16,0,30,19,5,7,30,0,0,30,0,3,50,2449,460,32512,77,-2
29,0,0,29,19,0,17,30,0,0,28,4,5,50,2347,333,32512,123,-2
28,0,0,30,17,3,8,30,0,0,27,2,7,50,2399,416,32767,56,-2
28,12,0,29,15,4,11,30,0,0,30,6,8,50,2314,364,32512,56,-2
30,0,14,30,13,4,6,30,2,0,30,0,3,50,2425,462,32512,195,-2
30,8,0,30,10,7,14,30,0,0,30,0,3,50,2507,393,27904,113,-2
30,15,0,30,15,2,5,30,0,0,30,0,4,50,2424,471,32766,26,-2
28,9,0,30,15,9,9,30,6,0,30,5,7,50,2390,397,32766,456,-2
28,16,0,29,17,3,7,30,4,0,27,2,7,50,2320,404,32766,481,-2
29,6,0,30,17,3,9,30,0,0,28,4,6,50,2416,411,29440,200,-2
30,1,0,30,13,7,19,30,0,0,30,3,4,50,2400,328,32766,26,-2
28,0,14,30,17,6,10,30,1,0,27,4,7,50,2379,392,32766,41,-2
30,1,0,30,17,2,4,30,0,0,28,0,5,50,2372,466,32511,87,-2
30,5,0,30,15,9,17,30,0,0,30,3,3,50,2395,344,32767,31,-2
30,11,0,30,15,1,2,30,0,0,29,0,3,50,2399,510,32766,20,-2
29,2,0,30,15,10,16,30,2,0,30,6,6,50,2364,340,32767,72,-2
29,0,7,30,17,2,6,30,3,0,27,2,6,50,2384,430,32767,20,-2
26,15,0,30,15,7,11,30,5,0,29,5,7,45,2226,354,32510,36,-2
16,14,0,26,15,1,12,30,0,0,18,10,13,36,2138,312,18176,46,-2
5,0,14,23,12,1,11,16,0,0,14,10,15,18,1963,278,18176,82,1
30,0,7,30,13,4,12,30,0,0,30,4,4,50,2407,383,32767,67,1
28,1,14,30,13,8,12,30,3,0,28,5,7,50,2364,362,32767,31,1
30,0,0,29,19,6,10,30,3,0,30,1,4,50,2331,398,32767,20,1
15,0,21,21,17,6,6,24,1,0,16,4,9,34,1836,319,27904,41,1
29,12,0,28,15,0,5,30,0,0,30,1,4,50,2249,441,32767,51,1
28,0,7,26,15,4,13,30,0,0,26,0,4,50,2089,327,32767,31,1
30,0,14,30,12,3,4,30,0,0,30,0,2,50,2346,483,32767,56,1
28,0,7,26,17,0,5,30,0,0,25,2,5,50,2088,404,32766,317,1
30,8,0,30,19,4,12,30,0,0,30,2,3,50,2362,382,32767,77,1
29,11,0,30,15,4,12,30,0,0,26,0,6,50,2440,380,32766,31,1
28,6,0,28,19,6,17,30,0,0,30,6,5,50,2280,322,32767,374,1
30,14,0,30,17,3,11,30,0,0,30,3,3,50,2422,403,32767,159,1
30,0,7,30,15,4,5,30,1,0,30,2,5,50,2423,463,32766,123,1
29,17,0,29,15,6,12,30,0,0,29,2,5,50,2308,368,32766,72,1
30,0,21,30,21,3,8,30,0,0,30,4,4,50,2362,421,32767,67,1
22,8,0,30,15,0,8,30,0,0,22,0,6,36,2392,417,32512,128,1
30,6,0,30,15,0,4,30,0,0,30,1,3,50,2366,476,32767,563,1
30,12,0,30,12,5,6,30,0,0,30,0,2,50,2462,477,32767,353,1
26,0,14,25,17,0,4,30,2,0,22,4,7,50,1938,368,32767,159,1
30,0,7,30,19,4,19,30,1,0,30,0,2,50,2399,341,32767,174,1
28,0,7,29,12,6,16,30,0,0,30,4,7,50,2320,326,32767,26,1
30,0,7,30,19,3,5,30,0,0,30,2,5,50,2310,439,32767,26,1
30,4,0,30,12,0,4,30,0,0,30,2,4,50,2376,477,32767,148,1
28,8,0,28,19,3,6,30,0,0,29,4,7,50,2249,402,24063,20,1
30,30,0,30,17,2,6,30,0,0,30,1,2,50,2474,478,32767,266,1
29,22,0,29,11,7,13,30,0,0,30,6,5,50,2307,357,32767,195,1
28,1,14,27,17,3,10,30,5,0,30,2,5,50,2215,368,32767,507,1
28,2,0,26,17,0,1,30,0,0,30,0,3,50,2119,473,32767,128,1
24,7,0,26,15,7,11,30,0,0,21,6,9,48,2125,328,32767,553,1
30,6,0,28,17,5,8,30,0,0,30,0,3,50,2206,403,32767,92,1
30,8,0,26,13,5,7,30,0,0,30,0,1,50,2098,396,32767,26,1
30,15,0,30,12,2,4,30,0,0,30,0,2,50,2334,490,32767,87,1
30,0,28,27,10,1,6,30,1,0,29,0,2,50,2158,412,32767,128,1
30,0,0,29,15,7,18,30,0,0,30,4,3,50,2282,320,32767,384,1
29,0,0,27,8,2,8,30,2,0,30,0,3,50,2186,394,32767,169,1
29,0,0,29,15,4,3,30,0,0,26,3,5,50,2332,476,32767,220,1
30,0,7,27,10,0,0,30,0,0,30,0,0,50,2166,746,32767,123,1
30,2,0,27,15,4,16,30,0,0,30,2,1,50,2158,329,32767,72,1
30,15,0,30,12,0,3,30,0,0,30,0,2,50,2364,503,32767,92,1
30,4,0,30,10,0,7,30,0,0,30,2,4,50,2378,436,32767,36,1
30,0,14,30,17,7,14,30,0,0,30,4,4,50,2389,365,32767,435,1
30,2,7,29,17,0,11,30,0,0,30,2,2,50,2323,393,32767,31,1
28,0,0,26,12,0,4,30,2,0,29,2,4,50,2112,418,32767,36,1
30,8,0,26,10,0,3,30,0,0,30,0,1,50,2068,451,32766,241,1
30,13,0,30,15,0,3,30,4,0,30,0,3,50,2470,507,32767,26,1
30,0,14,30,17,5,14,30,0,0,30,2,2,50,2408,380,32767,51,1
30,5,0,30,15,1,13,30,2,0,30,6,5,50,2377,369,32767,97,1
26,3,0,22,19,0,13,30,2,0,30,1,3,50,1841,289,32767,20,1
30,0,14,29,15,5,16,30,0,0,30,0,2,50,2276,342,32767,20,1
9,0,14,15,15,5,15,8,0,0,12,2,7,26,1363,196,25087,36,1
28,24,0,25,15,3,9,30,0,0,30,4,4,50,2079,362,32767,394,1
30,0,7,29,19,2,7,30,0,0,30,2,4,50,2327,422,32767,128,1
30,6,0,30,15,0,3,30,0,0,30,0,3,50,2448,514,32767,20,1
28,2,0,27,15,6,13,30,2,0,30,4,5,50,2189,338,32767,184,1
27,6,0,27,15,4,8,30,0,0,26,2,7,50,2216,382,32767,31,1
26,0,14,26,17,5,14,30,2,0,25,3,9,50,2132,309,32766,26,1
30,0,7,30,12,6,8,30,0,0,28,4,5,50,2431,427,32767,440,1
28,10,0,27,17,3,15,30,5,0,30,2,4,50,1941,294,32767,164,1
29,23,0,30,19,3,12,30,0,0,30,2,6,50,2357,369,32767,41,1
30,12,0,30,17,9,29,30,0,0,30,0,3,50,2361,270,32767,51,1
29,0,0,29,15,7,18,30,0,0,30,5,5,50,2331,326,32767,113,1
27,9,0,24,17,3,6,30,0,0,30,2,4,50,2012,382,32767,102,1
30,0,7,30,17,2,2,30,0,0,30,0,4,50,2405,519,32767,67,1
30,0,14,29,10,2,8,30,0,0,27,0,4,50,2329,414,32512,143,1
29,9,0,29,17,3,13,30,0,0,30,4,5,50,2330,363,32767,36,1
28,16,0,25,19,4,7,30,0,0,30,2,4,50,2057,374,32767,169,1
29,0,21,28,15,2,6,30,4,0,30,0,4,50,2259,429,32767,41,1
28,12,0,28,15,9,30,30,0,0,30,2,5,50,2267,249,32767,20,1
30,3,0,29,12,5,7,30,4,0,30,2,3,50,2335,433,32767,174,1
24,1,0,25,21,0,5,30,0,0,19,2,8,48,2100,391,32767,148,1
30,4,0,30,17,5,17,30,0,0,30,4,4,50,2404,348,32767,466,1
30,8,0,30,19,1,3,30,0,0,30,0,2,50,2501,530,32767,61,1
30,0,7,29,19,7,13,30,0,0,30,5,4,50,2325,364,32767,189,1
30,9,0,30,19,4,6,30,0,0,30,2,5,50,2371,441,32767,56,1
30,2,0,30,15,6,17,30,0,0,30,0,1,50,2335,351,32767,46,1
29,2,0,30,10,4,8,30,0,0,28,4,6,50,2384,412,32767,102,1
30,0,14,30,11,2,5,30,0,0,30,1,1,50,2152,431,32767,466,1
16,0,14,24,19,3,11,29,2,0,22,6,11,34,2008,303,20735,72,1
4,11,0,18,17,14,14,12,0,0,17,12,14,20,1655,222,15360,31,2
28,0,14,24,13,0,0,30,0,0,21,2,3,50,1954,471,7423,20,2
27,0,0,23,19,0,0,30,0,0,27,2,3,50,1933,441,7423,31,2
26,6,0,22,23,3,5,30,0,0,30,2,4,50,1837,357,32767,51,2
30,4,0,28,17,2,4,30,0,0,30,1,2,50,2263,465,32767,573,2
28,5,0,25,15,4,11,30,2,0,30,1,3,50,2032,338,32767,589,2
28,0,30,23,15,2,2,30,0,0,30,0,2,50,1923,419,32767,51,2
26,0,0,19,15,0,6,30,1,0,27,0,2,50,1662,320,32767,594,2
27,0,21,21,12,3,2,30,1,0,30,0,1,50,1800,406,32767,645,2
28,0,21,25,10,3,9,30,0,0,30,1,2,50,2051,361,32767,46,2
28,0,7,25,10,8,17,30,3,0,30,4,2,50,1965,288,32767,87,2
29,0,7,27,12,2,6,30,1,0,30,2,3,50,2200,424,32767,650,2
28,0,14,23,17,1,4,30,3,0,30,0,1,50,1914,396,32767,410,2
29,0,21,25,15,3,9,30,1,0,30,0,1,50,2010,360,32767,486,2
28,1,0,25,15,5,7,30,2,0,29,2,4,50,2034,377,32767,26,2
28,0,21,23,15,1,4,30,2,0,30,0,2,50,1889,389,32767,404,2
28,0,0,24,13,3,6,30,4,0,30,2,2,50,1981,377,32767,568,2
30,0,14,26,15,1,2,30,0,0,30,0,1,50,2070,460,32767,61,2
28,9,0,28,17,8,8,30,0,0,28,5,6,50,2247,388,32767,384,2
28,0,0,24,17,4,6,30,4,0,30,0,1,50,1940,386,32767,164,2
28,0,7,26,15,2,5,30,0,0,25,1,3,50,2100,416,32767,154,2
27,0,0,22,15,2,2,30,0,0,30,0,2,50,1841,409,32767,118,2
28,7,0,24,10,2,6,30,3,0,30,0,2,50,1954,382,32767,425,2
28,14,0,23,17,3,7,30,0,0,30,0,1,50,1907,368,32767,36,2
28,0,14,23,15,4,8,30,1,0,30,0,0,50,1867,350,32767,486,2
28,0,21,24,19,3,8,30,0,0,30,3,3,50,1959,358,32767,20,2
30,0,21,25,11,3,2,30,1,0,30,0,0,50,2037,462,32767,143,2
29,11,0,26,15,5,10,30,0,0,30,1,2,50,2109,363,32767,620,2
28,0,7,23,15,1,0,0,1,0,30,0,0,50,1891,482,32767,154,2
29,0,0,25,15,3,3,30,0,0,30,0,1,50,1897,406,32767,410,2
30,0,0,26,17,2,4,30,3,0,30,0,1,50,2103,433,32767,31,2
28,0,0,27,19,3,13,30,0,0,30,4,5,50,2191,342,32767,56,2
29,0,7,25,15,2,2,30,1,0,30,0,1,50,2030,451,32767,56,2
29,0,0,26,21,7,19,30,0,0,30,4,2,50,2082,291,32767,563,2
30,1,7,29,15,5,7,30,0,0,30,0,1,50,2307,441,32767,31,2
28,0,28,23,12,3,5,30,0,0,30,0,2,50,1782,353,32767,328,2
29,0,7,25,11,0,1,30,2,0,30,0,1,50,1949,447,32767,276,2
27,7,0,21,15,0,0,30,0,0,30,0,1,50,1693,429,32767,77,2
30,0,14,28,15,5,7,30,1,0,30,1,3,50,2113,395,32767,282,2
28,0,0,25,12,4,7,30,0,0,30,1,2,50,2053,387,32767,36,2
28,0,0,23,13,0,0,30,3,0,30,0,1,50,1917,480,32767,604,2
28,19,0,26,12,3,8,30,0,0,30,2,3,50,2084,371,32767,481,2
27,6,0,22,17,0,1,30,0,0,30,1,2,50,1829,409,32767,87,2
28,0,14,24,13,6,5,30,1,0,30,2,3,50,1955,380,32767,256,2
28,0,14,25,19,0,2,30,2,0,30,0,2,50,2042,448,32767,56,2
29,0,14,27,12,0,4,30,0,0,30,2,3,50,2185,436,32767,143,2
28,15,0,26,17,4,9,30,0,0,30,2,4,50,2091,362,32767,579,2
28,6,0,23,10,2,13,30,7,0,30,0,2,50,1917,307,32767,645,2
28,17,0,30,15,6,22,30,0,0,30,3,7,50,2387,303,32767,102,2
28,0,0,22,19,3,5,30,0,0,30,0,1,50,1850,374,32767,113,2
28,0,30,25,12,5,9,30,1,0,30,2,3,50,2076,366,32767,410,2
30,0,7,27,15,0,2,30,0,0,30,0,1,50,2141,484,32767,143,2
30,0,0,27,12,1,7,30,2,0,30,0,2,50,2140,405,32767,26,2
30,0,0,28,13,6,6,30,0,0,30,1,2,50,2145,413,32767,384,2
29,0,21,26,19,2,3,30,1,0,30,0,2,50,2070,438,32767,625,2
29,0,21,25,15,1,8,0,0,0,30,0,1,50,1822,341,32767,451,2
14,0,14,19,15,16,3,19,0,0,17,3,7,33,1677,328,9215,67,2
18,2,0,20,13,0,0,24,0,0,14,4,6,38,1708,371,8191,41,2
26,6,0,23,15,1,0,30,0,0,21,2,4,50,1913,466,7167,67,2
2,0,14,18,17,0,5,9,0,0,13,10,15,16,1670,270,13312,36,2
4,4,0,23,19,0,15,14,3,0,17,10,15,16,1985,253,19968,36,2
29,0,0,29,15,8,12,30,0,0,27,0,5,50,2345,370,32767,46,2
14,3,0,25,17,0,7,23,0,0,21,8,10,28,1856,316,16127,230,2
10,1,21,21,12,1,11,25,0,0,14,8,15,29,1858,264,17664,41,2
22,0,7,21,12,3,0,29,0,0,17,3,5,43,1766,391,8191,31,2
28,2,0,24,17,0,0,30,0,0,30,0,1,50,1963,491,32767,41,2
30,1,0,26,19,1,9,30,0,0,30,0,1,50,2133,386,32767,133,2
30,0,0,26,17,2,0,30,0,0,30,0,1,50,2088,518,32767,517,2
26,3,0,21,15,4,4,30,0,0,30,0,2,50,1770,370,32767,31,2
28,0,7,25,12,4,8,30,0,0,30,2,3,50,2023,367,32767,20,2
26,2,7,20,11,1,5,30,2,0,21,0,3,50,1704,337,32767,31,2
30,0,0,26,15,1,4,30,0,0,30,1,1,50,1840,383,32767,568,2
28,0,14,25,17,4,10,30,0,0,30,1,2,50,2006,346,32767,102,2
28,1,0,24,15,2,8,30,2,0,30,1,1,50,1949,365,32767,138,2
29,2,0,27,12,8,13,30,4,0,30,4,3,50,2206,348,32767,532,2
30,0,0,29,17,4,12,30,1,0,30,3,2,50,2040,332,32767,358,2
28,0,28,24,15,1,6,30,0,0,30,0,1,50,1988,394,32767,51,2
28,0,21,26,17,1,6,30,0,0,24,1,3,50,2077,401,32767,20,2
30,0,0,28,15,2,9,30,2,0,30,2,2,50,1955,344,32767,317,2
28,0,21,25,19,1,3,30,0,0,30,2,3,50,2053,427,32767,476,2
26,1,0,19,17,2,5,30,0,0,26,0,2,50,1637,331,32767,51,2
28,0,21,23,12,5,16,30,0,0,30,0,2,50,1891,286,32767,46,2
29,0,14,26,9,3,11,30,0,0,30,2,2,50,2131,363,32767,430,2
28,0,7,25,19,1,7,30,0,0,30,2,2,50,2032,382,32767,36,2
30,0,0,27,13,5,2,30,0,0,30,0,2,50,2177,475,32767,655,2
28,9,0,26,12,1,7,30,3,0,26,2,3,50,2096,389,32767,195,2
28,0,14,24,17,0,5,30,3,0,30,0,1,50,1991,400,32767,46,2
29,0,14,25,17,2,0,30,1,0,30,0,1,50,1999,553,32767,82,2
28,0,7,21,12,0,0,30,0,0,30,0,0,50,1796,439,32767,36,2
28,0,21,23,13,0,4,30,0,0,30,0,1,50,1917,400,32767,604,2
28,0,14,24,8,0,6,30,1,0,30,2,3,50,1978,378,32767,159,2
29,0,14,25,12,2,8,30,0,0,30,0,1,50,1916,355,32767,282,2
29,0,0,27,17,2,9,30,0,0,30,2,3,50,2153,376,32767,26,2
28,0,0,23,19,1,3,30,0,0,30,0,0,50,1909,414,32767,614,2
30,0,28,25,8,0,6,30,0,0,30,0,0,50,1948,392,32767,169,2
30,0,0,30,12,1,10,30,1,0,30,1,1,50,2010,351,32767,87,2
30,10,0,26,10,3,3,30,0,0,30,0,1,50,1909,419,32767,389,2
28,0,0,24,15,5,11,30,1,0,30,2,1,50,1992,342,32767,92,2
28,0,14,25,19,6,8,30,0,0,30,1,2,50,2032,374,32767,20,2
29,0,7,25,12,4,10,30,0,0,30,1,1,50,1997,352,32767,353,2
28,1,0,23,15,0,0,30,3,0,30,0,1,50,1906,491,32767,241,2
27,0,14,22,12,0,1,30,2,0,30,1,2,50,1817,415,32767,31,2
30,30,0,30,15,6,12,30,0,0,30,1,2,50,2113,351,32767,72,2
28,0,21,24,23,4,9,30,2,0,30,2,2,50,1970,351,32767,72,2
28,0,0,25,12,1,2,30,0,0,30,0,2,50,1817,398,32767,154,2
28,0,0,25,12,6,10,30,1,0,30,4,4,50,2057,352,32767,543,2
28,0,0,25,17,0,1,30,0,0,30,1,2,50,1928,444,32767,292,2
30,0,7,30,17,3,6,30,1,0,30,0,3,50,2010,382,32767,51,2
28,9,0,23,19,4,4,30,0,0,29,0,1,50,1887,395,32767,486,2
29,2,0,26,17,4,13,30,4,0,30,3,2,50,1983,319,32767,635,2
30,26,0,27,17,1,2,30,0,0,30,0,2,50,2143,465,32767,72,2
28,3,0,24,15,1,5,30,0,0,30,1,3,50,1990,398,32767,31,2
28,3,0,23,15,1,2,30,0,0,30,0,1,50,1881,411,32767,46,2
30,0,21,28,15,2,4,30,0,0,30,2,3,50,1924,390,32767,128,2
28,0,0,24,15,4,11,30,0,0,30,2,2,50,1952,332,32767,210,2
28,0,7,25,12,0,1,30,4,0,30,0,2,50,2043,468,32767,46,2
28,1,0,25,15,5,5,30,0,0,30,2,3,50,2060,402,32767,174,2
28,0,0,22,17,0,0,30,2,0,30,0,1,50,1849,480,32767,61,2
29,0,0,25,17,0,0,30,4,0,30,0,1,50,2052,541,32767,67,2
27,3,0,21,17,4,9,30,0,0,29,0,1,50,1784,322,32767,195,2
4,0,0,20,17,0,5,11,0,0,11,9,13,18,1677,281,12799,26,2
26,0,21,22,21,4,8,30,1,0,30,3,3,50,1868,333,32767,36,2
27,0,14,23,12,0,8,30,0,0,30,2,3,50,1884,340,32767,502,2
28,0,21,23,10,0,2,30,0,0,30,0,1,50,1848,403,32767,51,2
26,0,28,19,17,0,0,30,0,0,30,0,1,50,1623,395,32767,41,2
30,5,0,30,12,2,5,30,0,0,30,0,0,50,1782,367,32767,548,2
28,0,0,24,17,4,3,30,0,0,30,0,1,50,1969,420,32767,573,2
28,0,30,25,15,1,6,30,1,0,30,2,3,50,2010,385,32767,97,2
27,3,0,23,17,4,10,30,2,0,27,0,3,50,1882,320,32767,82,2
30,0,14,27,17,0,5,30,0,0,30,0,1,50,1987,410,32767,292,2
28,0,0,23,17,1,1,30,2,0,30,0,1,50,1882,431,32767,415,2
28,0,14,22,17,1,5,30,1,0,30,0,0,50,1822,376,32767,358,2
28,0,14,23,13,2,2,30,0,0,28,0,2,50,1884,412,32767,56,2
0,0,21,22,15,0,2,0,0,0,13,0,2,0,1864,411,32767,189,2
28,3,0,23,15,0,0,30,0,0,30,0,0,50,1879,531,32767,220,2
30,0,28,26,8,1,5,30,0,0,30,0,1,50,1876,379,32767,579,2
27,0,14,22,11,3,3,30,1,0,30,1,2,50,1848,387,32767,72,2
29,0,14,25,17,5,10,30,1,0,30,0,1,50,1867,326,32767,497,2
0,0,0,23,19,2,7,0,3,0,20,0,1,0,1923,365,32767,87,2
30,0,28,27,15,4,12,30,0,0,30,0,0,50,1938,326,32767,200,2
27,0,14,20,15,0,0,0,3,0,30,0,0,50,1727,506,32767,143,2
30,0,14,27,15,6,7,30,0,0,30,0,1,50,2127,401,32767,72,2
28,2,7,24,12,6,19,30,0,0,30,2,2,50,1971,278,32767,164,2
26,0,0,21,17,5,7,30,1,0,30,2,2,50,1746,327,32767,558,2
28,0,14,23,15,2,8,30,1,0,30,0,1,50,1904,356,32767,241,2
27,0,7,23,12,7,15,30,3,0,30,2,3,50,1917,289,32767,486,2
28,0,21,25,19,1,5,30,0,0,30,1,2,50,2002,400,32767,251,2
28,0,14,24,12,0,0,30,0,0,30,0,1,50,1983,504,32767,143,2
28,0,0,24,17,5,5,30,3,0,30,0,2,50,1786,352,32767,333,2
27,0,14,21,17,0,3,30,0,0,30,0,1,50,1785,392,32767,20,2
28,0,7,25,15,7,14,30,0,0,30,4,4,50,2049,314,32767,41,2
28,2,7,23,17,0,5,30,3,0,30,0,1,50,1914,387,32767,404,2
26,0,0,23,19,1,6,30,3,0,30,2,4,50,1889,356,32767,522,2
28,0,30,22,12,0,7,30,1,0,30,0,1,50,1840,348,32767,46,2
28,0,7,24,15,12,13,30,2,0,30,1,2,50,1948,311,32767,108,2
26,0,7,20,17,0,0,30,0,0,30,0,1,50,1721,418,32767,445,2
29,0,28,25,19,0,0,30,0,0,30,0,1,50,2035,495,32767,82,2
