@relation body

@attribute volume real
@attribute speed real
@attribute armopen real
@attribute headfb real
@attribute headud real
@attribute trunkangle real
@attribute freq real
@attribute deltay real
@attribute deltaz real
@attribute valence {-2,-1,0,1,2}

@data
,,,,,,,,,
1.272573505,0.052331863,0.352856019,0.283110701,0.606090152,1.09984082,0,-0.051318927,-1.851272645,0
2.008998347,0.048481177,0.609747857,0.434271223,0.435094837,1.421616506,0,-0.083135539,-1.24254902,0
2.007819999,0.046422682,0.618071879,0.553150103,0.348599437,1.38162933,0,-0.217778261,-0.3175,0
1.530430237,0.048071093,0.475662399,0.464776151,0.537943057,1.375112622,0,-0.004723611,0.225555556,0
1.681708791,0.057600873,0.663338625,0.402163222,0.398302961,1.359195767,0,-1.262583824,-2.167303922,0
1.81154478,0.057732389,0.51579583,0.244810538,0.74243082,1.053935736,0,0.355952121,0.29,0
1.582729593,0.038016718,0.709153469,0.35153174,0.455097571,0.933122391,0,0.006395858,-0.11875,1
1.37795132,0.042048371,0.711361751,0.310669798,0.460853445,0.938896021,0,0.444672222,2.823777778,1
1.802802518,0.026786896,0.737434876,0.437629506,0.345036269,0.89549242,0,0.160733417,0.966133333,1
1.409241973,0.029218775,0.956760533,0.40351265,0.156730443,0.797233057,0,1.112269599,-1.117762346,1
1.821257835,0.032964837,0.857572897,0.236972106,0.517236833,0.781022648,0,0.271822135,1.412734375,1
1.363231269,0.0266614,0.522102043,0.263019676,0.530498823,0.809847956,0,0.197455347,0.151388889,1
1.092079052,0.019642326,0.445056498,0.214536547,0.531381059,0.790287821,0,0.116099819,0.330960145,1
1.184249249,0.033324484,0.47492636,0.235558128,0.513935473,0.79282158,0,-0.293544243,0.891326754,1
,,,,,,,,,
2.047552642,0.036416868,0.790451099,0.248077993,0.52200035,0.881033516,0,0.230295687,0.218157895,0
1.348018326,0.033289643,0.617854073,0.306218217,0.426175813,1.052677473,0,-0.022990217,-0.369710145,0
1.751000407,0.032056013,0.827426474,0.335111363,0.394832481,0.969301675,0,0.242956322,0.284841954,0
2.225778481,0.036844696,0.961727621,0.466994314,0.257103882,0.969286044,0,0.063157692,1.225480769,0
0.857631815,0.041902084,0.548198251,0.281482855,0.126280708,0.97988021,0,0.1025,0.367876603,0
1.09647847,0.063272719,0.551740057,0.267566012,0.327071803,0.942985247,0.059248726,0.139942965,-0.434836401,0
1.095229425,0.076337616,0.620808664,-0.001987068,0.23303605,0.945990677,0,-0.100062249,-0.174238506,0
1.596915732,0.037593712,0.882645724,-0.015474303,0.139770364,0.961223259,0.028887541,0.020137789,-0.125256803,0
,,,,,,,,,
3.250154632,0.016867377,1.323754368,0.126373345,0.444393775,0.973043458,0.078746358,-0.032753866,0.427684708,0
1.387380871,0.029053367,0.723754803,0.004613259,0.218971102,0.838919596,0.050395606,0.141577378,0.284954188,0
1.763586055,0.016858348,0.738961258,-0.015720596,0.207267727,0.823870344,0.098193244,-0.008405725,-0.114898374,0
2.919176359,0.018364052,0.750948992,0.192732978,0.432385647,0.843483264,0.082569565,-0.023993487,-0.003508142,0
3.812922121,0.013795921,1.622257495,-0.018834093,0.533631561,0.896601951,0.109206072,-0.011388414,0.334703947,0
3.164906791,0.012248186,1.540572315,0.07307348,0.455804857,0.908878671,0.108790252,-0.031435913,0.059880952,0
3.362118726,0.012957149,1.444723197,0.259699273,0.531847652,0.829318783,0.106643916,-0.094984624,-0.148820423,0
,,,,,,,,,
2.549940887,0.01861769,0.890288785,-0.059852481,0.675406584,0.971005804,0.073937153,-0.106815315,-0.537837838,0
1.8549201,0.056023766,0.678727193,0.054733898,0.543567857,1.021381227,0,-0.101967659,1.287821429,0
2.267955605,0.04729716,0.732694668,-0.070830194,0.66569488,0.900940687,0,-0.146958056,0.486111111,0
1.441826556,0.027411019,0.492707433,-0.043919805,0.540830869,0.856508078,0.078678206,-0.053298939,0.541143939,0
,,,,,,,,,
2.456375607,0.046940406,0.814147153,0.393048395,0.50660075,1.522941437,0,0.087747573,-0.05127193,0
1.574714365,0.050266121,0.858549525,0.319376056,0.196238136,1.459981923,0,-0.178152015,0.473227459,0
2.171827859,0.044750749,0.831534696,0.003691257,-0.038866912,1.620412169,0,0.714532609,0.065561594,0
,,,,,,,,,
4.02773402,0.053401041,0.958055209,-0.354017809,0.68621876,1.284031429,0,0.101711742,-1.387973485,1
3.161066566,0.022724563,0.815655967,-0.169767983,0.59464808,1.307356622,0,-0.17870947,-1.602272727,1
3.077976977,0.032429113,1.001596048,0.310574773,0.551626919,1.098409903,0,-0.607700595,0.295178571,1
1.839251599,0.020621402,0.809233861,0.578661713,0.287896136,1.126796712,0.101812258,0.215180856,-0.171006006,1
3.687126558,0.020893518,1.208465684,0.453551625,0.878775354,1.120597565,0.09354537,-0.050392486,-1.015587432,1
2.967464924,0.029569759,0.9530025,0.338040072,0.435190944,1.121859749,0,-0.067018924,0.439861111,1
1.947871448,0.039573274,0.875441707,0.328938598,0.378737519,1.108978651,0,0.00396784,0.152305825,1
2.645168594,0.028091864,0.640270713,-0.211214639,0.655528843,1.177279375,0.106643916,-0.086014645,0.116041667,1
3.418301246,0.032287578,1.132428312,0.442421355,0.413645083,1.070214079,0,0.391544111,-1.188083333,1
2.64083182,0.029743381,0.64421328,0.678662275,0.768125178,1.108338115,0.076852136,0.156354367,-0.35996,1
,,,,,,,,,
1.577576112,0.024435934,0.722850385,0.241648801,0.47402937,1.39686756,0,0.032276042,-0.234511218,0
1.027120837,0.026114878,0.628260242,0.335544483,0.31121669,1.381731008,0,0.127365306,0.456751701,0
1.717914521,0.032752851,0.662329937,0.351250202,0.260123889,1.372657319,0,-0.617679167,-1.93525,0
1.644247551,0.064612997,0.692079545,0.343738198,0.440278966,1.293768439,0,0.166594073,-0.164706573,0
1.317879819,0.052966233,0.615141927,0.391138339,0.218161612,1.263012411,0,-0.266820238,0.122857143,0
1.379419341,0.018212439,0.518624187,0.340355273,0.256505362,1.363081186,0.086542622,0.154942222,-0.048347222,0
1.540888538,0.022532929,0.567982584,0.343004125,0.286153164,1.257158653,0.103252452,-0.104316857,0.075384323,0
,,,,,,,,,
0.803271926,0.029133557,0.544696449,0.366655398,0.047989225,1.367631059,0,-0.493369886,0.44282197,0
0.760850908,0.07325091,0.594009576,0.104098206,0.068441475,1.437171892,0,-0.025717045,-2.063863636,0
1.045631649,0.060092473,0.612229835,0.320913575,0.244505827,1.47613944,0,-0.94807045,0.682483974,0
0.756820868,0.029265386,0.59117299,0.280678092,0.29535002,1.470994517,0,-0.062665,-0.293869048,0
0.87940915,0.02707064,0.704253291,0.304212256,0.260314549,1.460388008,0,-0.553371875,0.290677083,0
1.015870795,0.027177791,0.602190793,0.290575566,0.305952127,1.450618882,0,0.041752178,-0.768570076,0
1.595201517,0.030935902,0.792225505,0.26210414,0.350395198,1.461298124,0,0.454314352,-1.062268519,0
1.373833645,0.027692244,0.575848486,0.325845827,0.294884916,1.466391584,0,0.086471154,-0.416570513,0
1.803597387,0.022897277,0.778026797,0.274313837,0.271033833,1.458696118,0.06975933,-0.073168693,0.772057471,0
1.338478973,0.018619151,0.670926558,0.323799231,0.253312345,1.461107586,0,0.34822223,0.093412162,0
1.511346167,0.021136563,0.701360676,0.264682246,0.298757988,1.45061395,0.067499156,0.052531005,0.040089564,0
,,,,,,,,,
1.95087582,0.02561619,0.74912616,0.069041904,0.607287945,1.248421853,0.050090162,-0.222927457,0.527881944,1
2.055810077,0.023929443,0.661016771,0.082767913,0.644119029,1.212390873,0,-0.229059958,0.7575,1
1.312331587,0.036377142,0.668901108,0.197796065,0.875766944,1.280075527,0,0.60184025,0.221716667,1
3.084175689,0.028183476,1.17370546,0.264649621,0.637291893,1.31519886,0,0.19042178,0.02907197,1
1.539784084,0.030400513,0.581404357,0.170684464,0.375713034,1.837313771,0,-0.027206061,2.306931818,1
2.48082215,0.019855304,0.83362341,0.158283684,0.608336792,1.270432219,0.061927174,0.327398077,0.017350427,1
2.554843905,0.021614858,0.756519587,0.268640886,0.702951499,1.240044797,0,0.416826603,-0.445096154,1
2.204875173,0.022096228,0.71010818,0.30815051,0.552079238,1.24440755,0,0.24112625,1.007333333,1
1.206275941,0.046096037,0.454263935,0.234623178,0.758165788,1.215803147,0.015229509,-0.067380049,0.177046807,1
,,,,,,,,,
1.358934306,0.034724874,0.65434873,0.269457691,0.406255347,1.140369443,0,-0.186667401,0.020601326,0
1.092726121,0.038205085,0.438978412,0.008293477,0.331200342,1.750086192,0,-0.607897768,1.411458333,0
3.57518227,0.035659775,0.823340676,0.406948133,0.476449441,1.242347307,0,0.241967647,0.232156863,0
1.206927328,0.030155245,0.460486956,0.23164529,0.381621542,1.187221448,0,-0.236391532,0.211034946,0
1.016593306,0.02995713,0.623662472,0.178191189,0.293942271,1.166883367,0,-0.172685625,-0.298216146,0
0.640208036,0.030589721,0.26325484,0.34535705,0.323667692,1.231085054,0,-0.705525417,3.07975,0
1.385298884,0.047210223,0.70597517,0.117373595,0.407467651,1.245213262,0,1.180201493,-1.435208333,0
1.212716628,0.023854819,0.595760114,0.276083103,0.285005862,1.208852533,0,-0.318108762,-0.134416667,0
0.834476605,0.025060101,0.598153739,0.105463846,0.364456696,1.105086492,0,-0.523815563,0.563926282,0
1.217199087,0.027070906,0.539609626,0.336825452,0.372669657,1.217976412,0,-0.915816625,2.494583333,0
,,,,,,,,,
2.081058338,0.011246643,0.959263307,0.313954516,0.262892606,1.222319069,0.107526882,-0.210111417,0.244684524,1
1.291983013,0.030007213,0.722894755,0.458952175,0.139206039,1.480573647,0,0.065218561,-0.213333333,1
1.786947795,0.028162001,0.868905978,0.36327799,0.376037071,1.443312856,0,-0.683736759,1.571898148,1
,,,,,,,,,
2.282885861,0.021292948,1.036867757,0.323295073,0.357264546,1.191477684,0.081699346,-0.342681447,1.180935535,0
2.280561196,0.031567057,0.925465113,0.274642574,0.356385335,1.488184331,0,-0.510989844,-0.067473958,0
2.085590252,0.026178491,0.980856422,0.527996985,0.278859457,1.47359598,0,-1.680233333,-2.867424242,0
2.623311843,0.059742538,0.994477224,0.159174601,0.916317438,1.41973753,0,0.293674293,-1.104002525,0
3.499402841,0.056501617,1.057233951,0.274121777,0.921611841,1.365554068,0,-6.837394167,-0.75325,0
1.627234977,0.042324493,0.903207891,0.279074171,0.810619614,1.4174136,0,-0.119379487,-0.632596154,0
1.298646164,0.039571506,0.866885061,-0.0158063,0.853485749,0.980586435,0,0.234475341,0.224937107,0
