@relation valence

@attribute Zcr numeric
@attribute Energy numeric
@attribute EnergyEntropy numeric
@attribute SpectralCentroid numeric
@attribute SpectralCentroidSpread numeric
@attribute SpectralEntropy numeric
@attribute SpectralFlux numeric
@attribute SpectralRollOff numeric
@attribute MFCC1 numeric
@attribute MFCC2 numeric
@attribute MFCC3 numeric
@attribute MFCC4 numeric
@attribute MFCC5 numeric
@attribute MFCC6 numeric
@attribute MFCC7 numeric
@attribute MFCC8 numeric
@attribute MFCC9 numeric
@attribute MFCC10 numeric
@attribute MFCC11 numeric
@attribute MFCC12 numeric
@attribute MFCC13 numeric
@attribute HarmonicRatio numeric
@attribute F0 numeric
@attribute ChromaVector1 numeric
@attribute ChromaVector2 numeric
@attribute ChromaVector3 numeric
@attribute ChromaVector4 numeric
@attribute ChromaVector5 numeric
@attribute ChromaVector6 numeric
@attribute ChromaVector7 numeric
@attribute ChromaVector8 numeric
@attribute ChromaVector9 numeric
@attribute ChromaVector10 numeric
@attribute ChromaVector11 numeric
@attribute ChromaVector12 numeric
@attribute LPC1 numeric
@attribute LPC2 numeric
@attribute LPC3 numeric
@attribute LPC4 numeric
@attribute LPC5 numeric
@attribute LPC6 numeric
@attribute LPC7 numeric
@attribute LPC8 numeric
@attribute LPC9 numeric
@attribute valence {-2,-1,0,1,2}

@data
33,1,2,53,87,5,199,5,-39,6,1,1,0,0,1,0,0,-1,0,0,0,1,104,2,0,9,2,1,3,2,0,0,0,15,0,-187,75,-11,43,-14,-14,14,10,-24,-1
38,1,2,56,89,4,233,5,-39,6,1,0,0,0,0,0,0,0,0,0,0,1,110,8,1,10,2,1,2,4,0,1,0,9,1,-185,76,-21,45,-6,-18,19,8,-25,-1
31,1,2,57,96,3,191,4,-39,5,1,1,0,0,1,0,0,-1,0,0,0,1,113,3,0,11,2,1,2,5,0,0,0,12,1,-175,69,-27,39,-1,-12,15,10,-28,-1
37,1,3,61,102,15,223,5,-39,5,1,1,0,1,1,0,0,-1,0,0,0,1,96,2,0,10,4,3,3,5,0,0,1,11,2,-185,81,-23,51,-21,-16,19,8,-19,-1
31,1,3,52,87,4,201,4,-39,5,1,1,0,0,0,0,0,-1,0,0,0,1,112,6,0,13,2,2,2,4,0,1,1,8,1,-186,83,-14,26,-9,-7,15,10,-24,-1
45,2,3,62,89,18,233,6,-38,6,1,0,0,1,1,0,0,-1,0,0,0,1,123,6,1,9,5,3,2,4,0,1,1,9,1,-197,87,0,31,-16,-11,8,9,-23,-1
38,2,2,59,95,9,250,5,-38,6,1,0,0,0,1,0,0,-1,0,0,0,1,130,5,1,10,4,2,1,3,0,2,1,9,1,-186,71,0,34,-15,-10,11,13,-25,-1
36,2,2,56,87,9,211,5,-38,6,1,0,0,1,1,0,0,-1,0,0,0,1,120,1,1,8,4,2,3,3,0,0,1,17,1,-192,83,-7,36,-14,-13,12,6,-20,-1
32,2,3,55,91,2,181,5,-39,6,1,1,0,1,0,0,0,-1,0,0,0,1,124,4,1,10,1,2,3,2,0,1,1,12,0,-180,65,-6,34,-11,-6,12,9,-25,-1
41,2,2,61,98,12,215,5,-39,6,1,1,0,0,1,0,0,-1,0,0,0,1,105,3,0,8,4,1,2,5,0,0,1,13,1,-177,59,-4,37,-11,-8,8,10,-20,-1
39,2,2,55,82,9,186,6,-38,6,1,0,0,0,0,0,0,-1,0,0,0,1,106,1,0,7,3,2,5,3,0,0,0,17,1,-193,83,-3,28,-9,-8,11,3,-20,-1
40,2,3,59,93,22,206,5,-39,5,1,0,0,1,1,0,0,-1,0,0,0,1,112,5,1,13,1,4,2,2,0,1,0,5,0,-181,67,-3,40,-15,-15,10,7,-17,-1
43,1,2,60,88,13,253,6,-38,6,1,0,0,0,1,0,0,-1,0,0,0,1,118,3,1,6,5,3,3,3,0,1,1,13,1,-194,85,-10,45,-21,-12,14,9,-24,-1
28,1,2,50,96,3,285,4,-40,5,1,1,1,1,1,0,0,-1,0,0,0,1,111,1,0,16,3,1,1,3,0,0,1,6,1,-180,73,-15,40,-19,-8,6,16,-27,-1
41,2,3,58,82,7,242,6,-38,6,1,0,0,0,0,0,0,0,0,0,0,1,115,12,1,9,1,2,2,5,0,2,1,7,1,-203,104,-13,17,-8,3,18,-2,-24,-1
43,2,3,62,95,14,215,6,-38,6,1,0,0,1,1,0,0,0,0,0,0,1,107,2,0,11,4,2,4,2,0,0,1,14,1,-180,58,4,38,-13,-10,7,7,-18,-1
47,2,3,65,92,19,261,6,-38,6,1,0,0,1,1,0,0,-1,0,0,0,1,120,6,2,9,2,4,2,2,0,1,1,9,1,-204,107,-11,31,-25,-4,15,12,-24,-1
39,1,2,60,96,14,294,5,-39,6,1,0,0,0,1,0,0,0,0,0,0,1,112,6,0,12,1,4,2,5,0,1,1,7,3,-189,84,-19,45,-19,-11,17,12,-28,-1
35,1,2,55,90,7,220,5,-39,6,1,0,0,0,1,0,0,0,0,0,0,1,111,3,0,10,3,2,2,4,0,0,0,11,4,-193,90,-18,43,-20,-11,13,13,-29,-1
34,1,2,52,88,8,254,5,-39,5,1,1,0,0,0,0,0,0,0,0,0,1,113,4,0,12,2,2,2,5,0,0,1,8,1,-194,93,-16,36,-17,-12,14,9,-25,-1
37,1,2,59,94,11,216,5,-39,5,1,1,0,0,1,0,0,-1,0,0,0,1,108,3,0,11,2,2,3,3,0,0,1,11,1,-198,113,-40,38,-19,-5,18,14,-31,-1
34,1,3,53,87,6,215,4,-39,5,1,1,0,1,1,0,0,-1,0,0,0,1,109,2,0,10,3,2,3,2,0,0,1,13,1,-197,96,-17,43,-22,-12,10,15,-27,-1
34,0,3,64,112,11,283,5,-40,5,1,1,0,0,1,0,0,-1,0,0,0,1,114,4,0,13,2,3,2,5,0,0,1,7,1,-173,72,-33,51,-14,-10,10,16,-30,-1
37,1,3,60,98,8,261,5,-39,5,1,0,0,0,0,0,0,-1,0,0,0,1,110,6,0,12,2,3,1,5,0,1,1,9,2,-186,87,-32,50,-15,-15,19,13,-34,-1
33,1,2,55,94,4,277,4,-39,5,1,1,0,1,1,0,0,-1,0,0,0,1,112,2,0,12,3,2,3,3,0,0,1,10,1,-195,100,-30,49,-28,-5,13,17,-32,-1
38,2,3,63,102,6,246,5,-39,5,1,0,0,0,0,0,0,0,0,0,0,1,111,5,2,10,1,2,2,4,0,1,1,10,1,-185,81,-24,46,-16,-9,11,15,-30,-1
40,1,3,65,106,17,233,6,-39,5,1,0,0,1,1,0,0,-1,0,0,0,1,116,2,1,12,5,3,2,5,0,0,2,9,2,-185,87,-30,50,-23,-7,11,15,-31,-1
40,1,3,65,102,12,301,5,-39,5,1,0,0,0,1,0,0,-1,0,0,0,1,105,3,0,10,2,3,4,3,0,0,1,13,1,-186,87,-27,46,-22,-3,9,10,-26,-1
43,1,3,63,93,24,222,7,-38,6,1,0,0,0,1,0,0,0,0,0,0,1,110,3,0,10,4,4,3,5,0,1,1,11,2,-193,83,-2,37,-19,-14,9,8,-16,-1
42,1,2,58,86,18,198,6,-38,6,1,0,0,1,1,0,0,-1,0,0,0,1,151,2,0,8,4,2,3,3,0,0,2,13,2,-203,104,-19,46,-26,-11,16,8,-26,-1
25,1,2,47,88,4,213,3,-40,5,1,1,1,1,1,0,0,0,0,0,0,1,108,1,0,14,2,2,2,2,0,0,1,10,0,-182,82,-19,35,-15,-10,13,10,-23,-1
29,1,3,56,102,11,228,4,-40,5,1,1,1,1,1,0,0,0,0,0,0,1,114,3,0,19,1,3,1,4,0,1,2,2,0,-177,68,-12,44,-18,-12,5,16,-26,-2
37,2,3,57,83,20,202,6,-38,6,1,0,0,1,1,0,0,0,0,0,0,1,107,4,0,9,2,4,4,3,0,1,1,13,1,-205,103,-7,30,-19,-11,12,9,-18,-2
43,2,3,67,106,13,283,6,-38,5,1,0,0,1,1,0,0,-1,0,0,0,1,116,4,1,9,5,3,2,3,0,1,1,10,1,-180,68,-11,44,-19,-7,6,15,-23,-2
34,1,3,56,93,3,204,5,-39,5,1,1,0,1,1,0,0,0,0,0,0,1,107,3,0,10,1,2,3,5,0,0,1,12,3,-185,81,-21,41,-16,-4,9,13,-25,-2
38,1,3,62,103,22,222,6,-39,5,1,1,1,1,1,0,0,0,0,0,0,1,125,1,0,15,2,2,3,5,0,0,2,8,1,-187,93,-34,47,-16,-6,1,15,-24,-2
41,2,3,72,111,12,268,6,-38,5,1,0,0,1,1,0,0,-1,0,0,0,1,108,1,0,8,4,2,4,2,0,0,0,16,2,-181,84,-30,34,-7,-2,8,8,-22,-2
38,2,2,59,95,15,205,5,-38,6,1,0,0,1,1,0,0,0,0,0,0,1,104,2,0,9,2,4,3,4,1,0,1,12,1,-191,88,-24,49,-18,-9,7,14,-30,-2
35,1,3,57,90,15,175,5,-39,5,1,0,0,1,1,0,0,0,0,0,0,1,109,4,0,11,2,3,2,3,0,1,1,8,1,-202,108,-25,44,-23,-11,10,15,-28,-2
33,1,2,67,114,6,223,5,-39,5,1,0,0,1,1,0,0,-1,0,0,0,1,105,1,1,9,2,1,3,4,0,0,0,15,0,-170,70,-35,40,-5,-1,6,11,-24,-2
36,3,3,57,89,10,271,5,-38,5,1,0,0,1,1,0,0,-1,0,0,0,1,131,2,1,15,2,2,2,3,0,1,2,8,1,-193,95,-24,33,-6,-6,10,9,-26,-2
40,2,3,62,92,16,227,6,-38,5,1,0,0,1,1,0,0,-1,0,0,0,1,125,3,1,8,4,2,3,5,0,0,1,14,1,-204,119,-36,33,-12,-2,11,10,-28,-2
34,1,3,56,98,6,230,4,-39,5,1,1,0,1,1,0,0,0,0,0,0,1,113,5,0,13,1,3,1,6,0,0,0,7,1,-184,78,-20,47,-19,-9,9,17,-28,-2
42,3,3,65,98,5,213,5,-38,5,1,0,0,1,0,0,0,-1,0,0,0,1,121,5,2,13,2,2,2,3,0,2,1,7,0,-191,105,-45,35,1,-5,11,8,-29,-2
42,2,3,60,91,19,217,6,-38,5,1,0,0,1,1,0,0,0,0,0,0,1,141,3,1,12,4,3,3,4,0,1,0,11,2,-201,106,-28,47,-19,-13,10,15,-28,-2
34,1,3,57,95,8,266,5,-39,5,1,0,0,0,1,0,0,0,0,0,0,1,113,6,1,13,3,2,1,4,0,1,2,5,1,-190,86,-16,39,-14,-9,7,12,-27,-2
42,1,3,60,90,23,240,6,-38,6,1,0,0,1,1,0,0,0,0,0,0,1,119,4,1,9,3,4,2,4,0,0,1,10,2,-206,119,-40,51,-19,-10,6,12,-26,-2
40,3,3,61,93,7,237,5,-38,5,1,0,0,1,0,0,0,-1,0,0,0,1,118,3,1,14,1,2,3,2,0,1,1,8,1,-194,92,-18,40,-16,-4,5,9,-23,-2
35,1,3,54,85,4,205,5,-38,6,1,0,0,0,0,0,0,-1,0,0,0,1,109,6,1,5,1,1,3,4,0,1,0,16,1,-192,97,-33,34,1,-8,13,6,-24,-2
43,1,3,71,113,21,287,6,-39,5,1,0,0,1,1,0,0,-1,0,0,0,1,119,4,1,15,4,4,3,6,1,1,3,4,1,-181,85,-30,43,-17,-2,10,10,-29,-2
36,1,3,59,96,6,222,5,-39,5,1,0,0,1,1,0,0,-1,0,0,0,1,120,4,1,18,2,3,1,2,0,1,1,4,0,-192,99,-30,35,-15,1,10,11,-30,-2
42,3,3,61,88,15,195,6,-38,5,1,0,0,1,1,0,0,-1,0,0,0,1,136,8,2,13,1,2,2,2,0,2,1,3,1,-197,96,-17,33,-8,-9,7,10,-21,-2
45,3,3,62,91,18,315,5,-38,5,1,0,0,1,1,0,0,-1,0,0,0,1,136,5,2,15,1,3,3,3,0,1,2,2,1,-196,96,-17,40,-21,-2,4,9,-21,-2
57,3,3,72,98,30,266,7,-38,5,0,0,0,1,1,0,0,-1,0,0,0,1,128,8,1,13,2,4,4,4,1,1,1,4,1,-201,113,-29,36,-19,1,2,9,-21,-2
35,1,2,61,100,8,170,5,-39,5,1,0,0,1,1,0,0,0,0,0,0,1,107,2,1,10,2,1,3,3,0,0,0,15,1,-193,98,-28,35,-9,-3,6,9,-23,-2
46,4,3,62,90,18,229,6,-38,5,1,0,0,1,1,0,0,-1,0,0,0,1,117,4,1,13,4,3,2,2,0,1,1,6,1,-198,102,-15,19,-9,-2,12,5,-21,-2
27,2,3,53,101,2,271,3,-40,5,1,1,1,1,1,0,0,0,0,0,0,1,115,2,0,17,1,2,1,1,0,0,1,6,0,-165,50,-14,41,-8,-11,8,13,-22,-2
45,2,3,62,84,18,269,6,-38,6,1,0,0,0,0,0,0,-1,0,0,0,1,122,6,2,12,1,3,3,4,0,1,1,6,2,-195,82,3,21,-4,-7,8,4,-19,-2
48,2,3,64,92,23,212,6,-38,5,1,0,0,1,1,0,0,-1,0,0,0,1,127,3,3,14,3,2,4,2,0,1,2,4,1,-189,77,-5,36,-11,-7,5,6,-24,-2
47,2,3,63,91,24,259,7,-38,6,1,0,0,1,1,0,0,0,0,0,0,1,115,4,0,9,4,1,4,4,0,1,1,12,2,-198,92,-7,35,-16,-10,7,11,-25,-2
32,1,3,54,91,6,323,4,-39,5,1,1,0,1,1,0,0,-1,0,0,0,1,103,6,1,15,1,2,1,4,0,1,2,4,1,-192,92,-22,40,-16,-10,11,13,-32,-2
41,5,3,58,85,4,202,5,-37,6,1,0,0,0,0,0,0,-1,0,0,0,1,128,3,1,16,2,1,2,2,0,1,1,6,1,-194,91,-18,25,0,2,7,3,-22,-2
47,1,3,72,105,27,255,6,-38,6,1,0,0,1,1,0,0,0,0,0,0,1,141,4,1,11,3,4,3,5,0,1,0,10,2,-181,68,-4,36,-14,-7,7,5,-16,-2
43,2,3,65,103,6,260,5,-39,5,1,0,0,1,1,0,0,0,0,0,0,1,119,4,3,13,1,2,2,2,0,1,2,6,0,-170,61,-13,28,-7,0,8,8,-21,-2
42,1,2,64,100,17,288,6,-38,5,1,0,0,0,1,0,0,0,0,0,0,1,108,7,0,11,2,4,1,5,1,0,1,7,1,-191,84,-10,39,-21,-8,9,12,-25,-2
41,1,3,60,93,11,294,5,-39,6,1,0,0,1,1,0,0,0,0,0,0,1,117,6,1,15,2,2,2,4,0,1,0,6,3,-190,86,-23,50,-22,-3,7,14,-33,-2
36,1,3,60,95,18,268,5,-39,5,1,0,0,1,1,0,0,0,0,0,0,1,117,5,1,14,1,4,3,3,0,1,2,6,0,-194,94,-16,35,-19,-7,10,10,-24,-2
40,1,2,64,100,17,286,5,-39,5,1,0,0,1,1,0,0,0,0,0,0,1,133,2,0,9,3,2,3,3,0,0,1,11,1,-186,93,-26,28,-17,4,10,11,-27,-2
36,1,3,56,88,11,241,5,-39,5,1,0,0,1,1,0,0,-1,0,0,0,1,133,1,1,11,4,1,3,4,0,0,1,11,1,-199,104,-25,40,-16,-11,12,9,-25,-2
36,1,3,60,96,11,246,5,-39,6,1,0,0,0,1,0,0,0,0,0,0,1,118,7,1,12,3,2,2,5,0,1,1,8,2,-187,81,-20,48,-19,-5,4,13,-27,-2
36,1,3,61,106,10,311,5,-39,5,1,1,0,1,1,0,0,0,0,0,0,1,106,4,0,11,2,2,2,6,0,0,1,8,1,-180,74,-20,49,-24,-2,6,15,-27,-2
38,1,3,61,96,15,250,5,-39,5,1,0,0,1,1,0,0,0,0,0,0,1,107,8,0,10,1,4,2,6,0,1,2,6,1,-195,100,-31,49,-22,-3,8,9,-23,-2
33,2,3,53,93,4,286,4,-39,5,1,1,0,1,1,0,0,0,0,0,0,1,115,4,0,15,1,1,1,4,0,1,1,6,1,-185,81,-17,34,-9,-7,8,11,-21,-2
41,3,3,62,94,11,226,5,-38,5,1,0,0,1,1,0,0,-1,0,0,0,1,124,4,1,10,3,3,3,3,0,0,1,11,1,-198,103,-27,36,-17,4,6,7,-25,-2
35,2,3,53,90,5,333,4,-39,5,1,1,0,0,0,0,0,0,0,0,0,1,113,3,0,16,1,2,1,2,0,1,2,6,1,-185,78,-12,31,-7,-5,11,3,-19,-2
38,1,3,57,92,12,271,5,-39,5,1,0,0,1,1,0,0,0,0,0,0,1,109,3,0,15,2,2,2,5,0,0,1,7,1,-192,91,-19,39,-17,-6,9,10,-23,-2
32,1,2,58,104,8,245,4,-39,5,1,1,0,1,1,0,0,0,0,0,0,1,109,1,0,14,2,2,2,3,0,0,2,8,1,-178,67,-17,48,-18,-8,6,11,-26,-2
47,2,3,61,82,22,257,7,-38,6,1,0,0,0,0,0,0,0,0,0,0,1,110,9,1,9,3,3,2,4,0,1,0,8,1,-208,107,-9,33,-16,-15,14,4,-24,-2
45,2,3,65,94,30,186,6,-38,6,1,0,0,1,1,0,0,0,0,0,0,1,164,4,1,9,4,4,2,5,0,0,2,10,2,-207,113,-24,45,-21,-11,8,11,-27,-2
23,1,2,46,93,1,262,3,-40,5,1,1,1,1,1,0,0,0,0,0,0,1,114,1,0,19,1,1,1,2,0,0,2,5,0,-175,71,-22,45,-19,-10,10,15,-28,-2
50,4,3,81,115,31,296,7,-37,4,0,1,0,1,1,0,0,0,0,0,0,1,140,3,3,16,2,3,2,5,1,3,2,3,1,-206,137,-57,55,-39,19,-19,28,-27,2
57,5,3,87,117,35,492,7,-36,5,0,0,0,1,1,0,0,-1,0,0,0,1,193,4,1,13,2,4,3,3,1,1,4,1,1,-194,114,-43,35,-16,4,7,9,-16,2
69,6,3,104,135,44,407,8,-36,4,0,0,0,1,1,0,0,0,0,0,0,1,163,2,1,10,4,6,6,5,1,2,2,5,1,-195,132,-79,57,-18,11,-6,11,-21,2
62,6,3,93,120,37,456,7,-36,5,1,0,0,1,1,0,0,-1,0,0,0,1,159,3,1,10,5,7,5,3,0,1,3,3,0,-199,134,-76,53,-18,15,-5,18,-28,2
60,6,3,83,101,35,462,8,-36,5,0,0,0,1,1,0,0,-1,0,0,0,1,164,3,3,13,7,5,2,4,0,1,2,2,1,-221,165,-70,46,-27,13,-9,17,-22,2
56,4,3,85,111,27,383,7,-36,5,1,0,0,1,1,0,0,-1,0,0,0,1,144,5,2,12,5,3,4,3,0,2,2,2,1,-216,175,-115,72,-20,6,16,3,-24,2
51,5,3,81,114,23,451,6,-37,5,1,0,0,1,1,0,0,0,0,0,0,1,162,2,2,13,2,5,4,6,1,0,2,2,1,-200,141,-87,62,-17,4,5,6,-21,2
57,4,3,90,123,34,487,7,-37,5,1,0,0,1,1,0,0,-1,0,0,0,1,166,2,2,10,5,4,3,3,0,1,4,5,1,-201,150,-108,79,-27,11,5,7,-26,2
59,6,3,80,106,36,412,7,-36,4,0,0,0,1,1,0,0,0,0,0,0,1,188,2,2,12,2,3,5,6,1,1,2,4,1,-223,187,-113,81,-44,21,-12,17,-27,2
51,6,3,78,110,19,362,7,-36,5,1,0,0,0,0,0,0,0,0,0,0,1,153,1,1,10,5,4,4,8,0,2,3,2,1,-201,132,-79,51,3,-1,11,-6,-16,2
58,4,3,90,118,42,323,8,-36,5,0,0,0,1,0,0,0,0,0,0,0,1,134,2,1,8,4,11,2,4,0,2,2,3,2,-215,182,-128,80,-29,24,-9,12,-26,2
50,7,3,80,113,32,343,7,-36,4,1,0,0,1,1,0,0,0,0,0,0,1,133,1,3,8,3,8,3,6,0,1,3,4,1,-210,157,-85,54,-34,33,-16,23,-25,2
59,8,3,84,108,34,414,8,-36,4,0,0,0,1,1,0,0,0,0,0,0,1,188,2,3,9,4,8,5,5,1,1,6,2,1,-214,151,-62,47,-30,19,-16,24,-27,2
57,5,3,83,106,31,376,8,-36,5,0,0,0,1,0,0,0,-1,-1,0,0,1,142,3,3,16,3,2,4,2,0,2,2,2,1,-213,154,-75,45,-8,0,-2,17,-29,2
45,4,3,79,117,18,390,6,-37,5,1,0,0,1,0,0,0,0,0,0,0,1,142,2,0,11,5,5,3,4,0,1,3,4,2,-202,155,-119,92,-38,23,-1,14,-37,2
58,6,3,82,105,39,369,7,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,143,3,2,9,4,10,5,5,0,1,1,2,2,-227,187,-101,57,-20,6,1,16,-27,2
59,6,3,85,110,42,426,7,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,163,2,2,10,3,6,3,8,0,1,3,3,1,-218,169,-93,64,-32,20,-14,16,-17,2
49,5,3,77,108,21,466,6,-37,5,1,0,0,1,1,0,0,0,0,0,0,1,147,2,1,13,3,6,5,7,0,1,3,3,1,-204,138,-73,60,-23,7,2,10,-30,2
62,7,3,91,119,34,375,8,-35,5,1,0,0,1,1,0,0,0,0,0,0,1,168,3,1,9,5,5,4,6,1,2,3,1,1,-206,148,-93,70,-28,26,-12,12,-21,2
57,6,3,89,116,31,499,7,-37,5,1,0,0,1,1,0,0,-1,0,0,0,1,179,1,0,11,2,4,2,8,1,1,4,3,1,-207,162,-99,52,-11,9,-2,13,-24,2
62,8,3,84,107,41,486,8,-36,5,0,0,0,1,1,0,0,-1,0,0,0,1,184,3,1,7,7,11,5,4,1,1,5,2,1,-221,170,-87,66,-38,13,1,10,-19,2
53,6,3,83,108,36,411,7,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,164,2,1,11,5,6,4,4,0,1,3,4,1,-223,185,-121,103,-68,41,-21,19,-22,2
56,5,3,88,113,32,388,8,-36,4,0,0,0,1,1,0,0,-1,-1,0,0,1,157,3,2,12,4,9,3,3,1,1,3,3,1,-219,187,-129,88,-36,14,-2,15,-22,2
53,5,3,80,114,31,425,7,-37,5,1,0,0,1,1,0,0,-1,0,0,0,1,141,3,3,8,4,9,4,5,0,0,2,2,0,-196,120,-58,44,-11,5,3,6,-15,2
53,6,3,82,116,32,512,6,-36,4,1,0,0,1,1,0,0,-1,0,0,0,1,148,1,1,12,5,4,4,3,1,1,5,3,1,-206,166,-127,91,-36,26,-4,10,-29,2
46,5,3,79,120,19,345,5,-37,4,1,0,0,1,1,0,0,0,0,0,0,1,139,1,2,10,4,6,3,4,0,1,4,2,1,-199,146,-104,74,-27,18,-8,29,-36,2
48,5,2,76,107,16,393,6,-36,5,1,0,0,1,0,0,0,0,0,0,0,1,154,2,2,11,4,5,3,8,0,1,2,2,1,-213,165,-114,88,-34,19,-4,9,-26,2
61,8,3,84,112,25,544,7,-36,5,0,0,0,1,1,0,0,-1,0,0,0,1,159,1,2,13,5,3,3,7,0,1,2,1,1,-209,147,-80,65,-25,9,-4,12,-21,2
57,8,3,80,105,34,449,7,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,167,2,2,10,4,8,4,6,0,1,1,2,1,-220,178,-104,72,-35,19,-8,10,-17,2
51,4,3,79,110,26,303,7,-37,4,0,0,0,1,1,0,0,0,0,0,0,1,155,2,1,14,2,3,2,8,1,2,2,2,1,-211,151,-77,67,-43,17,-10,26,-34,2
43,4,3,66,96,21,330,6,-39,5,0,1,0,1,1,0,0,0,0,0,0,1,158,3,2,15,2,1,1,5,0,1,2,4,2,-210,127,-30,37,-35,11,1,2,-4,0
53,3,3,81,106,37,390,7,-37,5,0,0,0,1,1,0,0,0,0,0,0,1,156,2,1,8,1,3,6,3,1,1,5,9,2,-222,160,-53,28,-28,27,-17,15,-4,0
61,7,3,100,139,37,351,7,-36,4,0,0,0,1,1,0,0,0,0,0,0,1,169,1,1,8,2,4,4,8,1,1,7,6,1,-189,121,-71,63,-46,29,-7,16,-18,0
62,7,3,87,118,39,407,7,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,162,1,1,6,2,5,6,7,0,1,7,5,1,-198,117,-48,55,-41,27,-3,0,-10,0
62,9,3,79,98,42,418,7,-36,4,0,0,0,1,1,0,0,0,0,0,0,1,165,1,2,7,3,5,4,7,1,2,8,3,1,-231,197,-105,57,-34,28,-3,-6,-2,0
57,11,3,77,98,31,464,7,-35,5,1,0,0,1,1,0,0,0,0,0,0,1,200,1,1,5,4,11,2,8,0,2,7,1,1,-202,115,-29,22,-8,10,5,-4,-5,0
51,8,3,71,101,18,429,6,-37,5,1,0,0,1,1,0,0,0,0,0,0,1,161,1,2,11,3,5,2,12,1,1,2,1,1,-204,130,-54,42,-30,25,-2,4,-8,0
54,7,3,88,118,31,460,6,-36,5,1,0,0,1,1,0,0,0,0,0,0,1,166,1,1,6,2,6,4,6,0,1,9,3,1,-197,132,-73,50,-30,27,-3,11,-15,0
50,6,3,69,95,17,473,6,-38,5,1,1,0,1,1,0,0,0,0,0,0,1,148,1,1,10,3,3,1,10,0,2,2,2,1,-217,147,-39,20,-30,24,1,4,-15,0
52,8,3,75,103,25,442,7,-36,5,1,0,0,1,0,0,0,0,0,0,0,1,167,2,1,7,3,8,5,7,1,1,5,2,1,-206,133,-55,47,-33,27,-10,7,-1,0
48,8,3,73,101,16,426,6,-37,5,1,0,0,1,1,0,0,0,0,0,0,1,166,0,1,8,3,6,2,9,0,2,9,1,1,-193,121,-68,42,-12,21,8,-15,-3,0
51,6,3,77,104,31,341,7,-36,5,1,0,0,1,0,0,0,0,0,0,0,1,156,2,2,6,3,8,4,8,1,1,4,2,1,-221,175,-94,63,-49,35,-2,6,-11,0
58,10,3,81,105,35,301,7,-36,4,0,0,0,1,1,0,0,0,0,0,0,1,150,2,1,8,5,4,2,11,3,2,5,1,1,-223,182,-99,61,-43,31,-8,22,-30,0
54,7,3,72,97,19,362,7,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,139,1,3,6,2,5,4,13,1,0,0,4,0,-221,157,-68,70,-60,28,-11,18,-19,0
45,7,3,69,103,10,341,6,-37,5,1,0,0,1,0,0,0,0,0,0,0,1,138,1,2,10,3,2,4,15,0,1,2,1,1,-203,129,-49,26,-19,26,-2,4,-5,0
41,6,3,69,108,16,431,5,-38,5,1,0,0,1,0,0,0,0,0,0,0,1,131,1,1,6,2,6,5,9,0,1,3,4,1,-192,110,-50,38,-18,20,5,-8,-5,0
53,9,3,76,100,19,381,7,-36,5,1,0,0,1,0,0,0,0,0,0,0,1,144,1,2,6,3,11,4,7,0,2,3,1,1,-217,160,-74,43,-23,28,-8,3,-15,0
59,8,3,77,95,26,330,8,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,163,1,1,8,2,11,2,9,1,2,2,1,1,-217,144,-44,37,-25,11,-2,-3,1,0
45,7,3,64,89,14,368,6,-37,5,1,0,0,1,0,0,0,0,0,0,0,1,163,1,1,7,4,10,1,8,0,1,2,1,1,-212,135,-44,35,-20,18,3,-13,-3,0
52,7,3,72,100,27,316,7,-36,5,1,0,0,1,1,0,0,0,0,0,0,1,164,2,2,5,1,15,8,6,0,0,0,1,1,-204,126,-65,75,-46,27,2,-14,8,0
46,8,3,68,97,19,418,6,-37,5,1,0,0,1,1,0,0,0,0,0,0,1,154,1,1,7,3,8,2,11,0,1,2,2,0,-210,148,-72,48,-30,20,2,3,-5,0
47,5,3,68,102,10,379,6,-37,5,1,0,0,1,1,1,0,0,0,0,0,1,140,1,3,7,1,6,5,12,0,1,0,2,1,-196,102,-27,41,-32,16,7,-9,-2,0
45,5,3,66,92,22,351,6,-38,5,0,1,0,1,1,1,0,0,0,0,0,1,127,1,1,8,2,8,3,7,1,1,4,2,1,-219,157,-54,20,-14,13,5,-4,-7,0
50,7,3,72,98,21,359,7,-37,5,1,0,0,1,0,0,0,0,0,0,0,1,144,1,1,7,2,10,4,8,2,1,1,2,1,-221,167,-74,39,-34,36,-7,4,-8,0
52,6,3,71,94,24,341,7,-37,5,0,0,0,1,1,0,0,0,0,0,0,1,154,1,1,7,3,14,2,6,1,2,2,1,1,-216,143,-45,32,-22,13,2,-10,5,0
46,6,3,69,102,17,375,6,-38,5,1,0,0,1,1,0,0,0,0,0,0,1,136,2,1,6,1,15,4,6,0,0,0,2,1,-199,105,-25,38,-26,10,6,-6,-6,0
47,6,3,68,101,10,355,6,-37,5,1,0,0,1,0,0,0,0,0,0,0,1,139,1,3,7,1,6,5,13,1,0,1,2,1,-207,144,-64,27,-18,20,21,-18,-1,0
