Name,Zcr,Energy,EnergyEntropy,SpecCentro,SpecCentroSpread,SpecEntropy,SpecFlux,SpecRolloff,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,HarmonicRatio,F0,CV1,CV2,CV3,CV4,CV5,CV6,CV7,CV8,CV9,CV10,CV11,CV12,,,,,,,,,
alex_disgust.wav,34,4,2,53,88,17,414,5,-38,5,1,1,0,1,1,0,0,0,0,0,0,1,112,1,0,8,1,1,6,1,2,0,0,19,0,-197,94,9,7,-17,-6,9,14,-13
alex_disgust.wav,40,2,2,53,77,25,375,5,-38,6,1,1,0,1,1,0,0,0,0,0,0,1,109,0,1,9,0,5,4,3,1,0,5,8,0,-204,103,-1,19,-14,-17,10,17,-6
alex_disgust.wav,59,5,2,66,91,5,426,6,-37,5,1,0,0,0,1,0,0,0,0,0,0,1,119,1,0,12,1,3,5,6,0,1,1,6,0,-208,114,-5,7,-10,-5,12,9,-15
alex_disgust.wav,34,1,3,56,93,23,286,5,-39,5,1,1,0,1,1,0,0,-1,0,0,0,1,94,1,0,15,2,3,9,5,1,0,4,10,0,-186,63,27,23,-46,22,-7,30,-12
alex_disgust.wav,43,4,2,78,128,5,336,5,-38,5,1,0,0,1,1,1,0,-1,0,0,0,1,105,1,0,17,0,0,1,5,0,0,0,4,0,-159,47,-7,17,3,3,-4,8,-7
alex_disgust.wav,38,5,3,65,97,20,384,6,-37,5,0,0,0,1,1,0,0,-1,0,0,0,1,110,4,0,10,0,11,5,1,0,0,2,14,0,-204,97,10,29,-43,2,12,17,-26
alex_disgust.wav,43,4,2,62,88,23,702,6,-38,5,1,1,0,1,1,0,0,-1,0,0,0,1,81,0,0,12,1,0,3,6,0,0,0,7,1,-195,101,-19,26,-19,0,11,16,-21
alex_disgust.wav,43,5,2,74,128,3,1053,4,-38,5,1,1,0,1,1,0,0,0,0,0,0,1,121,4,4,8,0,0,1,8,0,0,0,9,0,-157,43,-17,38,-1,-11,5,13,-7
alex_disgust.wav,37,3,3,62,102,21,942,5,-38,5,1,1,0,0,1,0,0,0,0,0,0,1,127,3,0,9,7,1,0,10,0,3,1,7,3,-191,86,-4,30,-31,7,4,22,-23
alex_disgust.wav,46,8,2,52,68,3,700,5,-38,6,1,1,0,0,1,0,0,-1,0,0,0,1,119,0,0,9,0,0,4,3,0,0,1,13,0,-202,102,-11,28,-17,1,-6,13,-6
alex_disgust.wav,31,1,3,53,100,5,196,4,-39,5,1,1,0,1,1,0,0,-1,0,0,0,1,113,1,2,21,2,2,1,2,0,1,6,1,0,-180,64,-5,49,-28,-8,8,23,-28
alex_disgust.wav,40,1,3,70,130,26,491,4,-39,4,1,1,1,1,1,1,0,-1,0,0,1,1,227,1,2,17,2,5,0,3,0,0,3,0,0,-152,29,2,32,-10,0,-8,18,-13
alex_disgust.wav,39,4,3,55,83,13,680,5,-38,6,1,0,0,1,1,0,0,-1,0,0,0,1,122,0,1,14,0,14,6,3,0,1,2,3,0,-196,92,-20,57,-43,9,11,17,-26
alex_disgust.wav,45,3,2,57,98,30,396,6,-38,5,1,0,0,1,1,0,0,-1,0,0,0,1,109,0,1,7,6,4,0,4,0,0,1,10,1,-191,83,1,25,-21,-1,1,15,-8
alex_disgust.wav,27,2,2,42,77,1,188,3,-40,6,1,1,0,1,1,0,0,-1,0,0,0,1,109,0,1,10,0,2,2,0,0,0,0,12,0,-178,52,7,43,-28,4,1,16,-17
alex_disgust.wav,39,2,3,59,87,6,361,6,-38,6,1,0,0,1,1,0,0,0,0,0,0,1,94,2,0,14,1,7,6,0,0,0,0,11,0,-203,102,-10,42,-35,0,5,18,-16
alex_disgust.wav,55,6,3,63,93,7,629,6,-38,5,0,1,0,1,1,1,0,-1,0,0,0,1,123,0,0,17,0,1,2,9,0,0,2,4,0,-215,133,-24,24,-13,-22,11,22,-24
alex_disgust.wav,39,4,3,65,90,27,551,7,-37,5,0,0,1,1,1,1,0,-1,0,0,0,1,120,5,1,14,3,13,4,6,3,1,4,1,1,-216,117,-2,29,-25,-7,5,13,-13
alex_excited.wav,86,15,3,101,109,73,325,10,-34,4,0,0,-1,1,1,0,0,-1,-1,1,0,1,280,2,1,5,1,25,1,2,1,1,3,4,4,-247,225,-109,59,-38,29,-30,21,-1
alex_excited.wav,61,11,3,91,108,38,810,8,-35,4,0,0,0,1,1,0,0,-1,-1,0,0,1,156,7,0,10,8,5,1,4,1,1,1,0,1,-211,137,-43,56,-77,55,-13,9,-20
alex_excited.wav,50,7,2,89,124,44,518,8,-36,5,0,0,0,1,1,0,0,-1,-1,0,0,1,211,9,5,8,0,10,1,1,0,3,0,1,0,-200,104,-9,42,-80,57,-13,21,-16
alex_excited.wav,61,7,3,95,133,30,619,8,-35,5,0,0,0,1,0,0,0,0,0,0,0,1,150,11,4,8,11,0,2,3,0,3,0,3,1,-181,73,-1,27,-42,54,-19,7,-26
alex_excited.wav,96,21,3,111,121,68,1017,11,-33,3,0,0,0,1,1,0,0,-1,0,1,0,1,201,1,1,3,10,16,0,1,1,6,8,1,1,-236,211,-101,43,-36,31,-16,22,-3
alex_excited.wav,62,8,2,84,99,21,1267,7,-36,4,0,0,0,1,1,0,0,0,0,1,0,1,304,7,0,6,2,8,2,14,1,0,1,1,1,-230,176,-48,21,-40,21,2,26,-51
alex_excited.wav,42,9,3,83,134,27,1285,4,-39,4,0,1,0,1,1,0,0,-1,0,0,1,1,217,1,0,16,1,8,1,2,0,0,2,1,0,-158,42,12,13,-25,17,7,4,-1
alex_excited.wav,62,11,3,100,115,55,467,10,-33,4,-1,0,0,0,1,0,0,0,0,0,0,1,133,1,2,9,3,2,6,8,1,1,1,11,9,-238,213,-106,66,-46,34,-43,26,-1
alex_excited.wav,72,8,2,96,108,54,657,9,-34,4,-1,0,0,1,0,0,0,0,0,0,0,1,237,1,2,6,2,12,0,8,0,4,3,8,3,-247,228,-107,55,-56,55,-45,31,-1
alex_excited.wav,58,20,3,81,115,35,1092,7,-35,4,0,0,0,1,0,0,0,-1,0,0,0,1,276,4,4,7,1,10,0,1,1,1,4,0,1,-209,145,-39,15,-41,45,-28,44,-24
alex_excited.wav,79,20,3,112,113,59,583,10,-33,4,-1,0,0,1,1,0,0,-1,0,0,0,1,275,0,2,2,1,11,2,15,0,0,1,5,4,-239,216,-109,56,-40,40,-44,44,-19
alex_excited.wav,70,16,3,102,127,54,995,9,-34,4,0,0,0,1,0,0,0,-1,-1,0,1,1,239,1,0,9,0,15,0,4,7,3,0,2,2,-208,137,-37,15,-14,21,-13,5,3
alex_excited.wav,72,5,3,103,121,71,394,10,-34,4,0,0,0,1,0,0,0,0,0,0,0,1,202,10,0,6,4,11,5,2,1,4,2,4,2,-220,147,-13,-7,-31,40,-15,16,-13
alex_excited.wav,69,17,3,85,99,71,761,11,-33,5,0,0,-1,1,1,0,0,0,0,1,0,1,102,4,0,6,4,8,6,4,4,1,6,0,0,-254,236,-108,53,-65,78,-68,61,-58
alex_excited.wav,62,4,3,107,161,45,550,7,-36,4,0,0,0,1,1,0,0,0,0,0,0,1,146,0,1,13,1,1,3,7,1,1,2,9,6,-184,98,-53,73,-41,12,-23,34,8
alex_excited.wav,70,19,2,90,98,54,1132,9,-34,5,0,0,0,1,1,0,0,-1,-1,0,0,1,353,2,0,7,1,21,3,5,0,0,2,1,1,-220,149,-30,14,-27,28,-13,8,-4
alex_excited.wav,78,8,3,98,105,47,542,9,-34,5,0,0,-1,1,0,1,0,-1,0,0,1,1,283,1,0,10,2,8,12,3,1,5,0,10,1,-221,146,-12,6,-63,69,-20,14,-22
alex_excited.wav,74,12,3,111,125,70,417,11,-33,4,-1,0,0,1,1,0,0,0,0,0,0,1,291,3,8,9,2,4,6,7,10,2,1,3,1,-215,145,-42,61,-79,40,-23,60,-28
alex_excited.wav,64,10,2,97,127,33,546,8,-35,4,0,1,-1,1,0,0,0,-1,0,0,0,0,245,2,1,11,0,8,2,3,0,2,6,7,2,-218,158,-29,-9,-44,65,-16,10,-18
alex_excited.wav,44,4,3,80,125,24,521,6,-38,5,1,1,0,1,0,0,0,-1,0,0,0,0,140,5,1,11,3,4,1,4,0,0,6,1,1,-188,110,-59,31,2,29,-16,10,-13
alex_excited.wav,50,1,2,125,188,24,364,5,-39,5,1,0,0,1,1,0,0,-1,0,0,0,0,105,4,1,11,4,5,3,7,0,1,0,3,1,-135,78,-132,30,62,44,-41,29,-2
alex_excited.wav,63,19,2,87,118,19,1106,6,-36,4,0,1,0,1,1,0,0,-1,-1,0,0,1,170,5,1,13,12,0,0,0,0,0,1,1,1,-197,132,-74,51,-31,47,-36,29,-16
alex_excited.wav,48,3,2,69,101,13,522,7,-37,5,0,0,0,1,1,0,0,0,0,0,0,0,188,5,0,14,0,6,2,5,1,1,1,4,0,-185,56,35,14,-25,-1,11,18,-16
alex_excited.wav,44,7,2,80,112,20,204,7,-36,5,1,0,0,0,0,0,0,-1,-1,0,0,1,187,0,5,10,1,14,0,3,1,1,1,4,1,-197,106,-26,32,-25,22,-14,21,-7
alex_excited.wav,63,12,2,77,82,59,694,8,-35,5,0,0,0,1,0,0,0,-1,0,0,0,1,321,1,1,7,0,11,2,5,0,1,0,11,1,-256,211,-31,-20,-45,49,21,-26,-23
alex_excited.wav,60,8,3,79,98,35,638,8,-35,5,0,0,0,0,0,0,0,0,0,0,-1,1,212,7,2,5,1,1,7,9,0,0,1,6,3,-238,185,-67,40,-19,-1,-3,21,-17
alex_excited.wav,58,12,3,100,140,29,611,7,-34,4,0,0,0,1,0,0,0,-1,0,0,0,1,176,4,1,13,8,0,2,2,1,6,24,1,1,-198,119,-42,37,-15,10,-20,22,0
alex_fear.wav,58,12,3,85,106,68,773,8,-35,4,-1,0,1,1,1,0,-1,-1,0,0,0,1,133,4,2,5,7,6,1,4,1,0,1,1,0,-239,205,-83,36,-47,55,-38,13,0
alex_fear.wav,39,4,3,63,96,34,662,5,-38,6,0,1,0,1,1,0,0,0,0,0,0,0,104,0,0,10,1,1,7,0,0,0,0,17,1,-189,74,-4,54,-43,18,-21,20,-3
alex_fear.wav,45,3,3,64,95,25,580,6,-39,5,1,1,0,1,1,0,0,-1,0,0,0,1,113,3,0,14,2,10,3,3,0,2,2,1,2,-190,91,-16,25,-12,6,-6,12,-8
alex_fear.wav,62,8,3,114,159,42,673,7,-36,4,0,0,0,1,1,0,0,0,0,0,0,1,115,4,1,6,14,1,1,5,0,7,3,1,1,-163,56,-44,115,-69,11,-24,47,-10
alex_fear.wav,77,9,2,128,168,18,1499,7,-37,4,0,0,0,1,1,0,0,0,0,0,0,1,207,1,6,6,0,4,3,13,0,1,2,1,1,-160,83,-98,114,-23,-16,-37,66,-7
alex_fear.wav,59,15,3,80,88,46,799,8,-34,5,0,0,0,1,1,0,0,0,0,1,0,1,150,1,1,3,0,17,0,13,0,0,0,1,2,-239,197,-69,13,-7,15,-8,8,1
alex_fear.wav,73,14,3,94,109,85,627,9,-34,5,0,0,0,1,1,0,0,0,0,0,0,1,156,2,3,2,1,17,13,5,2,0,2,1,2,-228,174,-75,58,-28,16,-20,19,-34
alex_fear.wav,42,5,2,59,88,16,958,5,-38,5,0,1,0,0,1,0,0,0,0,0,0,1,125,0,0,6,4,0,2,11,0,2,1,9,2,-221,141,-23,33,-69,69,-52,46,-8
alex_fear.wav,68,14,3,87,96,32,838,7,-35,4,0,0,0,1,1,0,0,0,-1,0,0,1,228,10,0,6,14,1,3,1,1,3,6,1,1,-254,240,-106,40,-54,61,-36,28,-6
alex_fear.wav,41,4,3,68,97,31,334,6,-38,5,0,1,0,1,1,0,0,0,0,0,0,1,135,4,1,8,2,9,1,7,4,2,4,2,1,-193,119,-64,69,-72,73,-35,8,-1
alex_fear.wav,55,10,2,85,113,43,764,7,-35,5,0,0,-1,1,1,0,0,-1,-1,0,0,1,137,0,0,7,0,7,2,3,0,3,7,3,1,-207,99,34,-10,-52,63,-30,0,12
alex_fear.wav,56,9,3,71,90,16,502,7,-35,5,0,0,-1,0,1,0,0,0,0,0,0,1,139,3,4,4,0,10,11,5,1,0,0,2,1,-239,172,-15,-17,-26,42,-21,29,-44
alex_fear.wav,46,8,3,73,99,34,459,8,-36,5,0,0,0,1,0,0,0,0,0,0,0,1,125,1,2,4,1,9,4,15,0,0,1,3,4,-219,134,-24,32,-36,36,-28,15,-7
alex_fear.wav,74,12,3,92,101,29,562,9,-34,5,0,0,-1,1,1,0,0,0,-1,0,0,1,185,1,6,11,3,1,0,10,2,2,0,4,2,-242,188,-35,4,-50,63,-40,32,-24
alex_fear.wav,87,18,3,109,120,79,742,10,-33,3,-1,0,0,1,1,0,0,0,0,-1,-1,1,327,6,0,8,1,1,1,13,5,0,0,2,3,-232,203,-103,61,-43,39,-42,29,-8
alex_fear.wav,103,9,3,116,112,84,486,11,-33,3,-1,0,0,1,1,0,0,0,0,0,0,1,305,2,3,3,1,13,2,16,2,1,3,3,6,-257,272,-171,95,-58,44,-42,44,-37
alex_fear.wav,92,18,3,110,116,84,998,10,-34,4,-1,0,0,1,1,0,0,-1,-1,1,0,1,211,1,1,4,2,15,11,0,1,0,5,6,1,-240,207,-69,23,-56,56,-33,44,-44
alex_fear.wav,42,4,3,67,98,29,1122,5,-37,5,1,0,0,1,1,0,0,0,0,0,0,1,207,2,2,6,7,0,2,4,0,1,1,13,2,-183,62,21,12,-12,5,4,5,-2
alex_fear.wav,53,9,3,103,138,42,745,7,-35,3,0,0,0,1,1,0,0,0,-1,-1,0,0,105,8,0,4,0,2,3,1,1,1,2,5,0,-200,149,-80,53,-39,35,-28,30,-25
alex_fear.wav,76,7,2,97,113,82,469,9,-35,4,0,0,0,1,1,0,0,-1,0,0,0,1,163,2,0,6,1,7,5,5,0,1,2,11,5,-233,197,-86,38,-24,18,-7,10,-7
alex_fear.wav,79,24,3,104,112,47,1344,10,-33,4,0,0,-1,1,1,0,0,-1,-1,0,0,1,296,7,9,2,10,1,9,1,0,1,0,6,0,-215,147,-38,20,-33,38,-25,21,-2
alex_fear.wav,48,7,2,69,86,17,678,6,-38,5,0,1,0,0,1,0,0,0,-1,0,0,1,171,6,0,8,0,1,1,1,2,1,3,4,4,-221,155,-44,23,-31,39,-34,26,-15
alex_fear.wav,64,12,3,77,106,53,688,8,-34,4,0,1,0,1,0,0,0,0,0,0,0,1,178,2,1,3,0,6,1,14,1,0,4,0,2,-228,185,-79,26,-21,31,-8,-6,-4
alex_fear.wav,45,3,2,88,121,52,302,8,-37,5,0,0,0,1,1,0,0,-1,0,0,0,1,119,6,1,9,4,0,7,6,1,0,2,4,1,-192,91,-6,21,-16,3,-7,14,-4
alex_fear.wav,50,7,3,83,108,38,972,7,-36,4,0,1,0,1,0,0,0,0,0,0,0,1,261,3,2,6,6,11,1,4,1,4,7,9,1,-227,206,-133,86,-65,53,-34,35,-16
alex_fear.wav,75,18,3,94,109,61,912,9,-35,4,0,0,0,1,1,0,0,-1,0,0,0,1,266,1,1,5,6,9,2,7,0,1,1,5,3,-238,226,-145,105,-80,64,-48,37,-13
alex_fear.wav,46,12,3,86,122,41,660,7,-35,5,0,0,0,1,1,0,0,-1,0,0,0,1,204,1,1,6,2,9,3,3,0,4,7,8,1,-220,161,-47,13,-43,67,-33,16,-14
alex_fear.wav,51,6,3,65,87,28,730,6,-38,5,0,1,0,1,1,0,0,0,0,0,0,1,141,2,0,9,2,10,13,2,0,0,1,9,0,-233,165,-18,-21,2,13,-9,17,-20
alex_fear.wav,52,10,2,61,83,26,757,7,-37,5,1,1,0,0,1,0,0,0,-1,0,0,1,173,6,0,7,0,6,7,0,0,2,1,5,1,-209,134,-42,26,-34,50,-40,42,-4
alex_fear.wav,59,18,3,85,98,27,714,8,-34,5,0,0,0,1,1,0,0,-1,-1,0,0,1,304,8,8,5,1,2,6,11,0,3,1,2,1,-219,143,-28,23,-27,19,-20,24,-5
alex_fear.wav,49,12,3,76,113,25,956,5,-35,5,1,0,0,1,1,0,0,0,0,0,0,1,166,1,0,4,8,2,1,2,1,3,23,9,3,-187,82,-10,20,-3,1,7,7,-12
alex_fear.wav,74,7,3,116,162,26,725,7,-36,4,0,1,0,0,0,0,0,0,0,0,0,1,169,10,0,7,1,5,0,3,0,5,4,3,0,-190,111,-52,53,-11,-26,-9,49,-8
alex_fear.wav,50,2,3,74,109,22,330,6,-37,6,0,0,0,1,0,0,0,0,0,0,0,1,137,5,3,7,0,20,10,3,1,0,0,0,0,-199,82,27,17,-37,6,5,3,1
alex_happy.wav,54,7,3,76,109,8,545,6,-36,4,0,0,0,0,1,1,0,-1,-1,0,0,1,150,2,4,20,1,1,1,2,1,1,2,1,0,-219,159,-59,24,3,-10,-3,18,-25
alex_happy.wav,60,5,3,87,105,39,478,9,-35,5,0,0,-1,0,0,0,0,0,0,0,0,1,160,6,0,4,3,5,7,2,0,1,0,11,4,-234,183,-72,54,-42,17,-13,26,-23
alex_happy.wav,52,6,2,90,141,36,568,6,-36,5,0,0,0,1,1,0,0,-1,0,0,0,1,143,2,0,12,2,15,1,1,0,1,3,0,1,-177,58,-17,103,-86,14,-9,46,-18
alex_happy.wav,67,8,3,100,141,56,496,8,-35,5,0,0,0,1,1,0,0,0,0,0,0,1,125,5,2,3,2,11,11,2,0,2,0,11,1,-187,110,-72,56,9,-23,15,23,-33
alex_happy.wav,46,8,2,66,83,26,607,6,-36,5,0,0,0,1,1,0,0,-1,0,0,0,1,132,5,0,5,1,6,9,4,0,0,0,3,2,-226,166,-66,54,-54,47,-31,47,-45
alex_happy.wav,54,8,3,74,91,27,713,7,-35,6,0,0,-1,0,1,0,0,0,0,0,0,1,114,1,3,3,8,2,2,8,0,1,4,8,2,-227,140,9,-4,-41,18,8,25,-16
alex_happy.wav,39,2,2,71,113,14,458,6,-38,5,1,0,0,1,0,0,0,0,0,0,0,1,97,7,1,12,2,1,1,10,0,1,2,1,0,-186,60,35,21,-59,25,14,13,-34
alex_happy.wav,47,1,3,99,171,9,223,6,-38,5,1,1,0,1,1,0,0,-1,0,0,0,0,88,0,1,12,1,3,1,3,1,1,3,6,0,-133,1,-22,73,-13,-3,-17,41,-10
alex_happy.wav,48,3,2,116,171,13,308,5,-38,5,1,0,0,0,0,0,0,-1,0,0,0,1,116,5,0,7,2,3,3,9,1,0,0,7,0,-149,39,-44,71,-12,-7,-9,41,-17
alex_happy.wav,69,11,3,81,93,18,774,8,-35,6,0,0,-1,0,1,1,0,-1,-1,0,0,1,246,5,0,10,6,0,6,5,0,1,2,9,1,-217,112,17,27,-71,53,-26,21,-23
alex_happy.wav,32,2,2,56,95,8,351,4,-38,6,1,0,0,1,1,0,0,-1,0,0,0,1,109,11,0,11,5,0,2,7,0,1,1,6,1,-171,30,29,38,-34,18,6,5,-25
alex_happy.wav,50,5,3,68,86,12,689,8,-36,6,1,0,0,1,1,0,0,-1,0,0,0,1,124,6,1,14,0,1,4,4,0,3,1,6,0,-207,96,21,1,-8,1,12,-1,-14
alex_happy.wav,37,3,2,66,108,9,217,5,-38,5,1,1,0,1,1,0,0,-1,0,0,0,0,106,1,0,12,0,3,1,11,0,1,5,4,1,-174,47,26,24,-34,8,2,21,-16
alex_happy.wav,41,6,3,61,84,8,814,5,-37,6,0,0,0,1,1,0,0,0,0,0,0,1,148,0,0,3,6,8,1,7,0,0,0,12,0,-184,57,-1,71,-47,9,9,13,-27
alex_happy.wav,43,3,3,111,162,11,528,3,-39,5,1,1,0,1,1,0,0,-1,0,0,0,1,135,2,0,17,1,2,1,1,0,0,7,2,1,-139,27,-21,40,-9,13,-36,38,-35
alex_happy.wav,59,7,2,65,69,12,792,6,-36,6,1,0,0,0,0,0,0,-1,0,0,0,1,214,6,0,10,8,2,4,3,0,0,0,6,1,-222,122,2,29,-46,16,17,-4,-23
alex_happy.wav,51,8,2,73,97,20,768,6,-37,5,0,0,0,1,1,0,0,-1,0,0,0,0,108,0,1,10,0,7,2,1,0,0,6,5,2,-218,137,-24,28,-20,-13,7,15,-24
alex_happy.wav,57,5,2,68,73,25,339,8,-36,6,0,0,0,0,1,0,0,0,0,0,0,1,141,3,3,13,1,0,3,4,0,1,0,5,2,-239,141,32,-6,-43,5,11,7,-7
alex_happy.wav,56,5,3,75,82,49,549,8,-36,6,0,0,0,0,1,0,0,-1,-1,0,0,1,182,2,1,5,2,16,2,2,0,1,0,6,1,-241,170,-17,22,-49,1,11,15,-20
alex_happy.wav,54,4,3,66,86,20,450,7,-37,6,0,0,0,1,1,0,0,-1,0,0,0,1,202,4,4,6,15,3,1,3,0,1,3,8,3,-203,92,13,27,-31,-8,11,11,-6
alex_happy.wav,34,2,2,56,90,4,383,4,-38,6,1,1,0,1,0,0,0,-1,0,0,0,1,131,1,0,13,5,5,1,1,0,0,5,4,0,-196,82,15,27,-52,20,14,18,-37
alex_happy.wav,42,4,3,64,94,12,414,6,-37,5,0,1,0,1,1,0,0,0,0,0,0,1,153,1,0,7,2,9,2,1,1,1,2,10,1,-208,119,-7,2,-21,15,7,-1,-10
alex_happy.wav,45,2,3,93,172,5,643,4,-39,5,1,1,0,1,0,0,0,0,0,0,0,1,121,3,0,11,3,1,0,10,0,0,0,4,1,-97,-69,6,81,-12,-13,4,15,-7
alex_happy.wav,44,9,2,69,95,16,650,5,-38,5,1,1,0,1,1,0,0,-1,-1,0,0,1,237,2,0,9,10,0,0,6,1,0,6,1,0,-195,99,-7,22,-43,30,1,17,-31
alex_happy.wav,32,1,2,67,111,6,393,4,-38,5,1,1,0,1,1,0,0,0,0,0,0,1,122,3,1,16,4,6,0,4,1,1,0,1,2,-179,69,11,8,-21,8,5,15,-19
alex_happy.wav,51,8,2,77,91,34,592,8,-36,5,0,0,0,1,1,1,0,-1,-1,0,0,1,248,1,5,14,2,3,4,1,1,1,1,6,1,-234,157,6,-16,-45,41,-6,15,-26
alex_happy.wav,67,5,2,114,191,26,621,5,-38,5,1,1,0,1,1,0,0,-1,0,0,0,1,124,2,0,10,1,10,1,2,1,0,0,7,2,-120,-23,-13,80,-10,-26,-4,48,-22
alex_happy.wav,49,3,2,74,78,48,270,10,-36,6,0,0,0,1,0,0,0,-1,0,0,0,1,117,10,1,11,2,6,1,7,0,3,0,4,2,-244,170,-17,11,-21,-5,14,-1,-17
alex_interest.wav,59,9,2,74,101,11,578,6,-37,5,0,0,0,1,1,1,0,-1,-1,0,1,1,153,1,0,20,0,2,3,1,1,1,1,1,0,-219,141,-21,18,-25,2,4,13,-18
alex_interest.wav,82,17,3,108,116,70,951,10,-33,4,0,0,0,1,1,0,0,-1,-1,0,0,1,267,1,0,8,1,14,0,7,1,1,2,5,4,-236,201,-82,37,-37,29,-21,24,-11
alex_interest.wav,57,9,3,81,110,15,895,6,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,146,4,1,1,9,6,4,6,0,2,3,5,1,-201,112,-29,45,-39,16,-1,26,-36
alex_interest.wav,49,4,3,61,86,11,696,6,-37,6,1,0,0,0,1,0,0,0,0,0,0,1,110,6,5,12,0,2,3,3,0,1,3,5,6,-215,130,-22,20,-5,-19,8,26,-34
alex_interest.wav,52,1,3,139,235,9,283,4,-40,5,1,1,0,0,1,0,0,-1,0,0,0,1,112,8,0,13,2,1,0,5,0,0,0,3,4,-77,-50,-45,58,9,2,0,16,-16
alex_interest.wav,44,5,2,68,94,29,583,6,-38,5,1,0,0,1,1,0,0,0,0,0,0,1,119,1,1,13,0,3,0,8,0,0,6,11,0,-210,147,-79,77,-47,15,0,17,-32
alex_interest.wav,34,1,2,51,81,13,385,5,-39,6,1,1,0,1,1,0,0,0,0,0,0,1,91,0,0,14,0,2,4,1,0,1,6,9,0,-201,97,-10,37,-17,-17,19,7,-28
alex_interest.wav,63,11,3,75,100,15,671,7,-35,5,0,0,-1,1,1,0,0,0,0,0,0,1,118,1,0,9,1,9,3,10,1,3,0,1,6,-227,158,-29,13,-35,17,8,23,-25
alex_interest.wav,43,2,2,87,150,5,454,4,-39,5,1,1,0,0,0,0,0,0,0,0,0,1,116,7,1,10,3,1,1,2,0,1,0,7,1,-139,11,-16,54,-1,-4,-8,17,-13
alex_interest.wav,35,3,2,60,101,2,993,5,-38,5,1,1,0,1,0,0,0,-1,0,0,0,1,127,0,0,11,0,8,5,0,0,0,4,0,0,-180,68,-3,22,-16,-2,29,18,-40
alex_interest.wav,62,9,3,71,92,17,900,6,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,165,6,4,11,0,1,4,9,2,0,0,1,0,-215,105,44,-7,-46,7,10,23,-12
alex_interest.wav,69,12,3,81,85,35,587,9,-35,5,0,0,-1,1,1,1,0,0,-1,1,0,1,232,2,4,8,16,7,4,5,1,1,0,1,0,-241,188,-49,11,-23,24,-24,45,-28
alex_interest.wav,40,2,3,60,76,27,271,8,-38,6,1,0,0,1,1,0,0,0,0,0,0,1,210,6,0,1,5,2,2,2,0,0,1,19,1,-211,111,-12,38,-26,-4,5,17,-16
alex_interest.wav,38,4,2,54,91,2,389,4,-38,5,1,1,0,0,0,0,0,-1,0,0,0,1,115,6,1,13,1,1,1,0,0,3,0,2,1,-181,58,3,31,-6,-6,6,11,-11
alex_interest.wav,30,1,3,80,128,11,344,5,-38,5,1,1,0,1,1,0,0,-1,0,0,0,1,118,10,1,18,1,2,2,1,0,1,0,6,1,-182,100,-35,32,-33,8,4,22,-26
alex_interest.wav,55,8,3,75,94,31,1056,7,-37,5,0,0,0,1,1,0,0,-1,0,0,0,1,150,0,2,6,0,19,0,7,0,1,1,2,2,-224,143,-13,17,-34,7,13,11,-32
alex_interest.wav,58,3,3,99,159,31,680,6,-38,4,0,1,0,1,1,1,0,0,0,0,0,1,114,2,3,16,2,4,7,1,1,0,4,0,1,-169,78,-50,58,-19,15,-30,36,-13
alex_interest.wav,64,9,3,90,108,47,446,9,-35,5,0,0,0,1,1,0,0,-1,0,1,1,1,179,2,0,13,1,17,8,1,0,0,2,1,1,-210,123,-11,5,3,-17,19,15,-13
alex_interest.wav,37,4,3,61,95,11,805,6,-37,5,1,0,0,1,1,0,0,0,0,0,0,1,104,1,0,7,1,8,5,6,0,5,0,8,0,-196,82,7,33,-30,0,7,14,-13
alex_interest.wav,33,1,2,61,105,14,346,5,-39,5,1,0,0,1,1,0,0,0,0,0,0,1,107,2,1,7,3,2,2,3,1,0,1,13,1,-189,83,-14,39,-21,-1,4,14,-23
alex_interest.wav,25,1,2,50,96,5,159,3,-40,5,1,1,1,1,1,0,0,0,0,0,0,1,115,1,0,18,1,2,2,1,0,0,2,6,0,-198,109,-31,49,-33,-8,7,32,-54
alex_interest.wav,59,6,3,80,113,28,639,7,-36,4,1,0,0,1,0,0,0,0,0,0,0,1,139,6,1,9,0,1,0,12,0,2,1,7,0,-195,100,-8,12,-17,3,12,29,-40
alex_interest.wav,49,3,3,91,142,9,833,4,-39,5,0,1,0,1,1,1,0,-1,0,0,0,1,222,1,0,19,4,5,0,5,0,0,1,2,1,-165,66,-47,70,-6,-29,-7,38,-19
alex_interest.wav,75,11,3,90,85,26,361,10,-34,5,0,0,-1,1,1,0,0,-1,0,0,0,1,182,3,0,13,0,3,4,9,1,4,0,0,1,-269,257,-100,32,-49,35,8,10,-51
alex_interest.wav,68,10,3,81,102,43,688,8,-35,5,0,0,0,1,1,0,0,0,0,0,0,1,141,3,0,4,8,11,6,5,1,0,0,6,3,-222,139,-9,7,-27,12,-4,19,-13
alex_interest.wav,35,1,2,55,86,9,280,6,-39,5,1,1,0,1,1,0,0,0,0,0,0,1,104,0,0,12,1,1,5,0,0,1,0,17,0,-188,72,10,24,-16,-7,10,11,-17
