@relation arousal

@attribute Zcr numeric
@attribute Energy numeric
@attribute EnergyEntropy numeric
@attribute SpectralCentroid numeric
@attribute SpectralCentroidSpread numeric
@attribute SpectralEntropy numeric
@attribute SpectralFlux numeric
@attribute SpectralRollOff numeric
@attribute MFCC1 numeric
@attribute MFCC2 numeric
@attribute MFCC3 numeric
@attribute MFCC4 numeric
@attribute MFCC5 numeric
@attribute MFCC6 numeric
@attribute MFCC7 numeric
@attribute MFCC8 numeric
@attribute MFCC9 numeric
@attribute MFCC10 numeric
@attribute MFCC11 numeric
@attribute MFCC12 numeric
@attribute MFCC13 numeric
@attribute HarmonicRatio numeric
@attribute F0 numeric
@attribute ChromaVector1 numeric
@attribute ChromaVector2 numeric
@attribute ChromaVector3 numeric
@attribute ChromaVector4 numeric
@attribute ChromaVector5 numeric
@attribute ChromaVector6 numeric
@attribute ChromaVector7 numeric
@attribute ChromaVector8 numeric
@attribute ChromaVector9 numeric
@attribute ChromaVector10 numeric
@attribute ChromaVector11 numeric
@attribute ChromaVector12 numeric
@attribute LPC1 numeric
@attribute LPC2 numeric
@attribute LPC3 numeric
@attribute LPC4 numeric
@attribute LPC5 numeric
@attribute LPC6 numeric
@attribute LPC7 numeric
@attribute LPC8 numeric
@attribute LPC9 numeric
@attribute arousal {-2,-1,0,1,2}

@data
47,5,3,73,106,29,344,7,-36,5,0,1,0,1,1,0,0,0,0,0,0,1,122,3,15,1,9,11,4,2,3,3,2,6,2,-207,113,-6,27,-54,31,-2,33,-42,1
30,4,3,52,86,4,228,5,-37,5,1,1,0,1,1,0,0,0,0,0,0,1,116,1,8,1,9,6,4,3,1,2,3,17,6,-212,117,-5,20,-26,-7,17,14,-26,1
51,4,3,66,82,33,267,8,-36,5,0,0,0,1,1,0,0,-1,0,0,0,1,108,2,11,3,4,7,6,3,1,1,5,16,1,-233,155,-25,30,-30,-3,9,7,-20,1
37,2,3,54,93,13,249,5,-38,5,1,1,0,1,1,0,0,-1,0,0,0,1,132,2,15,2,4,6,5,2,1,3,8,7,1,-203,109,-23,45,-35,1,3,18,-33,1
55,4,3,72,96,45,294,8,-36,5,0,0,0,1,1,1,0,-1,0,0,0,1,155,2,12,4,7,6,6,5,2,5,11,4,2,-229,163,-51,45,-41,24,-25,31,-29,1
35,2,3,54,87,17,205,5,-37,5,1,1,0,1,1,0,0,-1,0,0,0,1,103,1,15,3,2,5,8,2,1,1,8,17,1,-207,108,-5,30,-36,2,8,22,-32,1
47,5,3,68,115,6,346,6,-37,5,1,0,0,1,1,0,0,-1,0,0,0,1,119,2,13,3,5,5,4,2,1,5,6,6,2,-177,63,-9,47,-35,8,6,21,-27,1
40,5,3,58,82,17,420,6,-36,6,1,1,0,1,1,0,0,-1,0,0,0,1,120,2,10,2,5,6,4,5,2,1,12,9,1,-229,154,-24,15,-30,4,19,12,-39,1
36,2,3,65,118,4,288,5,-38,5,1,1,0,1,1,0,0,0,0,0,0,1,117,3,13,1,4,6,5,4,1,3,4,7,2,-165,34,6,57,-47,17,4,20,-42,1
37,3,3,54,80,13,280,6,-37,6,0,1,0,1,1,0,0,0,0,0,0,1,109,3,10,4,7,7,4,5,1,2,3,14,2,-218,127,-9,24,-31,-3,11,19,-36,1
53,5,3,69,92,28,318,8,-35,5,0,0,0,1,1,0,0,0,0,0,0,1,113,3,9,3,6,3,8,5,2,3,4,15,2,-226,134,10,1,-29,1,10,20,-28,1
37,3,3,72,118,11,320,5,-37,5,1,1,0,1,1,0,0,-1,0,0,0,1,110,3,16,2,4,8,8,5,1,1,5,5,2,-188,87,-19,47,-34,4,4,19,-37,1
49,2,3,65,91,35,234,7,-37,6,0,0,0,1,1,0,0,-1,0,0,0,1,125,2,13,2,4,9,5,4,2,1,13,5,1,-219,138,-34,52,-43,-4,5,28,-40,1
38,3,3,53,82,14,224,5,-38,5,0,1,1,1,1,0,0,-1,0,0,0,1,112,3,19,4,2,6,3,4,1,2,4,6,1,-211,126,-29,42,-34,-8,12,20,-30,1
36,3,3,57,92,7,275,5,-37,6,1,1,0,1,0,0,0,0,0,0,0,1,113,12,10,2,3,6,3,3,3,3,4,8,3,-195,80,13,23,-33,7,13,15,-30,1
33,3,3,54,89,7,309,4,-37,5,1,1,0,1,1,0,0,-1,0,0,0,1,124,3,14,3,4,4,7,2,2,4,6,8,1,-201,100,-4,23,-25,3,12,17,-29,1
54,4,3,75,107,30,290,7,-36,6,0,0,0,1,1,0,0,0,0,0,0,1,153,8,11,1,6,10,4,6,2,1,4,7,2,-203,111,-27,51,-29,-14,5,21,-22,1
38,4,3,57,96,6,294,5,-37,5,1,1,0,1,1,0,0,-1,0,0,0,1,127,4,18,2,1,5,5,4,2,2,4,3,3,-182,75,-9,26,-10,-1,3,10,-18,1
42,4,3,61,91,14,411,6,-37,5,0,1,0,1,1,0,0,-1,0,0,0,1,124,4,12,3,7,6,2,4,1,4,6,6,2,-207,118,-17,31,-39,2,19,19,-38,1
34,3,3,62,107,13,254,5,-37,5,1,1,0,1,1,0,0,0,0,0,0,1,111,1,15,1,6,3,6,2,1,2,6,11,3,-179,60,8,28,-20,-3,6,17,-19,1
35,2,3,56,92,3,273,5,-38,5,1,1,0,1,1,0,0,-1,0,0,0,1,117,2,17,2,3,3,5,5,0,1,2,7,1,-192,92,-15,34,-21,-6,10,16,-30,1
43,3,3,65,98,12,339,6,-37,5,0,1,0,1,1,0,0,-1,0,0,0,1,118,2,17,2,9,5,5,2,1,3,4,10,3,-201,115,-32,40,-29,0,9,15,-27,1
32,2,3,52,82,13,231,5,-38,5,1,1,0,1,1,0,0,0,0,0,0,1,105,2,15,1,3,6,6,3,1,1,6,12,1,-202,106,-11,26,-22,-5,12,13,-26,1
54,4,3,67,85,33,263,7,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,128,3,13,3,6,7,5,6,2,5,11,5,1,-241,192,-66,43,-45,13,5,25,-42,1
42,3,3,60,95,6,247,5,-37,5,1,1,0,1,1,0,0,0,0,0,0,1,118,2,15,4,3,5,6,3,1,3,5,8,1,-197,107,-23,25,-20,3,7,13,-24,1
34,3,3,58,94,20,256,5,-37,5,0,1,0,1,1,0,0,0,0,0,0,1,100,3,11,3,4,3,6,4,1,3,7,13,2,-210,114,4,13,-38,11,2,25,-30,1
45,4,3,70,111,14,334,6,-37,5,1,0,0,1,1,0,0,-1,0,0,0,1,110,4,14,2,13,7,2,6,1,1,2,11,3,-187,74,7,27,-26,5,-2,19,-24,1
42,4,3,71,119,12,237,6,-37,5,1,0,0,1,1,0,0,-1,0,0,0,1,116,1,16,4,2,5,8,4,1,2,8,6,1,-176,65,-9,40,-21,-4,1,22,-22,1
39,3,3,56,92,6,297,5,-38,5,1,1,0,1,1,0,0,-1,0,0,0,1,117,3,18,3,1,4,4,8,2,1,3,6,1,-196,100,-25,44,-34,17,-12,29,-36,1
53,5,3,73,103,19,328,7,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,134,4,11,1,11,4,3,7,1,1,4,10,4,-208,123,-30,36,-26,0,3,20,-18,1
31,3,3,52,90,2,327,4,-38,5,1,1,0,1,1,0,0,0,0,0,0,1,125,3,12,2,9,7,4,7,1,4,3,5,2,-199,107,-28,40,-34,12,12,12,-41,1
42,5,3,56,86,8,384,6,-37,5,1,1,0,1,1,0,0,-1,0,0,0,1,119,4,15,3,3,6,3,6,2,1,4,8,2,-214,128,-24,25,-24,10,1,15,-32,1
33,1,3,57,99,11,216,5,-38,5,1,1,0,1,1,0,0,-1,0,0,0,1,109,2,19,2,6,5,4,4,1,1,8,7,2,-194,98,-29,55,-36,-3,5,27,-39,1
36,2,3,52,85,11,314,5,-38,6,1,0,0,1,1,0,0,-1,0,0,0,1,106,3,14,1,2,7,1,4,1,3,9,6,2,-201,97,-12,46,-41,11,3,19,-34,1
38,3,3,55,88,10,280,5,-37,5,1,1,0,1,1,0,0,-1,0,0,0,1,118,3,14,3,4,4,2,7,1,3,3,9,1,-205,109,-15,37,-32,0,13,16,-36,1
38,2,3,54,87,18,264,6,-38,5,1,1,0,1,1,0,0,-1,0,0,0,1,104,1,10,1,7,5,3,3,1,1,4,14,3,-198,89,3,31,-38,12,-1,26,-33,1
42,3,3,70,111,19,258,5,-37,5,0,1,0,1,1,0,0,-1,0,0,0,1,114,2,16,1,7,5,5,2,2,2,3,9,2,-189,89,-18,41,-29,8,-7,21,-25,1
41,3,3,57,83,20,263,6,-37,6,0,0,0,1,1,0,0,0,0,0,0,1,106,2,9,3,3,6,3,6,1,1,4,15,3,-222,131,-5,22,-30,-6,13,15,-26,1
52,5,3,68,103,16,307,7,-36,5,0,0,0,1,1,1,0,-1,0,0,0,1,110,1,13,7,1,5,4,6,1,1,4,9,1,-208,118,-22,40,-26,-12,4,16,-19,1
40,4,3,64,86,31,319,7,-36,5,0,1,1,1,1,0,0,-1,0,0,0,1,116,4,15,3,1,8,5,6,3,1,5,3,2,-238,169,-31,25,-27,-18,23,17,-32,1
58,12,3,88,113,43,357,8,-34,4,0,0,0,1,1,0,0,-1,-1,0,0,1,206,4,13,3,4,14,7,4,2,2,3,3,3,-221,161,-54,37,-39,33,-27,34,-34,2
65,13,3,97,124,39,389,8,-34,4,0,0,-1,1,1,0,0,0,0,0,0,1,234,4,9,3,5,12,6,11,3,2,3,7,3,-213,148,-56,47,-48,45,-34,31,-31,2
62,11,3,106,139,47,308,9,-34,4,0,0,0,1,1,0,0,-1,0,0,0,1,265,4,13,4,6,7,11,5,1,4,4,2,2,-198,124,-48,48,-53,41,-15,27,-27,2
62,14,3,98,123,39,421,9,-33,4,0,0,0,1,1,0,0,-1,-1,0,0,1,226,4,14,2,7,10,4,5,2,4,2,6,5,-217,167,-81,59,-49,39,-24,34,-46,2
68,13,3,96,117,51,350,9,-32,4,0,0,0,1,1,0,0,-1,0,0,0,1,213,3,7,4,13,6,8,4,1,8,10,5,4,-240,216,-111,62,-46,36,-27,29,-23,2
57,10,3,92,113,38,391,8,-34,4,0,0,0,1,0,0,0,0,0,0,0,1,227,5,10,3,8,9,5,5,4,3,5,5,2,-232,193,-87,48,-41,35,-22,25,-29,2
57,11,3,91,124,36,473,8,-35,4,0,0,0,1,0,0,0,-1,0,0,0,1,198,2,13,2,4,9,4,11,1,2,2,6,2,-202,137,-55,32,-32,27,9,0,-19,2
57,11,3,90,113,41,342,8,-34,4,0,0,0,1,1,0,0,0,0,0,0,1,184,4,16,2,6,9,7,5,3,3,4,7,3,-231,188,-80,54,-56,40,-25,35,-33,2
63,10,3,98,120,46,234,9,-33,4,0,0,0,1,1,0,0,0,0,0,0,1,237,7,9,3,6,9,4,5,4,5,9,5,2,-223,173,-72,41,-37,33,-23,35,-35,2
64,12,3,92,113,64,416,9,-33,4,0,0,0,1,1,0,0,0,0,0,0,1,216,2,8,2,4,12,6,11,3,4,9,6,1,-228,177,-62,35,-50,54,-35,26,-23,2
71,8,3,101,122,60,352,9,-33,4,0,0,0,1,0,0,0,-1,0,0,0,1,215,7,11,2,6,15,5,8,3,3,4,6,2,-219,180,-107,67,-31,22,-20,40,-22,2
75,15,3,99,119,41,535,9,-34,4,0,0,0,1,0,0,-1,-1,-1,0,1,1,200,1,7,9,12,9,4,8,3,1,3,2,2,-231,195,-82,36,-39,50,-49,44,-29,2
62,9,3,88,102,51,303,9,-34,5,0,0,0,1,1,0,0,0,0,0,0,1,187,9,11,2,2,7,18,8,3,2,4,3,2,-241,204,-89,53,-48,42,-30,31,-25,2
56,9,3,82,111,41,385,8,-35,5,0,0,0,1,1,0,0,-1,0,0,0,1,158,3,12,1,5,14,6,6,1,2,5,5,2,-212,141,-43,37,-47,43,-24,29,-34,2
71,15,3,102,119,56,526,9,-33,4,0,0,0,1,1,0,0,-1,-1,0,0,1,244,7,10,2,1,8,8,4,4,3,4,6,4,-226,185,-87,59,-53,47,-41,40,-25,2
57,13,3,83,99,37,331,8,-34,5,0,0,0,1,1,0,0,-1,-1,0,0,1,204,3,11,4,7,13,8,6,3,4,2,4,3,-235,197,-83,32,-28,37,-27,25,-27,2
67,14,3,91,104,42,404,9,-33,5,0,0,-1,1,1,0,0,-1,0,0,0,1,223,2,12,5,8,10,9,6,2,3,5,6,4,-238,190,-54,19,-56,78,-55,43,-41,2
61,11,3,95,131,45,305,9,-33,5,0,0,0,1,0,0,0,-1,0,0,0,1,231,4,12,3,7,7,5,7,4,5,2,4,5,-200,122,-52,58,-45,35,-23,40,-29,2
63,10,2,91,113,50,455,8,-34,4,0,0,0,1,1,0,0,-1,0,0,0,1,210,4,10,3,6,12,3,3,4,3,5,6,2,-223,161,-42,29,-64,63,-25,26,-41,2
65,12,3,90,102,42,386,8,-34,4,0,0,0,1,1,0,0,-1,-1,0,0,1,237,5,14,3,10,11,4,7,2,2,4,4,3,-251,242,-125,57,-49,53,-39,38,-41,2
50,11,3,85,116,25,425,7,-35,5,0,0,0,1,1,0,0,-1,0,0,0,1,161,4,11,3,6,9,10,8,1,4,2,2,2,-221,175,-78,28,-28,44,-22,23,-25,2
55,12,3,95,132,27,384,7,-35,4,0,0,0,1,1,0,0,-1,0,0,0,1,194,5,14,2,11,9,4,4,2,3,6,2,2,-191,120,-53,37,-36,32,-16,32,-20,2
59,9,2,84,105,40,396,8,-35,5,0,0,0,1,1,0,0,-1,-1,0,0,1,255,7,10,2,5,11,4,7,3,2,3,3,2,-215,153,-69,62,-57,50,-30,38,-45,2
50,12,3,82,106,24,331,7,-34,5,0,0,0,1,1,0,0,-1,0,0,0,1,181,5,13,3,5,8,5,5,2,4,4,4,3,-222,166,-64,32,-27,28,-20,21,-16,2
44,5,2,69,100,22,318,6,-37,5,0,1,0,1,1,0,0,-1,0,0,0,1,191,3,15,1,4,8,6,5,2,2,6,4,1,-207,126,-28,20,-31,34,-15,17,-22,2
54,13,3,87,106,35,367,9,-33,5,0,0,0,1,1,0,0,0,0,0,0,1,173,7,10,2,1,6,4,9,3,4,4,5,5,-237,200,-88,42,-40,44,-34,33,-24,2
70,9,3,95,114,60,338,9,-33,4,0,0,0,1,1,0,0,-1,0,0,0,1,217,4,12,3,2,10,7,10,2,3,5,6,5,-237,199,-84,37,-35,44,-38,32,-22,2
55,9,3,81,109,48,343,8,-35,4,0,0,0,1,1,0,0,0,0,0,0,1,128,5,11,2,3,8,4,11,2,4,5,4,4,-222,163,-66,61,-58,40,-31,27,-29,2
64,9,2,95,117,39,524,8,-34,4,0,0,0,1,1,0,0,0,-1,0,0,1,166,3,7,1,9,8,6,4,1,5,5,12,1,-227,187,-95,63,-51,43,-31,31,-37,2
55,8,3,77,110,27,388,7,-36,5,0,1,0,1,1,0,0,0,0,0,0,1,171,2,11,2,6,7,5,9,4,4,5,3,1,-212,142,-56,49,-49,41,-18,27,-44,2
72,10,3,108,147,32,476,8,-34,4,0,0,0,1,1,0,0,-1,0,0,0,1,189,2,7,4,13,9,3,5,3,7,5,3,2,-191,115,-73,91,-58,28,-36,51,-15,2
52,6,3,86,120,38,321,7,-36,4,0,1,0,1,1,0,0,0,0,0,0,1,170,5,11,1,2,6,6,8,5,1,4,5,2,-205,132,-44,33,-23,16,-14,18,-14,2
64,11,3,89,105,51,308,9,-34,5,0,0,0,1,1,0,0,-1,0,0,0,1,147,4,6,4,1,17,16,7,2,1,1,2,2,-236,183,-52,16,-27,33,-25,26,-26,2
66,13,3,89,107,48,455,8,-34,4,0,0,0,1,1,0,0,0,0,0,0,1,174,2,7,3,5,10,9,9,3,5,3,4,1,-242,211,-99,62,-57,48,-37,37,-42,2
62,7,2,97,126,33,412,8,-35,4,0,1,0,1,1,0,0,0,0,0,0,1,154,2,7,3,6,6,6,7,3,6,3,8,2,-215,153,-53,47,-65,44,-15,28,-37,2
63,10,3,95,124,41,347,8,-34,4,0,0,0,1,1,0,0,0,0,0,0,1,160,5,8,2,7,8,9,6,3,7,6,5,1,-218,160,-70,57,-53,44,-37,44,-33,2
53,7,3,76,97,32,360,7,-36,5,0,1,0,1,1,0,0,0,0,0,0,1,196,4,12,1,4,10,5,6,2,3,3,5,3,-236,196,-83,54,-60,50,-39,39,-28,2
59,8,3,91,124,34,332,8,-35,5,0,0,0,1,1,0,0,0,0,0,0,1,152,3,8,5,5,4,4,14,4,7,4,3,1,-210,139,-56,61,-55,31,-21,32,-24,2
61,11,3,83,102,36,445,8,-34,5,0,0,0,0,1,0,0,0,0,0,0,1,157,5,7,2,1,8,18,7,2,3,2,2,3,-232,165,-38,31,-60,55,-17,16,-48,2
55,7,3,84,113,40,403,7,-35,5,0,0,0,1,1,0,0,0,0,0,0,1,142,3,8,2,3,12,11,8,1,2,5,7,3,-215,142,-40,35,-44,34,-17,26,-28,2
66,9,3,93,107,35,455,9,-34,4,0,0,-1,1,1,0,0,0,-1,0,0,1,186,5,11,4,11,5,2,8,4,11,6,3,2,-248,212,-68,18,-34,32,-19,35,-34,2
69,10,3,97,118,46,356,9,-34,4,0,0,0,0,1,0,0,0,-1,0,0,1,207,10,8,5,3,6,4,10,4,2,4,3,6,-225,175,-73,59,-60,41,-32,36,-30,2
77,8,3,97,108,67,321,9,-33,4,0,0,0,1,1,0,0,0,0,0,0,1,223,2,7,1,4,11,6,15,3,4,11,7,6,-255,243,-110,36,-30,34,-28,26,-23,2
65,8,3,92,120,45,507,8,-34,5,0,1,0,0,1,0,0,0,0,0,0,1,196,1,7,3,4,11,6,4,2,4,9,8,3,-221,154,-47,47,-67,50,-27,33,-28,2
54,8,3,78,103,31,493,7,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,177,1,10,3,6,6,7,5,1,4,7,5,6,-219,148,-36,27,-39,42,-26,25,-34,2
56,10,3,98,129,33,411,8,-34,4,0,1,0,1,1,0,0,0,-1,0,0,1,146,2,10,3,7,5,4,5,2,6,9,5,7,-220,173,-74,39,-37,33,-22,30,-23,2
65,9,3,96,120,44,367,8,-34,4,0,0,0,1,1,0,0,0,0,0,0,1,175,4,9,3,6,6,4,13,2,4,7,8,8,-227,179,-75,58,-63,47,-31,32,-32,2
66,20,3,101,126,20,620,8,-34,4,0,0,0,0,1,0,0,-1,-1,0,0,1,213,5,17,3,4,6,3,2,1,4,4,3,1,-210,133,-30,29,-41,31,-23,27,-12,2
66,11,3,104,150,35,385,7,-35,4,0,0,0,1,1,0,0,0,-1,0,0,1,165,9,10,3,4,7,3,5,3,5,3,4,3,-185,113,-80,87,-56,41,-40,48,-38,2
58,10,2,86,120,32,405,7,-34,4,0,1,0,1,1,0,0,0,0,0,0,1,168,3,8,1,3,4,5,14,2,3,6,2,5,-217,142,-23,13,-50,61,-29,12,-11,2
62,9,3,97,124,47,365,8,-34,4,0,0,0,1,1,0,0,0,-1,0,0,1,198,9,12,2,2,8,4,8,4,2,5,4,4,-216,162,-72,56,-54,41,-30,36,-32,2
60,8,3,87,106,40,357,8,-34,5,0,0,0,1,1,0,0,-1,0,0,0,1,205,2,8,2,6,11,4,10,2,4,9,5,2,-243,210,-90,47,-49,50,-39,32,-28,2
67,13,3,95,112,34,579,8,-34,4,0,0,0,1,1,0,0,0,-1,0,0,1,175,4,7,5,7,5,4,10,3,6,3,4,2,-235,202,-99,57,-50,59,-58,50,-27,2
62,11,3,97,129,40,398,8,-34,4,0,0,0,1,1,0,0,0,0,0,0,1,159,3,8,2,5,9,4,8,2,5,6,6,3,-215,154,-62,41,-31,26,-24,29,-10,2
62,9,3,88,114,29,539,8,-35,5,0,0,0,1,1,0,0,0,0,0,0,1,154,7,7,4,6,7,7,6,2,7,4,5,2,-218,144,-27,22,-46,37,-17,31,-34,2
43,5,2,72,105,23,311,6,-37,5,0,1,0,1,1,0,0,0,0,0,0,1,171,4,12,1,4,4,8,4,2,4,6,8,2,-208,133,-43,42,-43,39,-31,33,-29,2
56,9,2,89,119,25,369,7,-35,4,0,0,0,1,1,0,0,-1,-1,0,0,1,229,10,12,3,4,3,4,6,5,2,4,6,4,-221,158,-43,27,-61,70,-40,31,-39,2
55,9,3,82,99,27,366,8,-34,5,0,0,0,1,1,0,0,0,0,0,0,1,215,8,8,3,6,4,4,6,3,9,2,7,7,-233,170,-35,13,-41,42,-23,30,-29,2
64,8,3,102,138,49,410,8,-34,4,0,0,0,1,1,0,0,0,0,0,0,1,198,8,8,2,3,9,5,4,4,6,5,7,2,-204,125,-38,36,-28,18,-20,26,-14,2
65,9,3,97,108,54,414,9,-34,4,-1,0,0,1,1,0,0,0,0,0,0,1,182,4,10,3,3,11,7,7,3,7,5,2,2,-256,249,-135,74,-66,60,-41,38,-38,2
51,5,2,73,96,28,367,7,-36,5,0,0,0,1,1,0,0,-1,-1,0,0,1,170,5,13,4,6,9,4,5,2,2,3,4,3,-234,183,-66,47,-52,37,-31,42,-44,0
53,6,3,96,140,19,369,6,-35,5,0,0,0,1,1,0,0,0,0,0,0,1,139,7,11,2,4,7,5,6,1,3,6,7,1,-178,69,-8,35,-21,6,-9,30,-26,0
55,6,3,98,144,28,346,7,-35,5,0,0,0,1,1,0,0,-1,0,0,0,1,118,5,12,4,4,9,7,4,3,4,4,3,2,-179,76,-15,40,-36,20,-10,28,-26,0
59,7,3,99,139,30,297,7,-35,5,0,0,0,1,1,0,0,-1,0,0,0,1,179,6,12,3,5,12,3,8,2,2,3,3,3,-182,94,-49,50,-19,20,-27,38,-28,0
63,9,3,88,114,44,386,8,-34,5,0,0,0,1,1,0,0,0,0,0,0,1,143,9,9,2,4,11,6,5,5,3,3,6,1,-224,169,-68,48,-47,36,-21,30,-35,0
44,5,3,70,97,22,387,7,-36,5,0,0,0,1,1,0,0,0,0,0,0,1,133,7,10,2,5,5,6,7,2,3,6,6,2,-222,140,-18,24,-49,26,5,17,-45,0
47,5,3,84,121,24,326,6,-36,5,0,0,0,1,1,0,0,-1,0,0,0,1,161,4,12,3,5,7,5,5,2,2,3,12,3,-196,107,-30,51,-52,20,1,29,-39,0
55,5,3,85,116,14,337,7,-35,5,0,0,0,0,1,0,0,-1,0,0,0,1,152,3,13,3,4,6,8,3,1,3,4,8,1,-212,143,-60,50,-35,19,-2,22,-41,0
52,5,3,83,110,24,309,7,-35,5,0,0,0,0,1,0,0,0,0,0,0,1,144,6,12,2,6,9,10,4,2,5,3,5,2,-211,127,-20,28,-38,14,2,17,-30,0
49,6,3,74,108,16,313,7,-36,5,1,0,0,0,0,0,0,-1,0,0,0,1,149,5,9,3,6,11,6,4,1,2,3,6,1,-197,89,-11,57,-50,22,-5,17,-40,0
48,4,3,79,115,27,292,6,-36,5,0,0,0,1,1,0,0,-1,0,0,0,1,126,4,11,1,6,11,5,3,1,3,6,8,1,-198,112,-33,37,-43,35,-6,23,-47,0
57,6,3,73,90,30,489,7,-35,5,0,0,0,1,1,0,0,-1,0,0,0,1,127,5,9,4,6,7,9,3,2,5,3,5,2,-243,190,-52,22,-33,18,-4,33,-53,0
46,5,3,73,104,20,279,7,-36,5,0,0,0,1,1,0,0,-1,0,0,0,1,114,5,11,4,6,9,4,7,2,3,5,7,3,-213,122,-5,20,-43,13,6,20,-28,0
53,6,2,81,107,24,343,7,-35,6,0,0,0,1,1,0,0,-1,0,0,0,1,179,5,8,3,7,6,3,5,2,3,2,9,3,-198,93,-8,41,-39,11,6,10,-20,0
58,5,3,99,134,31,292,6,-37,5,0,0,0,1,1,0,0,-1,0,0,0,1,125,5,16,1,4,11,2,3,1,2,5,4,2,-181,86,-20,30,-21,12,-11,20,-20,0
47,4,2,74,96,20,289,7,-35,6,0,0,0,0,1,0,0,0,0,0,0,1,141,7,11,1,9,5,5,5,2,2,4,7,3,-221,134,-12,34,-58,19,5,22,-35,0
48,6,3,70,99,16,415,6,-36,5,0,0,0,1,1,0,0,-1,0,0,0,1,129,3,11,6,6,9,4,5,1,2,4,4,1,-213,117,-6,29,-47,31,-4,13,-39,0
53,6,3,89,122,17,302,7,-36,5,0,0,0,1,1,0,0,-1,-1,0,0,1,137,6,13,6,5,6,5,4,2,2,4,7,1,-197,105,-24,46,-48,20,-10,31,-31,0
50,5,2,83,118,27,368,7,-36,5,0,0,0,1,1,0,0,-1,0,0,0,1,122,6,11,4,5,16,4,3,2,3,4,4,2,-194,87,0,45,-61,21,4,28,-40,0
41,3,3,61,90,16,212,6,-37,5,0,1,0,1,1,0,0,-1,0,0,0,1,118,3,14,4,6,7,6,5,1,3,6,8,1,-212,125,-20,37,-49,18,-1,22,-29,0
51,7,3,80,106,30,399,7,-35,5,0,0,0,1,1,0,0,-1,0,0,0,1,144,6,10,2,5,9,7,8,2,1,3,8,6,-218,153,-47,23,-27,27,-9,13,-14,0
48,5,3,80,116,14,375,6,-36,5,0,1,0,1,1,0,0,0,0,0,0,1,156,4,7,4,10,8,6,4,1,4,5,7,1,-200,111,-15,13,-22,18,-4,11,-15,0
48,4,3,72,101,19,446,6,-36,6,0,0,0,1,1,0,0,0,0,0,0,1,152,5,12,4,2,6,6,8,2,5,5,5,2,-206,110,-20,52,-55,22,-9,29,-32,0
41,5,3,65,96,13,381,6,-37,5,1,0,0,1,1,0,0,-1,0,0,0,1,175,4,11,3,12,5,5,6,2,1,4,9,3,-201,97,0,35,-55,30,-3,22,-41,0
41,4,3,69,104,12,297,6,-37,5,0,1,0,1,1,0,0,-1,0,0,0,1,128,5,14,5,8,8,4,4,2,4,3,5,2,-201,109,-22,41,-47,32,-18,24,-28,0
48,7,3,72,99,23,362,7,-36,5,0,0,0,1,1,0,0,-1,0,0,0,1,156,6,18,2,4,7,5,6,2,3,4,4,2,-213,127,-12,14,-32,24,-11,18,-17,0
53,6,3,80,115,29,303,7,-36,5,0,0,0,1,1,0,0,-1,0,0,0,1,181,4,14,1,3,10,8,5,1,3,6,3,1,-195,98,-18,36,-26,8,-12,31,-29,0
49,3,3,73,95,37,229,7,-35,5,0,0,0,1,1,0,0,0,0,0,0,1,147,6,11,2,3,9,5,4,3,3,6,9,4,-241,202,-88,63,-53,19,-13,37,-37,0
37,4,3,65,101,14,244,6,-37,5,0,0,0,1,1,0,0,-1,0,0,0,1,126,2,21,7,2,4,4,4,1,2,2,4,1,-210,117,-14,40,-43,0,9,18,-29,0
60,10,3,93,116,48,434,8,-34,4,0,0,0,1,1,0,0,0,0,0,0,1,143,7,11,2,1,11,2,5,5,2,9,6,5,-227,177,-73,49,-49,29,-7,19,-29,0
60,8,3,89,122,25,514,8,-35,5,0,0,0,1,1,0,0,-1,0,0,0,1,139,4,11,2,6,12,9,8,1,2,2,2,2,-205,116,-21,37,-35,2,5,30,-34,0
34,1,3,63,112,6,250,4,-38,5,1,1,0,1,1,0,0,0,0,0,0,1,110,7,17,1,2,5,2,4,1,2,5,5,3,-180,75,-18,45,-22,-9,7,23,-33,0
54,7,3,88,122,30,352,7,-36,5,1,0,0,1,1,0,0,-1,0,0,0,1,144,13,8,1,5,10,1,3,3,3,1,5,2,-188,96,-34,44,-29,21,-14,27,-21,0
46,5,3,63,94,17,266,6,-37,5,0,0,0,1,1,0,0,0,0,0,0,1,112,7,11,1,6,4,3,8,2,1,3,6,4,-215,132,-23,31,-32,2,7,17,-29,0
47,4,3,66,92,23,231,7,-36,6,0,0,0,1,1,0,0,-1,0,0,0,1,115,2,10,2,3,6,5,2,1,6,8,11,1,-208,100,11,20,-25,-1,4,16,-29,0
62,11,3,81,96,33,398,8,-34,5,0,0,0,1,1,0,0,0,0,0,0,1,152,4,6,6,5,12,7,15,3,3,3,2,2,-243,201,-72,34,-42,28,-2,23,-50,0
37,2,3,72,128,5,205,4,-38,5,1,1,0,1,1,0,0,0,0,0,0,1,119,3,20,2,2,5,3,5,1,2,3,5,2,-171,64,-22,51,-22,-6,3,21,-28,0
46,4,3,82,110,20,405,6,-36,5,1,1,0,1,1,0,0,-1,0,0,0,1,131,5,11,4,5,14,7,4,1,1,2,2,1,-209,133,-26,6,-21,8,23,13,-42,0
