0,0,21,15,15,30,30,0,2,0,22,30,17,5,1318,67,16255,323,?
0,0,7,16,17,30,30,1,2,0,22,30,21,5,1389,76,16255,312,?
25,0,7,28,19,28,30,0,0,0,29,22,12,14,1961,138,16255,323,?
30,0,14,30,11,12,30,0,3,0,27,18,13,25,2358,207,16255,323,?
30,1,14,30,11,11,20,0,0,0,26,12,7,24,2571,291,16255,325,?
30,2,0,30,15,23,30,0,0,0,25,19,10,22,2212,168,16255,318,?
23,0,21,25,21,27,30,0,0,0,25,22,15,45,1809,132,16255,323,?
1,0,0,22,19,30,30,0,2,0,26,24,15,50,1629,97,16255,312,?
30,0,0,30,13,16,30,0,0,0,24,16,7,46,2081,194,16255,323,?
30,12,0,30,15,14,30,0,4,0,30,14,3,50,2532,228,16255,310,?
0,6,0,26,17,30,30,0,0,0,23,26,18,9,1613,111,16255,325,?
0,0,14,15,13,25,30,0,0,0,14,20,10,9,1232,91,16255,323,?
30,0,7,27,19,19,29,0,0,0,25,16,13,50,1895,171,16255,323,?
30,4,0,30,15,10,29,0,0,0,23,12,4,29,2184,218,16255,318,?
30,4,0,30,17,18,30,0,2,0,22,22,15,15,2223,175,16255,323,?
30,5,0,30,19,8,20,0,3,0,30,2,0,50,2625,352,16255,312,?
0,1,0,15,21,30,30,0,3,0,25,30,18,4,1237,62,16255,323,?
0,0,21,23,15,30,30,28,0,0,23,24,12,16,1689,97,16255,307,?
30,16,0,30,15,15,30,0,0,0,30,12,0,50,2566,218,16255,323,?
30,0,7,28,15,18,30,0,0,0,18,20,15,22,1977,158,16255,287,?
30,2,0,30,17,11,30,0,3,0,30,14,5,42,2424,213,16255,323,?
30,8,0,30,21,16,30,0,0,0,28,20,14,26,2500,198,16255,193,?
15,0,14,27,19,29,30,0,0,0,24,25,15,18,1912,118,16255,323,?
30,6,0,30,15,8,16,0,6,0,28,11,9,27,2626,317,16255,290,?
30,7,0,30,19,16,30,0,0,0,28,19,9,40,2310,161,16255,323,?
0,0,0,15,17,30,30,0,0,0,22,28,16,5,1248,61,16255,315,?
19,14,0,29,19,19,30,0,8,0,30,21,9,50,1956,129,16255,325,?
30,6,0,30,17,30,30,0,0,0,30,21,6,50,2413,154,16255,272,?
30,6,0,30,19,12,28,0,0,0,30,14,7,50,2598,259,16255,323,?
30,3,0,30,15,19,30,0,0,0,24,18,10,23,2070,172,16255,325,?
30,0,30,30,19,18,30,0,1,0,24,20,14,22,2141,175,16255,325,?
30,0,7,30,15,25,30,0,0,0,30,14,0,50,2348,176,16255,302,?
0,0,0,17,21,30,30,2,2,0,24,30,16,5,1275,61,16255,325,?
0,0,14,16,15,30,30,1,0,0,24,30,20,5,1395,70,16255,325,?
17,0,0,28,15,11,30,0,0,0,27,26,15,50,1945,120,16255,325,?
30,0,0,30,13,4,18,0,2,0,22,11,6,30,2598,308,16255,185,?
30,0,28,30,19,22,30,0,0,0,30,26,15,10,2179,141,16255,325,?
27,1,0,27,13,18,30,0,6,0,22,24,15,10,1891,141,16255,302,?
30,0,21,30,11,18,30,0,0,0,30,10,0,50,2576,189,16255,323,?
30,3,0,30,15,9,19,0,0,0,21,14,11,22,2641,296,16255,264,?
30,22,0,30,17,17,30,0,0,0,26,19,15,28,2505,212,16255,325,?
7,5,0,23,17,21,30,0,0,0,19,22,11,11,1639,109,16255,320,?
30,6,0,30,19,15,30,0,0,0,24,22,15,17,2299,164,16255,325,?
30,17,0,30,17,14,30,0,0,0,30,16,8,50,2304,192,16255,323,?
30,0,7,30,15,5,12,0,2,0,16,14,15,12,2299,274,16255,325,?
30,0,0,30,19,22,30,0,0,0,30,16,8,50,2462,207,16255,318,?
0,1,0,28,13,30,30,28,0,0,30,26,12,41,1907,100,16255,323,?
0,0,7,26,15,30,30,28,2,0,30,28,15,22,1841,92,16255,64,?
30,5,0,30,13,2,10,0,0,0,28,4,0,50,2641,423,16255,325,?
10,0,7,26,15,22,30,0,3,0,24,24,15,14,1847,112,16255,318,?
30,2,0,30,15,10,30,0,0,0,30,14,3,50,2472,198,16255,323,?
30,10,0,30,15,12,26,0,6,0,30,10,2,50,1988,210,16255,135,?
30,0,0,30,17,13,30,0,0,0,26,19,13,29,2336,195,16255,325,?
0,0,14,15,17,30,30,0,4,0,26,30,16,5,1292,66,16255,292,?
30,2,0,30,19,7,14,0,0,0,30,8,2,50,2669,361,16255,323,?
22,0,21,25,19,19,30,0,0,0,26,14,4,50,1716,157,16255,318,?
0,0,14,16,13,30,30,1,0,0,21,28,15,6,1318,66,16255,323,?
30,8,0,30,17,14,30,0,3,0,30,11,0,50,2549,246,16255,320,?
19,0,0,30,15,30,30,0,0,0,30,18,3,50,2266,144,16255,323,?
30,0,14,30,15,17,30,0,2,0,29,21,12,17,2331,169,16255,292,?
0,4,0,25,21,30,30,0,0,0,25,28,17,6,1694,103,16255,325,?
29,0,0,30,13,22,30,0,0,0,27,22,11,24,2140,149,16255,315,?
11,5,0,30,19,30,30,0,3,0,30,17,1,50,2201,132,16255,323,?
30,0,7,30,13,29,30,0,0,0,30,16,1,50,2261,165,16255,320,?
30,0,7,30,21,12,29,0,1,0,30,12,1,50,2642,274,16255,325,?
30,6,0,30,21,13,30,0,0,0,28,20,8,50,2233,170,16255,323,?
28,0,7,30,17,18,30,0,2,0,24,19,13,20,1934,154,16255,323,?
6,2,14,21,19,30,30,0,2,0,20,23,15,11,1591,104,16255,173,?
0,0,0,13,17,30,30,0,2,2,19,25,15,5,1117,68,16255,323,?
30,7,0,30,15,6,13,0,6,0,30,4,0,50,2691,398,16255,272,?
26,11,0,29,19,9,30,0,7,0,27,22,15,37,2031,144,16255,323,?
7,0,7,26,15,30,30,0,1,0,30,29,15,50,1852,103,16255,193,?
26,1,7,30,17,18,30,0,3,0,30,16,1,50,2359,162,16255,323,?
28,0,21,30,13,18,30,0,1,0,30,14,0,50,2424,167,16255,307,?
27,0,0,30,19,28,30,0,1,0,28,21,12,27,2163,146,16255,323,?
18,0,0,29,21,30,30,0,3,0,30,23,15,28,1977,129,16255,284,?
0,0,21,15,11,30,30,0,1,0,21,30,15,5,1226,61,16255,325,?
5,0,7,23,15,30,30,0,1,0,23,24,13,22,1689,104,16255,325,?
30,0,7,30,23,20,30,0,2,0,30,22,12,50,2440,170,16255,325,?
30,0,14,30,19,13,30,0,0,0,22,24,15,12,2109,152,16255,312,?
13,0,7,26,19,14,30,0,0,0,17,21,15,8,1521,115,16255,323,?
29,3,0,30,21,16,30,0,2,0,30,20,9,50,2348,158,16255,320,?
