Name,Zcr,Energy,EnergyEntropy,SpecCentro,SpecCentroSpread,SpecEntropy,SpecFlux,SpecRolloff,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,HarmonicRatio,F0,CV1,CV2,CV3,CV4,CV5,CV6,CV7,CV8,CV9,CV10,CV11,CV12
alex_angry.wav,60,15,3,93,125,25,429,8,-34,4,0,0,-0,0,1,0,-0,-1,-1,-0,-0,1,202,7,11,4,3,4,6,3,2,2,3,8,1,
alex_angry.wav,63,8,2,98,123,40,412,8,-35,4,-0,0,-0,1,1,0,-0,-1,-1,0,-0,1,239,6,12,3,2,5,3,10,4,3,2,4,1,
alex_angry.wav,63,18,3,101,131,21,506,8,-34,3,0,0,-0,1,0,0,-0,-1,-1,-0,0,1,189,7,11,10,11,4,3,5,1,1,3,4,3,
alex_angry.wav,48,10,3,88,113,33,338,8,-35,4,-0,0,-0,1,1,0,-0,-1,-1,-0,0,1,166,6,10,9,7,5,4,4,2,2,2,5,1,
alex_angry.wav,56,18,3,95,126,25,603,8,-33,4,0,0,-0,0,0,0,-0,-1,-1,-0,0,1,229,4,11,5,5,5,3,4,1,4,7,4,1,
alex_angry.wav,55,10,3,86,110,27,468,8,-35,5,0,0,-0,0,1,0,-0,-0,-1,-0,-0,1,196,4,9,2,4,5,4,5,1,1,1,7,7,
alex_angry.wav,58,12,3,99,136,48,392,8,-35,4,-0,0,0,1,1,0,-0,-1,-1,0,0,1,181,2,12,3,2,12,6,5,2,3,5,5,2,
alex_angry.wav,56,10,3,90,111,35,254,9,-34,5,-0,0,-0,1,1,0,-0,-1,-1,-0,-0,1,182,5,15,1,6,6,7,7,2,2,7,4,1,
alex_angry.wav,57,13,3,93,133,22,493,7,-35,4,0,0,-0,1,1,0,-0,-1,-1,0,0,1,199,2,14,2,9,6,4,5,1,4,4,3,1,
alex_angry.wav,65,13,2,110,140,44,353,8,-34,4,0,0,-0,1,1,0,-0,-1,-1,-0,0,1,189,5,9,5,6,8,6,6,3,1,4,5,1,
alex_angry.wav,56,12,3,97,144,13,419,7,-34,4,0,0,-0,0,1,0,-0,-1,-1,-0,0,1,190,4,13,8,5,4,5,3,1,1,3,3,1,
alex_angry.wav,42,6,3,69,104,23,315,5,-38,5,0,1,0,1,1,0,-0,-1,-0,0,0,1,184,5,16,2,5,6,4,6,2,3,5,5,1,
alex_angry.wav,65,13,3,119,147,48,419,8,-33,4,-0,0,-0,0,1,0,-0,-1,-1,0,0,1,180,7,8,7,5,10,7,7,2,3,4,5,2,
alex_angry.wav,51,9,3,87,124,30,338,7,-35,4,-0,0,0,1,1,0,-0,-1,-1,0,0,1,146,4,10,3,8,6,5,7,2,6,6,6,2,
alex_angry.wav,51,15,2,98,147,30,371,6,-36,4,0,0,-0,1,1,0,-0,-1,-1,0,0,0,161,2,10,4,9,9,5,3,1,3,4,3,2,
alex_angry.wav,64,13,3,107,142,44,409,8,-34,4,-0,0,-0,1,0,0,-0,-1,-0,0,0,1,206,3,10,3,10,8,7,8,7,2,2,3,2,
alex_angry.wav,56,10,2,98,130,21,405,7,-35,4,0,0,-0,0,0,0,-0,-1,-1,-0,0,1,205,2,14,1,4,5,8,4,2,3,2,6,2,
alex_angry.wav,58,9,3,91,123,26,421,8,-34,5,0,0,-0,0,1,0,-0,-0,-0,-0,-0,1,150,7,11,3,5,9,3,9,3,5,5,4,2,
alex_angry.wav,67,15,3,111,147,34,432,9,-34,4,-0,0,-0,1,1,0,-0,-1,-1,-0,0,1,206,4,11,7,11,8,4,5,3,2,3,4,1,
alex_angry.wav,64,9,3,108,143,46,382,8,-34,4,-0,0,-0,1,1,0,-0,-1,-1,-0,0,1,215,9,13,6,3,9,6,5,3,3,4,4,3,
alex_boredom.wav,29,2,3,52,95,4,204,4,-38,5,1,1,1,1,1,1,-0,-1,-0,0,0,1,116,2,25,1,1,4,3,2,1,3,3,1,1,
alex_boredom.wav,33,2,3,53,87,8,192,4,-38,5,1,1,0,0,1,0,-0,-0,-0,0,0,1,113,11,17,1,3,7,3,4,3,2,3,3,0,
alex_boredom.wav,31,1,3,53,94,3,279,4,-38,5,1,1,0,0,1,0,-0,-1,-0,0,0,1,111,11,11,1,2,4,2,8,3,1,2,5,2,
alex_boredom.wav,27,1,3,53,101,2,229,4,-39,5,1,1,0,1,1,0,-0,-0,-0,0,0,1,111,4,18,1,3,3,4,6,1,3,6,7,2,
alex_boredom.wav,37,1,2,57,100,4,203,4,-39,5,1,1,0,1,1,0,-0,-1,-0,0,0,1,110,7,18,1,5,4,4,4,2,2,3,5,0,
alex_boredom.wav,33,1,3,54,97,2,231,5,-38,5,1,1,0,1,1,0,-0,-0,-0,0,0,1,112,10,14,1,5,3,2,9,1,0,4,4,4,
alex_boredom.wav,32,2,3,60,109,2,260,4,-38,5,1,1,0,1,1,0,-0,-1,-0,0,0,1,108,2,12,1,8,4,5,6,0,1,3,8,3,
alex_boredom.wav,35,1,3,53,87,7,274,5,-38,5,1,1,0,0,1,0,-0,-1,-0,0,0,1,109,10,13,1,6,5,4,8,1,1,4,8,1,
alex_boredom.wav,39,1,3,56,90,4,231,5,-38,5,1,1,0,1,1,0,-0,-1,-0,0,0,1,107,4,12,1,9,4,4,6,0,1,1,16,4,
alex_boredom.wav,31,1,3,50,90,5,208,4,-39,5,1,1,0,1,1,0,-0,-1,-0,0,0,1,107,1,21,2,2,3,9,3,1,1,5,9,0,
alex_boredom.wav,35,1,3,50,82,7,204,5,-38,6,1,1,0,1,1,0,-0,-1,-0,0,0,1,102,3,15,1,3,4,7,3,1,1,10,8,0,
alex_boredom.wav,28,1,3,55,105,2,162,4,-39,5,1,1,1,1,1,0,-0,-1,-0,0,0,1,113,3,16,2,1,3,3,3,1,0,6,5,2,
alex_boredom.wav,27,1,3,47,87,1,150,4,-39,5,1,1,0,1,1,0,0,-0,-0,0,0,1,110,1,20,2,1,3,8,2,1,1,8,10,1,
alex_boredom.wav,35,1,3,59,107,5,209,5,-38,5,1,1,0,1,1,0,-0,-1,-0,0,0,1,111,1,19,3,4,4,7,3,1,1,6,11,0,
alex_boredom.wav,27,1,3,46,88,2,144,3,-39,5,1,1,0,1,1,1,-0,-1,-0,0,0,1,112,1,20,1,2,6,3,3,1,1,11,5,1,
alex_boredom.wav,34,1,3,55,94,4,198,5,-38,6,1,0,0,1,1,0,-0,-0,-0,0,0,1,109,1,17,4,3,5,6,2,1,2,4,13,0,
alex_boredom.wav,29,1,3,49,90,6,237,4,-39,5,1,1,0,1,1,0,-0,-1,-0,0,0,1,106,0,18,2,1,4,7,3,1,2,8,11,0,
alex_boredom.wav,37,2,3,53,88,3,282,5,-38,5,1,1,0,0,1,0,-0,-1,-0,0,0,1,114,2,23,1,2,2,3,3,0,3,3,4,0,
alex_boredom.wav,29,1,3,52,95,2,195,4,-38,5,1,1,0,1,1,0,-0,-1,-0,0,0,1,105,3,13,2,3,3,5,4,1,3,9,11,0,
alex_boredom.wav,28,1,3,49,93,2,229,4,-39,5,1,1,1,1,1,0,-0,-1,-0,0,0,1,114,5,19,2,2,2,3,3,2,2,4,5,1,
alex_boredom.wav,40,1,3,60,96,19,224,6,-38,5,1,0,0,1,1,0,-0,-1,-0,0,0,1,128,2,17,3,4,7,6,2,1,3,8,9,0,
alex_boredom.wav,34,1,3,57,99,5,173,5,-38,5,1,1,0,1,1,0,-0,-1,-0,0,0,1,109,1,15,2,3,4,6,5,1,1,6,13,1,
alex_boredom.wav,39,2,3,56,93,11,341,5,-38,5,1,1,0,1,1,0,-0,-1,-0,0,0,1,133,3,20,1,4,9,2,3,1,1,8,4,1,
alex_boredom.wav,36,1,3,56,94,9,256,5,-38,6,1,1,0,1,1,0,-0,-1,-0,0,0,1,107,4,13,2,3,7,5,3,1,2,12,5,1,
alex_boredom.wav,38,1,3,55,88,14,180,6,-38,5,1,1,0,1,1,0,-0,-0,-0,0,0,1,100,1,16,3,2,6,8,4,1,1,8,12,1,
alex_boredom.wav,35,1,3,59,109,3,184,4,-38,5,1,1,1,1,1,0,-0,-0,-0,0,0,1,111,3,14,2,6,4,4,8,1,2,2,10,2,
alex_boredom.wav,32,1,3,60,109,6,188,5,-38,5,1,1,0,1,1,1,-0,-1,-0,0,0,1,107,1,20,2,2,7,4,3,1,3,9,8,1,
alex_boredom.wav,33,1,3,52,91,11,179,5,-38,5,1,1,0,1,1,0,-0,-1,-0,0,0,1,112,1,19,2,2,7,5,4,1,2,6,8,1,
alex_boredom.wav,33,1,3,52,89,2,166,5,-38,6,1,1,0,1,1,0,-0,-0,-0,0,0,1,104,2,13,2,5,4,12,3,1,2,2,17,0,
alex_boredom.wav,33,1,3,55,98,8,205,5,-39,5,1,1,0,1,1,0,-0,-0,-0,0,0,1,111,1,19,1,2,7,4,2,1,2,9,8,1,
alex_boredom.wav,33,1,3,57,100,3,219,5,-39,5,1,1,0,1,1,0,-0,-1,-0,0,0,1,106,3,18,1,7,5,4,4,1,4,6,4,1,
alex_boredom.wav,32,1,3,58,101,4,214,5,-38,5,1,1,0,1,1,0,-0,-0,-0,0,0,1,109,7,14,1,4,4,5,3,1,2,3,13,1,
alex_boredom.wav,31,1,3,59,109,8,187,5,-38,5,1,1,0,1,1,0,-0,-1,-0,0,0,1,102,1,16,2,1,5,6,2,1,1,10,7,1,
alex_boredom.wav,30,1,3,56,103,4,190,5,-39,5,1,1,0,1,1,1,-0,-0,-0,0,0,1,102,2,18,2,3,6,3,4,1,2,10,4,1,
alex_boredom.wav,30,1,3,52,89,10,243,4,-38,5,1,1,0,1,1,0,-0,-1,-0,0,0,1,105,1,14,1,3,6,6,4,1,1,11,11,1,
alex_boredom.wav,29,1,3,51,96,8,191,4,-39,5,1,1,0,1,1,0,-0,-0,-0,0,0,1,112,2,21,1,1,5,4,2,1,1,8,4,0,
alex_boredom.wav,31,1,3,62,105,4,232,5,-38,5,1,1,0,1,1,0,-0,-0,-0,0,0,1,111,2,17,1,2,4,5,3,1,2,7,7,2,
alex_boredom.wav,32,1,3,53,88,8,229,5,-38,5,1,1,0,1,1,0,-0,-1,-0,0,0,1,101,1,16,3,4,5,6,4,1,1,7,12,1,
alex_boredom.wav,30,1,3,54,99,2,212,4,-39,5,1,1,0,1,1,0,-0,-1,-0,0,0,1,109,2,16,1,4,5,4,4,1,1,5,12,1,
alex_boredom.wav,33,1,3,69,121,7,204,5,-39,5,1,1,0,1,1,0,-0,-1,-0,0,0,1,110,3,17,1,5,8,4,3,1,2,9,9,1,
alex_boredom.wav,28,1,3,55,107,3,217,4,-39,5,1,1,0,1,1,0,-0,-1,-0,0,0,1,105,1,23,1,5,5,4,7,1,1,5,8,1,
alex_boredom.wav,33,1,3,56,97,4,215,5,-38,5,1,1,0,1,1,0,-0,-1,-0,0,1,1,105,3,15,2,6,5,4,5,1,2,6,9,3,
alex_boredom.wav,24,1,3,47,92,1,187,4,-39,5,1,1,0,1,1,0,-0,-0,-0,0,0,1,97,2,16,1,2,5,3,5,1,1,7,7,2,
alex_boredom.wav,30,1,3,50,93,6,236,4,-39,5,1,1,0,1,1,0,-0,-1,-0,0,0,1,118,2,17,1,3,6,3,3,0,2,10,4,1,
alex_boredom.wav,27,1,3,46,87,2,183,3,-39,5,1,1,0,1,1,0,-0,-0,-0,0,0,1,118,1,20,2,3,5,3,5,1,3,10,3,1,
alex_boredom.wav,33,1,3,52,92,7,217,4,-38,5,1,1,0,1,1,0,-0,-1,-0,0,0,1,130,2,18,2,4,5,8,4,1,1,8,7,1,
alex_boredom.wav,35,1,2,56,95,7,230,5,-38,6,1,1,0,1,1,0,-0,-0,-0,0,0,1,108,5,11,2,6,3,4,3,1,1,7,7,0,
alex_boredom.wav,29,1,3,45,84,2,192,4,-39,5,1,1,1,1,1,0,-0,-0,-0,0,0,1,113,0,17,1,3,4,4,4,1,1,4,10,2,
alex_boredom.wav,35,1,3,52,86,6,227,5,-38,6,1,0,0,1,1,0,-0,-1,-0,0,0,1,104,2,16,2,3,4,5,3,1,2,10,8,0,
alex_boredom.wav,31,1,2,49,81,19,178,5,-39,5,0,1,1,1,1,0,-0,-1,-0,0,0,1,106,1,18,1,2,6,3,4,1,2,12,3,1,
alex_disgust.wav,34,3,3,59,97,6,259,5,-38,5,1,1,1,1,1,1,-0,-1,-0,0,0,1,115,1,26,2,3,3,4,3,1,2,5,2,1,
alex_disgust.wav,43,5,3,61,87,19,424,6,-37,5,0,1,0,1,1,0,-0,-0,-0,0,0,1,134,8,11,2,5,8,4,4,3,2,7,1,0,
alex_disgust.wav,32,4,3,52,89,3,306,5,-37,5,1,1,0,1,1,0,-0,-0,-0,0,0,1,120,4,15,2,6,3,3,5,1,5,5,4,1,
alex_disgust.wav,36,3,3,75,125,13,286,5,-38,5,1,1,0,1,1,0,-0,-0,-0,0,0,1,127,3,16,1,5,4,6,3,1,5,6,10,1,
alex_disgust.wav,47,6,3,66,96,14,297,6,-36,5,0,1,0,1,1,0,-0,-0,-0,0,0,1,120,5,16,4,2,6,3,5,4,3,2,5,1,
alex_disgust.wav,30,1,3,64,126,2,209,4,-39,5,1,1,0,1,1,0,-0,-0,-0,0,0,1,115,8,16,1,3,3,3,6,2,1,5,5,1,
alex_disgust.wav,40,4,3,59,96,17,301,5,-38,5,1,1,0,1,1,0,-0,-1,-0,0,0,1,124,3,17,2,4,10,2,5,1,1,5,6,1,
alex_disgust.wav,43,3,3,80,130,12,369,5,-37,5,1,0,0,1,1,0,-0,-1,-0,0,0,1,132,8,11,1,5,6,2,5,2,2,1,9,1,
alex_disgust.wav,36,4,3,56,94,12,309,4,-38,5,1,1,1,1,1,0,-0,-1,-0,0,0,1,132,1,19,2,4,7,2,4,1,3,7,4,1,
alex_disgust.wav,37,4,3,56,83,14,231,6,-37,6,0,1,0,1,1,0,-0,-0,-0,0,0,1,103,3,7,3,5,3,6,4,1,2,5,18,3,
alex_disgust.wav,38,5,3,70,110,19,246,5,-37,5,1,0,0,1,1,0,-0,-1,-0,0,0,1,113,3,11,2,4,8,4,5,2,2,8,10,1,
alex_disgust.wav,40,3,3,56,88,6,267,6,-37,6,1,1,0,1,1,0,-0,-0,-0,0,0,1,104,2,11,2,5,3,7,2,1,1,7,12,1,
alex_disgust.wav,38,7,3,57,87,4,295,5,-36,5,1,1,-0,1,1,0,-0,-1,-0,0,0,1,117,7,11,4,4,6,3,5,2,2,4,6,5,
alex_disgust.wav,33,2,3,63,112,9,316,4,-38,5,1,1,0,1,1,0,-0,-1,-0,0,0,1,116,1,20,2,3,5,2,6,1,3,4,5,1,
alex_disgust.wav,36,3,3,54,86,6,290,5,-37,6,1,1,0,1,1,0,-0,-0,-0,0,0,1,108,13,9,1,6,4,2,4,2,2,2,10,1,
alex_disgust.wav,35,4,3,65,105,4,344,5,-37,5,1,1,0,1,1,0,-0,-0,-0,0,0,1,121,4,10,1,7,4,5,3,2,5,2,10,1,
alex_disgust.wav,44,2,3,63,102,11,222,6,-37,5,1,0,0,1,1,0,-0,-0,-0,0,0,1,126,2,12,4,6,3,6,3,1,1,6,13,1,
alex_disgust.wav,39,5,3,59,96,9,342,5,-37,5,0,1,0,1,1,0,-0,-1,-0,0,0,1,116,2,16,4,7,5,6,5,1,1,8,5,1,
alex_disgust.wav,40,3,3,65,98,12,318,6,-37,6,1,0,-0,1,1,0,-0,-0,-0,0,0,1,135,8,9,1,12,7,4,5,2,2,3,11,1,
alex_disgust.wav,35,2,3,53,86,7,268,5,-37,6,1,1,0,1,1,0,-0,-1,-0,0,0,1,105,5,13,1,4,4,6,4,1,2,7,10,3,
alex_disgust.wav,30,6,3,54,92,4,294,5,-37,5,1,1,0,1,1,0,0,-1,-0,0,0,1,127,3,14,2,7,8,9,6,1,1,6,3,1,
alex_disgust.wav,39,6,3,57,92,4,380,5,-37,5,1,1,0,1,1,0,-0,-1,-0,0,0,1,116,4,15,3,4,3,2,3,1,3,3,5,2,
alex_disgust.wav,33,2,3,49,83,6,246,5,-38,5,1,1,0,1,1,0,-0,-1,-0,0,0,1,107,5,14,1,4,4,4,2,1,1,5,8,1,
alex_disgust.wav,41,3,3,67,101,19,347,6,-37,5,1,0,0,1,1,0,-0,-0,-0,0,0,1,140,7,13,3,9,6,2,5,1,2,5,4,2,
alex_disgust.wav,47,5,3,73,106,29,344,7,-36,5,0,1,-0,1,1,0,-0,-0,-0,0,0,1,122,3,15,1,9,11,4,2,3,3,2,6,1,
alex_disgust.wav,30,4,3,52,86,4,228,5,-37,5,1,1,0,1,1,0,-0,-0,-0,0,0,1,116,1,8,1,9,6,4,3,1,2,3,17,5,
alex_disgust.wav,51,4,3,66,82,33,267,8,-36,5,0,0,0,1,1,0,-0,-1,-0,0,0,1,108,2,11,3,4,7,6,3,1,1,5,16,1,
alex_disgust.wav,37,2,3,54,93,13,249,5,-38,5,1,1,0,1,1,0,-0,-1,-0,0,0,1,132,2,15,2,4,6,5,2,1,3,8,7,0,
alex_disgust.wav,55,4,3,72,96,45,294,8,-36,5,-0,0,0,1,1,1,-0,-1,-0,0,0,1,155,2,12,4,7,6,6,5,2,5,11,4,1,
alex_disgust.wav,35,2,3,54,87,17,205,5,-37,5,1,1,0,1,1,0,-0,-1,-0,0,0,1,103,1,15,3,2,5,8,2,1,1,8,17,1,
alex_disgust.wav,47,5,3,68,115,6,346,6,-37,5,1,0,0,1,1,0,-0,-1,-0,0,0,1,119,2,13,3,5,5,4,2,1,5,6,6,2,
alex_disgust.wav,40,5,3,58,82,17,420,6,-36,6,1,1,0,1,1,0,-0,-1,-0,0,0,1,120,2,10,2,5,6,4,5,2,1,12,9,1,
alex_disgust.wav,36,2,3,65,118,4,288,5,-38,5,1,1,0,1,1,0,0,-0,-0,0,0,1,117,3,13,1,4,6,5,4,1,3,4,7,1,
alex_disgust.wav,37,3,3,54,80,13,280,6,-37,6,0,1,0,1,1,0,-0,-0,-0,0,0,1,109,3,10,4,7,7,4,5,1,2,3,14,1,
alex_disgust.wav,53,5,3,69,92,28,318,8,-35,5,0,0,0,1,1,0,-0,-0,-0,0,0,1,113,3,9,3,6,3,8,5,2,3,4,15,2,
alex_disgust.wav,37,3,3,72,118,11,320,5,-37,5,1,1,0,1,1,0,-0,-1,-0,0,0,1,110,3,16,2,4,8,8,5,1,1,5,5,1,
alex_disgust.wav,49,2,3,65,91,35,234,7,-37,6,0,0,0,1,1,0,-0,-1,-0,0,0,1,125,2,13,2,4,9,5,4,2,1,13,5,1,
alex_disgust.wav,38,3,3,53,82,14,224,5,-38,5,0,1,1,1,1,0,-0,-1,-0,0,0,1,112,3,19,4,2,6,3,4,1,2,4,6,1,
alex_disgust.wav,36,3,3,57,92,7,275,5,-37,6,1,1,-0,1,0,0,-0,-0,-0,0,0,1,113,12,10,2,3,6,3,3,3,3,4,8,1,
alex_disgust.wav,33,3,3,54,89,7,309,4,-37,5,1,1,0,1,1,0,-0,-1,-0,0,0,1,124,3,14,3,4,4,7,2,2,4,6,8,1,
alex_disgust.wav,54,4,3,75,107,30,290,7,-36,6,0,0,0,1,1,0,-0,-0,-0,0,0,1,153,8,11,1,6,10,4,6,2,1,4,7,0,
alex_disgust.wav,38,4,3,57,96,6,294,5,-37,5,1,1,0,1,1,0,0,-1,-0,0,0,1,127,4,18,2,1,5,5,4,2,2,4,3,3,
alex_disgust.wav,42,4,3,61,91,14,411,6,-37,5,0,1,-0,1,1,0,-0,-1,-0,0,0,1,124,4,12,3,7,6,2,4,1,4,6,6,1,
alex_disgust.wav,34,3,3,62,107,13,254,5,-37,5,1,1,0,1,1,0,-0,-0,-0,0,0,1,111,1,15,1,6,3,6,2,1,2,6,11,1,
alex_disgust.wav,35,2,3,56,92,3,273,5,-38,5,1,1,0,1,1,0,0,-1,-0,0,0,1,117,2,17,2,3,3,5,5,0,1,2,7,1,
alex_disgust.wav,43,3,3,65,98,12,339,6,-37,5,0,1,-0,1,1,0,-0,-1,-0,0,0,1,118,2,17,2,9,5,5,2,1,3,4,10,2,
alex_disgust.wav,32,2,3,52,82,13,231,5,-38,5,1,1,0,1,1,0,-0,-0,-0,0,0,1,105,2,15,1,3,6,6,3,1,1,6,12,1,
alex_disgust.wav,54,4,3,67,85,33,263,7,-36,5,-0,0,-0,1,1,0,-0,-0,-0,0,0,1,128,3,13,3,6,7,5,6,2,5,11,5,1,
alex_disgust.wav,42,3,3,60,95,6,247,5,-37,5,1,1,0,1,1,0,0,-0,-0,0,0,1,118,2,15,4,3,5,6,3,1,3,5,8,1,
alex_disgust.wav,34,3,3,58,94,20,256,5,-37,5,0,1,0,1,1,0,-0,-0,-0,0,0,1,100,3,11,3,4,3,6,4,1,3,7,13,1,
alex_disgust.wav,45,4,3,70,111,14,334,6,-37,5,1,0,0,1,1,0,-0,-1,-0,0,0,1,110,4,14,2,13,7,2,6,1,1,2,11,1,
alex_disgust.wav,42,4,3,71,119,12,237,6,-37,5,1,0,0,1,1,0,-0,-1,-0,0,0,1,116,1,16,4,2,5,8,4,1,2,8,6,1,
alex_disgust.wav,39,3,3,56,92,6,297,5,-38,5,1,1,0,1,1,0,-0,-1,-0,0,0,1,117,3,18,3,1,4,4,8,2,1,3,6,1,
alex_disgust.wav,53,5,3,73,103,19,328,7,-36,5,0,0,-0,1,1,0,-0,-0,-0,0,0,1,134,4,11,1,11,4,3,7,1,1,4,10,4,
alex_disgust.wav,31,3,3,52,90,2,327,4,-38,5,1,1,0,1,1,0,-0,-0,-0,0,0,1,125,3,12,2,9,7,4,7,1,4,3,5,1,
alex_disgust.wav,42,5,3,56,86,8,384,6,-37,5,1,1,-0,1,1,0,-0,-1,-0,0,0,1,119,4,15,3,3,6,3,6,2,1,4,8,1,
alex_disgust.wav,33,1,3,57,99,11,216,5,-38,5,1,1,0,1,1,0,-0,-1,-0,0,0,1,109,2,19,2,6,5,4,4,1,1,8,7,2,
alex_disgust.wav,36,2,3,52,85,11,314,5,-38,6,1,0,0,1,1,0,-0,-1,-0,0,0,1,106,3,14,1,2,7,1,4,1,3,9,6,1,
alex_disgust.wav,38,3,3,55,88,10,280,5,-37,5,1,1,0,1,1,0,-0,-1,-0,0,0,1,118,3,14,3,4,4,2,7,1,3,3,9,1,
alex_disgust.wav,38,2,3,54,87,18,264,6,-38,5,1,1,0,1,1,0,-0,-1,-0,0,0,1,104,1,10,1,7,5,3,3,1,1,4,14,2,
alex_disgust.wav,42,3,3,70,111,19,258,5,-37,5,0,1,0,1,1,0,-0,-1,-0,0,0,1,114,2,16,1,7,5,5,2,2,2,3,9,1,
alex_disgust.wav,41,3,3,57,83,20,263,6,-37,6,0,0,0,1,1,0,-0,-0,-0,0,0,1,106,2,9,3,3,6,3,6,1,1,4,15,2,
alex_disgust.wav,52,5,3,68,103,16,307,7,-36,5,0,0,0,1,1,1,0,-1,-0,0,0,1,110,1,13,7,1,5,4,6,1,1,4,9,1,
alex_disgust.wav,40,4,3,64,86,31,319,7,-36,5,-0,1,1,1,1,0,-0,-1,-0,0,0,1,116,4,15,3,1,8,5,6,3,1,5,3,2,
alex_excited.wav,58,12,3,88,113,43,357,8,-34,4,-0,0,-0,1,1,0,-0,-1,-1,0,0,1,206,4,13,3,4,14,7,4,2,2,3,3,1,
alex_excited.wav,65,13,3,97,124,39,389,8,-34,4,-0,0,-1,1,1,0,-0,-0,-0,0,0,1,234,4,9,3,5,12,6,11,3,2,3,7,2,
alex_excited.wav,62,11,3,106,139,47,308,9,-34,4,-0,0,-0,1,1,0,-0,-1,-0,0,0,1,265,4,13,4,6,7,11,5,1,4,4,2,2,
alex_excited.wav,62,14,3,98,123,39,421,9,-33,4,-0,0,-0,1,1,0,-0,-1,-1,-0,0,1,226,4,14,2,7,10,4,5,2,4,2,6,3,
alex_excited.wav,68,13,3,96,117,51,350,9,-32,4,-0,0,-0,1,1,0,-0,-1,-0,0,-0,1,213,3,7,4,13,6,8,4,1,8,10,5,2,
alex_excited.wav,57,10,3,92,113,38,391,8,-34,4,-0,0,-0,1,0,0,-0,-0,-0,0,0,1,227,5,10,3,8,9,5,5,4,3,5,5,1,
alex_excited.wav,57,11,3,91,124,36,473,8,-35,4,0,0,-0,1,0,0,-0,-1,-0,0,0,1,198,2,13,2,4,9,4,11,1,2,2,6,1,
alex_excited.wav,57,11,3,90,113,41,342,8,-34,4,-0,0,-0,1,1,0,-0,-0,-0,0,0,1,184,4,16,2,6,9,7,5,3,3,4,7,2,
alex_excited.wav,63,10,3,98,120,46,234,9,-33,4,-0,0,-0,1,1,0,-0,-0,-0,0,0,1,237,7,9,3,6,9,4,5,4,5,9,5,2,
alex_excited.wav,64,12,3,92,113,64,416,9,-33,4,-0,0,-0,1,1,0,-0,-0,-0,0,0,1,216,2,8,2,4,12,6,11,3,4,9,6,1,
alex_excited.wav,71,8,3,101,122,60,352,9,-33,4,-0,-0,-0,1,0,0,-0,-1,-0,0,0,1,215,7,11,2,6,15,5,8,3,3,4,6,2,
alex_excited.wav,75,15,3,99,119,41,535,9,-34,4,-0,0,0,1,0,0,-1,-1,-1,0,1,1,200,1,7,9,12,9,4,8,3,1,3,2,1,
alex_excited.wav,62,9,3,88,102,51,303,9,-34,5,-0,-0,-0,1,1,0,-0,-0,-0,0,-0,1,187,9,11,2,2,7,18,8,3,2,4,3,2,
alex_excited.wav,56,9,3,82,111,41,385,8,-35,5,0,0,-0,1,1,0,-0,-1,-0,0,0,1,158,3,12,1,5,14,6,6,1,2,5,5,1,
alex_excited.wav,71,15,3,102,119,56,526,9,-33,4,-0,-0,-0,1,1,0,-0,-1,-1,0,-0,1,244,7,10,2,1,8,8,4,4,3,4,6,3,
