Name,Zcr,Energy,EnergyEntropy,SpecCentro,SpecCentroSpread,SpecEntropy,SpecFlux,SpecRolloff,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,HarmonicRatio,F0,CV1,CV2,CV3,CV4,CV5,CV6,CV7,CV8,CV9,CV10,CV11,CV12
alex_excited.wav,58,11,3,94,127,33,424,7,-37,4,0,0,-0,1,0,-0,-0,-1,-0,0,0,1,222,1,3,1,9,0,2,3,2,0,0,5,0,
alex_excited.wav,59,10,3,87,112,36,468,7,-36,5,-0,0,-0,1,1,0,-0,-0,-0,0,0,1,200,2,5,2,8,3,2,1,3,0,0,6,0,
alex_excited.wav,63,11,3,93,115,44,459,8,-35,5,-0,0,-0,1,1,0,-0,-0,-0,0,0,1,232,3,4,2,7,2,1,1,6,1,0,4,0,
alex_excited.wav,64,13,3,86,105,53,349,8,-35,5,-0,0,-0,1,1,0,-0,-0,-0,0,0,1,228,1,1,1,5,3,5,1,6,0,1,5,0,
alex_excited.wav,73,8,3,104,123,52,471,9,-35,4,-0,0,-0,1,0,0,-0,-1,-0,0,0,1,218,2,4,1,7,3,2,1,4,1,0,5,0,
alex_excited.wav,75,14,3,98,113,57,320,9,-35,4,-0,0,-0,1,1,0,-1,-1,-1,0,0,1,259,0,4,5,7,2,2,2,2,1,0,2,1,
alex_excited.wav,63,9,2,88,104,44,414,8,-35,5,-0,-0,-0,1,1,0,-0,-0,-0,-0,-0,1,209,3,5,1,6,1,6,2,5,0,0,5,0,
alex_excited.wav,58,11,2,82,110,41,377,7,-36,5,0,0,-0,1,1,0,-0,-1,-0,0,0,1,195,1,4,2,7,4,2,1,3,0,0,5,0,
alex_excited.wav,73,15,3,101,116,52,516,9,-35,4,-0,-0,-0,1,1,0,-0,-1,-0,0,-0,1,287,2,4,1,4,3,4,1,3,0,0,5,0,
alex_excited.wav,57,11,3,81,101,38,531,7,-36,5,0,0,-0,1,1,0,-0,-0,-0,0,0,1,197,1,3,3,9,3,2,1,4,0,0,3,0,
alex_excited.wav,69,15,3,91,102,45,396,8,-35,5,-0,0,-0,1,1,0,-0,-1,-0,-0,-0,1,243,1,5,3,4,3,3,0,4,0,0,5,0,
alex_excited.wav,61,11,3,96,130,42,477,8,-35,5,0,0,-0,1,0,0,-0,-0,-0,0,0,1,214,1,5,2,6,1,2,2,4,1,0,5,0,
alex_excited.wav,62,10,3,90,118,40,482,7,-36,4,0,0,-0,1,1,0,-0,-1,-0,0,-0,1,243,3,3,1,8,1,1,1,4,0,0,6,1,
alex_excited.wav,66,12,3,92,106,42,543,8,-35,4,-0,0,-0,1,1,0,-0,-1,-1,-0,0,1,253,1,7,2,9,2,2,2,2,1,0,5,0,
alex_excited.wav,51,11,2,84,115,32,480,6,-37,5,0,0,-0,1,1,0,-0,-0,-0,0,0,1,183,2,3,2,11,0,3,1,3,0,0,3,0,
alex_excited.wav,57,12,2,89,121,38,478,7,-37,4,0,0,-0,1,1,0,-0,-1,-0,0,0,1,199,1,4,2,9,1,1,0,3,0,0,4,0,
alex_excited.wav,60,8,2,89,111,43,476,8,-37,4,0,0,-0,1,1,0,-0,-1,-0,0,0,1,254,2,3,1,9,3,1,1,3,0,0,3,0,
alex_excited.wav,53,12,3,85,115,31,476,7,-36,4,0,0,-0,1,0,0,-0,-0,-0,-0,-0,1,180,2,5,2,8,1,2,1,4,1,0,5,0,
alex_excited.wav,46,6,2,73,106,26,405,6,-38,5,0,0,0,1,1,0,-0,-0,-0,0,-0,1,218,1,3,1,9,2,3,1,2,0,0,6,0,
alex_excited.wav,54,11,3,83,104,34,460,8,-35,5,0,0,-0,1,0,0,-0,-0,-0,-0,-0,1,182,3,4,1,7,0,3,2,5,0,0,6,0,
alex_excited.wav,69,9,3,94,114,55,401,9,-35,5,-0,0,-0,1,1,0,-0,-0,-0,0,-0,1,218,2,4,2,5,3,3,3,3,0,0,6,1,
alex_fear.wav,57,9,2,84,113,46,337,7,-37,4,-0,0,0,1,1,0,-0,-0,-0,0,-0,1,190,1,2,1,6,3,3,2,3,0,0,6,0,
alex_fear.wav,64,9,2,92,119,45,372,8,-36,5,-0,0,-0,1,1,0,-0,-0,-1,0,-0,1,208,1,1,1,7,3,2,0,3,0,1,8,0,
alex_fear.wav,57,8,3,83,116,36,287,7,-37,5,0,0,0,1,1,0,-0,-0,-0,0,0,1,178,1,2,2,10,0,2,1,8,0,0,3,0,
alex_fear.wav,72,10,3,110,142,51,367,8,-36,4,-0,0,-0,1,1,0,-0,-0,-0,0,0,1,227,1,1,2,10,2,1,1,8,1,1,4,0,
alex_fear.wav,54,6,2,86,117,38,383,7,-38,4,0,0,0,1,1,0,-0,-0,-0,0,-0,1,156,1,3,1,8,2,2,2,5,0,1,5,0,
alex_fear.wav,64,11,3,88,109,43,349,8,-35,5,0,0,-0,1,1,0,-0,-0,-0,0,0,1,156,2,4,1,13,3,5,1,4,0,0,1,0,
alex_fear.wav,67,13,3,88,104,51,333,8,-35,4,-0,0,-0,1,1,0,-0,-0,-0,0,0,1,204,1,3,3,6,3,3,1,9,0,0,2,1,
alex_fear.wav,62,7,2,95,123,36,333,8,-37,5,0,1,-0,1,1,0,-0,-0,-0,0,-0,1,170,1,2,2,7,1,3,1,5,1,0,7,1,
alex_fear.wav,65,10,2,98,124,48,347,8,-36,5,-0,0,-0,1,1,0,-0,-0,-0,0,0,1,198,1,3,2,7,2,2,1,9,0,1,4,0,
alex_fear.wav,53,7,2,80,104,36,429,7,-37,4,-0,0,0,1,1,0,-0,-0,-0,-0,0,1,175,2,3,1,8,3,2,1,4,0,0,5,0,
alex_fear.wav,60,8,2,89,119,41,422,7,-36,5,0,0,-0,1,1,0,-0,-0,-0,0,0,1,152,1,3,2,5,1,2,2,9,1,0,3,0,
alex_fear.wav,63,10,3,84,98,31,282,8,-35,5,0,0,-0,0,0,0,-0,-0,-0,0,0,1,199,2,3,1,7,3,7,1,5,0,0,2,0,
alex_fear.wav,58,7,3,85,107,39,332,7,-37,5,-0,0,-0,1,1,0,-0,-0,-0,0,-0,1,169,1,2,1,9,2,3,2,4,0,0,5,1,
alex_fear.wav,69,9,3,94,103,50,265,9,-35,5,-0,0,-0,1,1,0,0,-0,-1,-0,-0,1,187,2,6,2,4,0,1,1,11,1,1,3,1,
alex_fear.wav,69,10,3,94,114,47,416,8,-36,4,-0,0,-0,1,1,0,-0,-0,-1,-0,-0,1,244,4,5,1,5,1,2,3,2,0,0,5,1,
alex_fear.wav,78,9,3,97,105,59,274,9,-35,4,-0,0,-0,1,1,0,-0,-0,-0,0,-0,1,229,2,1,1,3,4,4,4,7,0,1,7,1,
alex_fear.wav,64,8,3,92,117,43,336,8,-36,5,0,0,-0,1,1,0,-0,-0,-0,0,-0,1,234,1,2,2,4,6,2,0,3,0,2,8,0,
alex_fear.wav,56,8,3,79,102,36,410,7,-37,5,0,0,-0,1,1,0,-0,-0,-0,0,-0,1,216,1,2,2,5,3,3,1,4,0,1,8,0,
alex_fear.wav,56,10,3,91,122,36,407,7,-36,4,-0,0,-0,1,1,0,-0,-0,-1,-0,-0,1,174,3,4,2,5,1,1,1,4,1,1,6,0,
alex_fear.wav,65,9,3,94,116,47,363,8,-36,4,-0,0,0,1,1,0,-0,-0,-0,-0,-0,1,220,2,3,1,5,2,4,2,2,1,0,8,1,
alex_fear.wav,66,19,3,94,114,28,310,8,-36,4,0,0,-0,0,1,0,-0,-1,-1,-0,-0,1,256,2,11,2,4,1,1,0,3,0,0,3,0,
alex_fear.wav,66,10,3,105,140,37,432,7,-37,4,0,0,-0,1,1,0,-0,-0,-0,-0,-0,1,201,3,4,1,7,2,1,1,4,0,1,4,0,
alex_fear.wav,57,10,2,92,131,35,420,7,-36,5,0,0,-0,1,1,0,-0,-0,-0,-0,-0,1,157,2,2,1,5,2,2,2,8,0,0,5,0,
alex_fear.wav,61,9,3,93,123,38,427,7,-37,4,-0,0,-0,1,1,0,-0,-0,-0,-0,-0,1,228,2,4,1,6,2,1,2,3,1,0,7,1,
alex_fear.wav,60,8,3,87,107,46,387,8,-36,5,0,0,-0,1,1,0,-0,-0,-0,0,0,1,218,1,2,1,6,4,2,1,7,0,1,7,0,
alex_fear.wav,67,12,3,93,112,41,420,8,-35,4,-0,0,-0,1,1,0,-0,-0,-0,0,0,1,238,1,5,2,5,2,2,2,8,0,1,4,1,
alex_fear.wav,61,11,2,95,124,38,429,7,-36,5,-0,0,-0,1,1,0,-0,-0,-0,0,0,1,222,2,4,2,6,2,1,2,6,0,0,6,0,
alex_fear.wav,62,8,3,89,112,38,378,7,-36,5,0,0,-0,1,1,0,-0,-0,-0,0,-0,1,209,2,2,2,7,3,3,1,5,0,1,6,0,
alex_fear.wav,47,5,2,72,103,26,411,5,-38,5,0,1,0,1,1,0,-0,-0,-0,0,-0,1,161,1,2,1,6,2,2,1,3,0,1,9,0,
alex_fear.wav,57,10,2,90,116,31,472,7,-36,4,0,0,-0,1,1,0,-0,-1,-0,-0,-0,1,225,3,5,2,5,1,1,2,3,0,0,7,1,
alex_fear.wav,56,11,3,81,96,29,332,7,-36,5,0,0,-0,1,1,0,-0,-0,-0,-0,-0,1,206,5,4,1,5,1,1,2,5,0,0,7,0,
alex_fear.wav,66,10,3,95,123,37,553,8,-36,5,0,0,-0,1,1,0,-0,-0,-0,-0,-0,1,221,3,3,1,5,2,3,2,3,0,0,7,0,
alex_fear.wav,66,9,2,93,106,53,375,9,-35,5,-0,0,-0,1,1,0,-0,-0,-0,-0,0,1,166,2,4,2,7,2,3,2,6,1,0,3,0,
alex_happy.wav,53,6,2,78,109,28,424,6,-37,5,0,0,0,0,1,0,-0,-0,-1,-0,0,1,174,1,5,2,8,3,1,1,3,0,0,6,0,
alex_happy.wav,54,6,2,98,139,28,381,6,-37,5,0,0,-0,1,1,0,-0,-0,-0,-0,0,1,159,2,4,1,7,1,2,1,4,0,0,7,0,
alex_happy.wav,57,6,2,97,138,31,429,7,-37,5,0,0,-0,1,1,0,-0,-0,-0,0,0,1,162,2,6,1,9,2,1,1,4,0,0,4,0,
alex_happy.wav,58,6,2,96,130,31,322,7,-37,5,0,0,-0,1,1,0,-0,-1,-0,0,0,1,160,2,5,2,10,2,2,1,2,0,0,6,0,
alex_happy.wav,64,8,2,88,111,39,416,7,-36,5,-0,0,-0,1,1,0,-0,-0,-0,0,0,1,178,2,5,1,6,3,2,0,4,0,0,6,0,
alex_happy.wav,45,5,2,69,96,25,366,6,-37,5,0,0,-0,1,1,0,-0,-0,-0,0,0,1,150,1,4,1,7,1,2,1,4,0,0,9,0,
alex_happy.wav,47,5,2,79,120,23,365,6,-38,5,1,1,-0,1,1,0,-0,-0,-0,0,0,1,152,1,2,2,11,1,2,0,2,0,0,7,0,
alex_happy.wav,55,4,2,85,117,23,351,7,-37,5,0,0,-0,0,1,0,-0,-0,-0,0,0,1,164,1,5,2,8,1,3,1,3,0,0,6,0,
alex_happy.wav,52,6,2,86,118,29,382,7,-37,5,0,0,-0,0,1,0,-0,-0,-0,0,0,1,155,2,5,1,6,1,3,0,5,0,0,6,0,
alex_happy.wav,49,6,2,76,107,19,332,6,-37,5,1,0,-0,0,1,0,-0,-0,-0,0,0,1,160,1,4,1,11,1,2,0,1,0,0,4,0,
alex_happy.wav,49,4,2,82,116,29,351,6,-38,5,0,0,0,1,1,0,-0,-0,-0,0,0,1,140,1,4,1,9,1,2,1,3,0,0,9,0,
alex_happy.wav,58,6,2,76,93,37,335,7,-37,6,0,0,-0,1,1,0,-0,-1,-0,0,0,1,155,1,5,2,7,3,2,0,4,0,0,4,0,
alex_happy.wav,49,5,2,75,105,26,342,6,-37,5,0,0,0,1,1,0,-0,-1,-0,0,0,1,151,1,4,2,9,2,1,0,3,0,0,6,0,
alex_happy.wav,55,7,2,88,119,30,415,7,-37,5,0,0,-0,1,1,0,-0,-0,-0,0,0,1,177,1,3,2,7,1,2,0,3,0,0,8,0,
alex_happy.wav,61,6,2,101,138,33,370,7,-38,5,0,0,0,1,1,0,-0,-1,-0,0,0,1,151,2,4,1,12,3,1,0,2,0,0,4,0,
alex_happy.wav,47,4,2,74,106,26,404,6,-38,5,0,0,-0,0,1,0,-0,-0,-0,0,0,1,161,2,5,1,7,1,1,1,2,0,0,9,0,
alex_happy.wav,48,6,2,76,105,24,299,6,-37,5,1,0,-0,1,1,0,-0,-1,-0,0,0,1,147,1,5,2,11,2,1,1,3,0,1,4,0,
alex_happy.wav,53,6,2,87,126,26,419,6,-37,5,0,0,-0,1,1,0,-0,-0,-0,0,0,1,154,2,4,4,9,1,2,0,2,0,0,7,0,
alex_happy.wav,51,5,2,89,132,28,399,6,-38,5,0,0,-0,1,1,0,-0,-1,-0,0,0,1,171,2,4,2,11,3,1,0,3,0,0,5,0,
alex_happy.wav,41,4,2,68,103,25,397,6,-38,5,0,1,0,1,1,0,-0,-0,-0,0,0,1,168,1,3,2,10,1,1,1,3,0,0,7,0,
alex_happy.wav,51,7,2,78,102,30,420,7,-37,5,0,0,-0,1,1,0,-0,-0,-0,0,0,1,173,2,3,1,8,2,2,1,2,0,0,9,0,
alex_happy.wav,49,5,2,77,109,25,448,6,-38,5,0,1,0,1,1,0,-0,-0,-0,0,0,1,159,1,3,2,9,1,2,1,5,0,0,6,0,
alex_happy.wav,48,4,2,76,110,22,436,6,-38,5,1,0,-0,1,1,0,-0,-0,-0,0,0,1,159,1,5,2,8,1,1,0,5,0,0,5,0,
alex_happy.wav,43,6,2,71,102,22,401,6,-38,5,1,0,0,1,1,0,-0,-1,-0,0,0,1,189,1,4,1,9,1,1,1,2,0,0,8,0,
alex_happy.wav,42,4,2,72,110,16,488,5,-38,5,1,1,-0,1,1,0,-0,-0,-0,0,0,0,152,1,6,2,10,1,1,1,2,0,0,6,0,
alex_happy.wav,48,7,2,74,104,25,369,6,-37,5,0,0,0,1,1,0,-0,-1,-0,0,0,1,185,1,7,1,10,1,1,1,2,0,0,6,0,
alex_happy.wav,54,6,2,82,118,25,459,6,-37,5,0,0,0,1,1,0,-0,-0,-0,0,0,1,177,2,3,1,9,2,2,0,4,0,0,4,0,
alex_happy.wav,49,3,2,73,95,39,297,7,-37,5,0,0,0,1,1,0,-0,-0,-0,0,0,1,156,2,3,1,7,2,1,1,3,0,0,10,0,
alex_interest.wav,38,4,2,71,112,19,268,5,-38,5,0,1,0,1,1,0,-0,-1,-0,0,0,1,128,1,5,2,14,1,1,0,1,0,0,4,0,
alex_interest.wav,61,10,2,92,118,36,396,7,-36,5,0,0,-0,1,1,0,-0,-0,-0,-0,-0,1,199,2,4,1,7,3,1,2,2,0,0,9,1,
alex_interest.wav,62,8,3,91,117,33,271,7,-36,5,0,0,-0,1,1,0,-0,-0,-0,0,0,1,173,2,4,2,9,2,3,1,4,0,0,3,0,
alex_interest.wav,36,2,2,70,119,10,303,4,-39,5,1,1,0,1,1,0,0,-0,-0,0,0,1,121,3,4,0,12,1,0,0,2,0,0,8,0,
alex_interest.wav,55,7,2,90,125,33,335,7,-37,5,1,0,-0,1,1,0,-0,-0,-0,0,0,1,180,2,6,1,8,2,1,1,3,0,0,5,0,
alex_interest.wav,46,5,2,66,95,26,236,6,-38,5,1,0,0,1,1,0,-0,-0,-0,0,0,1,129,2,3,2,6,0,1,2,3,0,0,9,0,
alex_interest.wav,48,5,2,69,94,24,281,7,-37,6,0,0,-0,1,1,0,-0,-0,-0,0,0,1,140,1,3,2,4,2,2,0,5,0,0,10,0,
alex_interest.wav,61,11,3,81,98,37,250,8,-35,5,0,0,-0,1,1,0,-0,-0,-0,0,0,1,175,1,2,3,7,2,3,1,8,0,0,3,0,
alex_interest.wav,37,2,2,76,127,7,310,4,-40,5,1,1,0,1,1,0,-0,-0,-0,0,0,1,124,0,5,1,9,1,1,0,1,0,0,7,0,
alex_interest.wav,50,5,2,83,112,23,285,6,-38,5,1,1,-0,1,1,0,-0,-0,-0,0,0,1,160,2,3,1,12,2,3,1,3,0,0,4,0,
alex_interest.wav,56,7,2,77,101,32,313,7,-37,5,-0,0,0,1,1,0,-0,-0,-0,0,0,1,172,1,3,3,8,1,3,0,4,0,0,4,0,
alex_interest.wav,55,6,2,80,108,36,340,7,-37,5,0,0,-0,1,1,0,-0,-0,-0,0,0,1,190,0,2,1,14,1,2,0,3,0,0,4,0,
alex_interest.wav,40,2,2,64,99,21,320,5,-39,5,1,0,0,1,1,0,-0,-0,-0,0,0,1,161,2,4,1,7,1,1,0,2,0,0,11,0,
alex_interest.wav,38,2,2,68,108,11,290,5,-39,5,1,0,0,1,1,0,-0,-0,-0,0,0,1,130,1,9,1,10,1,0,0,2,0,0,5,0,
alex_interest.wav,46,2,2,70,98,32,294,6,-38,6,1,0,0,1,1,0,-0,-1,-0,0,0,1,159,1,2,2,8,0,3,1,1,0,0,13,0,
alex_interest.wav,70,10,3,90,103,45,307,8,-35,5,-0,-0,-0,1,1,0,0,-0,-0,0,0,1,217,1,3,3,8,2,2,2,8,1,0,2,0,
alex_interest.wav,54,4,2,85,121,35,307,6,-38,5,0,0,0,1,1,0,-0,-0,-0,0,0,1,126,1,5,1,10,0,5,1,4,0,0,3,0,
alex_interest.wav,69,10,3,94,118,46,387,8,-36,5,-0,0,-0,1,1,0,-0,-1,-0,0,0,1,251,1,3,2,10,2,1,1,4,0,1,4,0,
alex_interest.wav,46,4,2,66,89,28,278,6,-38,5,1,0,0,1,1,0,-0,-0,-0,0,0,1,175,1,2,1,9,2,3,0,3,0,0,7,0,
alex_interest.wav,37,1,2,69,117,19,393,5,-40,5,1,0,0,1,1,0,0,-0,-0,0,0,0,150,1,2,2,8,1,1,0,1,0,0,11,0,
alex_interest.wav,38,1,2,64,104,19,310,5,-39,5,1,1,0,1,1,0,-0,-0,-0,0,0,1,158,1,4,1,10,2,1,0,2,0,0,8,0,
alex_interest.wav,57,8,3,82,105,38,221,7,-36,5,0,0,-0,1,1,0,-0,-0,-0,0,0,1,170,1,3,2,6,1,2,2,9,0,0,4,0,
alex_interest.wav,58,6,2,92,129,33,333,6,-38,5,0,0,0,1,1,0,-0,-1,-0,0,0,1,210,1,5,2,13,1,1,0,1,0,0,4,0,
alex_interest.wav,59,9,3,90,123,29,448,7,-36,5,0,0,-0,1,1,0,0,-0,-0,0,0,1,182,1,3,2,8,2,2,1,8,1,0,2,0,
alex_interest.wav,51,5,2,77,109,30,348,6,-38,5,0,0,-0,1,1,0,0,-0,-0,0,0,1,181,1,3,1,11,1,2,1,3,0,0,6,0,
alex_interest.wav,37,2,2,63,98,17,293,5,-39,5,1,1,0,1,1,0,-0,-0,-0,0,0,1,158,0,1,1,8,1,2,0,1,0,0,10,0,
alex_interest.wav,45,1,2,72,112,25,331,5,-39,5,0,0,0,1,1,0,0,-0,-0,0,0,1,178,2,3,1,11,1,1,1,1,0,0,9,0,
alex_interest.wav,42,2,2,66,97,23,279,5,-39,5,0,0,0,1,1,0,-0,-0,-0,0,0,1,140,2,2,1,9,1,1,1,1,0,0,11,0,
alex_interest.wav,56,5,3,85,118,32,390,7,-37,5,0,0,-0,1,1,0,-0,-0,-0,0,0,1,221,1,2,1,8,4,1,0,4,0,0,9,0,
alex_interest.wav,47,6,2,75,112,19,436,5,-38,5,1,0,-0,1,1,0,-0,-0,-0,0,0,1,179,0,3,1,14,1,2,0,5,0,0,2,0,
alex_interest.wav,48,5,2,76,113,27,412,6,-38,5,0,0,-0,1,1,0,-0,-0,-0,0,0,1,174,1,3,1,11,2,3,0,4,0,0,5,0,
alex_interest.wav,31,1,2,56,92,8,275,4,-39,5,1,1,0,1,1,0,0,-0,-0,0,0,0,110,1,2,1,8,1,2,0,1,0,0,11,0,
alex_interest.wav,39,1,2,66,107,18,333,5,-39,5,1,0,0,1,1,0,-0,-0,-0,0,0,1,171,0,2,1,9,3,1,0,1,0,0,10,0,
alex_interest.wav,46,2,2,70,98,28,285,6,-39,5,0,0,0,1,1,0,0,-0,-0,0,0,1,165,1,3,2,8,1,2,0,2,0,0,10,0,
alex_interest.wav,57,4,2,85,116,42,330,7,-38,5,-0,0,0,1,1,0,-0,-0,-0,0,0,1,174,1,2,1,8,2,2,1,5,0,0,7,0,
alex_sad.wav,40,2,2,70,106,14,237,6,-39,5,0,0,0,1,1,0,-0,-1,-0,0,0,1,123,1,6,3,13,1,1,0,1,0,0,5,0,
alex_sad.wav,36,1,2,64,99,16,230,5,-39,5,1,1,0,0,1,0,-0,-0,-0,0,0,1,129,1,8,0,10,2,0,0,3,0,0,8,0,
alex_sad.wav,35,1,2,69,121,11,339,4,-40,5,1,1,0,1,1,0,-0,-0,-0,0,0,0,114,1,3,0,10,1,1,0,2,0,0,8,0,
alex_sad.wav,46,2,2,76,109,20,227,7,-38,5,1,0,-0,1,1,0,-0,-1,-0,0,0,1,133,1,4,1,8,1,2,0,2,0,0,9,0,
alex_sad.wav,39,1,2,85,147,7,293,4,-40,5,1,1,1,1,1,0,-0,-1,-0,0,0,1,111,0,4,1,11,1,1,0,1,0,0,7,0,
alex_sad.wav,45,1,2,75,111,22,257,5,-39,5,1,0,0,0,1,0,0,-0,-0,0,0,1,131,2,3,1,11,0,1,0,2,0,0,7,0,
alex_sad.wav,40,1,2,74,117,22,284,5,-39,5,1,0,0,1,1,0,-0,-1,-0,0,0,1,145,1,4,1,11,2,2,0,2,0,0,8,0,
alex_sad.wav,40,1,2,66,102,20,299,5,-39,5,1,0,0,0,1,0,-0,-0,-0,0,0,1,144,1,4,2,10,1,2,0,1,0,0,8,0,
alex_sad.wav,38,1,2,63,100,20,267,5,-39,5,1,1,0,1,1,0,-0,-1,-0,0,0,0,115,1,3,1,12,2,2,0,1,0,0,7,0,
alex_sad.wav,40,1,2,62,97,13,267,6,-39,6,1,0,-0,0,1,0,-0,-0,-0,0,0,0,122,0,2,2,6,1,4,0,1,0,0,11,0,
alex_sad.wav,39,1,2,60,89,19,266,6,-39,6,1,0,0,1,1,0,-0,-1,-0,0,0,0,138,1,2,1,6,2,2,0,2,0,0,12,0,
alex_sad.wav,37,1,2,70,115,10,293,5,-39,5,1,1,0,0,1,0,-0,-0,-0,0,0,0,118,1,4,1,10,1,1,0,2,0,0,9,0,
alex_sad.wav,49,2,2,70,96,29,272,7,-38,5,1,0,-0,1,1,0,-0,-1,-0,0,0,1,206,2,4,1,9,2,2,0,2,0,0,9,0,
alex_sad.wav,32,0,2,60,103,7,257,4,-40,5,1,1,0,1,1,0,0,-0,-0,0,0,0,118,1,2,1,12,1,0,0,4,0,0,7,0,
alex_sad.wav,47,1,2,74,110,23,269,6,-39,5,1,0,-0,1,1,0,-0,-0,-0,0,0,0,130,1,4,2,8,1,2,0,1,0,0,10,0,
alex_sad.wav,35,1,2,66,107,12,270,5,-39,5,1,1,0,1,1,0,-0,-1,-0,0,0,0,127,1,1,1,8,1,3,0,4,0,0,9,0,
alex_sad.wav,35,1,2,58,90,14,244,5,-39,6,1,1,0,0,1,0,-0,-0,-0,0,0,0,107,1,2,0,9,0,2,0,7,0,0,10,0,
alex_sad.wav,40,1,2,65,101,20,321,5,-39,5,1,0,0,1,1,0,-0,-0,-0,0,0,0,137,1,2,1,9,1,2,1,3,0,0,10,0,
alex_sad.wav,40,1,2,63,95,24,259,6,-39,6,1,0,-0,1,1,0,-0,-1,-0,0,0,0,123,1,3,2,8,2,2,0,4,0,0,7,0,
alex_sad.wav,40,2,2,60,90,26,160,6,-39,5,1,0,0,1,1,0,-0,-0,-0,0,0,0,122,1,2,1,8,3,2,0,1,0,0,11,0,
alex_sad.wav,42,1,2,61,98,25,286,6,-39,5,1,0,0,1,1,0,-0,-1,-0,0,0,0,144,1,3,0,12,3,2,0,2,0,0,9,0,
alex_sad.wav,36,1,2,64,109,18,274,5,-40,5,1,1,0,1,1,0,-0,-1,-0,0,0,0,151,1,2,1,12,1,1,0,4,0,0,6,0,
alex_sad.wav,41,2,2,68,105,29,190,6,-39,5,1,0,0,1,1,0,-0,-1,-0,0,0,0,141,1,2,0,9,1,1,0,5,0,0,10,0,
alex_sad.wav,38,2,2,62,100,15,202,5,-39,5,1,1,0,1,1,0,-0,-0,-0,0,0,1,136,1,3,1,11,0,2,0,1,0,0,9,0,
alex_sad.wav,30,1,2,62,110,9,256,4,-40,5,1,1,0,1,1,0,-0,-0,-0,0,0,0,106,0,2,0,13,1,1,0,1,0,0,9,0,
alex_sad.wav,40,1,2,63,102,16,259,5,-39,5,1,0,0,1,1,0,-0,-0,-0,0,0,1,147,1,3,2,11,1,1,0,1,0,0,7,0,
alex_sad.wav,33,1,2,60,100,12,229,5,-39,5,1,0,0,1,1,0,-0,-1,-0,0,0,0,113,0,3,1,10,1,1,0,3,0,0,9,0,
alex_sad.wav,36,1,2,71,120,15,243,5,-39,5,1,1,0,1,1,0,-0,-0,-0,0,0,0,121,0,1,2,11,1,2,0,1,0,0,9,0,
alex_sad.wav,38,1,2,68,115,23,287,5,-39,5,1,0,0,1,1,1,-0,-1,-0,0,0,1,158,1,2,1,12,1,1,0,5,0,0,6,0,
alex_sad.wav,31,1,2,58,99,7,276,4,-40,5,1,1,0,1,1,0,-0,-0,-0,0,0,0,118,0,3,1,10,1,2,0,1,0,0,9,0,
alex_sad.wav,44,1,2,66,102,23,200,6,-39,6,1,0,-0,1,1,0,-0,-1,-0,0,0,0,157,1,3,1,8,1,2,0,4,0,0,10,0,
alex_sad.wav,36,0,2,72,122,14,229,4,-40,5,1,1,0,1,1,0,-0,-0,-0,0,0,0,127,1,2,2,15,1,0,0,4,0,0,5,0,
alex_sad.wav,44,1,2,65,100,22,333,6,-39,5,1,0,0,1,1,0,-0,-0,-0,0,0,1,167,1,4,2,9,1,1,0,2,0,0,9,0,
alex_sad.wav,39,1,2,68,115,18,307,5,-40,5,1,0,0,1,1,0,-0,-0,-0,0,0,0,143,1,2,1,12,2,1,0,2,0,0,8,0,
alex_sad.wav,42,1,2,71,116,26,251,5,-40,5,1,0,0,1,1,1,-0,-1,-0,0,0,0,173,1,2,1,12,0,1,0,2,0,0,8,0,
alex_sad.wav,33,1,2,63,108,16,289,5,-40,5,1,1,1,1,1,0,-0,-0,-0,0,0,0,134,1,2,1,9,1,1,0,1,0,0,9,0,
alex_sad.wav,40,1,2,67,108,21,305,5,-39,5,1,1,0,1,1,0,-0,-0,-0,0,0,0,172,1,2,1,10,1,2,0,4,0,0,8,0,
alex_sad.wav,40,1,2,66,110,15,330,5,-40,5,1,1,0,1,1,0,-0,-0,-0,0,0,0,157,0,3,2,11,1,1,0,3,0,0,5,0,
alex_sad.wav,37,1,2,71,116,18,329,5,-40,5,1,1,0,1,1,0,-0,-1,-0,0,0,0,116,1,2,1,8,1,2,0,4,0,0,10,0,
alex_sad.wav,45,1,2,83,127,22,325,5,-40,5,1,0,0,1,1,0,-0,-1,-0,0,0,0,167,1,2,2,10,1,1,0,5,0,0,7,0,
alex_sad.wav,37,1,2,65,107,17,388,5,-40,5,1,1,0,1,1,0,-0,-0,-0,0,0,0,141,1,2,2,11,0,1,0,4,0,0,7,0,
alex_sad.wav,42,1,2,75,120,20,275,5,-39,5,1,1,0,1,1,0,-0,-1,-0,0,0,0,159,1,3,1,11,1,1,0,4,0,0,7,0,
alex_sad.wav,30,1,2,58,108,7,286,4,-40,5,1,1,0,1,1,0,-0,-0,-0,0,0,0,106,1,3,1,10,1,1,0,2,0,0,8,0,
alex_sad.wav,40,1,2,64,105,18,282,5,-39,5,1,1,0,1,1,0,-0,-0,-0,0,0,0,161,1,3,0,8,2,2,0,2,0,0,9,0,
alex_sad.wav,43,1,2,73,116,18,292,5,-39,5,1,0,0,1,1,0,-0,-1,-0,0,0,0,153,1,2,1,11,2,1,0,4,0,0,8,0,
