-2,0,-2,-2,-1,-2,Boredom
-2,0,-2,0,-1,-2,Boredom
-2,-1,-2,0,-1,-2,Boredom
-2,-1,-2,0,-1,-2,Boredom
-2,0,-1,-2,-1,-2,Boredom
-2,-1,-1,0,-1,-2,Boredom
-2,0,-1,-2,-1,-2,Boredom
-2,-1,-2,0,-1,-2,Boredom
-2,0,-2,0,-1,-2,Boredom
-2,-1,-1,-1,-1,-2,Boredom
-2,0,-2,-1,-1,-2,Boredom
-2,-1,-2,-1,-1,-2,Boredom
-2,-1,-2,0,-1,-2,Boredom
-2,-1,-2,-2,-1,-2,Boredom
-2,-1,-2,-2,-1,-2,Boredom
-2,-1,-2,0,-1,-2,Boredom
-2,-1,-1,-2,-1,-2,Boredom
-2,-1,-2,0,-1,-2,Boredom
-2,-1,-2,0,-1,-2,Boredom
-2,0,-1,-2,-1,-2,Boredom
-2,0,-2,-2,-1,-2,Boredom
-2,-1,-2,-2,-1,-2,Boredom
-2,-1,-2,0,-1,-2,Boredom
-2,-1,-1,-2,-1,-2,Boredom
-2,-1,-1,-2,-1,-2,Boredom
-2,-1,-1,-2,-1,-2,Boredom
-2,-1,-2,-2,-1,-2,Boredom
-2,-1,-1,-2,-1,-2,Boredom
-2,-1,-1,-2,-1,-2,Boredom
-2,-1,-1,-2,-1,-2,Boredom
-2,-1,-2,0,-1,-2,Boredom
-2,-1,-2,-2,-1,-2,Boredom
-2,-1,-1,0,-1,-2,Boredom
2,0,-2,2,2,0,Happy
2,0,-2,2,2,0,Happy
2,0,-2,0,2,0,Happy
2,0,-2,0,2,0,Happy
-2,0,2,2,2,0,Happy
-2,0,2,2,2,0,Happy
2,0,-2,0,2,0,Happy
2,0,2,2,2,0,Happy
2,0,-2,0,2,0,Happy
-2,0,2,2,2,0,Happy
-2,0,-1,2,2,0,Happy
-2,0,-2,0,2,0,Happy
2,0,-2,0,2,0,Happy
2,0,-2,0,2,0,Happy
2,0,-2,2,2,0,Happy
2,0,2,2,2,0,Happy
-2,0,-2,0,2,0,Happy
-2,0,-2,0,2,0,Happy
2,0,-2,0,2,0,Happy
2,0,-2,0,2,0,Happy
2,0,-1,0,2,0,Happy
2,0,-2,2,2,0,Happy
2,1,-2,2,2,0,Happy
2,0,2,2,2,0,Happy
2,0,2,2,2,0,Happy
2,0,-2,2,2,0,Happy
2,0,2,0,2,0,Happy
2,0,-1,2,2,0,Happy
2,0,2,2,2,0,Happy
2,0,2,2,2,0,Happy
2,0,-2,2,2,0,Happy
2,0,-2,2,2,0,Happy
2,0,-2,0,2,0,Happy
2,0,-2,-1,2,0,Happy
2,0,-2,0,2,0,Happy
2,0,-2,-1,2,0,Happy
2,0,2,2,2,0,Happy
2,0,-2,2,2,0,Happy
-2,1,-2,0,-2,1,Disgust
-2,1,-2,0,-2,1,Disgust
-2,1,-2,0,-2,1,Disgust
-2,1,-1,0,-2,1,Disgust
-2,1,-2,0,-2,1,Disgust
-2,-1,-2,0,-2,1,Disgust
-2,-1,-2,0,-2,1,Disgust
-2,-1,-2,-2,-2,1,Disgust
-2,-1,-2,-2,-2,1,Disgust
-2,-1,-2,0,-2,1,Disgust
-2,-1,-1,0,-2,1,Disgust
-2,-1,-2,0,-2,1,Disgust
-2,-1,-2,-2,-2,1,Disgust
-2,-1,-2,-1,-2,1,Disgust
-2,-1,-2,-2,-2,1,Disgust
-2,-1,-1,-2,-2,1,Disgust
-2,-1,-2,-1,-2,1,Disgust
-2,-1,2,2,-2,1,Disgust
-2,-1,-2,0,-2,1,Disgust
-2,-1,-2,0,-2,1,Disgust
-2,-1,-2,0,-2,1,Disgust
-2,-1,-1,-2,-2,1,Disgust
-2,-1,-2,0,-2,1,Disgust
-2,-1,-2,-2,-2,1,Disgust
-2,-1,-2,0,-2,1,Disgust
-2,-1,-2,-2,-2,1,Disgust
-2,-1,-2,-1,-2,1,Disgust
-2,-1,-2,0,-2,1,Disgust
-2,-1,-2,0,-2,1,Disgust
-2,-1,-2,0,-2,1,Disgust
-2,-1,-2,0,-2,1,Disgust
-2,-1,-1,-2,-2,1,Disgust
-2,-1,-2,0,-2,1,Disgust
-2,-1,-1,-2,-2,1,Disgust
-2,-1,-1,-2,-2,1,Disgust
-2,-1,-1,-2,-2,1,Disgust
-2,-1,-1,-2,-2,1,Disgust
-2,-1,-1,-2,-2,1,Disgust
-2,-1,-1,-2,-2,1,Disgust
-2,-1,-1,-2,-2,1,Disgust
-2,-1,-1,0,-2,1,Disgust
0,2,-1,0,-2,1,Disgust
-2,-1,-1,-2,-2,1,Disgust
-2,-1,-2,0,-2,1,Disgust
-2,-1,-1,-2,-2,1,Disgust
2,0,-2,2,1,0,Interest
-2,0,-2,0,1,0,Interest
0,2,-2,0,1,0,Interest
0,0,2,2,1,0,Interest
0,2,-2,2,1,0,Interest
0,2,2,2,1,0,Interest
-2,2,-2,2,1,0,Interest
-2,0,-2,0,1,0,Interest
-2,0,-2,2,1,0,Interest
-2,0,-2,0,1,0,Interest
-2,2,2,2,1,0,Interest
0,2,2,2,1,0,Interest
-2,0,2,2,1,0,Interest
-2,0,-2,2,1,0,Interest
-2,0,2,2,1,0,Interest
2,0,-2,0,1,0,Interest
-2,0,-2,0,1,0,Interest
-2,0,2,2,1,0,Interest
-2,0,2,0,1,0,Interest
2,0,2,2,1,0,Interest
2,0,2,2,1,0,Interest
2,2,0,2,1,0,Interest
0,2,2,2,1,0,Interest
-2,0,2,2,1,0,Interest
-2,0,-2,0,1,0,Interest
-2,0,-2,2,1,0,Interest
-2,0,-2,2,1,0,Interest
2,0,2,0,1,0,Interest
-2,0,-2,0,1,0,Interest
2,1,2,2,1,0,Interest
-2,0,2,0,1,0,Interest
2,0,-2,0,1,0,Interest
2,0,-2,0,1,0,Interest
2,0,-1,2,1,0,Interest
-2,0,-2,0,1,0,Interest
-2,0,2,0,1,0,Interest
2,0,2,2,0,2,Surprise
0,2,2,2,0,2,Surprise
2,2,2,2,0,2,Surprise
0,2,2,2,0,2,Surprise
2,2,2,2,0,2,Surprise
1,2,2,2,0,2,Surprise
0,2,2,2,0,2,Surprise
2,2,2,2,0,2,Surprise
0,2,2,2,0,2,Surprise
2,2,2,2,0,2,Surprise
-2,2,2,2,0,2,Surprise
2,2,2,2,0,2,Surprise
2,2,2,2,0,2,Surprise
0,2,2,2,0,2,Surprise
2,2,2,2,0,2,Surprise
0,2,2,2,0,2,Surprise
2,2,2,2,0,2,Surprise
2,2,-2,2,0,2,Surprise
2,2,2,2,0,2,Surprise
-2,0,2,2,0,2,Surprise
-2,2,2,2,0,2,Surprise
0,2,-1,-2,0,2,Surprise
0,2,2,2,0,2,Surprise
0,2,-1,2,0,2,Surprise
0,2,2,2,0,2,Surprise
0,2,-1,2,0,2,Surprise
0,2,2,2,0,2,Surprise
0,2,-2,2,0,2,Surprise
0,2,2,2,0,2,Surprise
0,2,2,2,0,2,Surprise
2,2,2,2,0,2,Surprise
2,0,2,2,0,2,Surprise
0,0,2,2,0,2,Surprise
0,2,-2,2,0,2,Surprise
0,0,2,2,0,2,Surprise
2,0,-2,0,0,2,Surprise
2,0,2,2,0,2,Surprise
-2,0,2,2,0,2,Fear
0,2,2,2,0,2,Fear
2,2,2,2,0,2,Fear
-2,0,2,2,0,2,Fear
0,2,2,2,0,2,Fear
2,2,2,2,0,2,Fear
2,2,2,2,0,2,Fear
0,2,2,2,0,2,Fear
0,2,2,2,0,2,Fear
2,2,2,2,0,2,Fear
0,2,2,2,0,2,Fear
0,2,2,2,0,2,Fear
2,2,2,2,0,2,Fear
-2,0,2,2,0,2,Fear
0,2,2,2,0,2,Fear
0,2,2,2,0,2,Fear
-1,2,2,2,0,2,Fear
0,2,2,2,0,2,Fear
0,2,2,2,0,2,Fear
0,2,2,0,0,2,Fear
0,2,2,2,0,2,Fear
0,2,2,2,0,2,Fear
0,2,2,2,0,2,Fear
0,2,2,2,0,2,Fear
0,2,2,2,0,2,Fear
0,2,2,2,0,2,Fear
0,2,2,2,0,2,Fear
0,2,2,2,0,2,Fear
0,2,-2,2,0,2,Fear
0,2,-2,2,0,2,Fear
0,2,-2,2,0,2,Fear
0,2,2,2,0,2,Fear
