0.224097,0.072291,0.396526,-0.121944,0.141815,1.55638,0,0.00822144,0.0102452,0,2,0,0,0,0,03:17.8
0.255446,0.0587712,0.407005,-0.134584,0.165143,-0.437071,0,-0.000332325,-0.175729,0,2,0,0,0,0,03:20.9
0.243973,0.0368396,0.407783,-0.132278,0.172173,1.41653,0,0.011693,0.116838,0,2,0,0,0,0,03:24.0
0.258007,0.100598,0.399397,-0.134916,0.160372,-1.50086,0,-0.0303498,-0.0842313,0,2,0,0,0,0,03:27.1
0.232917,0.0633219,0.402984,-0.126178,0.17137,-0.187011,0,0.0313031,0.095954,0,2,0,0,0,0,03:30.2
0.237482,0.0865502,0.405756,-0.129177,0.158285,-0.608023,0,-0.0389604,-0.0219061,0,2,0,0,0,0,03:33.4
0.232556,0.0566383,0.408011,-0.126371,0.176082,-1.0396,0,0.119866,0.0701953,1,2,0,0,0,0,03:35.0
0.239579,0.0323187,0.411401,-0.126188,0.176018,-1.55209,0,-0.0120272,0.0229015,1,2,0,0,0,0,03:38.0
0.235965,0.0377606,0.403704,-0.130401,0.176394,-1.55979,0,-0.00119318,-0.023785,1,2,0,0,0,0,03:41.1
0.234965,0.0288471,0.407868,-0.130741,0.171758,-1.56525,0,-0.00741672,0.0221867,1,2,0,0,0,0,03:44.2
0.23849,0.0326877,0.408415,-0.134324,0.165807,-1.55558,0,-0.0118919,-0.0540962,1,2,0,0,0,0,03:47.3
0.238188,0.0355191,0.409759,-0.129506,0.173756,-1.55096,0,0.00193078,0.0584173,1,2,0,0,0,0,03:50.3
0.232252,0.0287525,0.411381,-0.13026,0.17396,-1.55363,0,0.0183429,-0.0117907,1,2,0,0,0,0,03:53.4
0.232483,0.0168348,0.414637,-0.12581,0.176024,-1.55061,0,0.00113052,-0.00087351,1,2,0,0,0,0,03:56.5
0.236122,0.0271226,0.40891,-0.130627,0.177875,-1.55001,0,0.00177441,0.00241795,1,2,0,0,0,0,03:59.6
0.237953,0.0425247,0.413081,-0.127879,0.177857,-1.55443,0,0.00765606,-0.0325392,1,2,0,0,0,0,04:02.7
0.239776,0.020874,0.410553,-0.128497,0.171062,-1.54786,0,-0.0125769,0.0174791,1,2,0,0,0,0,04:05.8
0.22741,0.041146,0.409522,-0.121323,0.170289,-1.54931,0,-0.00366757,0.0583882,1,2,0,0,0,0,04:08.9
0.231606,0.0604291,0.409903,-0.126788,0.163147,-1.54242,0,0.0169788,0.00453862,1,2,0,0,0,0,04:12.0
0.233916,0.051191,0.410069,-0.126818,0.164212,-1.53916,0,-0.0201835,-0.0279272,1,2,0,0,0,0,04:15.1
0.249131,0.0843075,0.409774,-0.125087,0.168355,-1.52656,0,-0.00359457,-0.136924,0,2,0,0,0,0,04:18.1
0.241959,0.0372817,0.412037,-0.12423,0.170998,-1.54778,0,0.00644437,0.073813,1,2,0,0,0,0,04:21.2
0.236178,0.0358124,0.408983,-0.128238,0.170728,-1.55036,0,-0.00586448,-0.00306968,1,2,0,0,0,0,04:24.3
0.23788,0.0379028,0.405291,-0.126361,0.16671,-1.5479,0,-8.30E-05,0.01074,1,2,0,0,0,0,04:27.4
0.237401,0.0394025,0.408264,-0.127725,0.166647,-1.54385,0,0.00718863,0.0203284,1,2,0,0,0,0,04:30.5
0.236514,0.0382092,0.410141,-0.127265,0.165695,-1.54328,0,-0.00815372,-0.00458211,1,2,0,0,0,0,04:33.6
0.237141,0.0350419,0.409954,-0.128901,0.167767,-1.54429,0,-0.00303678,0.0202054,1,2,0,0,0,0,04:36.7
0.237619,0.0392619,0.409228,-0.126796,0.164324,-1.53656,0,-0.00527927,-0.0681179,1,2,0,0,0,0,04:39.7
0.236544,0.0331661,0.410559,-0.130128,0.167345,-1.54375,0,0.00265549,0.0507784,1,2,0,0,0,0,04:42.8
0.24265,0.0517415,0.407299,-0.130721,0.160052,-1.54344,0,0.00133124,-0.0108209,1,2,0,0,0,0,04:45.9
0.252357,0.0525435,0.413357,-0.133546,0.164306,-1.53481,0,-0.0259186,-0.0901353,1,2,0,0,0,0,04:49.0
0.241201,0.0541328,0.407655,-0.130865,0.165678,-1.54338,0,0.0219392,0.0389992,1,2,0,0,0,0,04:52.1
0.267581,0.0678108,0.40334,-0.13021,0.156454,-1.49602,0,-0.0179201,-0.0740844,1,2,0,0,0,0,04:55.2
0.239359,0.055581,0.411535,-0.130964,0.167097,-1.5469,0,0.0141426,0.1409,1,2,0,0,0,0,04:58.3
0.226995,0.0572539,0.410489,-0.120312,0.179996,-1.56046,0,-0.00462742,-0.0636456,1,2,0,0,0,0,05:01.4
0.243938,0.0698516,0.411549,-0.127138,0.165926,-1.52716,0,-0.00229996,0.034498,1,2,0,0,0,0,05:04.5
0.232789,0.0477409,0.415425,-0.128549,0.166129,-1.5416,0,0.00572237,0.0340932,1,2,0,0,0,0,05:07.6
0.23299,0.0720067,0.408723,-0.129141,0.170951,-1.53675,0,-0.00366851,0.0416849,1,2,0,0,0,0,05:10.7
0.2455,0.141549,0.408418,-0.138012,0.147653,-1.51801,0,-0.0176817,-0.0424155,0,2,0,0,0,0,05:13.8
