0.381753,0.531326,0.41965,-0.0617805,0.28563,-1.0182,0,-0.185803,0.245667,0,2,0,0,0,0,36:14.2
0.328579,0.264873,0.442851,-0.0717824,0.276936,-0.786814,0,0.273248,-0.325239,0,2,0,0,0,0,36:17.3
0.457525,0.554718,0.343932,-0.06546,0.270413,-0.206963,0,0.018359,0.0110271,0,2,0,0,0,0,36:20.4
0.428398,0.55924,0.322696,-0.0597797,0.276335,1.53983,0,-0.0500273,0.116055,0,2,0,0,0,0,36:23.4
0.407523,0.39105,0.238488,-0.06652,0.270678,0.674746,0,0.00429571,-0.0290678,0,2,0,0,0,0,36:26.6
0.450667,0.774312,0.435922,-0.0665206,0.276374,-0.694542,0,-0.316227,0.155078,0,2,0,0,0,0,36:29.7
0.316273,0.240938,0.45107,-0.0623858,0.275535,-1.54718,0,-0.0201894,-0.0403271,0,2,0,0,0,0,36:32.8
0.319168,0.156319,0.44121,-0.0796168,0.269213,-1.55265,0,0.0202656,0.0121211,0,2,0,0,0,0,36:35.9
0.311417,0.146799,0.445762,-0.0565586,0.276451,-1.53122,0,-0.0100465,0.0292293,0,2,0,0,0,0,36:38.9
0.30812,0.23697,0.453873,-0.0654278,0.275059,-1.52114,0,-0.0189288,-0.00931168,0,2,0,0,0,0,36:42.0
0.323896,0.231463,0.442796,-0.0738519,0.271271,-1.54026,0,0.00164587,-0.0373465,0,2,0,0,0,0,36:45.2
0.319991,0.0897194,0.445424,-0.0619163,0.283109,-1.54353,0,-0.00941056,-0.0573205,0,2,0,0,0,0,36:48.3
0.335063,0.201625,0.45364,-0.0660053,0.285333,-1.543,0,-0.03538,-0.00623971,0,2,0,0,0,0,36:51.4
0.308447,0.167004,0.453725,-0.0672935,0.279107,-1.55056,0,0.0457264,0.0865354,0,2,0,0,0,0,36:54.5
0.297107,0.154699,0.453752,-0.0609638,0.282748,-1.53252,0,-0.00384235,0.0170377,0,2,0,0,0,0,36:57.6
0.306509,0.111577,0.448698,-0.0706846,0.278285,-1.54112,0,-0.0128641,-0.0982279,0,2,0,0,0,0,37:00.6
0.317076,0.158621,0.448293,-0.0598355,0.284999,-1.5362,0,0.0108004,-0.00592229,0,2,0,0,0,0,37:03.7
0.322744,0.217327,0.450237,-0.0759979,0.271079,-1.53888,0,-0.0430455,0.146152,0,2,0,0,0,0,37:06.8
0.33006,0.341478,0.454015,-0.0715718,0.27082,-1.53171,0,-0.0329284,-0.0977851,0,2,0,0,0,0,37:09.9
0.335294,0.223921,0.45172,-0.0652462,0.278285,-1.51914,0,-0.00242125,-0.0823945,0,2,0,0,0,0,37:13.0
0.350303,0.115283,0.449824,-0.0664541,0.270738,-1.53454,0,-0.0204483,-0.175949,0,2,0,0,0,0,37:16.1
0.36469,0.0551628,0.450854,-0.0750953,0.271859,-1.55163,0,-0.0252209,-0.119653,1,2,0,0,0,0,37:19.2
0.348418,0.158675,0.455302,-0.0811439,0.268303,-1.52262,0,0.0804264,0.507508,0,2,0,0,0,0,37:22.2
