
Rahul, 23, Daily Companion Morning, 2016-02-25_12-36-35 

State Time Stamp, State Date Time, FSM State, FSM State Name, Robot Emotion, Observable Expression, Drive Statuses 

1456421799.57, 2016-02-25_12-36-39, 1, morningIntro, 0, 0, [0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456421831.89, 2016-02-25_12-37-11, 2, morningGood, 0, 5, [1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456421836.04, 2016-02-25_12-37-16, 4, askWeather, 0, 5, [1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456421850.44, 2016-02-25_12-37-30, 9, askWeatherBad, 1, 6, [1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456421855.31, 2016-02-25_12-37-35, 10, askWeatherBadParis, 1, 6, [1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456421898.09, 2016-02-25_12-38-18, 12, askWeatherBadDiffHome, 1, 1, [1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456421918.46, 2016-02-25_12-38-38, 13, askWeatherBadDiffHomeYesTake, 1, 1, [1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456421921.06, 2016-02-25_12-38-41, 15, checkEdgeSafety1, 1, 1, [1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456421937.43, 2016-02-25_12-38-57, 16, tellJoke_Statement1, 1, 1, [1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456421947.43, 2016-02-25_12-39-07, 17, askBreakfast, 1, 1, [1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456421964.99, 2016-02-25_12-39-24, 18, askBreakfastAte, 1, 1, [1.0 1.0 1.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456421971.0, 2016-02-25_12-39-31, 23, askDietPoultry, 1, 1, [1.0 1.0 1.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456421991.27, 2016-02-25_12-39-51, 24, askDietPoultryYesEat, 1, 6, [1.0 1.0 1.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456421994.39, 2016-02-25_12-39-54, 19, askDietGluten, 1, 6, [1.0 1.0 1.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456422010.29, 2016-02-25_12-40-10, 20, askDietGlutenYesEat, 1, 1, [1.0 1.0 1.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456422013.05, 2016-02-25_12-40-13, 26, meal2DecideLunch, 1, 1, [1.0 1.0 1.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456422030.45, 2016-02-25_12-40-30, 27, mealFeedbackLunch, 1, 1, [1.0 1.0 1.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456422045.96, 2016-02-25_12-40-45, 28, meal2FeedbackYesDelici, 1, 1, [1.0 1.0 1.0 2.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456422049.98, 2016-02-25_12-40-49, 31, askDietFish, 1, 1, [1.0 1.0 1.0 2.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456422064.48, 2016-02-25_12-41-04, 32, askDietFishYesEat, 1, 6, [1.0 1.0 1.0 2.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456422072.82, 2016-02-25_12-41-12, 34, checkEdgeSafety2, 1, 6, [1.0 1.0 1.0 2.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456422089.11, 2016-02-25_12-41-29, 35, tellJoke_Statement2, 1, 6, [1.0 1.0 1.0 2.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456422099.84, 2016-02-25_12-41-39, 36, meal3DecideDinner, 1, 6, [1.0 1.0 1.0 2.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456422114.36, 2016-02-25_12-41-54, 37, meal3FeedbackDinner, 1, 6, [1.0 1.0 1.0 2.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456422129.27, 2016-02-25_12-42-09, 38, meal3FeedbackYesGood, 0, 0, [1.0 1.0 1.0 2.0 2.0 2.0 0.0 0.0 0.0 0.0 0.0]
1456422132.9, 2016-02-25_12-42-12, 41, exerciseDecide, 0, 0, [1.0 1.0 1.0 2.0 2.0 2.0 0.0 0.0 0.0 0.0 0.0]
1456422135.16, 2016-02-25_12-42-15, 43, exerciseWeatherBad, 0, 0, [1.0 1.0 1.0 2.0 2.0 2.0 0.0 0.0 0.0 0.0 0.0]
1456422145.14, 2016-02-25_12-42-25, 44, exerciseFeedback, 0, 0, [1.0 1.0 1.0 2.0 2.0 2.0 0.0 0.0 0.0 0.0 0.0]
1456422162.58, 2016-02-25_12-42-42, 45, exerciseFeedbackGood, 0, 5, [1.0 1.0 1.0 2.0 2.0 2.0 2.0 0.0 0.0 0.0 0.0]
1456422168.12, 2016-02-25_12-42-48, 48, morningEnd, 0, 5, [2.0 3.0 2.0 2.0 2.0 2.0 2.0 0.0 0.0 0.0 0.0]
