23:47:44.27,0,2,0,27,17,0,6,12,0,0,0,8,14,3,536,46,4261,20,?,-1,0
23:48:49.87,0,28,0,13,17,8,13,0,0,2,0,3,10,3,464,36,6385,25,?,-1,-2
23:48:57.16,0,28,0,14,17,3,2,0,11,1,2,9,12,4,481,45,7894,20,?,-2,-2
23:49:02.39,0,30,0,15,12,2,0,0,0,0,2,12,13,2,521,52,6502,22,?,-1,-2
23:49:07.45,0,24,0,13,21,7,13,0,11,2,6,12,15,2,510,31,12071,20,?,-2,1
23:49:12.76,0,13,0,16,17,2,4,1,0,0,0,6,23,1,693,49,4800,20,?,-1,0
23:49:17.17,0,10,0,11,12,3,0,0,7,4,3,0,14,1,450,40,4914,24,?,-1,-2
23:49:20.41,0,24,0,14,19,4,0,0,0,1,0,10,15,2,515,48,7173,31,?,-1,-2
23:49:23.69,0,20,0,22,10,0,1,8,10,0,3,0,0,5,609,92,6964,20,?,-2,0
23:49:26.78,0,14,0,12,17,19,16,0,7,3,6,20,15,2,489,29,6640,58,?,-1,-2
23:49:31.20,0,24,0,11,21,0,9,0,0,4,0,10,15,1,477,29,5329,20,?,-1,-2
23:49:34.41,0,13,0,15,10,11,21,0,7,0,6,10,9,3,507,36,5831,23,?,-1,-2
23:49:37.59,0,30,0,13,19,5,3,0,13,2,5,12,15,1,527,38,12733,23,?,-2,-1
23:49:42.80,0,23,0,10,19,9,15,0,5,5,9,26,25,1,547,24,5586,22,?,-1,-2
23:49:48.63,0,30,0,15,19,16,14,0,15,0,11,14,9,3,488,38,10252,23,?,-1,-2
23:49:52.53,0,13,0,15,15,2,6,0,0,0,0,8,12,8,511,44,5308,22,?,-1,-2
23:49:57.12,0,14,0,13,17,7,15,0,8,2,2,2,5,2,434,35,4402,22,?,-1,-2
23:50:02.25,0,14,0,15,10,9,7,0,11,0,5,8,15,3,553,47,13428,23,?,-2,-1
23:50:06.31,0,8,0,16,17,4,3,1,4,0,2,3,6,5,538,61,5106,26,?,-1,0
23:50:09.38,0,0,0,15,19,4,3,0,5,0,0,4,15,2,566,47,9636,21,?,-2,-1
23:50:12.55,0,9,0,15,15,1,0,0,0,0,0,4,8,3,496,55,5255,26,?,-1,-2
23:50:15.69,0,28,0,9,19,10,15,0,12,6,8,6,15,1,446,23,6131,21,?,-2,-2
23:50:18.79,0,4,0,15,17,10,17,0,4,0,8,4,0,5,454,41,13723,20,?,-2,0
23:50:21.92,0,5,0,10,17,2,9,0,5,5,0,4,17,3,493,29,12380,20,?,-2,1
23:50:25.08,0,21,0,15,21,3,2,0,0,0,1,1,6,3,510,59,7875,26,?,-2,0
23:50:28.21,0,10,0,8,15,5,17,0,4,7,0,6,17,1,457,21,6924,21,?,-1,-2
23:50:33.39,0,30,0,14,13,3,6,0,0,1,0,7,14,3,506,43,5554,23,?,-1,-2
23:50:37.32,0,7,0,20,17,1,9,3,0,0,0,6,15,4,682,58,7317,26,?,-1,0
