00:08:44.38,8,7,0,30,17,3,0,0,0,0,0,6,4,7,825,126,21134,164,?,-1,2
00:08:48.27,21,0,0,30,21,5,0,0,0,0,4,9,13,5,1156,164,19875,22,?,-1,2
00:08:51.36,9,2,0,30,21,4,0,0,3,0,2,6,7,5,849,127,19248,22,?,2,2
00:08:55.69,15,2,7,30,15,0,0,0,0,0,7,0,3,14,991,186,19358,22,?,2,2
00:08:58.86,17,3,0,30,12,0,0,0,2,0,0,6,7,7,1031,169,20172,21,?,2,2
00:09:02.08,8,13,0,28,21,0,0,0,8,0,1,6,2,4,714,129,18935,260,?,2,2
00:09:05.28,0,17,0,30,17,4,5,20,0,0,2,2,0,27,700,110,17268,42,?,2,0
00:09:08.44,19,6,0,30,17,0,0,0,3,0,12,5,0,33,1085,193,19391,20,?,2,2
00:09:13.73,16,10,0,30,12,0,0,0,0,0,4,5,0,14,904,171,19998,23,?,2,2
00:09:17.64,5,4,0,30,21,0,0,0,0,0,0,2,1,7,796,141,19745,24,?,2,2
00:09:20.74,15,20,0,30,17,0,0,0,0,0,0,4,8,7,1001,159,18866,25,?,2,2
00:09:24.02,13,0,0,30,12,0,0,0,0,0,1,7,11,4,936,142,19907,23,?,2,2
00:09:27.21,19,3,0,30,17,0,0,0,5,0,3,6,5,6,1041,186,19729,323,?,2,2
00:09:32.30,13,14,0,30,17,3,0,0,7,0,7,7,2,6,929,152,18616,27,?,2,2
00:09:36.25,23,11,0,30,23,0,0,0,10,0,6,6,7,7,1111,190,20239,29,?,2,2
00:09:39.47,8,15,0,30,12,0,0,0,9,0,2,0,3,5,781,151,17918,25,?,2,2
00:09:43.94,21,30,0,30,17,0,0,0,17,0,15,2,0,21,1001,264,19619,20,?,2,2
