23:38:38.72,0,28,0,14,17,3,12,0,0,1,0,6,19,4,581,35,12923,20,?,-2,1
23:38:41.94,0,30,0,21,10,2,2,6,0,0,0,2,1,4,599,81,7000,20,?,-2,0
23:38:46.39,0,13,0,19,10,0,0,4,0,0,0,0,6,3,587,83,6016,23,?,-2,0
23:38:49.45,0,30,0,11,19,9,9,0,0,4,7,20,21,1,543,29,5519,24,?,-1,-2
23:38:52.66,0,17,0,15,12,3,8,0,0,0,0,10,15,1,560,40,5195,29,?,-1,-2
23:38:55.81,0,7,0,19,12,0,0,4,2,0,0,2,15,3,658,69,4084,24,?,-2,0
23:38:58.98,0,0,0,14,17,1,7,0,0,1,0,10,16,1,551,38,4489,21,?,-1,-2
23:39:08.09,0,30,0,11,15,3,8,0,0,4,1,13,22,1,549,29,6090,22,?,-1,-2
23:39:10.86,0,9,0,14,17,6,9,0,3,1,0,6,18,2,561,36,6053,22,?,-1,-2
23:39:15.92,0,0,0,14,15,0,0,0,1,1,0,2,8,2,406,41,4069,23,?,-1,-2
23:39:19.85,0,12,0,15,15,6,4,0,0,0,5,6,15,2,531,45,4125,22,?,-1,-2
23:39:50.57,0,0,14,14,17,2,3,0,0,1,0,9,15,1,543,43,4137,21,?,-1,-2
23:39:57.60,0,0,0,15,15,1,8,0,1,0,0,8,26,1,657,38,4459,20,?,-1,-2
23:40:00.25,0,29,0,15,17,3,8,0,6,0,3,10,15,2,531,40,10140,23,?,-2,-1
23:40:03.35,0,30,0,16,15,1,3,1,0,0,0,4,10,3,572,60,4477,20,?,-1,0
23:40:06.61,0,2,0,19,19,2,7,4,2,0,2,6,10,13,599,60,6764,23,?,-1,0
23:40:09.80,0,3,0,26,12,0,0,14,2,0,0,2,15,3,808,91,8433,127,?,-2,0
23:40:12.95,0,0,14,14,19,8,22,0,1,1,4,5,12,6,491,31,10677,20,?,-2,-2
23:40:16.10,0,15,0,15,17,1,2,0,0,0,0,2,5,5,463,52,5369,20,?,-1,-2
23:40:22.45,0,30,0,16,15,0,0,1,0,0,0,0,0,4,490,80,6796,32,?,-2,0
23:40:26.39,0,30,0,15,15,4,6,0,8,0,0,9,15,2,559,43,7100,20,?,-2,-2
23:40:29.45,0,29,0,16,15,7,8,1,0,0,0,8,12,3,581,53,5414,23,?,-1,0
23:41:26.62,0,1,7,26,21,0,0,0,0,0,0,2,8,4,724,102,16472,21,?,-2,2
