23:53:35.78,0,5,0,15,12,2,7,0,8,0,4,4,21,1,611,39,9931,21,?,-2,-1
23:53:38.95,0,3,0,15,12,16,18,0,6,0,9,16,12,4,569,42,9269,25,?,-1,-2
23:53:43.49,0,7,0,23,12,0,0,0,0,0,3,0,0,6,586,102,16438,22,?,-2,2
23:53:48.57,0,10,0,19,19,7,4,4,0,0,0,4,2,4,560,71,16626,22,?,2,0
23:53:52.58,0,0,0,9,13,1,4,0,5,6,0,5,15,1,427,29,7516,22,?,-1,-2
23:53:55.69,0,2,0,20,17,5,2,5,4,0,0,6,5,4,558,68,16487,21,?,-2,0
23:53:58.81,0,25,0,15,15,6,7,0,0,0,0,6,13,3,527,45,16414,70,?,-2,2
23:54:02.00,0,19,0,15,19,12,7,0,0,0,3,11,8,12,526,52,16739,29,?,-2,1
23:54:05.26,0,7,0,21,19,4,14,6,0,0,0,6,15,6,694,56,16512,28,?,-2,0
23:54:08.36,0,18,0,15,17,1,12,0,10,0,3,14,9,4,532,46,16865,30,?,2,0
23:54:11.45,0,23,0,23,15,3,6,10,9,0,1,4,11,4,682,72,16334,90,?,-2,0
23:54:14.62,0,23,0,11,12,9,21,0,0,4,5,8,15,1,468,25,11400,22,?,-2,1
23:54:17.74,0,0,0,12,19,22,20,0,6,3,10,16,13,2,458,28,13768,103,?,-2,-2
23:54:20.92,0,0,21,15,17,2,0,0,5,0,1,0,2,5,499,68,10960,37,?,-2,-1
23:54:24.00,0,30,0,15,12,6,9,0,0,0,3,8,6,4,530,53,11605,20,?,-2,-1
23:54:27.11,0,29,0,18,17,8,13,3,0,0,0,5,1,5,544,56,10286,22,?,-2,0
23:54:30.38,0,5,0,15,15,8,5,0,6,0,0,6,8,3,517,53,16433,23,?,-2,0
23:54:33.53,0,6,0,7,19,2,9,0,6,8,4,5,16,1,440,22,6393,20,?,-1,-2
23:54:36.73,0,20,0,25,12,0,1,12,5,0,0,0,9,4,705,89,9447,21,?,-2,0
23:54:39.96,0,0,0,15,15,12,16,0,0,0,1,12,15,2,580,38,16463,22,?,-2,2
23:54:42.98,0,6,0,27,17,2,0,12,0,0,6,2,2,6,549,79,16388,31,?,-2,0
23:54:46.17,15,12,0,30,19,0,0,0,0,0,14,0,0,15,791,193,16625,21,?,2,2
23:54:49.40,0,0,14,16,17,0,0,1,1,0,0,0,4,4,453,54,9337,62,?,-2,0
23:54:53.72,0,0,0,23,17,5,6,8,2,0,1,6,6,9,660,76,16501,21,?,-2,0
23:54:58.85,0,10,0,13,15,4,6,0,4,2,0,4,16,1,539,37,8612,21,?,-2,-1
