00:18:04.75,8,18,0,30,19,3,0,0,0,0,4,4,0,24,830,145,19201,29,?,2,2
00:18:08.73,4,11,0,30,19,5,0,0,5,0,2,5,1,19,745,117,18973,288,?,2,2
00:18:11.82,8,14,0,30,19,0,0,0,8,0,2,8,2,6,762,120,19101,24,?,2,2
00:18:18.24,5,4,0,28,19,0,1,0,5,0,0,9,4,5,739,104,19499,21,?,2,2
00:18:22.28,4,7,0,30,15,8,1,0,7,0,1,7,6,4,789,107,18249,23,?,2,2
00:18:26.67,0,12,0,29,15,7,9,20,6,0,4,2,1,22,735,89,17640,50,?,2,0
00:18:29.89,11,0,28,30,19,4,1,0,1,0,0,8,6,6,915,129,20716,24,?,-1,2
00:18:33.18,11,3,0,30,15,6,1,0,2,0,3,7,2,29,939,143,19165,20,?,-1,2
00:18:36.35,13,4,0,30,17,5,0,0,4,0,2,8,4,11,918,140,19661,325,?,2,2
00:18:39.50,10,0,0,30,17,0,0,0,1,0,0,6,1,6,859,137,18998,41,?,2,2
00:18:42.72,3,10,0,29,10,7,1,0,0,0,0,10,7,5,698,90,18817,24,?,2,2
00:18:47.19,9,0,7,30,15,2,0,0,0,0,1,2,0,16,805,157,20318,296,?,-1,2
00:18:50.24,11,2,0,30,17,2,0,0,2,0,2,2,0,13,784,166,19146,23,?,2,2
00:18:55.45,12,3,0,30,15,4,0,0,0,0,3,5,0,37,836,156,18853,27,?,2,2
