00:46:06.84,0,7,0,19,17,5,6,0,0,0,0,13,13,3,614,59,17882,21,?,2,2
00:46:10.85,0,0,0,21,15,9,2,6,0,0,0,7,7,2,508,55,16429,28,?,-2,0
00:46:15.29,0,0,0,23,17,1,0,0,1,0,0,4,7,9,668,101,17034,321,?,2,2
00:46:18.42,0,0,0,27,15,14,2,0,2,0,4,13,18,2,837,81,17827,24,?,2,2
00:46:21.65,0,0,0,26,12,3,0,10,3,0,1,6,15,2,713,79,16857,45,?,2,0
00:46:24.79,0,7,0,30,15,1,9,0,3,0,2,17,15,2,700,60,17424,22,?,2,2
00:46:27.92,0,0,0,21,15,14,8,0,4,0,3,15,10,4,659,66,17600,156,?,2,2
00:46:31.19,3,0,0,24,15,2,0,0,4,0,0,8,4,7,674,97,17071,24,?,2,2
00:46:35.53,0,0,7,30,15,0,0,0,2,0,4,4,30,2,1374,126,18546,120,?,-1,2
00:46:38.71,0,6,0,17,19,8,7,0,3,0,0,12,4,3,562,62,16807,20,?,2,2
00:46:43.86,0,0,0,14,15,5,14,0,6,1,3,16,12,2,498,36,16572,22,?,-2,-1
00:46:49.16,0,7,0,27,17,6,0,0,0,0,0,7,8,4,690,89,17274,64,?,2,2
00:46:52.29,0,15,0,15,12,8,1,0,0,0,0,6,2,4,487,62,16685,23,?,-2,2
00:46:56.60,2,2,0,27,15,2,0,0,0,0,0,6,10,4,759,96,17049,49,?,2,2
00:46:59.70,0,9,0,22,15,10,6,0,0,0,4,12,7,3,591,63,16612,20,?,-2,2
00:47:02.81,0,9,0,23,15,1,2,9,7,0,1,4,0,7,601,93,16791,28,?,2,0
00:47:05.89,0,21,0,15,19,10,5,0,12,0,7,8,3,3,504,56,16503,25,?,-2,0
00:47:11.06,0,0,0,21,15,5,0,4,0,0,0,4,2,4,598,92,16635,33,?,2,2
00:47:15.07,0,12,0,24,13,7,8,9,0,0,7,9,0,5,546,66,16872,20,?,2,0
